fumblesRecovered,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,firstDowns,thirdDownEff,fourthDownEff,totalYards,netPassingYards,completionAttempts,yardsPerPass,rushingYards,rushingAttempts,yardsPerRushAttempt,totalPenaltiesYards,turnovers,fumblesLost,interceptions,possessionTime,interceptionYards,interceptionTDs,passesIntercepted,team,home_away,points,game_id,season,week,season_type
0,2,3,0,1,1,115,0,5,3,21,7-16,1-2,378,265,23-46,5.8,113,32,3.5,5-55,2,0,2,31:46,0,0,1,Central Michigan,away,21,332572439,2013,3,regular
1,0,18,0,2,2,13,0,1,11,25,4-19,2-2,440,300,25-48,6.3,140,45,3.1,12-89,3,1,2,30:59,13,0,1,Stony Brook,away,23,332572084,2013,3,regular
1,2,3,0,1,1,34,0,2,8,22,6-18,0-0,349,216,28-48,4.5,133,36,3.7,4-35,2,1,1,28:56,9,0,2,Buffalo,home,26,332572084,2013,3,regular
0,0,,,,1,151,0,7,1,13,4-14,0-1,214,86,13-24,3.6,128,38,3.4,7-80,1,0,1,32:25,10,0,1,Nevada,away,7,332570052,2013,3,regular
0,6,82,0,7,2,54,0,2,14,29,6-10,0-0,617,240,17-22,10.9,377,41,9.2,6-45,1,0,1,26:47,27,0,1,Florida State,home,62,332570052,2013,3,regular
0,3,21,0,3,2,,,,5,21,5-10,0-0,521,264,17-19,13.9,257,43,6.0,10-100,0,0,0,36:36,,,,USC,home,35,332570030,2013,3,regular
0,1,0,0,1,0,81,0,4,1,12,4-13,0-1,184,83,11-24,3.5,101,26,3.9,1-5,0,0,0,23:24,,,,Boston College,away,7,332570030,2013,3,regular
1,0,,,,3,63,0,3,3,26,15-28,2-3,424,315,43-69,4.6,109,35,3.1,4-24,2,0,2,38:44,,,,Louisiana Monroe,away,21,332570154,2013,3,regular
0,0,-8,0,2,2,32,0,2,7,15,5-15,0-0,325,310,28-48,6.5,15,15,1.0,5-33,1,1,0,30:38,17,0,2,Wake Forest,home,19,332570154,2013,3,regular
0,2,20,0,1,0,99,0,5,2,13,3-14,1-2,254,122,15-28,4.4,132,34,3.9,5-52,0,0,0,20:57,0,0,1,Duke,home,14,332570150,2013,3,regular
0,1,12,0,1,4,44,0,2,8,28,11-17,0-0,469,125,8-16,7.8,344,60,5.7,6-46,1,0,1,38:15,,,,Georgia Tech,away,38,332570150,2013,3,regular
1,1,25,0,1,3,73,0,3,10,17,6-11,0-1,402,205,13-22,9.3,197,34,5.8,1-15,2,1,1,25:48,,,,Stanford,away,34,332570349,2013,3,regular
1,1,10,0,1,1,27,0,2,8,18,6-16,1-3,333,49,6-10,4.9,284,61,4.7,2-20,1,1,0,33:46,0,0,1,Army,home,20,332570349,2013,3,regular
0,0,,,,0,90,0,6,3,13,7-23,1-4,245,124,19-40,3.1,121,37,3.3,6-44,1,1,0,37:54,25,0,1,Lamar,away,3,332570197,2013,3,regular
1,5,116,1,4,2,21,0,1,11,26,7-13,1-1,426,271,23-36,7.5,155,38,4.1,4-28,1,0,1,22:06,,,,Oklahoma State,home,59,332570197,2013,3,regular
0,1,39,0,3,0,21,0,2,4,23,4-16,0-2,401,194,23-38,5.1,207,44,4.7,13-115,2,0,2,35:46,0,0,3,TCU,away,10,332552641,2013,3,regular
0,0,,,,2,,,,8,16,6-17,0-1,336,293,24-45,6.5,43,26,1.7,10-89,3,0,3,24:14,43,0,2,Texas Tech,home,20,332552641,2013,3,regular
0,1,11,0,3,0,,,,11,19,6-18,0-1,370,178,15-36,4.9,192,42,4.6,5-51,2,0,2,33:24,52,1,2,Rice,home,23,332570242,2013,3,regular
0,1,2,0,1,1,,,,2,11,6-17,0-2,270,170,14-29,5.9,100,35,2.9,4-20,2,0,2,26:36,27,0,2,Kansas,away,14,332570242,2013,3,regular
0,1,,,,0,121,0,6,1,10,3-13,0-0,220,84,8-18,4.7,136,33,4.1,7-35,1,1,0,27:31,7,0,1,Georgia State,away,7,332570277,2013,3,regular
1,2,46,0,3,3,54,0,2,11,30,8-17,1-2,604,359,25-41,8.8,245,42,5.8,4-48,1,0,1,31:46,,,,West Virginia,home,41,332570277,2013,3,regular
0,0,,,,0,155,0,9,,5,2-14,0-1,87,34,6-21,1.6,53,31,1.7,2-10,3,1,2,27:15,,,,Wagner,away,0,332570183,2013,3,regular
1,3,12,0,4,4,19,0,1,12,27,10-17,0-0,595,359,28-35,10.3,236,48,4.9,8-65,0,0,0,32:45,58,0,2,Syracuse,home,54,332570183,2013,3,regular
2,3,,,,0,174,0,7,9,16,6-16,0-2,270,57,9-17,3.4,213,52,4.1,4-40,1,1,0,36:42,13,0,2,New Mexico,away,27,332570221,2013,3,regular
1,5,2,0,1,2,71,0,4,7,23,3-5,0-0,527,244,14-18,13.6,283,34,8.3,7-50,4,2,2,23:30,,,,Pittsburgh,home,49,332570221,2013,3,regular
1,0,,,,0,97,0,7,,7,3-16,1-1,138,34,12-23,1.5,104,33,3.2,3-45,2,2,0,29:21,,,,Weber State,away,6,332570328,2013,3,regular
2,4,76,0,7,6,44,0,1,10,28,9-14,1-2,587,320,23-29,11.0,267,48,5.6,2-24,1,1,0,30:31,,,,Utah State,home,70,332570328,2013,3,regular
1,2,,,,0,33,0,1,8,17,6-14,2-2,287,99,4-10,9.9,188,52,3.6,3-23,1,0,1,29:44,17,0,1,Air Force,away,20,332560068,2013,3,regular
0,5,,,,1,50,0,3,6,31,8-10,0-0,533,304,29-31,9.8,229,41,5.6,5-55,2,1,1,30:16,0,0,1,Boise State,home,42,332560068,2013,3,regular
0,1,-2,0,1,1,48,0,3,5,19,3-12,0-1,370,164,11-20,8.2,206,42,4.9,4-38,0,0,0,26:03,,,,Cal Poly,away,17,332570036,2013,3,regular
0,2,25,0,4,2,,,,10,24,7-15,1-2,533,297,21-30,9.9,236,46,5.1,9-100,0,0,0,33:57,,,,Colorado State,home,34,332570036,2013,3,regular
1,0,17,0,2,1,23,0,1,1,20,5-18,1-3,340,275,30-52,5.3,65,26,2.5,5-25,2,0,2,35:33,0,0,1,Northern Colorado,away,7,332572751,2013,3,regular
0,2,41,0,3,1,,,,5,26,9-17,1-2,437,264,30-47,5.6,173,42,4.1,6-45,2,1,1,24:31,89,2,2,Wyoming,home,35,332572751,2013,3,regular
0,4,3,0,1,2,84,0,4,12,26,6-13,0-0,539,279,19-33,8.5,260,39,6.7,5-59,3,0,3,26:49,,,,Utah,home,48,332570254,2013,3,regular
0,0,,,,5,145,0,10,13,22,7-16,2-2,491,443,27-45,9.8,48,28,1.7,10-69,0,0,0,31:43,36,1,3,Oregon State,away,51,332570254,2013,3,regular
0,0,41,0,2,5,63,0,2,12,22,6-13,2-2,464,410,35-48,8.5,54,17,3.2,5-39,1,0,1,24:22,95,1,3,Washington State,home,48,332570265,2013,3,regular
0,1,18,0,1,0,36,0,3,4,13,4-14,1-1,219,146,22-30,4.9,73,34,2.1,5-53,3,0,3,35:38,0,0,1,Southern Utah,away,10,332570265,2013,3,regular
1,1,,,,0,45,0,2,7,23,8-16,1-1,379,277,30-47,5.9,102,29,3.5,6-63,2,1,1,33:03,,,,UT San Antonio,away,13,332570012,2013,3,regular
1,4,18,0,3,1,15,0,1,8,25,7-13,1-1,422,158,14-21,7.5,264,48,5.5,3-15,1,1,0,26:40,16,0,1,Arizona,home,38,332570012,2013,3,regular
1,4,16,0,3,0,69,0,3,4,19,4-12,1-1,349,38,6-11,3.5,311,52,6.0,6-60,1,0,1,34:15,92,1,1,Bethune-Cookman,away,34,332572229,2013,3,regular
0,0,87,0,3,2,173,0,6,1,9,3-12,1-2,229,156,11-18,8.7,73,33,2.2,7-50,2,1,1,25:45,0,0,1,Florida International,home,13,332572229,2013,3,regular
0,0,,,,1,81,0,5,1,18,7-17,0-2,305,164,15-40,4.1,141,33,4.3,5-35,5,3,2,30:37,13,0,1,Nicholls,away,7,332570309,2013,3,regular
3,8,,,,1,34,0,2,10,28,5-8,0-0,620,164,13-16,10.3,456,53,8.6,8-105,1,0,1,29:23,58,1,2,Louisiana,home,70,332570309,2013,3,regular
0,2,19,0,2,3,94,0,5,4,30,11-22,1-1,614,504,36-58,8.7,110,37,3.0,3-30,4,1,3,32:53,,,,Troy,away,34,332552032,2013,3,regular
1,5,26,0,3,1,55,0,3,5,26,9-17,0-0,539,311,21-35,8.9,228,43,5.3,9-70,0,0,0,26:28,19,0,3,Arkansas State,home,41,332552032,2013,3,regular
3,4,0,0,1,6,149,0,4,16,31,6-11,1-1,733,487,28-38,12.8,246,40,6.2,11-85,0,0,0,26:02,0,0,2,Old Dominion,home,76,332570295,2013,3,regular
0,2,,,,0,239,0,8,7,24,9-15,0-1,465,259,23-32,8.1,206,53,3.9,4-26,5,3,2,33:31,,,,Howard,away,19,332570295,2013,3,regular
2,0,0,0,2,0,119,0,6,,6,2-12,0-0,175,62,11-22,2.8,113,25,4.5,7-59,6,4,2,30:31,,,,West Virginia,away,0,332640120,2013,4,regular
4,2,-1,0,4,1,31,0,1,13,17,9-19,0-0,330,210,17-26,8.1,120,46,2.6,7-39,2,2,0,38:00,28,1,2,Maryland,home,37,332640120,2013,4,regular
1,3,-2,0,2,1,43,0,2,4,21,8-20,0-1,344,194,23-45,4.3,150,39,3.8,6-60,2,1,1,34:14,0,0,1,Northwestern State,away,28,332640005,2013,4,regular
1,3,92,1,4,3,34,0,2,10,21,4-11,1-2,454,212,13-27,7.9,242,34,7.1,5-44,2,1,1,25:46,0,0,1,UAB,home,52,332640005,2013,4,regular
1,3,19,0,5,4,15,0,1,10,25,7-13,1-1,405,206,19-26,7.9,199,44,4.5,7-38,0,0,0,27:42,17,0,1,Syracuse,home,52,332640183,2013,4,regular
0,1,5,0,2,1,100,0,5,5,18,4-14,2-3,330,209,23-40,5.2,121,28,4.3,7-75,2,1,1,32:18,,,,Tulane,away,17,332640183,2013,4,regular
1,0,,,,2,119,0,7,5,18,5-12,0-1,317,135,15-25,5.4,182,37,4.9,5-35,2,0,2,31:44,36,0,2,Morgan State,away,17,332640098,2013,4,regular
0,7,58,0,4,0,70,0,4,8,28,5-10,4-4,588,213,17-24,8.9,375,44,8.5,4-26,3,1,2,42:49,-3,0,2,Western Kentucky,home,58,332640098,2013,4,regular
0,1,12,0,2,0,168,0,7,4,12,2-14,1-2,180,135,18-36,3.8,45,21,2.1,3-30,1,0,1,24:17,27,0,1,Purdue,away,10,332640275,2013,4,regular
0,5,25,0,3,0,53,0,2,11,22,5-13,1-2,546,158,12-21,7.5,388,48,8.1,1-10,1,0,1,34:50,10,0,1,Wisconsin,home,41,332640275,2013,4,regular
0,0,0,0,1,0,144,0,7,0,9,3-15,0-0,190,134,17-36,3.7,56,24,2.3,8-79,1,0,1,27:16,-4,0,1,Kent State,away,0,332640213,2013,4,regular
0,3,4,0,2,1,15,0,1,10,27,7-18,2-3,463,176,13-36,4.9,287,53,5.4,3-28,1,0,1,32:44,2,0,1,Penn State,home,34,332640213,2013,4,regular
0,0,,,,0,161,0,8,,2,1-11,0-0,80,30,10-16,1.9,50,23,2.2,8-50,2,1,1,22:58,3,0,1,Florida A&M,away,0,332640194,2013,4,regular
1,5,86,0,4,6,,,,10,34,6-12,4-4,603,215,24-34,6.3,388,46,8.4,3-20,1,0,1,37:02,42,0,1,Ohio State,home,76,332640194,2013,4,regular
0,3,,,,2,18,0,1,9,33,8-16,1-1,623,343,32-47,7.3,280,50,5.6,5-31,3,1,2,36:45,82,1,3,Missouri,away,45,332640084,2013,4,regular
1,2,,,,2,22,0,1,2,20,5-17,1-2,475,377,29-53,7.1,98,26,3.8,8-63,3,0,3,23:15,24,0,2,Indiana,home,28,332640084,2013,4,regular
0,1,2,0,1,1,67,0,3,5,14,6-17,0-1,220,142,14-34,4.2,78,32,2.4,8-86,0,0,0,29:22,29,0,1,Notre Dame,home,17,332640087,2013,4,regular
0,0,6,0,1,1,24,0,2,7,19,8-18,1-2,254,135,16-36,3.8,119,35,3.4,10-115,1,0,1,30:32,,,,Michigan State,away,13,332640087,2013,4,regular
2,0,20,0,5,2,,,,3,12,1-11,0-1,206,159,16-32,5.0,47,25,1.9,6-70,1,0,1,24:13,0,0,2,Connecticut,home,21,332640041,2013,4,regular
0,3,22,0,4,0,45,0,2,6,19,7-17,0-1,289,97,11-23,4.2,192,49,3.9,5-45,4,2,2,48:22,29,0,1,Michigan,away,24,332640041,2013,4,regular
2,2,1,0,1,0,41,0,2,8,25,3-11,0-1,465,238,19-29,8.2,227,38,6.0,4-45,3,1,2,30:49,,,,South Dakota State,away,20,332640158,2013,4,regular
1,5,9,0,1,2,68,0,3,11,34,7-10,1-1,645,310,21-26,11.9,335,51,6.6,4-33,2,2,0,29:01,48,1,2,Nebraska,home,59,332640158,2013,4,regular
2,0,1,0,1,0,131,0,7,3,9,1-14,1-1,209,135,16-38,3.6,74,20,3.7,2-16,4,1,3,23:49,,,,Western Michigan,away,3,332642294,2013,4,regular
1,2,192,2,6,2,65,0,2,11,22,9-15,1-1,446,188,11-18,10.4,258,58,4.4,6-60,2,2,0,36:11,48,2,3,Iowa,home,59,332642294,2013,4,regular
1,1,12,0,1,2,80,0,4,3,23,9-16,0-1,379,272,29-47,5.8,107,30,3.6,3-20,3,1,2,33:10,7,0,1,Maine,away,21,332640077,2013,4,regular
1,2,6,0,1,1,72,0,3,5,20,7-14,1-2,373,122,10-17,7.2,251,49,5.1,5-45,2,1,1,26:50,68,2,2,Northwestern,home,35,332640077,2013,4,regular
0,0,1,0,1,3,96,0,6,6,16,1-9,2-4,486,439,22-35,12.5,47,17,2.8,9-98,3,1,2,18:58,,,,San José State,away,24,332640135,2013,4,regular
1,6,13,0,2,0,21,0,2,7,25,7-13,2-2,424,71,5-12,5.9,353,67,5.3,3-40,0,0,0,41:02,16,0,2,Minnesota,home,43,332640135,2013,4,regular
1,1,21,0,2,2,60,0,2,6,23,8-13,2-3,406,240,19-28,8.6,166,39,4.3,5-35,2,1,1,32:19,,,,Vanderbilt,away,24,332640113,2013,4,regular
1,0,,,,1,36,0,2,1,17,8-16,1-1,248,149,23-33,4.5,99,31,3.2,4-20,1,1,0,27:41,0,0,1,UMass,home,7,332640113,2013,4,regular
0,0,0,0,1,0,47,0,3,,2,1-13,0-0,27,27,4-9,3.0,0,34,0.0,6-40,1,1,0,41:45,,,,Florida International,away,0,332640097,2013,4,regular
1,4,48,0,8,5,93,1,1,12,20,7-10,0-0,464,254,22-27,9.4,210,29,7.2,1-5,0,0,0,27:24,,,,Louisville,home,72,332640097,2013,4,regular
1,0,24,0,2,0,15,0,1,,4,0-11,0-3,87,80,7-16,5.0,7,29,0.2,4-34,2,0,2,22:56,0,0,2,Miami (OH),home,0,332640193,2013,4,regular
0,2,33,0,5,0,16,0,1,2,24,7-17,0-0,369,171,23-37,4.6,198,52,3.8,7-74,3,1,2,37:04,38,0,2,Cincinnati,away,14,332640193,2013,4,regular
0,2,,,,1,40,0,2,2,25,5-15,0-1,463,289,22-37,7.8,174,45,3.9,3-25,2,1,1,34:56,1,0,1,Rice,home,26,332640242,2013,4,regular
1,1,34,0,4,3,22,0,1,7,21,6-16,1-1,494,329,18-36,9.1,165,37,4.5,3-30,1,0,1,25:04,6,0,1,Houston,away,31,332640242,2013,4,regular
2,4,42,0,3,1,54,0,3,6,27,7-14,1-2,581,316,19-35,9.0,265,48,5.5,13-114,1,0,1,30:56,2,0,1,Texas A&M,home,42,332640245,2013,4,regular
0,0,19,0,1,1,60,0,4,7,25,5-16,2-4,434,341,41-67,5.1,93,17,5.5,16-111,3,2,1,29:04,12,0,1,SMU,away,13,332640245,2013,4,regular
2,0,2,0,1,2,58,0,3,6,14,3-14,1-1,283,182,16-28,6.5,101,34,3.0,6-66,0,0,0,31:33,26,1,1,Arkansas,away,24,332640164,2013,4,regular
0,0,106,1,4,3,33,0,2,4,24,6-17,2-2,400,346,22-43,8.0,54,36,1.5,3-25,3,2,1,28:27,,,,Rutgers,home,28,332640164,2013,4,regular
1,0,,,,1,82,0,3,1,17,4-15,0-2,255,181,22-39,4.6,74,31,2.4,5-50,1,0,1,23:59,,,,Arkansas State,away,7,332640235,2013,4,regular
0,3,58,0,4,1,44,0,2,7,23,6-14,1-3,505,176,17-26,6.8,329,45,7.3,4-40,1,1,0,35:33,0,0,1,Memphis,home,31,332640235,2013,4,regular
1,5,55,0,4,3,81,0,3,11,39,12-14,0-0,692,394,35-49,8.0,298,45,6.6,15-138,3,1,2,29:36,52,0,1,UCLA,home,59,332640026,2013,4,regular
1,1,,,,1,107,0,6,1,21,1-11,0-0,333,146,15-26,5.6,187,41,4.6,3-35,2,1,1,29:36,25,0,2,New Mexico State,away,13,332640026,2013,4,regular
1,2,59,0,4,4,45,0,1,6,21,5-9,2-2,417,346,31-43,8.0,71,15,4.7,6-44,4,2,2,21:44,0,0,1,Washington State,home,42,332640265,2013,4,regular
2,0,5,0,1,0,108,0,6,0,17,5-19,2-4,253,174,18-25,7.0,79,49,1.6,12-73,2,1,1,37:25,4,0,2,Idaho,away,0,332640265,2013,4,regular
1,0,20,1,3,1,173,1,5,3,13,4-16,1-2,245,238,26-41,5.8,7,25,0.3,4-25,1,0,1,27:28,0,0,1,North Texas,away,21,332640061,2013,4,regular
0,3,29,0,5,3,19,0,1,9,26,6-13,0-0,641,450,23-31,14.5,191,43,4.4,6-42,2,1,1,31:57,0,0,1,Georgia,home,45,332640061,2013,4,regular
2,0,,,,1,57,0,3,5,12,5-13,0-1,220,154,14-34,4.5,66,23,2.9,3-25,6,2,4,20:23,62,1,1,Tennessee,away,17,332640057,2013,4,regular
2,3,5,0,3,1,74,0,3,7,20,10-18,0-1,382,167,11-20,8.4,215,56,3.8,6-44,3,2,1,39:37,61,0,4,Florida,home,31,332640057,2013,4,regular
0,0,0,0,1,0,116,0,6,6,13,4-15,0-1,279,228,24-38,6.0,51,26,2.0,4-35,1,1,0,31:10,0,0,1,Colorado State,away,6,332640333,2013,4,regular
1,1,60,1,6,2,60,0,3,7,16,2-10,1-1,338,272,21-27,10.1,66,21,3.1,2-15,1,0,1,28:50,,,,Alabama,home,31,332640333,2013,4,regular
0,0,,,,1,73,0,5,1,11,3-14,0-1,186,139,17-31,4.5,47,26,1.8,7-80,2,1,1,23:02,,,,Troy,away,7,332640344,2013,4,regular
1,5,5,0,2,2,21,0,2,14,30,8-12,0-0,551,316,17-27,11.7,235,44,5.3,3-30,0,0,0,36:03,70,1,1,Mississippi State,home,62,332640344,2013,4,regular
1,4,10,0,1,1,19,0,2,5,16,5-13,0-1,457,229,14-22,10.4,228,44,5.2,10-85,2,1,1,29:05,0,0,2,LSU,home,35,332640099,2013,4,regular
1,3,5,0,7,0,14,0,1,3,21,6-17,1-5,437,224,17-33,6.8,213,52,4.1,5-44,3,1,2,30:42,0,0,1,Auburn,away,21,332640099,2013,4,regular
3,0,,,,0,84,0,5,0,13,5-17,1-1,298,143,13-26,5.5,155,38,4.1,9-69,0,0,0,36:33,,,,Austin Peay,away,0,332640195,2013,4,regular
0,2,15,0,6,3,37,0,1,8,22,8-13,0-0,494,243,16-23,10.6,251,46,5.5,8-58,3,3,0,36:58,,,,Ohio,home,38,332640195,2013,4,regular
0,2,0,0,2,3,65,0,4,5,26,6-15,0-1,460,304,26-38,8.0,156,43,3.6,5-30,1,0,1,33:06,28,0,2,Louisiana,away,35,332642006,2013,4,regular
0,1,1,0,1,3,101,0,5,6,22,4-14,1-1,455,321,27-43,7.5,134,27,5.0,3-23,2,0,2,26:07,0,0,1,Akron,home,30,332642006,2013,4,regular
1,1,0,0,1,1,0,0,1,5,23,3-9,1-1,370,214,14-24,8.9,156,41,3.8,1-5,4,2,2,32:06,,,,Central Michigan,home,17,332642117,2013,4,regular
2,3,-1,0,1,1,56,0,3,8,23,9-12,0-0,418,166,16-23,7.2,252,43,5.9,1-15,1,1,0,27:54,14,0,2,Toledo,away,38,332642117,2013,4,regular
1,2,,,,1,75,0,5,2,25,5-13,3-4,416,212,20-32,6.6,204,44,4.6,9-78,4,2,2,33:15,,,,Eastern Michigan,home,20,332642199,2013,4,regular
2,5,,,,2,30,0,3,9,25,5-12,1-1,546,346,19-31,11.2,200,38,5.3,4-43,1,1,0,26:01,10,0,2,Ball State,away,51,332642199,2013,4,regular
1,0,,,,6,114,0,7,3,27,7-16,2-4,577,450,34-49,9.2,127,34,3.7,14-126,2,0,2,28:03,0,0,2,Eastern Illinois,away,39,332642459,2013,4,regular
0,4,-2,0,1,1,71,0,6,13,31,6-13,2-2,602,235,21-30,7.8,367,52,7.1,14-103,3,1,2,31:33,-2,0,2,Northern Illinois,home,43,332642459,2013,4,regular
1,1,6,0,1,0,104,0,7,0,18,9-18,0-0,242,60,8-17,3.5,182,56,3.3,8-59,1,0,1,35:59,,,,Bethune-Cookman,away,6,332640052,2013,4,regular
0,4,,,,2,86,0,3,10,26,2-6,0-0,492,226,13-25,9.0,266,36,7.4,3-25,1,1,0,24:01,68,1,1,Florida State,home,54,332640052,2013,4,regular
0,2,,,,0,81,0,5,2,18,3-16,4-5,378,213,20-37,5.8,165,36,4.6,9-57,2,1,1,32:20,,,,NC State,home,14,332620152,2013,4,regular
1,0,8,0,2,3,,,,8,22,10-19,1-2,415,244,24-37,6.6,171,40,4.3,6-45,0,0,0,27:11,0,0,1,Clemson,away,26,332620152,2013,4,regular
1,0,,,,0,44,0,3,9,18,5-17,1-2,357,86,10-18,4.8,271,55,4.9,8-45,2,2,0,31:56,0,0,1,Army,home,11,332640349,2013,4,regular
2,2,21,0,2,1,24,0,1,5,18,4-12,1-1,360,132,6-17,7.8,228,45,5.1,9-86,2,1,1,27:35,,,,Wake Forest,away,25,332640349,2013,4,regular
0,1,37,0,3,2,47,0,2,3,22,9-20,0-1,361,228,19-41,5.6,133,46,2.9,11-66,3,1,2,26:34,0,0,2,Marshall,away,21,332640259,2013,4,regular
1,2,43,1,5,1,66,0,3,3,23,2-16,3-4,382,181,18-34,5.3,201,53,3.8,4-45,2,0,2,33:04,0,0,2,Virginia Tech,home,29,332640259,2013,4,regular
0,1,,,,0,104,0,6,1,8,1-13,2-3,183,44,8-25,1.8,139,26,5.3,2-7,4,0,4,26:41,,,,Savannah State,away,7,332642390,2013,4,regular
0,6,25,0,3,4,183,1,2,11,27,6-9,2-3,637,313,20-23,13.6,324,46,7.0,10-75,0,0,0,33:06,37,0,4,Miami,home,77,332642390,2013,4,regular
1,1,3,0,1,2,115,0,4,2,17,4-10,0-0,319,218,14-29,7.5,101,24,4.2,8-57,1,0,1,18:50,,,,North Carolina,away,20,332640059,2013,4,regular
0,3,0,0,1,1,95,0,3,4,27,9-16,1-1,428,104,7-12,8.7,324,71,4.6,5-40,1,1,0,40:07,7,0,1,Georgia Tech,home,28,332640059,2013,4,regular
0,0,,,,0,113,0,6,,4,1-16,0-1,79,38,9-31,1.2,41,25,1.6,5-33,2,2,0,23:13,39,0,2,VMI,away,0,332640258,2013,4,regular
2,5,75,0,8,2,32,0,1,7,29,11-18,1-4,580,223,20-30,7.4,357,63,5.7,7-50,2,0,2,36:47,,,,Virginia,home,49,332640258,2013,4,regular
0,1,5,0,1,6,125,0,6,10,27,7-17,1-2,598,424,23-33,12.8,174,46,3.8,8-71,0,0,0,36:22,56,1,4,Pittsburgh,away,58,332640150,2013,4,regular
0,3,109,1,3,4,102,0,5,7,23,5-11,0-1,532,319,22-33,9.7,213,36,5.9,3-23,4,0,4,23:38,,,,Duke,home,55,332640150,2013,4,regular
0,1,,,,0,52,0,3,1,17,4-14,1-1,312,146,24-34,4.3,166,32,5.2,8-57,1,1,0,24:25,14,0,1,Murray State,away,7,332640189,2013,4,regular
1,4,6,0,2,3,29,0,2,6,32,8-10,0-0,660,378,28-32,11.8,282,42,6.7,7-72,1,0,1,35:35,,,,Bowling Green,home,48,332640189,2013,4,regular
3,3,31,0,3,1,72,0,3,7,24,9-18,2-3,452,225,19-34,6.6,227,47,4.8,8-74,0,0,0,28:19,,,,Texas,home,31,332640251,2013,4,regular
0,3,40,0,1,0,96,0,4,3,21,9-16,0-0,390,275,19-30,9.2,115,38,3.0,8-65,3,3,0,31:41,,,,Kansas State,away,21,332640251,2013,4,regular
0,0,,,,1,106,0,6,1,16,6-20,1-4,295,220,18-46,4.8,75,35,2.1,4-30,4,1,3,33:03,29,0,1,Louisiana Monroe,away,7,332640239,2013,4,regular
1,3,0,0,1,5,,,,10,29,6-12,0-2,781,470,25-36,13.1,311,41,7.6,8-85,1,0,1,26:57,132,2,3,Baylor,home,70,332640239,2013,4,regular
0,1,3,0,1,0,21,0,1,1,11,5-16,0-3,240,133,15-31,4.3,107,37,2.9,5-20,3,2,1,32:43,26,0,3,Texas State,away,7,332642641,2013,4,regular
2,0,39,0,5,2,,,,15,23,11-21,0-2,552,434,33-63,6.9,118,33,3.6,8-65,3,0,3,27:17,0,0,1,Texas Tech,home,33,332642641,2013,4,regular
0,0,9,0,2,1,30,0,2,4,29,8-17,0-0,443,289,35-55,5.3,154,32,4.8,3-35,3,2,1,31:08,15,0,2,Louisiana Tech,away,10,332642305,2013,4,regular
2,0,,,,1,17,0,1,7,20,7-17,0-2,396,279,28-46,6.1,117,33,3.5,8-68,2,0,2,28:52,0,0,1,Kansas,home,13,332642305,2013,4,regular
0,1,0,0,1,1,49,0,2,5,17,3-13,1-1,282,164,13-26,6.3,118,39,3.0,8-58,1,1,0,32:01,,,,USC,home,17,332640030,2013,4,regular
1,0,,,,2,38,0,2,2,13,5-17,1-3,285,179,21-40,4.5,106,27,3.9,11-89,0,0,0,27:32,,,,Utah State,away,14,332640030,2013,4,regular
1,1,-1,0,1,4,124,0,6,11,27,8-17,2-2,522,460,39-60,7.7,62,24,2.6,5-48,0,0,0,26:22,4,0,1,Fresno State,home,41,332630278,2013,4,regular
0,4,,,,1,165,0,6,8,32,11-20,1-4,561,361,33-47,7.7,200,53,3.8,4-40,2,1,1,32:20,,,,Boise State,away,40,332630278,2013,4,regular
1,2,-8,0,1,1,72,0,4,5,24,6-14,1-3,473,127,12-20,6.3,346,57,6.1,7-61,1,1,0,31:22,,,,Air Force,home,23,332642005,2013,4,regular
1,4,,,,4,14,0,1,8,34,10-14,1-1,622,373,35-41,9.1,249,44,5.7,10-91,1,1,0,28:26,,,,Wyoming,away,56,332642005,2013,4,regular
0,1,-23,0,2,3,75,0,4,4,22,7-13,0-1,377,367,38-55,6.7,10,20,0.5,13-99,2,2,0,27:41,26,1,2,Oregon State,away,34,332640021,2013,4,regular
2,1,4,0,1,2,101,0,4,12,18,4-14,1-1,325,251,16-26,9.7,74,40,1.9,9-87,2,0,2,32:19,,,,San Diego State,home,30,332640021,2013,4,regular
0,0,14,0,3,1,84,0,5,1,19,5-16,1-4,338,141,13-33,4.3,197,41,4.8,6-40,2,0,2,31:00,,,,Western Illinois,away,7,332642439,2013,4,regular
0,4,-1,0,1,1,16,0,1,8,23,6-15,2-2,424,140,14-22,6.4,284,49,5.8,0-0,0,0,0,29:03,20,0,2,UNLV,home,38,332642439,2013,4,regular
1,0,23,0,2,1,61,0,3,3,20,9-19,0-3,376,243,24-45,5.4,133,36,3.7,10-75,6,2,4,32:13,,,,Hawai'i,away,9,332642440,2013,4,regular
2,0,8,0,2,3,12,0,1,7,10,9-17,0-0,340,202,14-20,10.1,138,44,3.1,6-55,1,1,0,27:25,29,0,4,Nevada,home,31,332642440,2013,4,regular
0,3,0,0,1,1,50,0,3,6,19,6-13,0-0,385,204,18-24,8.5,181,35,5.2,6-29,0,0,0,33:53,,,,UT San Antonio,away,32,332642638,2013,4,regular
0,0,12,0,3,0,132,1,3,7,13,6-15,0-2,218,119,17-31,3.8,99,29,3.4,4-50,0,0,0,26:07,,,,UTEP,home,13,332642638,2013,4,regular
