fumblesRecovered,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,firstDowns,thirdDownEff,fourthDownEff,totalYards,netPassingYards,completionAttempts,yardsPerPass,rushingYards,rushingAttempts,yardsPerRushAttempt,totalPenaltiesYards,turnovers,fumblesLost,interceptions,possessionTime,interceptionYards,interceptionTDs,passesIntercepted,team,home_away,points,game_id,season,week,season_type
2,2,54,0,2,1,74,0,3,8,15,6-15,1-1,419,203,18-28,7.3,216,32,6.8,10-69,1,1,0,24:37,,,,Kentucky,away,26,332430098,2013,1,regular
1,4,17,0,4,1,41,0,2,5,22,2-10,1-1,487,271,27-34,8.0,216,41,5.3,5-35,2,2,0,34:50,,,,Western Kentucky,home,35,332430098,2013,1,regular
0,0,,,,0,144,0,6,0,13,6-14,0-1,212,112,14-30,3.7,100,29,3.4,8-50,2,1,1,27:00,15,0,1,UMass,away,0,332430275,2013,1,regular
1,4,0,0,2,2,28,0,1,9,22,8-11,0-0,598,205,10-18,11.4,393,44,8.9,4-35,1,0,1,32:11,0,0,1,Wisconsin,home,45,332430275,2013,1,regular
2,2,16,0,2,0,70,0,2,5,11,6-20,0-2,260,189,16-37,5.1,71,37,1.9,8-70,3,1,2,28:53,52,0,2,Syracuse,away,17,332430213,2013,1,regular
1,0,44,0,3,2,66,0,3,11,14,1-16,2-2,353,296,23-32,9.3,57,38,1.5,4-20,4,2,2,30:32,4,0,2,Penn State,home,23,332430213,2013,1,regular
2,4,-2,0,4,1,22,0,1,6,20,9-15,3-4,425,204,17-25,8.2,221,47,4.7,2-10,3,1,2,33:48,41,1,2,Cincinnati,home,42,332432132,2013,1,regular
1,1,,,,0,76,0,4,1,12,4-12,1-3,226,161,18-35,4.6,65,22,3.0,7-40,4,2,2,26:12,0,0,2,Purdue,away,7,332432132,2013,1,regular
1,0,,,,2,75,0,6,2,19,3-14,1-2,258,185,19-32,5.8,73,35,2.1,6-62,1,0,1,27:22,45,1,1,Buffalo,away,20,332430194,2013,1,regular
0,2,44,0,4,3,81,0,3,6,23,7-12,0-1,460,199,16-23,8.7,261,45,5.8,9-94,2,1,1,32:13,0,0,1,Ohio State,home,40,332430194,2013,1,regular
1,1,6,0,1,3,73,0,2,10,17,5-15,0-1,407,341,26-41,8.3,66,26,2.5,6-56,1,1,0,30:48,28,0,1,Southern Illinois,away,34,332430356,2013,1,regular
1,2,19,0,3,2,135,1,4,10,21,6-14,0-0,464,415,29-37,11.2,49,30,1.6,8-70,2,1,1,28:55,,,,Illinois,home,42,332430356,2013,1,regular
1,0,3,0,2,3,93,0,5,5,15,3-16,1-3,306,175,12-32,5.5,131,39,3.4,7-83,2,1,1,27:42,30,1,2,Indiana State,away,35,332410084,2013,1,regular
1,3,90,1,4,6,31,0,3,13,29,9-18,1-2,632,319,17-30,10.6,313,54,5.8,6-66,3,1,2,32:29,28,0,1,Indiana,home,73,332410084,2013,1,regular
1,0,4,0,2,2,37,0,2,1,14,4-20,1-1,204,193,18-48,4.0,11,27,0.4,7-65,4,1,3,26:36,,,,Western Michigan,away,13,332420127,2013,1,regular
1,1,52,0,5,0,44,0,2,8,18,5-19,0-0,297,116,17-37,3.1,181,42,4.3,6-75,1,1,0,33:06,6,1,3,Michigan State,home,26,332420127,2013,1,regular
0,0,,,,0,108,0,5,9,12,4-14,0-0,210,144,13-28,5.1,66,29,2.3,8-74,2,1,1,25:44,43,0,3,Central Michigan,away,9,332430130,2013,1,regular
1,6,40,1,5,1,106,0,4,11,22,10-15,2-2,463,221,14-21,10.5,242,47,5.1,7-55,3,0,3,34:09,54,0,1,Michigan,home,59,332430130,2013,1,regular
1,1,13,0,2,4,53,0,3,4,34,1-8,1-1,602,383,29-44,8.7,219,30,7.3,9-84,2,0,2,23:45,33,0,1,Wyoming,away,34,332430158,2013,1,regular
0,2,,,,3,82,0,3,7,27,9-17,0-1,530,155,17-22,7.0,375,63,6.0,9-74,2,1,1,35:40,42,0,2,Nebraska,home,37,332430158,2013,1,regular
1,0,6,0,3,3,20,0,1,12,20,7-20,2-3,438,275,25-41,6.7,163,42,3.9,8-64,1,1,0,29:20,42,0,2,Northern Illinois,away,30,332432294,2013,1,regular
1,1,24,0,2,1,80,0,6,9,24,7-17,0-1,458,256,21-37,6.9,202,43,4.7,6-35,3,1,2,30:40,,,,Iowa,home,27,332432294,2013,1,regular
1,0,0,0,3,3,144,0,7,12,30,10-21,2-2,549,460,40-65,7.1,89,34,2.6,10-80,3,0,3,29:41,0,0,2,California,home,30,332430025,2013,1,regular
0,2,,,,1,59,0,3,14,22,8-16,0-0,508,299,19-30,10.0,209,40,5.2,5-50,3,1,2,29:32,96,2,3,Northwestern,away,44,332430025,2013,1,regular
0,1,5,0,1,2,128,0,6,5,21,6-18,4-4,419,226,36-51,4.4,193,34,5.7,1-15,2,0,2,31:56,0,0,1,UNLV,away,23,332410135,2013,1,regular
0,3,15,0,1,1,148,1,4,9,17,8-14,1-1,320,99,10-23,4.3,221,38,5.8,1-5,1,0,1,27:52,89,1,2,Minnesota,home,51,332410135,2013,1,regular
0,0,11,0,2,1,78,0,4,1,15,8-16,0-0,250,116,18-25,4.6,134,35,3.8,6-49,2,1,1,27:57,,,,Akron,away,7,332412116,2013,1,regular
1,2,7,0,1,3,32,0,2,8,23,9-14,0-0,476,319,19-27,11.8,157,39,4.0,1-10,0,0,0,32:32,6,0,1,UCF,home,38,332412116,2013,1,regular
0,1,10,0,1,0,124,0,5,1,13,5-15,0-1,273,192,15-31,6.2,81,28,2.9,2-10,1,0,1,22:44,0,0,1,Ohio,away,7,332440097,2013,1,regular
0,1,31,0,3,6,45,0,2,7,25,13-16,0-1,615,416,25-31,13.4,199,40,5.0,11-90,1,0,1,37:16,0,0,1,Louisville,home,49,332440097,2013,1,regular
0,0,-9,0,2,2,116,0,6,1,17,5-13,0-1,372,268,27-36,7.4,104,30,3.5,10-91,4,3,1,30:20,,,,Southern,away,13,332420248,2013,1,regular
3,4,2,0,2,4,70,0,3,14,35,4-13,1-1,627,255,26-38,6.7,372,50,7.4,14-126,0,0,0,29:40,11,0,1,Houston,home,62,332420248,2013,1,regular
0,1,32,0,3,4,37,0,2,11,31,10-18,0-0,461,413,43-60,6.9,48,27,1.8,8-80,0,0,0,28:37,,,,Texas Tech,away,41,332422567,2013,1,regular
0,2,14,0,4,0,50,0,3,11,31,7-19,1-2,490,388,41-62,6.3,102,31,3.3,9-94,0,0,0,31:23,,,,SMU,home,23,332422567,2013,1,regular
1,2,47,0,3,5,181,0,7,10,33,5-18,2-2,537,456,52-73,6.2,81,23,3.5,5-65,3,2,1,28:12,2,0,1,Fresno State,home,52,332410278,2013,1,regular
2,0,-1,0,2,5,113,1,2,13,22,3-14,2-2,543,348,26-41,8.5,195,32,6.1,11-92,2,1,1,31:48,0,0,1,Rutgers,away,51,332410278,2013,1,regular
1,4,,,,1,64,0,3,3,17,7-16,2-3,393,192,13-20,9.6,201,50,4.0,7-70,1,0,1,36:23,0,0,1,Towson,away,33,332410041,2013,1,regular
0,0,2,0,2,2,110,0,6,4,15,4-13,1-2,290,206,16-28,7.4,84,28,3.0,5-35,2,1,1,35:41,0,0,1,Connecticut,home,18,332410041,2013,1,regular
1,3,32,0,2,2,71,0,3,15,19,6-15,1-1,424,244,16-25,9.8,180,42,4.3,4-33,1,0,1,35:54,94,1,2,McNeese,away,53,332430058,2013,1,regular
0,1,,,,2,138,0,6,3,14,3-13,2-5,342,209,19-40,5.2,133,21,6.3,3-44,3,1,2,24:06,0,0,1,South Florida,home,21,332430058,2013,1,regular
1,1,23,0,3,3,40,0,2,4,21,5-13,0-0,543,355,17-27,13.1,188,35,5.4,9-63,0,0,0,31:53,,,,Notre Dame,home,28,332430087,2013,1,regular
0,1,4,0,2,0,88,0,3,0,25,6-15,0-2,362,228,23-47,4.9,134,29,4.6,5-40,1,1,0,39:30,,,,Temple,away,6,332430087,2013,1,regular
2,4,25,0,3,4,23,0,1,8,26,6-11,0-1,715,356,22-30,11.9,359,42,8.5,3-35,3,1,2,23:42,0,0,1,Texas,home,56,332430251,2013,1,regular
1,0,,,,1,137,0,6,1,18,5-18,2-3,346,242,32-46,5.3,104,38,2.7,3-25,3,2,1,35:35,0,0,2,New Mexico State,away,7,332430251,2013,1,regular
3,4,111,0,3,2,28,0,1,4,27,8-14,1-4,591,404,28-34,11.9,187,45,4.2,7-72,2,1,1,31:19,,,,North Texas,home,40,332430249,2013,1,regular
1,0,,,,1,76,0,3,0,14,5-14,0-2,369,230,19-28,8.2,139,36,3.9,11-74,3,3,0,28:41,18,0,1,Idaho,away,6,332430249,2013,1,regular
1,2,9,0,2,3,60,0,3,8,21,7-16,1-1,467,270,18-30,9.0,197,46,4.3,5-38,1,1,0,40:06,18,0,1,Clemson,home,38,332430228,2013,1,regular
1,5,4,0,1,0,,,,5,22,4-14,2-3,545,323,20-29,11.1,222,41,5.4,9-84,2,1,1,32:18,,,,Georgia,away,35,332430228,2013,1,regular
1,0,,,,0,67,0,4,6,12,1-13,0-1,205,155,17-38,4.1,50,16,3.1,4-45,1,0,1,20:12,,,,Toledo,away,6,332430057,2013,1,regular
0,2,72,0,4,1,48,0,2,6,22,6-12,0-0,415,153,17-22,7.0,262,48,5.5,10-70,1,1,0,39:48,15,0,1,Florida,home,24,332430057,2013,1,regular
1,0,-6,0,2,0,133,0,6,0,11,2-12,2-2,211,132,13-26,5.1,79,27,2.9,9-85,2,0,2,29:44,,,,Austin Peay,away,0,332432633,2013,1,regular
0,3,21,0,2,3,58,0,1,9,30,7-11,0-0,447,132,15-21,6.3,315,52,6.1,0-0,1,1,0,30:04,9,0,2,Tennessee,home,45,332432633,2013,1,regular
0,0,21,0,2,1,88,0,4,4,18,7-20,3-4,293,194,26-43,4.5,99,36,2.8,6-55,1,1,0,37:44,,,,North Carolina,away,10,332412579,2013,1,regular
1,1,22,0,3,2,39,0,2,9,17,5-14,1-2,406,178,12-21,8.5,228,38,6.0,7-53,0,0,0,29:33,,,,South Carolina,home,27,332412579,2013,1,regular
0,5,11,0,1,0,14,0,1,7,28,6-14,2-2,489,283,31-47,6.0,206,37,5.6,4-49,0,0,0,29:10,2,0,2,Ole Miss,away,39,332410238,2013,1,regular
0,3,2,0,1,2,57,0,3,5,19,8-16,1-1,426,300,21-36,8.3,126,33,3.8,5-40,2,0,2,30:31,,,,Vanderbilt,home,35,332410238,2013,1,regular
0,1,41,0,4,0,96,0,6,4,7,3-17,0-0,212,59,5-26,2.3,153,33,4.6,7-35,1,0,1,28:48,11,0,1,Virginia Tech,home,10,332430259,2013,1,regular
0,1,118,1,6,1,109,1,2,5,11,6-17,0-0,206,110,10-24,4.6,96,38,2.5,4-25,1,0,1,30:26,38,1,1,Alabama,away,35,332430259,2013,1,regular
0,3,7,0,2,0,45,0,2,3,22,8-15,0-1,432,146,21-33,4.4,286,40,7.2,7-86,0,0,0,25:53,7,0,2,Oklahoma State,home,21,332430197,2013,1,regular
0,0,1,0,2,0,104,0,4,3,17,2-16,3-4,333,222,17-33,6.7,111,37,3.0,11-74,2,0,2,34:07,,,,Mississippi State,away,3,332430197,2013,1,regular
1,1,-2,0,1,1,18,0,1,2,19,4-12,1-2,274,189,17-31,6.1,85,32,2.7,1-5,2,1,1,22:48,,,,Louisiana,away,14,332430008,2013,1,regular
1,1,,,,3,,,,10,24,7-13,1-2,522,230,15-23,10.0,292,51,5.7,4-30,1,1,0,37:12,0,0,1,Arkansas,home,34,332430008,2013,1,regular
1,2,,,,1,30,0,1,6,28,7-17,2-4,464,344,35-65,5.3,120,23,5.2,5-21,3,0,3,31:22,,,,Washington State,away,24,332430002,2013,1,regular
0,2,19,0,1,0,141,1,3,11,16,4-14,0-0,394,99,10-20,4.9,295,46,6.4,5-30,1,1,0,28:05,22,0,3,Auburn,home,31,332430002,2013,1,regular
1,2,,,,0,169,1,6,9,13,7-13,0-0,259,145,15-28,5.2,114,26,4.4,9-55,2,1,1,23:30,,,,TCU,home,27,332432628,2013,1,regular
1,3,,,,1,136,0,4,13,26,13-19,0-0,448,251,16-32,7.8,197,48,4.1,7-42,1,1,0,35:27,-1,0,1,LSU,away,37,332432628,2013,1,regular
0,1,70,0,7,5,42,0,2,10,34,9-17,1-2,591,287,24-37,7.8,304,57,5.3,2-21,1,0,1,31:47,27,1,1,Marshall,home,52,332430276,2013,1,regular
0,1,19,0,2,1,57,0,3,2,9,2-13,0-2,239,165,10-23,7.2,74,34,2.2,3-35,1,0,1,28:13,0,0,1,Miami (OH),away,14,332430276,2013,1,regular
1,0,,,,1,38,0,2,4,11,2-10,0-1,222,189,14-22,8.6,33,22,1.5,4-30,0,0,0,21:10,,,,Liberty,away,10,332412309,2013,1,regular
0,0,4,0,4,2,24,0,1,5,20,9-18,1-3,361,194,21-28,6.9,167,49,3.4,9-79,1,1,0,38:42,,,,Kent State,home,17,332412309,2013,1,regular
0,2,,,,2,79,0,5,4,19,6-14,2-2,356,282,20-29,9.7,74,36,2.1,6-40,1,0,1,32:35,,,,Illinois State,away,28,332412050,2013,1,regular
0,4,0,0,1,3,160,0,5,9,22,10-16,0-0,420,340,24-40,8.5,80,32,2.5,5-40,0,0,0,26:47,26,0,1,Ball State,home,51,332412050,2013,1,regular
0,2,,,,1,100,0,6,6,18,7-15,0-1,384,182,19-32,5.7,202,35,5.8,6-45,2,0,2,27:02,12,0,1,Howard,away,24,332432199,2013,1,regular
0,3,9,0,2,2,82,0,4,4,22,5-11,1-1,380,210,19-26,8.1,170,42,4.0,4-25,1,0,1,32:41,27,0,2,Eastern Michigan,home,34,332432199,2013,1,regular
0,0,,,,1,138,0,7,7,16,2-8,0-1,297,201,15-28,7.2,96,27,3.6,4-26,2,0,2,24:52,,,,Pittsburgh,home,13,332450221,2013,1,regular
0,1,26,0,1,4,56,0,4,11,24,7-11,0-0,533,377,27-29,13.0,156,34,4.6,7-70,0,0,0,35:08,31,0,2,Florida State,away,41,332450221,2013,1,regular
1,1,,,,1,19,0,1,2,17,6-13,0-1,355,158,16-26,6.1,197,36,5.5,1-5,4,1,3,29:15,,,,Villanova,away,14,332430103,2013,1,regular
1,1,25,0,2,2,64,0,3,6,18,8-18,1-1,413,285,23-30,9.5,128,40,3.2,4-40,1,1,0,30:45,37,0,3,Boston College,home,24,332430103,2013,1,regular
0,2,21,0,3,0,38,0,2,2,16,2-10,0-0,321,178,15-27,6.6,143,33,4.3,5-21,4,4,0,29:05,19,0,1,Louisiana Tech,away,14,332430152,2013,1,regular
4,4,10,0,3,0,38,0,2,16,27,9-18,0-0,542,305,18-31,9.8,237,56,4.2,5-41,1,0,1,40:32,,,,NC State,home,40,332430152,2013,1,regular
2,0,,,,1,120,0,5,1,2,2-11,0-0,151,49,11-19,2.6,102,24,4.3,6-43,6,3,3,21:39,,,,Presbyterian College,away,7,332410154,2013,1,regular
3,2,11,0,3,1,44,0,2,7,25,5-18,3-3,408,219,14-26,8.4,189,54,3.5,4-35,2,2,0,38:21,29,1,3,Wake Forest,home,31,332410154,2013,1,regular
0,0,6,0,1,0,67,0,4,6,18,6-19,0-1,250,117,16-32,3.7,133,43,3.1,3-25,1,1,0,33:18,4,0,1,Florida Atlantic,away,6,332422390,2013,1,regular
1,3,51,0,7,1,11,0,1,10,20,4-14,1-3,503,200,18-31,6.5,303,38,8.0,8-67,1,0,1,26:42,,,,Miami,home,34,332422390,2013,1,regular
0,0,5,0,1,0,39,0,2,0,16,6-16,1-1,253,164,20-35,4.7,89,34,2.6,2-20,4,1,3,32:35,,,,Elon,away,0,332430059,2013,1,regular
1,6,4,0,3,2,,,,10,23,8-9,0-0,557,189,7-11,17.2,368,50,7.4,3-25,0,0,0,27:25,173,2,3,Georgia Tech,home,70,332430059,2013,1,regular
1,1,34,0,5,1,66,0,3,4,21,7-23,1-2,362,175,13-40,4.4,187,53,3.5,7-43,1,0,1,25:51,0,0,1,BYU,away,16,332430258,2013,1,regular
0,1,63,0,4,1,95,0,5,5,14,6-20,0-0,223,114,18-32,3.6,109,42,2.6,6-41,2,1,1,34:18,10,0,1,Virginia,home,19,332430258,2013,1,regular
0,0,4,0,2,0,98,0,5,0,9,6-19,0-1,184,103,14-32,3.2,81,29,2.8,5-25,2,1,1,27:36,20,0,1,North Carolina Central,away,0,332430150,2013,1,regular
1,3,113,1,7,2,,,,9,27,7-13,1-1,488,231,21-28,8.3,257,49,5.2,7-57,1,0,1,32:24,19,0,1,Duke,home,45,332430150,2013,1,regular
0,1,,,,1,81,0,4,0,17,6-13,1-3,301,116,6-10,11.6,185,52,3.6,9-65,1,1,0,34:28,,,,Morgan State,away,12,332420349,2013,1,regular
1,3,,,,1,60,0,3,4,19,4-9,1-2,396,101,4-8,12.6,295,42,7.0,0-0,0,0,0,25:32,,,,Army,home,28,332420349,2013,1,regular
0,1,49,0,1,2,58,0,2,6,19,10-17,1-1,380,165,21-30,5.5,215,43,5.0,1-5,1,0,1,36:03,0,0,2,North Dakota State,away,24,332422306,2013,1,regular
0,1,,,,2,32,0,4,3,17,2-10,1-2,321,280,21-29,9.7,41,23,1.8,2-10,2,0,2,23:57,11,0,1,Kansas State,home,21,332422306,2013,1,regular
2,0,,,,0,78,0,3,3,16,7-18,0-2,233,60,8-17,3.5,173,60,2.9,8-50,3,2,1,34:59,,,,Wofford,away,3,332430239,2013,1,regular
2,5,23,0,4,3,46,0,2,15,32,6-10,1-1,692,411,23-28,14.7,281,44,6.4,8-53,2,2,0,25:01,25,1,1,Baylor,home,69,332430239,2013,1,regular
0,0,,,,0,,,,,9,2-16,0-2,166,128,20-39,3.3,38,22,1.7,2-21,1,0,1,27:21,0,0,1,Louisiana Monroe,away,0,332430201,2013,1,regular
0,1,55,0,4,3,,,,10,25,7-17,0-0,429,124,14-33,3.8,305,50,6.1,7-78,1,0,1,32:39,0,0,1,Oklahoma,home,34,332430201,2013,1,regular
0,2,12,0,1,2,32,0,2,4,23,5-10,1-1,457,229,22-29,7.9,228,33,6.9,2-10,2,2,0,28:07,,,,Northern Iowa,away,28,332430066,2013,1,regular
2,0,4,0,1,2,99,0,5,8,21,7-17,1-2,410,242,22-32,7.6,168,44,3.8,4-30,0,0,0,31:31,,,,Iowa State,home,20,332430066,2013,1,regular
1,1,3,0,2,1,79,0,3,5,12,5-14,0-0,309,207,18-27,7.7,102,31,3.3,3-36,1,0,1,30:15,,,,William & Mary,away,17,332430277,2013,1,regular
0,2,1,0,1,1,42,0,2,6,24,2-10,1-1,409,237,19-27,8.8,172,44,3.9,5-50,1,1,0,29:45,0,0,1,West Virginia,home,24,332430277,2013,1,regular
1,0,11,0,2,2,16,0,1,2,16,8-19,1-1,297,174,23-39,4.5,123,36,3.4,4-29,3,0,3,30:41,,,,Murray State,away,14,332430142,2013,1,regular
0,5,15,0,5,3,21,0,1,10,33,11-16,0-1,694,336,28-42,8.0,358,45,8.0,2-20,1,1,0,29:19,9,0,3,Missouri,home,58,332430142,2013,1,regular
1,2,11,0,1,2,89,0,4,7,28,7-17,2-3,509,203,21-37,5.5,306,51,6.0,8-53,2,0,2,38:24,,,,Rice,away,31,332430245,2013,1,regular
0,3,,,,4,72,0,4,10,25,4-10,1-1,486,284,20-27,10.5,202,39,5.2,5-51,1,1,0,21:42,18,0,2,Texas A&M,home,52,332430245,2013,1,regular
1,1,0,0,1,2,56,0,3,12,24,7-16,1-1,450,302,17-28,10.8,148,44,3.4,5-30,1,1,0,27:56,,,,Utah,home,30,332410254,2013,1,regular
1,1,2,0,1,2,27,0,1,8,27,10-17,0-0,487,314,31-40,7.8,173,39,4.4,7-94,1,1,0,32:04,,,,Utah State,away,26,332410254,2013,1,regular
0,3,,,,2,41,0,2,8,33,11-15,0-1,592,324,23-31,10.5,268,54,5.0,8-61,1,0,1,29:09,0,0,1,Washington,home,38,332430264,2013,1,regular
0,0,,,,0,110,0,5,6,23,8-19,1-2,346,175,29-46,3.8,171,42,4.1,2-19,1,0,1,30:51,0,0,1,Boise State,away,6,332430264,2013,1,regular
2,0,34,0,4,3,19,0,1,15,24,7-18,0-0,509,400,33-46,8.7,109,37,2.9,8-68,0,0,0,33:30,,,,Colorado,away,41,332440036,2013,1,regular
0,2,92,1,4,0,192,0,5,9,16,2-14,1-3,295,201,22-39,5.2,94,28,3.4,4-50,2,2,0,26:30,,,,Colorado State,home,27,332440036,2013,1,regular
0,1,-2,0,1,2,,,,3,22,3-10,0-0,394,237,21-34,7.0,157,33,4.8,5-40,1,1,0,32:11,,,,UT San Antonio,away,21,332430167,2013,1,regular
1,0,3,0,3,1,38,0,2,1,15,2-13,1-3,277,84,6-17,4.9,193,42,4.6,1-5,0,0,0,27:49,,,,New Mexico,home,13,332430167,2013,1,regular
0,1,,,,1,48,0,2,1,19,7-15,1-2,300,143,14-27,5.3,157,41,3.8,3-15,0,0,0,32:57,,,,Colgate,away,13,332432005,2013,1,regular
0,5,14,0,2,0,,,,8,28,10-13,0-0,481,72,7-11,6.5,409,64,6.4,8-75,0,0,0,27:03,,,,Air Force,home,38,332432005,2013,1,regular
1,2,60,0,1,3,51,0,3,4,21,6-17,1-2,533,361,31-46,7.8,172,36,4.8,9-62,2,2,0,22:10,51,0,4,Eastern Illinois,away,40,332430021,2013,1,regular
2,1,3,0,1,0,79,0,6,13,24,7-23,1-5,440,318,27-64,5.0,122,35,3.5,7-65,5,1,4,37:50,,,,San Diego State,home,19,332430021,2013,1,regular
0,0,10,0,1,0,38,0,2,0,18,8-21,2-4,278,192,23-40,4.8,86,39,2.2,8-45,2,0,2,36:08,,,,Sacramento State,away,0,332410023,2013,1,regular
0,1,16,0,2,2,,,,6,15,7-16,1-2,367,225,16-32,7.0,142,29,4.9,3-20,0,0,0,23:52,33,0,2,San José State,home,24,332410023,2013,1,regular
0,5,77,1,5,2,103,0,5,10,32,9-12,1-1,647,302,24-35,8.6,345,47,7.3,12-93,1,1,0,25:40,,,,UCLA,home,58,332430026,2013,1,regular
1,2,,,,0,67,0,4,8,24,8-20,2-3,353,182,21-35,5.2,171,51,3.4,4-20,0,0,0,33:33,,,,Nevada,away,20,332430026,2013,1,regular
0,1,8,0,2,1,22,0,1,12,23,3-14,1-2,364,172,15-29,5.9,192,45,4.3,9-75,2,1,1,47:10,35,1,4,USC,away,30,332410062,2013,1,regular
1,0,11,0,3,1,131,0,7,3,15,4-18,1-2,231,208,16-41,5.1,23,31,0.7,4-48,4,0,4,26:05,0,0,1,Hawai'i,home,13,332410062,2013,1,regular
0,0,,,,0,167,0,8,3,22,7-20,1-2,343,256,25-50,5.1,87,37,2.4,9-50,2,2,0,40:14,,,,Nicholls,away,3,332432483,2013,1,regular
2,7,16,0,2,2,60,0,2,12,32,6-10,1-3,772,272,15-26,10.5,500,45,11.1,5-42,0,0,0,19:46,,,,Oregon,home,66,332432483,2013,1,regular
0,2,21,0,2,4,67,0,3,13,31,5-10,1-1,625,448,26-34,13.2,177,37,4.8,8-59,0,0,0,28:17,,,,Eastern Washington,away,49,332430204,2013,1,regular
0,3,11,0,1,3,162,0,8,8,30,4-8,0-0,527,422,37-44,9.6,105,24,4.4,4-17,0,0,0,30:52,,,,Oregon State,home,46,332430204,2013,1,regular
0,1,3,0,2,2,61,0,2,3,16,5-14,0-0,335,148,18-28,5.3,187,34,5.5,7-60,1,0,1,26:15,,,,South Alabama,home,21,332410006,2013,1,regular
0,1,4,0,1,1,50,0,3,10,14,5-15,1-1,317,183,13-24,7.6,134,40,3.3,5-35,0,0,0,33:45,0,0,1,Southern Utah,away,22,332410006,2013,1,regular
0,0,,,,0,34,0,2,0,15,4-19,4-5,270,176,21-36,4.9,94,39,2.4,5-60,3,0,3,40:16,,,,Northern Arizona,away,0,332420012,2013,1,regular
0,3,19,0,6,1,,,,5,14,4-10,0-1,393,87,9-13,6.7,306,34,9.0,2-30,0,0,0,19:44,37,1,3,Arizona,home,35,332420012,2013,1,regular
2,1,7,0,2,2,106,0,6,4,17,4-15,0-1,371,257,19-36,7.1,114,35,3.3,6-56,2,0,2,28:00,,,,Western Carolina,away,24,332412393,2013,1,regular
0,4,53,1,3,1,93,0,5,9,25,8-15,0-1,489,205,19-27,7.6,284,49,5.8,7-75,2,2,0,32:00,1,0,2,Middle Tennessee,home,45,332412393,2013,1,regular
2,0,,,,0,56,0,4,3,8,1-15,0-3,173,161,13-27,6.0,12,31,0.4,8-48,0,0,0,30:40,,,,Arkansas-Pine Bluff,away,11,332432032,2013,1,regular
0,8,8,0,2,1,,,,8,25,9-12,0-2,672,163,10-13,12.5,509,57,8.9,2-15,2,2,0,33:25,,,,Arkansas State,home,62,332432032,2013,1,regular
0,1,53,0,2,1,149,0,4,7,15,4-14,0-1,298,193,19-31,6.2,105,36,2.9,4-20,1,0,1,29:02,45,1,2,Samford,away,31,332422247,2013,1,regular
0,0,4,0,1,3,91,0,5,3,19,8-19,0-1,463,391,28-51,7.7,72,25,2.9,5-30,2,0,2,30:30,0,0,1,Georgia State,home,21,332422247,2013,1,regular
0,1,,,,4,97,0,5,5,25,8-12,2-3,481,363,31-43,8.4,118,26,4.5,6-51,1,0,1,22:53,,,,Indiana,home,35,332500084,2013,2,regular
