season,team,conference,stat_name,stat_value
2022,LSU,SEC,fourthDowns,22
2022,North Texas,Conference USA,totalYards,6437
2022,Old Dominion,Sun Belt,puntReturnYards,120
2022,Duke,ACC,interceptionTDs,1
2022,UMass,FBS Independents,interceptionYards,95
2022,Ole Miss,SEC,puntReturns,17
2022,Utah State,Mountain West,puntReturns,22
2022,Indiana,Big Ten,sacks,20
2022,UNLV,Mountain West,passCompletions,227
2022,Missouri,SEC,interceptionYards,99
2022,Michigan State,Big Ten,puntReturnYards,158
2022,Southern Mississippi,Sun Belt,totalYards,4540
2022,Rice,Conference USA,kickReturnYards,440
2022,Mississippi State,SEC,netPassingYards,4035
2022,Alabama,SEC,passesIntercepted,7
2023,UT San Antonio,American Athletic,rushingAttempts,516
2023,California,Pac-12,thirdDownConversions,74
2023,San Diego State,Mountain West,interceptions,10
2023,Rice,American Athletic,kickReturns,26
2023,Texas,Big 12,interceptionTDs,2
2023,Florida International,Conference USA,turnovers,21
2023,Troy,Sun Belt,puntReturnYards,91
2023,Mississippi State,SEC,passAttempts,348
2023,Baylor,Big 12,kickReturns,42
2023,Washington State,Pac-12,netPassingYards,4028
2023,Wake Forest,ACC,netPassingYards,2352
2023,Maryland,Big Ten,kickReturnTDs,1
2023,Army,FBS Independents,possessionTime,23429
2023,Michigan,Big Ten,puntReturns,31
2023,Memphis,American Athletic,passAttempts,481
2023,Wisconsin,Big Ten,puntReturns,22
2023,Texas A&M,SEC,puntReturnTDs,1
2023,Hawai'i,Mountain West,fourthDownConversions,16
2023,SMU,American Athletic,possessionTime,25291
2023,Washington State,Pac-12,puntReturnTDs,0
2023,Florida State,ACC,fumblesRecovered,7
2023,San José State,Mountain West,netPassingYards,2853
2023,Virginia,ACC,netPassingYards,3010
2023,Tulane,American Athletic,totalYards,5181
2023,Western Michigan,Mid-American,rushingAttempts,479
2023,Cincinnati,Big 12,rushingTDs,14
2023,Auburn,SEC,interceptionTDs,1
2023,Georgia,SEC,passingTDs,29
2023,Toledo,Mid-American,interceptionTDs,1
2023,Nevada,Mountain West,possessionTime,21830
2023,Arkansas,SEC,fourthDownConversions,10
2023,Western Michigan,Mid-American,fourthDowns,39
2023,NC State,ACC,netPassingYards,2519
2023,UNLV,Mountain West,interceptions,12
2023,Utah,Pac-12,interceptions,11
2023,BYU,Big 12,thirdDowns,156
2023,Boise State,Mountain West,netPassingYards,3098
2023,USC,Pac-12,netPassingYards,4329
2023,Texas State,Sun Belt,thirdDownConversions,81
2023,TCU,Big 12,puntReturnTDs,1
2023,UNLV,Mountain West,puntReturnYards,314
2023,Georgia State,Sun Belt,sacks,29
2023,Buffalo,Mid-American,passingTDs,14
2023,Hawai'i,Mountain West,games,13
2023,Colorado State,Mountain West,rushingYards,1114
2023,Iowa,Big Ten,penalties,51
2023,Army,FBS Independents,puntReturnTDs,2
2023,Stanford,Pac-12,puntReturnYards,48
2023,Maryland,Big Ten,rushingYards,1409
2023,Miami (OH),Mid-American,totalYards,4529
2023,Miami (OH),Mid-American,possessionTime,24891
2023,Charlotte,American Athletic,passingTDs,7
2023,Florida International,Conference USA,passesIntercepted,6
2023,Florida State,ACC,possessionTime,24689
2023,UTEP,Conference USA,sacks,24
2023,UMass,FBS Independents,passCompletions,212
2023,Oklahoma,Big 12,kickReturns,21
2023,Arizona,Pac-12,interceptionYards,88
2023,New Mexico,Mountain West,puntReturnYards,-7
2023,Bowling Green,Mid-American,fumblesRecovered,11
2023,Maryland,Big Ten,penalties,71
2023,San Diego State,Mountain West,fumblesLost,7
2023,Baylor,Big 12,netPassingYards,3156
2023,Boise State,Mountain West,games,14
2023,Florida International,Conference USA,totalYards,3843
2023,Georgia,SEC,rushingYards,2676
2023,Virginia,ACC,passAttempts,396
2023,Florida State,ACC,penaltyYards,792
2023,South Carolina,SEC,puntReturns,15
2023,Florida International,Conference USA,interceptionTDs,1
2023,Florida Atlantic,American Athletic,possessionTime,19734
2023,Georgia,SEC,turnovers,14
2023,Charlotte,American Athletic,totalYards,3753
2023,South Carolina,SEC,totalYards,4357
2023,Northern Illinois,Mid-American,thirdDownConversions,73
2023,BYU,Big 12,kickReturnYards,612
2023,Charlotte,American Athletic,fumblesRecovered,6
2023,Texas Tech,Big 12,kickReturns,33
2023,Troy,Sun Belt,rushingTDs,19
2023,Vanderbilt,SEC,firstDowns,204
2023,Michigan State,Big Ten,passesIntercepted,9
2023,Mississippi State,SEC,tacklesForLoss,67
2023,Ohio State,Big Ten,puntReturnYards,75
2023,Louisiana Monroe,Sun Belt,fumblesLost,5
2023,Utah,Pac-12,kickReturnYards,425
2023,Iowa State,Big 12,fourthDownConversions,10
2023,Middle Tennessee,Conference USA,fumblesLost,8
2023,Northern Illinois,Mid-American,puntReturns,13
2023,Clemson,ACC,fumblesLost,13
2023,Indiana,Big Ten,puntReturnTDs,0
2023,South Florida,American Athletic,passAttempts,447
2023,Troy,Sun Belt,kickReturnYards,413
2023,Cincinnati,Big 12,kickReturnYards,249
2023,Colorado,Pac-12,possessionTime,19854
2023,Kansas State,Big 12,fourthDowns,24
2023,Appalachian State,Sun Belt,rushingYards,2402
2023,Troy,Sun Belt,totalYards,5866
2023,UT San Antonio,American Athletic,passingTDs,25
2023,Auburn,SEC,puntReturnTDs,1
2023,Florida Atlantic,American Athletic,penalties,41
2023,Kent State,Mid-American,interceptionYards,0
2023,Florida State,ACC,kickReturnYards,407
2023,Hawai'i,Mountain West,interceptionTDs,0
2023,Auburn,SEC,penaltyYards,570
2023,UTEP,Conference USA,interceptions,12
2023,Colorado,Pac-12,puntReturns,18
2023,Texas,Big 12,fumblesLost,9
2023,Wyoming,Mountain West,kickReturnTDs,0
2023,Oklahoma State,Big 12,thirdDownConversions,80
2023,Miami,ACC,possessionTime,24860
2023,Arizona State,Pac-12,thirdDownConversions,53
2023,UCF,Big 12,rushingYards,2967
2023,UT San Antonio,American Athletic,turnovers,22
2023,Northern Illinois,Mid-American,interceptions,9
2023,Eastern Michigan,Mid-American,totalYards,3433
2023,California,Pac-12,penalties,72
2023,San José State,Mountain West,interceptionTDs,1
2023,North Carolina,ACC,fumblesLost,6
2023,Memphis,American Athletic,penaltyYards,536
2023,Ohio State,Big Ten,passAttempts,400
2023,Ball State,Mid-American,passesIntercepted,5
2023,Boston College,ACC,turnovers,19
2023,Georgia State,Sun Belt,passingTDs,20
2023,Tulane,American Athletic,fourthDowns,32
2023,Utah,Pac-12,fourthDowns,29
2023,Wisconsin,Big Ten,games,13
2023,Ball State,Mid-American,netPassingYards,1640
2023,Penn State,Big Ten,passesIntercepted,12
2023,Florida State,ACC,penalties,85
2023,Northwestern,Big Ten,interceptionTDs,0
2023,BYU,Big 12,rushingTDs,15
2023,Eastern Michigan,Mid-American,interceptions,12
2023,Boston College,ACC,fourthDowns,38
2023,Liberty,Conference USA,passesIntercepted,21
2023,Akron,Mid-American,rushingTDs,12
2023,Boston College,ACC,totalYards,4950
2023,UCF,Big 12,rushingTDs,28
2023,Nevada,Mountain West,firstDowns,200
2023,South Alabama,Sun Belt,passesIntercepted,13
2023,Sam Houston State,Conference USA,fourthDownConversions,13
2023,North Texas,American Athletic,thirdDownConversions,73
2023,Northern Illinois,Mid-American,rushingAttempts,467
2023,Florida State,ACC,thirdDowns,182
2023,Hawai'i,Mountain West,penalties,80
2023,Purdue,Big Ten,fourthDownConversions,11
2023,Nebraska,Big Ten,firstDowns,197
2023,San Diego State,Mountain West,firstDowns,206
2023,Western Michigan,Mid-American,passCompletions,247
2023,Miami (OH),Mid-American,thirdDowns,167
2023,Pittsburgh,ACC,firstDowns,195
2023,UCLA,Pac-12,passAttempts,410
2023,Coastal Carolina,Sun Belt,fumblesRecovered,9
2023,Memphis,American Athletic,sacks,23
2023,Temple,American Athletic,fumblesRecovered,2
2023,Temple,American Athletic,possessionTime,20416
2023,Boston College,ACC,puntReturnYards,112
2023,Kansas State,Big 12,kickReturnYards,328
2023,Ohio,Mid-American,puntReturns,15
2023,Central Michigan,Mid-American,passAttempts,325
2023,Arkansas,SEC,passAttempts,323
2023,Purdue,Big Ten,kickReturnYards,509
2023,Mississippi State,SEC,kickReturnYards,550
2023,Arkansas,SEC,totalYards,3918
2023,UAB,American Athletic,kickReturnYards,572
2023,San José State,Mountain West,passAttempts,376
2023,Arkansas,SEC,puntReturns,16
2023,Ohio State,Big Ten,thirdDowns,168
2023,Florida International,Conference USA,firstDowns,184
2023,Michigan State,Big Ten,puntReturnYards,89
2023,UNLV,Mountain West,games,14
2023,Syracuse,ACC,firstDowns,232
2023,Utah,Pac-12,puntReturns,24
2023,Air Force,Mountain West,thirdDownConversions,78
2023,Louisiana Monroe,Sun Belt,kickReturnTDs,0
2023,Colorado,Pac-12,passCompletions,323
2023,Nevada,Mountain West,passCompletions,191
2023,Arkansas,SEC,kickReturnYards,475
2023,Buffalo,Mid-American,rushingTDs,15
2023,UCF,Big 12,passAttempts,366
2023,Indiana,Big Ten,thirdDownConversions,62
2023,Tennessee,SEC,passingTDs,22
2023,Northern Illinois,Mid-American,sacks,23
2023,Washington State,Pac-12,rushingYards,1011
2023,SMU,American Athletic,rushingYards,2472
2023,Jacksonville State,Conference USA,puntReturnYards,104
2023,Texas State,Sun Belt,puntReturns,13
2023,North Carolina,ACC,interceptions,11
2023,UCLA,Pac-12,fourthDownConversions,15
2023,Florida,SEC,games,12
2023,Wisconsin,Big Ten,possessionTime,22837
2023,Wyoming,Mountain West,tacklesForLoss,51
2023,Michigan,Big Ten,sacks,38
2023,NC State,ACC,interceptionTDs,2
2023,Arkansas,SEC,rushingAttempts,472
2023,Western Michigan,Mid-American,possessionTime,21550
2023,Northern Illinois,Mid-American,firstDowns,243
2023,Jacksonville State,Conference USA,penalties,63
2023,South Florida,American Athletic,penalties,97
2023,Wisconsin,Big Ten,fumblesRecovered,4
2023,UCF,Big 12,firstDowns,300
2023,Kansas State,Big 12,possessionTime,24870
2023,UTEP,Conference USA,interceptionYards,86
2023,Miami (OH),Mid-American,penaltyYards,547
2023,Wake Forest,ACC,fumblesRecovered,8
2023,Georgia,SEC,passAttempts,456
2023,Ohio State,Big Ten,thirdDownConversions,72
2023,Louisiana,Sun Belt,fourthDownConversions,11
2023,Louisville,ACC,netPassingYards,3313
2023,Coastal Carolina,Sun Belt,puntReturnTDs,0
2023,Auburn,SEC,passCompletions,189
2023,Tennessee,SEC,kickReturnYards,293
2023,Oklahoma State,Big 12,puntReturns,12
2023,Clemson,ACC,fumblesRecovered,11
2023,Stanford,Pac-12,rushingAttempts,414
2023,Oklahoma,Big 12,tacklesForLoss,94
2023,Georgia Tech,ACC,firstDowns,289
2023,Memphis,American Athletic,passCompletions,321
2023,Minnesota,Big Ten,totalYards,3912
2023,Connecticut,FBS Independents,rushingAttempts,394
2023,Charlotte,American Athletic,fourthDownConversions,19
2023,Memphis,American Athletic,rushingYards,1976
2023,LSU,SEC,puntReturns,7
2023,Iowa,Big Ten,netPassingYards,1661
2023,NC State,ACC,fumblesLost,3
2023,Georgia,SEC,puntReturnYards,260
2023,Toledo,Mid-American,totalYards,5867
2023,Nebraska,Big Ten,puntReturnTDs,0
2023,Houston,Big 12,sacks,23
2023,Air Force,Mountain West,passCompletions,55
2023,UMass,FBS Independents,passesIntercepted,8
2023,Boston College,ACC,passCompletions,204
2023,Wisconsin,Big Ten,totalYards,4957
2023,Tennessee,SEC,interceptions,5
2023,USC,Pac-12,puntReturnYards,380
2023,Louisiana Monroe,Sun Belt,firstDowns,190
2023,Rice,American Athletic,interceptionYards,98
2023,Kent State,Mid-American,puntReturns,14
2023,Vanderbilt,SEC,passCompletions,217
2023,Wisconsin,Big Ten,puntReturnTDs,0
2023,Western Michigan,Mid-American,puntReturnYards,64
2023,Louisiana,Sun Belt,firstDowns,265
2023,Tulane,American Athletic,passesIntercepted,17
2023,Michigan State,Big Ten,fumblesLost,9
2023,UMass,FBS Independents,kickReturns,41
2023,Purdue,Big Ten,interceptions,10
2023,Cincinnati,Big 12,penalties,68
2023,Rice,American Athletic,rushingAttempts,387
2023,Michigan,Big Ten,tacklesForLoss,84
2023,Northern Illinois,Mid-American,penalties,58
2023,Colorado,Pac-12,puntReturnYards,176
2023,Penn State,Big Ten,interceptionTDs,1
2023,Ball State,Mid-American,fourthDowns,18
2023,Oregon,Pac-12,thirdDownConversions,79
2023,Washington,Pac-12,firstDowns,345
2023,Buffalo,Mid-American,passCompletions,212
2023,Washington State,Pac-12,kickReturnTDs,1
2023,New Mexico,Mountain West,tacklesForLoss,47
2023,Kent State,Mid-American,fumblesRecovered,3
2023,Air Force,Mountain West,passesIntercepted,10
2023,Middle Tennessee,Conference USA,puntReturnTDs,0
2023,Temple,American Athletic,passCompletions,283
2023,Utah State,Mountain West,passingTDs,35
2023,James Madison,Sun Belt,tacklesForLoss,115
2023,Kansas State,Big 12,penalties,63
2023,Middle Tennessee,Conference USA,passCompletions,295
2023,New Mexico State,Conference USA,possessionTime,28330
2023,Miami,ACC,sacks,34
2023,UCF,Big 12,puntReturnYards,156
2023,Marshall,Sun Belt,kickReturns,33
2023,Washington State,Pac-12,fumblesLost,12
2023,UAB,American Athletic,interceptions,13
2023,Western Kentucky,Conference USA,puntReturnTDs,0
2023,Army,FBS Independents,fourthDowns,34
2023,Utah State,Mountain West,interceptionTDs,3
2023,Air Force,Mountain West,rushingTDs,36
2023,UAB,American Athletic,kickReturns,31
2023,West Virginia,Big 12,passingTDs,18
2023,Northern Illinois,Mid-American,netPassingYards,2467
2023,Iowa,Big Ten,possessionTime,23979
2023,UNLV,Mountain West,passAttempts,404
2023,BYU,Big 12,passAttempts,396
2023,Washington,Pac-12,fumblesRecovered,4
2023,North Carolina,ACC,sacks,28
2023,Nevada,Mountain West,fumblesRecovered,7
2023,Western Kentucky,Conference USA,passAttempts,539
2023,Auburn,SEC,rushingTDs,22
2023,Tulsa,American Athletic,puntReturnTDs,0
2023,Alabama,SEC,fumblesRecovered,7
2023,Kent State,Mid-American,puntReturnYards,106
2023,San José State,Mountain West,fumblesLost,6
2023,Texas,Big 12,tacklesForLoss,79
2023,Washington State,Pac-12,penaltyYards,597
2023,Sam Houston State,Conference USA,firstDowns,219
2023,Fresno State,Mountain West,interceptionTDs,0
2023,Western Kentucky,Conference USA,rushingYards,1386
2023,UCF,Big 12,interceptions,11
2023,UCF,Big 12,fourthDowns,23
2023,Utah,Pac-12,penaltyYards,536
2023,Illinois,Big Ten,puntReturns,12
2023,Colorado,Pac-12,kickReturnYards,319
2023,Hawai'i,Mountain West,fourthDowns,31
2023,New Mexico,Mountain West,thirdDowns,145
2023,Sam Houston State,Conference USA,puntReturnTDs,0
2023,Stanford,Pac-12,passAttempts,427
2023,Purdue,Big Ten,rushingAttempts,462
2023,Oregon,Pac-12,passingTDs,49
2023,Fresno State,Mountain West,turnovers,14
2023,Colorado State,Mountain West,sacks,33
2023,Illinois,Big Ten,fourthDowns,24
2023,Troy,Sun Belt,fumblesRecovered,13
2023,Vanderbilt,SEC,kickReturnTDs,1
2023,Kansas State,Big 12,totalYards,5801
2023,Eastern Michigan,Mid-American,games,13
2023,Air Force,Mountain West,puntReturnYards,23
2023,North Texas,American Athletic,passingTDs,33
2023,Tulsa,American Athletic,fumblesLost,5
2023,Clemson,ACC,passAttempts,474
2023,Virginia,ACC,kickReturns,20
2023,Southern Mississippi,Sun Belt,interceptions,8
2023,South Alabama,Sun Belt,totalYards,5726
2023,Northwestern,Big Ten,firstDowns,218
2023,Miami,ACC,puntReturns,12
2023,Rutgers,Big Ten,rushingAttempts,517
2023,Arizona State,Pac-12,passCompletions,243
2023,Ole Miss,SEC,puntReturnYards,117
2023,South Florida,American Athletic,firstDowns,300
2023,San José State,Mountain West,puntReturns,11
2023,Mississippi State,SEC,interceptionTDs,0
2023,East Carolina,American Athletic,fourthDownConversions,9
2023,Louisville,ACC,games,14
2023,Ohio State,Big Ten,tacklesForLoss,70
2023,Army,FBS Independents,interceptionYards,180
2023,Cincinnati,Big 12,firstDowns,267
2023,Notre Dame,FBS Independents,interceptionTDs,2
2023,Charlotte,American Athletic,passAttempts,328
2023,Central Michigan,Mid-American,interceptionYards,26
2023,Vanderbilt,SEC,penaltyYards,510
2023,Georgia Tech,ACC,interceptionYards,167
2023,West Virginia,Big 12,passCompletions,178
2023,Syracuse,ACC,penaltyYards,801
2023,UNLV,Mountain West,tacklesForLoss,61
2023,Miami,ACC,rushingYards,2251
2023,Mississippi State,SEC,kickReturns,23
2023,Connecticut,FBS Independents,thirdDownConversions,58
2023,Troy,Sun Belt,fourthDowns,29
2023,Alabama,SEC,passAttempts,325
2023,Northwestern,Big Ten,penalties,69
2023,Washington State,Pac-12,interceptionTDs,2
2023,Kentucky,SEC,rushingYards,1660
2023,Georgia Southern,Sun Belt,passingTDs,26
2023,Northwestern,Big Ten,tacklesForLoss,62
2023,Cincinnati,Big 12,interceptions,11
2023,Ohio,Mid-American,tacklesForLoss,96
2023,Texas Tech,Big 12,penalties,70
2023,Louisville,ACC,interceptionYards,149
2023,Louisiana Tech,Conference USA,interceptionTDs,1
2023,Ball State,Mid-American,totalYards,3697
2023,Sam Houston State,Conference USA,turnovers,16
2023,Ball State,Mid-American,puntReturns,14
2023,Tulane,American Athletic,puntReturnTDs,1
2023,Washington State,Pac-12,fourthDownConversions,12
2023,Florida International,Conference USA,sacks,12
2023,Florida International,Conference USA,puntReturnYards,103
2023,Oregon State,Pac-12,interceptionYards,153
2023,Arizona,Pac-12,rushingYards,1816
2023,Eastern Michigan,Mid-American,kickReturns,35
2023,Jacksonville State,Conference USA,interceptionYards,249
2023,LSU,SEC,fourthDownConversions,6
2023,Air Force,Mountain West,rushingAttempts,711
2023,Vanderbilt,SEC,fumblesRecovered,4
2023,Sam Houston State,Conference USA,fumblesLost,4
2023,Syracuse,ACC,fumblesRecovered,13
2023,Army,FBS Independents,rushingYards,2505
2023,Oregon,Pac-12,passCompletions,397
2023,Notre Dame,FBS Independents,possessionTime,24019
2023,James Madison,Sun Belt,passingTDs,36
2023,Western Michigan,Mid-American,thirdDowns,179
2023,LSU,SEC,passAttempts,411
2023,Houston,Big 12,puntReturnYards,100
2023,Texas A&M,SEC,rushingTDs,23
2023,Appalachian State,Sun Belt,turnovers,22
2023,Utah,Pac-12,interceptionYards,82
2023,Navy,American Athletic,turnovers,12
2023,New Mexico State,Conference USA,fumblesLost,5
2023,Eastern Michigan,Mid-American,thirdDownConversions,63
2023,Kansas,Big 12,puntReturnYards,119
2023,Missouri,SEC,turnovers,9
2023,Tulane,American Athletic,possessionTime,26329
2023,Missouri,SEC,interceptionYards,47
2023,Wake Forest,ACC,totalYards,3917
2023,USC,Pac-12,kickReturns,30
2023,Utah,Pac-12,tacklesForLoss,75
2023,Bowling Green,Mid-American,puntReturnTDs,1
2023,Clemson,ACC,penalties,64
2023,Texas A&M,SEC,fumblesRecovered,4
2023,Florida State,ACC,games,14
2023,Tennessee,SEC,kickReturnTDs,0
2023,California,Pac-12,fourthDownConversions,17
2023,Central Michigan,Mid-American,rushingYards,1914
2023,Pittsburgh,ACC,sacks,30
2023,Navy,American Athletic,passCompletions,102
2023,Florida,SEC,passAttempts,389
2023,Memphis,American Athletic,possessionTime,24285
2023,Purdue,Big Ten,thirdDownConversions,63
2023,Pittsburgh,ACC,turnovers,21
2023,Toledo,Mid-American,fourthDownConversions,13
2023,Georgia State,Sun Belt,fourthDowns,19
2023,Miami (OH),Mid-American,passCompletions,165
2023,UCLA,Pac-12,rushingTDs,21
2023,Oregon,Pac-12,interceptionYards,58
2023,Florida Atlantic,American Athletic,tacklesForLoss,83
2023,Louisville,ACC,fumblesLost,7
2023,Louisiana Monroe,Sun Belt,possessionTime,19468
2023,Colorado,Pac-12,rushingTDs,12
2023,TCU,Big 12,fumblesRecovered,4
2023,Oregon,Pac-12,fourthDowns,25
2023,Utah,Pac-12,passesIntercepted,8
2023,Pittsburgh,ACC,passCompletions,192
2023,Texas A&M,SEC,kickReturns,23
2023,Air Force,Mountain West,rushingYards,3648
2023,Boston College,ACC,firstDowns,279
2023,Florida International,Conference USA,netPassingYards,2760
2023,Baylor,Big 12,penalties,49
2023,Florida State,ACC,interceptions,4
2023,Air Force,Mountain West,passingTDs,7
2023,UT San Antonio,American Athletic,tacklesForLoss,99
2023,UAB,American Athletic,fourthDownConversions,13
2023,Boise State,Mountain West,totalYards,6106
2023,Tulane,American Athletic,fumblesRecovered,11
2023,LSU,SEC,puntReturnTDs,0
2023,Miami (OH),Mid-American,interceptionYards,130
2023,Iowa State,Big 12,thirdDownConversions,68
2023,LSU,SEC,fourthDowns,15
2023,Tulsa,American Athletic,kickReturns,15
2023,Iowa State,Big 12,passesIntercepted,16
2023,Tulane,American Athletic,netPassingYards,3010
2023,Coastal Carolina,Sun Belt,interceptionYards,283
2023,Virginia Tech,ACC,passesIntercepted,7
2023,Sam Houston State,Conference USA,rushingTDs,13
2023,New Mexico State,Conference USA,interceptionTDs,1
2023,Air Force,Mountain West,interceptions,6
2023,North Texas,American Athletic,puntReturnYards,50
2023,UTEP,Conference USA,penaltyYards,706
2023,Navy,American Athletic,rushingYards,2335
2023,Western Michigan,Mid-American,penalties,85
2023,Arizona State,Pac-12,netPassingYards,2524
2023,Louisiana Monroe,Sun Belt,interceptionYards,154
2023,Georgia Tech,ACC,interceptionTDs,0
2023,Penn State,Big Ten,puntReturnTDs,2
2023,Connecticut,FBS Independents,kickReturnYards,628
2023,Miami (OH),Mid-American,fourthDownConversions,4
2023,Western Kentucky,Conference USA,interceptionYards,131
2023,Wake Forest,ACC,fourthDownConversions,8
2023,Georgia State,Sun Belt,tacklesForLoss,76
2023,Stanford,Pac-12,thirdDowns,183
2023,Northern Illinois,Mid-American,fourthDownConversions,10
2023,New Mexico State,Conference USA,turnovers,15
2023,Indiana,Big Ten,fumblesRecovered,2
2023,North Texas,American Athletic,rushingYards,2294
2023,Missouri,SEC,fumblesLost,2
2023,South Florida,American Athletic,puntReturnTDs,0
2023,Auburn,SEC,thirdDowns,166
2023,Buffalo,Mid-American,rushingAttempts,435
2023,Appalachian State,Sun Belt,rushingAttempts,534
2023,Arizona,Pac-12,totalYards,5824
2023,Texas,Big 12,kickReturnTDs,1
2023,Nebraska,Big Ten,rushingAttempts,478
2023,New Mexico State,Conference USA,netPassingYards,3206
2023,Houston,Big 12,passingTDs,24
2023,Tennessee,SEC,firstDowns,284
2023,UMass,FBS Independents,turnovers,17
2023,Kansas,Big 12,kickReturnYards,616
2023,Clemson,ACC,interceptionYards,244
2023,Boise State,Mountain West,puntReturnYards,27
2023,Louisiana,Sun Belt,rushingTDs,25
2023,Memphis,American Athletic,kickReturns,27
2023,Western Michigan,Mid-American,interceptionYards,2
2023,UT San Antonio,American Athletic,passAttempts,446
2023,Florida State,ACC,puntReturnTDs,0
2023,Colorado,Pac-12,fumblesRecovered,11
2023,Louisiana Monroe,Sun Belt,interceptionTDs,1
2023,San José State,Mountain West,thirdDowns,153
2023,Ole Miss,SEC,turnovers,7
2023,Georgia State,Sun Belt,puntReturnTDs,1
2023,Toledo,Mid-American,passesIntercepted,11
2023,Michigan,Big Ten,puntReturnTDs,0
2023,Illinois,Big Ten,firstDowns,244
2023,Kentucky,SEC,fumblesRecovered,7
2023,Tennessee,SEC,penaltyYards,883
2023,Kansas State,Big 12,thirdDowns,188
2023,Wake Forest,ACC,puntReturnYards,148
2023,Kansas State,Big 12,passCompletions,258
2023,Louisiana Tech,Conference USA,fourthDowns,30
2023,SMU,American Athletic,netPassingYards,3897
2023,Miami,ACC,totalYards,5605
2023,Iowa State,Big 12,interceptions,8
2023,James Madison,Sun Belt,penaltyYards,521
2023,Texas State,Sun Belt,puntReturnTDs,0
2023,Iowa State,Big 12,rushingTDs,16
2023,San Diego State,Mountain West,penaltyYards,528
2023,Northwestern,Big Ten,kickReturns,28
2023,Wyoming,Mountain West,games,13
2023,Pittsburgh,ACC,rushingYards,1223
2023,South Carolina,SEC,passingTDs,21
2023,Kentucky,SEC,tacklesForLoss,84
2023,San José State,Mountain West,kickReturnYards,284
2023,Miami (OH),Mid-American,puntReturns,25
2023,Illinois,Big Ten,kickReturnYards,454
2023,Oklahoma,Big 12,penalties,88
2023,Nebraska,Big Ten,interceptionYards,71
2023,Arizona State,Pac-12,passAttempts,440
2023,Maryland,Big Ten,interceptionYards,166
2023,Texas Tech,Big 12,firstDowns,285
2023,Virginia Tech,ACC,kickReturnTDs,2
2023,Florida,SEC,passesIntercepted,3
2023,Coastal Carolina,Sun Belt,passesIntercepted,14
2023,Arizona,Pac-12,thirdDowns,163
2023,Tulsa,American Athletic,penaltyYards,519
2023,USC,Pac-12,firstDowns,292
2023,Tulane,American Athletic,thirdDowns,186
2023,Liberty,Conference USA,turnovers,18
2023,Boise State,Mountain West,fourthDowns,11
2023,Kansas State,Big 12,passesIntercepted,13
2023,Air Force,Mountain West,fumblesRecovered,4
2023,Michigan,Big Ten,rushingYards,2536
2023,Ball State,Mid-American,possessionTime,23577
2023,Southern Mississippi,Sun Belt,puntReturnYards,167
2023,Duke,ACC,penalties,73
2023,New Mexico State,Conference USA,kickReturns,18
2023,James Madison,Sun Belt,rushingYards,1731
2023,Arkansas State,Sun Belt,penaltyYards,792
2023,Texas A&M,SEC,rushingAttempts,456
2023,East Carolina,American Athletic,games,12
2023,Middle Tennessee,Conference USA,fumblesRecovered,8
2023,Louisiana,Sun Belt,fumblesRecovered,10
2023,Nebraska,Big Ten,thirdDownConversions,59
2023,Buffalo,Mid-American,passAttempts,394
2023,Georgia,SEC,fumblesRecovered,3
2023,Middle Tennessee,Conference USA,interceptionTDs,0
2023,Oregon,Pac-12,passesIntercepted,12
2023,Charlotte,American Athletic,interceptionTDs,1
2023,Miami (OH),Mid-American,passingTDs,16
2023,Jacksonville State,Conference USA,puntReturns,18
2023,Colorado,Pac-12,games,12
2023,Kansas,Big 12,passCompletions,200
2023,UNLV,Mountain West,fourthDownConversions,9
2023,North Carolina,ACC,kickReturnYards,257
2023,Washington,Pac-12,interceptionYards,321
2023,Florida State,ACC,passesIntercepted,10
2023,New Mexico,Mountain West,kickReturnYards,483
2023,Florida International,Conference USA,rushingTDs,17
2023,New Mexico State,Conference USA,firstDowns,307
2023,Sam Houston State,Conference USA,games,12
2023,Utah State,Mountain West,kickReturns,19
2023,Old Dominion,Sun Belt,possessionTime,19359
2023,Florida International,Conference USA,rushingYards,1083
2023,Florida Atlantic,American Athletic,fumblesLost,2
2023,Georgia Southern,Sun Belt,puntReturnTDs,0
2023,Ole Miss,SEC,penalties,93
2023,Navy,American Athletic,kickReturnYards,477
2023,Minnesota,Big Ten,firstDowns,237
2023,SMU,American Athletic,interceptionTDs,4
2023,Kent State,Mid-American,penalties,65
2023,Rutgers,Big Ten,firstDowns,227
2023,Kentucky,SEC,fourthDowns,10
2023,West Virginia,Big 12,rushingYards,2976
2023,Maryland,Big Ten,games,13
2023,New Mexico,Mountain West,passingTDs,17
2023,Bowling Green,Mid-American,turnovers,19
2023,Jacksonville State,Conference USA,passAttempts,350
2023,Kansas State,Big 12,rushingAttempts,532
2023,Oregon State,Pac-12,passAttempts,380
2023,Virginia,ACC,fourthDowns,20
2023,Tennessee,SEC,passCompletions,263
2023,North Carolina,ACC,tacklesForLoss,73
2023,UCF,Big 12,fumblesLost,7
2023,LSU,SEC,firstDowns,334
2023,Kent State,Mid-American,puntReturnTDs,0
2023,Stanford,Pac-12,firstDowns,234
2023,Louisiana,Sun Belt,rushingAttempts,469
2023,Coastal Carolina,Sun Belt,rushingAttempts,465
2023,Rutgers,Big Ten,thirdDownConversions,62
2023,Hawai'i,Mountain West,puntReturnTDs,0
2023,Tulsa,American Athletic,thirdDownConversions,87
2023,Vanderbilt,SEC,tacklesForLoss,65
2023,Oregon,Pac-12,rushingYards,2583
