rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,fumblesRecovered,totalFumbles,sacks,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,tacklesForLoss,defensiveTDs,tackles,qbHurries,passesDeflected,team,home_away,points,game_id,season,week,season_type
2,23,0,2,3,,,,7,71,1,2,2,4,4,39:25,0,1,1,4-30,4.4,62,274,7.9,7-9,71,345,1-1,7-14,21,6,1,22,2,2,Northern Illinois,home,49,401119287,2019,9,regular
0,9,0,1,0,90,0,5,,,,,2,12,1,20:35,2,1,3,7-62,3.8,25,94,2.0,7-26,51,145,0-2,2-12,7,4,0,86,0,1,Akron,away,0,401119287,2019,9,regular
3,,,,1,36,0,2,8,,,,4,2,0,26:03,0,1,1,5-52,4.8,35,168,7.7,21-37,286,454,1-2,6-15,22,2,0,64,6,2,Eastern Michigan,away,34,401119290,2019,9,regular
3,6,0,1,2,77,0,4,5,,,,2,6,0,33:57,0,2,2,8-84,6.4,57,366,7.7,9-18,138,504,1-2,11-18,23,8,0,68,2,4,Toledo,home,37,401119290,2019,9,regular
1,0,0,1,0,100,0,6,4,,,,0,2,0,23:02,2,0,2,4-40,4.8,27,130,5.2,18-26,136,266,0-0,4-11,14,6,0,49,2,2,Bowling Green,away,10,401119288,2019,9,regular
6,,,,1,81,0,2,7,29,0,2,0,2,6,36:58,0,0,0,4-40,7.0,57,399,7.3,15-24,175,574,2-3,11-16,30,16,0,72,2,0,Western Michigan,home,49,401119288,2019,9,regular
2,31,0,2,2,0,0,1,13,46,1,2,6,0,4,34:12,1,0,1,3-15,3.6,55,197,7.2,13-25,179,376,1-2,8-17,23,5,2,94,1,4,Buffalo,home,43,401119289,2019,9,regular
1,0,0,1,2,71,0,7,2,16,0,1,0,6,0,25:48,2,3,5,9-53,2.6,28,73,7.2,25-38,272,345,2-5,3-13,17,7,0,56,0,7,Central Michigan,away,20,401119289,2019,9,regular
2,4,0,1,0,,,,5,,,,0,,4,28:15,0,0,0,14-107,3.8,51,192,4.6,20-33,151,343,0-1,13-23,21,6,0,76,1,5,Syracuse,away,17,401112492,2019,9,regular
5,,,,0,,,,3,,,,0,,7,31:45,0,0,0,11-76,5.1,47,241,7.7,19-32,246,487,2-3,8-16,26,12,0,88,2,3,Florida State,home,35,401112492,2019,9,regular
3,12,0,4,4,34,0,2,11,,,,2,0,4,33:46,0,0,0,3-20,6.9,44,302,10.3,25-36,372,674,0-0,7-13,36,8,2,30,10,4,Clemson,home,59,401112490,2019,9,regular
1,39,0,3,0,75,0,3,1,,,,0,6,2,26:14,0,1,1,4-55,2.2,44,97,4.4,6-18,80,177,2-2,2-15,10,4,0,118,0,3,Boston College,away,7,401112490,2019,9,regular
0,1,0,3,0,13,0,1,12,12,0,1,0,4,2,33:22,2,1,3,7-55,4.2,42,176,4.6,18-32,146,322,0-1,9-20,16,2.5,0,32,5,18,Pittsburgh,home,12,401112494,2019,9,regular
1,,,,1,27,0,1,4,28,0,2,2,4,4,26:38,1,0,1,3-35,2.0,27,54,4.8,14-32,154,208,1-2,2-14,12,7,0,53,6,10,Miami,away,16,401112494,2019,9,regular
1,21,0,2,1,38,0,2,5,30,0,2,2,6,2,29:18,2,2,4,4-19,2.7,37,100,5.3,22-43,229,329,2-2,7-19,22,9,0,76,7,6,Duke,away,17,401112491,2019,9,regular
0,-6,0,3,2,38,0,1,8,3,0,2,4,6,10,30:42,2,1,3,4-34,4.6,45,205,8.7,10-26,227,432,1-1,3-13,22,12,0,90,4,4,North Carolina,home,20,401112491,2019,9,regular
3,34,0,1,1,44,0,2,4,0,0,1,2,2,4,30:18,0,0,0,5-30,5.0,45,227,9.5,8-14,133,360,0-1,5-12,17,6,0,96,16,10,Louisville,home,28,401112493,2019,9,regular
2,3,0,2,1,116,0,5,3,,,,0,4,4,29:42,1,1,2,8-70,3.0,26,78,5.5,24-42,233,311,2-2,4-14,18,9,0,86,2,4,Virginia,away,21,401112493,2019,9,regular
0,,,,3,92,0,5,14,,,,2,0,10,20:58,0,0,0,3-16,4.9,18,88,10.1,20-31,314,402,0-1,5-10,19,12,0,102,0,1,San José State,away,34,401114330,2019,9,regular
3,,,,1,64,0,6,5,,,,0,8,0,39:02,0,1,1,9-74,4.7,70,326,7.9,7-13,103,429,2-4,11-17,28,0,0,29,0,5,Army,home,29,401114330,2019,9,regular
2,,,,1,68,0,4,9,0,0,1,0,,0,34:19,3,0,3,2-20,3.4,25,86,6.1,39-63,382,468,1-1,5-16,30,14,0,74,1,6,Iowa State,home,27,401112091,2019,9,regular
1,41,0,3,2,79,0,5,10,32,1,3,0,,2,25:41,1,0,1,2-23,4.9,31,153,10.4,16-24,249,402,0-1,2-12,14,12,1,46,5,22,Oklahoma State,away,34,401112091,2019,9,regular
3,22,0,2,1,115,0,8,15,,,,0,4,1,21:52,1,1,2,5-51,3.9,26,102,14.6,19-27,395,497,0-0,3-8,18,7,0,108,6,4,Oklahoma,away,41,401112110,2019,9,regular
6,,,,0,78,0,4,12,26,0,1,2,2,2,38:08,0,0,0,4-36,4.7,45,213,7.6,18-28,213,426,1-1,6-13,24,5,0,74,3,4,Kansas State,home,48,401112110,2019,9,regular
2,,,,2,68,0,4,13,12,0,4,0,2,2,32:41,1,1,2,4-46,4.0,41,162,10.1,19-27,273,435,0-0,6-13,22,2,0,64,4,12,TCU,home,37,401112132,2019,9,regular
1,-7,0,1,2,20,0,5,9,-3,0,1,2,2,2,27:19,4,0,4,7-72,4.1,31,126,6.7,22-48,321,447,1-2,8-18,21,14,0,94,1,0,Texas,away,27,401112132,2019,9,regular
2,,,,3,103,0,4,7,,,,2,2,0,27:32,1,0,1,8-88,3.5,32,112,11.2,26-37,415,527,0-0,9-15,22,2,0,128,1,8,Kansas,home,37,401112103,2019,9,regular
1,5,0,2,3,59,0,3,10,0,0,1,0,4,1,32:28,0,2,2,8-69,4.7,45,212,8.0,23-34,271,483,2-2,6-15,28,7,0,49,0,2,Texas Tech,away,34,401112103,2019,9,regular
4,,,,0,21,0,1,7,,,,0,6,2,45:43,0,2,2,4-40,5.7,78,448,4.0,2-6,24,472,0-0,10-13,30,3,0,34,4,2,Air Force,home,31,401117530,2019,9,regular
0,,,,1,6,0,1,1,,,,4,0,2,14:17,0,0,0,0-0,1.1,13,14,5.0,14-23,114,128,0-0,1-9,7,6,0,50,0,0,Utah State,away,7,401117530,2019,9,regular
4,27,0,2,0,124,0,8,7,0,0,1,0,2,2,26:35,2,0,2,9-74,6.3,30,188,5.4,20-37,200,388,1-3,2-13,17,14,0,104,2,3,Fresno State,home,31,401117531,2019,9,regular
3,2,0,1,2,72,0,5,11,25,0,2,0,,4,33:25,1,0,1,5-53,4.6,39,178,7.7,23-42,322,500,1-1,6-16,25,7,0,78,1,5,Colorado State,away,41,401117531,2019,9,regular
0,1,0,2,0,16,0,1,3,0,0,1,0,6,2,30:14,1,1,2,4-30,2.9,28,81,5.6,27-45,254,335,0-1,9-18,17,1,0,42,0,0,Nevada,away,3,401117533,2019,9,regular
1,57,0,5,3,,,,7,0,0,1,2,2,4,29:46,1,0,1,4-35,5.9,44,258,11.6,9-19,221,479,0-1,5-11,22,16,0,45,0,8,Wyoming,home,31,401117533,2019,9,regular
3,12,0,2,2,17,0,1,9,16,1,2,0,,2,32:04,1,0,1,10-85,7.5,34,255,8.1,21-40,323,578,2-3,5-15,21,5,1,74,0,2,Hawai'i,away,45,401117532,2019,9,regular
2,27,0,2,2,128,0,3,7,9,0,1,0,,2,27:56,2,0,2,5-34,6.7,31,207,7.3,23-40,293,500,0-2,4-12,23,3,0,35,0,7,New Mexico,home,31,401117532,2019,9,regular
0,10,0,3,2,,,,5,13,0,1,0,4,2,31:59,0,0,0,7-42,3.7,33,121,6.5,21-39,255,376,3-4,2-14,18,8,0,80,0,2,UNLV,home,17,401117534,2019,9,regular
0,55,1,6,1,37,0,3,8,,,,0,,3,28:01,1,0,1,4-44,4.1,37,150,8.0,14-23,185,335,0-0,4-13,18,5,2,68,0,12,San Diego State,away,20,401117534,2019,9,regular
0,,,,1,83,0,4,1,,,,0,4,10,28:02,0,2,2,3-30,2.4,34,83,6.4,10-17,108,191,1-2,4-13,9,6,0,80,0,1,Wisconsin,away,7,401112254,2019,9,regular
3,23,0,1,2,,,,8,,,,4,0,5,31:58,0,0,0,2-15,5.3,50,264,7.6,12-22,167,431,0-0,9-14,24,16,0,37,0,0,Ohio State,home,38,401112254,2019,9,regular
0,15,0,2,4,44,0,2,2,29,0,2,4,4,2,31:40,1,0,1,9-104,3.1,37,113,5.9,18-32,189,302,1-1,4-14,18,5,0,26,10,8,Penn State,away,28,401112218,2019,9,regular
1,7,0,4,0,55,0,3,1,0,0,1,0,8,4,28:20,2,2,4,4-31,2.7,31,83,4.2,19-43,182,265,2-2,5-17,18,6,0,62,12,1,Michigan State,home,7,401112218,2019,9,regular
4,-7,0,1,2,33,0,2,10,102,1,2,0,2,4,42:53,1,0,1,2-15,5.9,54,321,8.0,13-22,177,498,2-2,7-11,30,3,1,64,0,2,Minnesota,home,52,401112207,2019,9,regular
0,,,,1,145,0,6,4,40,0,1,0,,0,17:07,2,0,2,4-36,3.4,23,79,5.7,10-23,131,210,0-0,2-11,10,1,0,82,0,3,Maryland,away,10,401112207,2019,9,regular
3,,,,1,149,0,9,10,,,,0,2,1,22:06,0,1,1,9-70,4.9,27,131,8.8,18-32,282,413,0-0,7-13,22,1,0,70,3,2,Liberty,away,34,401112266,2019,9,regular
3,,,,2,24,0,1,14,,,,2,0,6,37:54,0,0,0,7-48,4.9,55,271,9.1,15-21,192,463,1-1,12-17,25,6,0,54,6,7,Rutgers,home,44,401112266,2019,9,regular
3,,,,1,40,0,2,7,5,0,1,0,6,4,27:32,0,2,2,6-44,4.4,50,220,12.8,20-23,294,514,1-2,6-13,26,5,0,32,5,4,Nebraska,home,31,401112164,2019,9,regular
3,,,,2,52,0,4,6,,,,4,0,2,32:28,1,0,1,6-84,3.4,31,104,8.8,27-40,351,455,2-2,7-14,24,4,0,50,0,2,Indiana,away,38,401112164,2019,9,regular
0,12,0,2,0,36,0,2,,,,,0,,2,26:29,1,0,1,2-21,1.8,35,64,4.3,18-32,138,202,0-4,6-17,13,10,0,70,4,14,Northwestern,home,0,401112197,2019,9,regular
1,,,,1,26,0,1,8,3,0,1,0,,10,33:31,0,0,0,4-50,3.1,40,123,6.9,12-26,179,302,1-2,6-17,12,9,0,43,4,5,Iowa,away,20,401112197,2019,9,regular
0,38,0,3,1,38,0,2,,,,,0,4,2,27:37,1,1,2,2-20,3.1,44,135,4.1,15-33,136,271,1-2,5-18,17,8,0,47,0,1,Purdue,home,6,401112152,2019,9,regular
2,3,0,2,0,0,0,1,6,13,1,1,2,2,2,32:23,0,0,0,5-35,4.6,53,242,3.7,3-7,26,268,0-0,4-14,14,8,1,104,0,6,Illinois,away,24,401112152,2019,9,regular
6,1,0,1,2,102,0,6,8,-1,0,1,4,0,1,34:58,1,0,1,5-60,8.0,41,326,7.6,19-28,213,539,1-2,5-9,25,10,0,35,0,12,Connecticut,away,56,401114357,2019,9,regular
3,-5,0,1,2,154,0,7,5,0,0,1,0,4,0,25:02,1,2,3,5-46,5.3,38,200,6.0,20-40,239,439,0-2,8-14,24,6,0,35,0,4,UMass,home,35,401114357,2019,9,regular
3,,,,3,16,0,1,6,,,,6,2,8,32:03,1,0,1,6-72,4.5,34,152,9.4,29-36,338,490,1-1,6-10,29,12,0,84,12,3,Louisiana Tech,away,42,401114296,2019,9,regular
2,11,0,1,1,111,0,6,3,0,0,1,0,8,2,27:57,0,3,3,3-30,2.9,34,98,7.6,17-30,227,325,3-3,6-13,20,4,0,44,6,0,UTEP,home,21,401114296,2019,9,regular
2,2,0,1,0,18,0,1,8,0,0,1,0,,16,30:45,1,0,1,6-73,4.5,35,157,5.8,23-36,207,364,1-1,7-17,18,9,0,52,8,4,Southern Mississippi,away,20,401114298,2019,9,regular
0,13,0,2,1,50,0,3,0,0,0,1,0,,0,29:15,1,0,1,4-30,0.3,30,8,4.2,14-31,131,139,0-1,6-16,14,6,0,60,10,2,Rice,home,6,401114298,2019,9,regular
1,7,0,2,3,181,0,7,9,,,,0,,6,25:26,2,0,2,4-36,2.7,15,40,8.1,32-50,406,446,2-2,1-9,27,5,0,102,1,1,Washington State,away,35,401114197,2019,9,regular
3,8,0,1,0,87,0,4,11,25,1,2,0,,2,34:34,0,0,0,9-100,6.5,47,306,7.4,21-30,222,528,0-0,11-17,25,4,1,36,4,8,Oregon,home,37,401114197,2019,9,regular
1,23,0,3,3,31,0,2,7,,,,0,2,0,25:29,2,0,2,4-22,6.0,37,222,6.8,24-40,273,495,2-3,5-13,29,6,0,42,2,6,Arizona,away,31,401114170,2019,9,regular
2,-1,0,1,3,79,0,2,11,2,0,2,0,,6,34:31,0,0,0,2-20,5.2,31,160,7.3,30-43,312,472,0-0,6-13,26,7,0,102,12,5,Stanford,home,41,401114170,2019,9,regular
3,8,0,1,2,,,,5,,,,0,4,6,37:39,0,0,0,3-25,4.6,50,231,11.0,15-22,242,473,2-2,7-13,23,7,0,44,0,4,Utah,home,35,401114179,2019,9,regular
0,,,,0,0,0,2,,,,,0,2,1,22:21,0,0,0,2-15,1.1,21,23,2.7,9-22,60,83,0-0,2-11,6,8,0,84,0,4,California,away,0,401114179,2019,9,regular
1,-1,0,1,3,33,0,1,7,3,0,1,0,,2,34:07,0,0,0,13-109,5.8,34,196,7.5,27-43,324,520,1-2,5-14,25,12,0,80,4,5,Colorado,home,31,401114188,2019,9,regular
1,2,0,2,4,24,0,1,5,,,,0,4,2,25:53,1,0,1,5-50,4.3,26,112,9.2,30-44,406,518,0-0,6-12,30,6,0,47,4,3,USC,away,35,401114188,2019,9,regular
4,70,1,2,0,,,,5,7,1,2,2,8,2,30:50,0,3,3,0-0,7.2,56,403,0.8,2-4,3,406,0-1,4-9,17,24,4,48,2,1,Georgia Southern,home,41,401114344,2019,9,regular
1,1,0,1,0,0,0,1,1,,,,6,4,0,29:10,2,1,3,1-5,3.9,54,209,2.6,13-23,59,268,1-6,3-16,15,6,0,60,0,0,New Mexico State,away,7,401114344,2019,9,regular
1,31,0,1,3,51,0,2,6,,,,6,2,3,21:30,0,1,1,9-72,4.1,28,116,9.2,20-29,267,383,0-2,6-12,18,16,0,132,1,2,Arizona State,away,32,401114159,2019,9,regular
4,38,0,1,2,71,0,4,6,,,,2,6,2,38:30,0,3,3,9-47,3.8,57,217,7.7,16-23,176,393,3-3,7-14,27,2,0,45,1,0,UCLA,home,42,401114159,2019,9,regular
0,9,0,1,2,57,0,5,5,,,,0,10,0,27:22,0,4,4,7-50,2.6,34,89,7.0,17-33,230,319,1-2,5-16,16,3,0,49,4,6,Florida International,away,17,401114294,2019,9,regular
6,,,,1,35,0,3,8,,,,8,2,0,32:38,0,0,0,7-51,8.6,55,471,2.1,6-12,25,496,0-0,7-14,19,16,0,82,8,14,Middle Tennessee,home,50,401114294,2019,9,regular
0,0,0,1,0,51,0,3,3,43,0,2,0,,1,33:59,1,0,1,7-66,1.8,40,70,4.6,15-29,134,204,1-3,5-18,14,8,0,23,2,1,Old Dominion,home,3,401114295,2019,9,regular
2,41,0,2,3,,,,11,7,0,1,0,4,12,26:01,2,0,2,5-35,5.1,31,159,7.7,25-35,271,430,1-2,3-10,23,12,0,66,18,6,Florida Atlantic,away,41,401114295,2019,9,regular
3,-1,0,1,3,23,0,2,3,,,,2,0,3,32:30,0,0,0,3-39,6.0,42,253,10.5,24-32,336,589,2-3,5-12,27,14,0,40,2,5,Charlotte,home,39,401114293,2019,9,regular
0,0,0,2,5,76,0,3,8,,,,0,2,2,27:30,0,1,1,6-64,4.5,32,145,10.4,26-38,394,539,0-1,6-12,27,3,0,88,2,4,North Texas,away,38,401114293,2019,9,regular
1,17,0,2,1,24,0,1,14,10,0,2,2,0,8,30:57,0,0,0,7-49,5.0,34,171,7.0,20-33,230,401,1-1,5-15,20,6,0,31,7,4,Marshall,home,26,401114297,2019,9,regular
3,17,0,2,0,128,0,4,5,,,,0,4,2,29:03,2,1,3,4-40,5.6,24,134,6.6,31-44,292,426,0-0,5-13,25,12,0,56,4,5,Western Kentucky,away,23,401114297,2019,9,regular
5,4,0,2,4,17,0,1,9,0,0,2,0,6,8,26:41,0,1,1,9-68,8.0,48,385,10.0,12-23,229,614,1-1,6-13,24,14,0,52,0,2,UCF,away,63,401117891,2019,9,regular
1,,,,2,108,0,6,3,,,,2,0,4,33:19,2,0,2,6-32,1.1,40,45,7.1,16-31,221,266,0-2,7-18,12,6,0,82,0,1,Temple,home,21,401117891,2019,9,regular
0,13,0,1,1,144,1,5,8,,,,2,4,0,29:25,1,1,2,5-65,2.7,38,102,7.7,19-29,222,324,0-1,6-14,22,12,1,68,1,2,East Carolina,home,20,401117892,2019,9,regular
3,24,0,2,3,18,0,1,9,48,0,1,2,4,1,30:35,0,1,1,13-124,8.7,40,347,7.1,16-25,178,525,0-0,7-11,27,9,0,82,1,8,South Florida,away,45,401117892,2019,9,regular
2,20,0,1,2,64,0,3,10,0,0,1,4,0,7,28:17,1,0,1,9-86,5.4,34,182,5.3,20-38,203,385,0-1,5-15,22,13,0,84,8,12,SMU,away,34,401117889,2019,9,regular
1,16,0,3,2,10,0,3,11,0,0,1,0,10,2,31:43,1,2,3,11-129,2.6,40,103,11.6,18-35,407,510,1-2,5-15,22,8,0,84,4,16,Houston,home,31,401117889,2019,9,regular
2,16,0,2,3,118,0,6,8,15,0,1,0,,1,28:35,2,0,2,2-18,4.5,42,187,10.0,20-29,290,477,2-2,5-12,24,8,0,70,4,1,Tulane,away,38,401117890,2019,9,regular
3,,,,1,0,0,3,11,18,1,2,0,,8,31:25,1,0,1,2-10,6.9,56,385,7.6,2-9,68,453,3-3,5-14,21,9,1,80,4,2,Navy,home,41,401117890,2019,9,regular
4,,,,1,20,0,2,11,,,,4,4,0,36:05,0,0,0,7-60,4.5,61,275,7.7,23-40,309,584,2-2,12-22,33,6,0,62,6,4,Tulsa,home,41,401117893,2019,9,regular
4,19,0,2,2,165,0,7,6,,,,0,4,3,23:55,0,2,2,7-51,5.8,33,192,11.8,16-26,306,498,2-3,4-10,21,7,0,42,8,3,Memphis,away,42,401117893,2019,9,regular
1,12,0,1,1,54,0,5,2,,,,0,2,4,22:40,2,1,3,6-55,3.4,24,81,5.4,15-27,146,227,1-2,2-12,8,6,0,48,0,5,Texas State,away,14,401121958,2019,9,regular
3,37,0,4,2,85,0,3,8,0,0,2,2,6,4,37:20,0,0,0,5-45,3.9,53,206,5.6,18-28,158,364,2-2,8-19,21,12,0,34,1,2,Arkansas State,home,38,401121958,2019,9,regular
5,5,0,1,2,,,,10,,,,0,,8,34:28,1,0,1,3-35,6.8,57,390,7.6,18-25,189,579,2-2,10-16,30,7,0,39,0,10,Georgia State,home,52,401121959,2019,9,regular
3,5,0,2,2,139,0,8,3,3,0,1,0,4,2,25:32,0,0,0,2-20,4.2,23,96,9.2,34-46,421,517,0-1,8-13,25,12,0,43,1,2,Troy,away,33,401121959,2019,9,regular
2,39,0,2,1,53,0,2,12,,,,2,2,6,34:36,0,0,0,10-85,7.0,45,313,4.7,16-28,132,445,1-1,6-17,21,7,0,60,8,2,Appalachian State,away,30,401121957,2019,9,regular
0,4,0,1,0,59,0,3,3,,,,0,4,5,25:24,0,1,1,4-30,2.3,38,87,2.7,6-19,52,139,1-1,1-15,10,7,0,84,5,6,South Alabama,home,3,401121957,2019,9,regular
0,,,,1,3,0,1,8,0,0,2,1,,1,28:45,1,1,2,6-53,2.7,36,96,5.0,9-28,139,235,1-1,4-16,11,6,1,58,3,0,Virginia Tech,away,20,401112501,2019,10,regular
1,24,0,4,2,38,0,3,3,5,0,1,1,,4,31:14,2,1,3,7-75,2.8,38,106,6.3,29-53,336,442,3-3,8-20,25,5,0,29,3,5,Notre Dame,home,21,401112501,2019,10,regular
0,,,,2,18,0,1,5,,,,0,,0,24:12,0,0,0,6-40,1.1,19,21,7.8,21-33,257,278,2-3,2-9,18,6,0,35,2,3,Florida,home,17,401110838,2019,10,regular
0,7,0,1,2,63,0,3,10,,,,0,,2,35:48,0,0,0,8-46,3.2,37,119,9.3,20-30,279,398,0-0,12-18,20,1,0,18,1,6,Georgia,away,24,401110838,2019,10,regular
0,,,,1,23,0,2,1,0,0,1,0,,2,26:05,3,1,4,5-49,2.5,25,63,5.8,14-30,174,237,0-0,6-14,12,7,0,42,3,3,UAB,away,7,401110840,2019,10,regular
2,10,0,1,1,,,,12,28,0,3,1,,3,33:55,1,0,1,3-5,3.1,39,121,6.7,16-27,181,302,0-0,5-13,20,3,0,27,2,3,Tennessee,home,30,401110840,2019,10,regular
0,,,,1,55,0,3,1,,,,1,,0,26:13,2,0,2,2-20,3.9,29,113,3.6,11-21,76,189,0-0,3-11,12,5,0,64,2,1,Vanderbilt,away,7,401110839,2019,10,regular
1,53,0,3,2,25,0,1,6,6,0,2,0,,2,33:47,0,1,1,11-94,4.2,49,205,7.6,24-31,235,440,0-2,9-15,25,6,0,40,2,3,South Carolina,home,24,401110839,2019,10,regular
2,1,0,1,0,46,0,1,8,,,,0,,0,35:48,0,1,1,3-44,3.6,46,167,7.7,30-44,340,507,0-0,12-21,26,4,0,46,4,2,Auburn,home,20,401110837,2019,10,regular
2,55,0,1,0,68,0,3,2,,,,1,,1,23:55,0,0,0,2-25,4.0,42,167,3.8,14-26,99,266,2-3,3-15,16,3,0,69,0,1,Ole Miss,away,14,401110837,2019,10,regular
2,-1,0,1,1,154,0,8,6,,,,1,,0,19:51,1,1,2,2-10,7.4,25,184,4.2,9-24,101,285,1-1,2-12,10,4,0,32,0,1,Arkansas,home,24,401110836,2019,10,regular
4,0,0,1,2,27,0,2,12,32,1,1,1,,0,40:09,0,1,1,3-23,8.1,57,460,9.5,13-19,180,640,1-1,8-13,27,2,1,24,3,5,Mississippi State,away,54,401110836,2019,10,regular
4,29,0,4,1,5,0,1,5,76,0,3,1,,6,37:02,0,1,1,11-115,2.5,62,156,5.7,13-21,120,276,1-4,10-21,17,13,0,27,4,6,Bowling Green,home,35,401119293,2019,10,regular
0,0,0,1,0,119,0,5,6,,,,1,,1,22:58,3,1,4,6-46,0.9,31,29,2.7,10-26,71,100,0-1,1-13,7,9,0,48,5,2,Akron,away,6,401119293,2019,10,regular
5,15,0,1,1,16,0,1,5,10,0,1,0,,5,41:36,0,0,0,2-25,4.1,62,252,9.0,15-23,208,460,4-5,7-16,26,6,0,17,2,4,Buffalo,away,43,401119294,2019,10,regular
1,-2,0,1,0,41,0,2,2,,,,0,,1,17:36,1,0,1,3-8,1.5,17,25,7.4,14-25,185,210,1-3,2-11,6,3,0,33,2,2,Eastern Michigan,home,14,401119294,2019,10,regular
0,,,,1,8,0,2,4,,,,0,2,0,25:59,3,1,4,1-5,0.9,25,22,7.4,19-31,229,251,2-2,1-12,13,3,0,42,1,2,Northern Illinois,away,10,401119295,2019,10,regular
3,14,0,3,3,56,0,1,12,70,0,3,1,0,2,34:01,0,0,0,5-53,6.5,50,327,11.5,18-25,288,615,0-1,8-15,24,7,0,34,3,7,Central Michigan,home,48,401119295,2019,10,regular
1,44,0,3,2,13,0,1,9,26,0,2,0,,9,28:24,0,1,1,6-65,1.7,24,40,8.5,21-37,313,353,2-3,3-15,13,16,0,48,2,4,Miami,away,27,401112497,2019,10,regular
0,7,0,1,1,23,0,1,4,,,,1,,2,31:36,2,0,2,10-75,0.8,41,31,6.1,20-28,172,203,0-2,5-17,15,5,0,33,5,9,Florida State,home,10,401112497,2019,10,regular
0,5,0,1,3,35,0,2,9,,,,2,,0,30:09,0,1,1,6-53,3.8,42,159,8.0,25-36,289,448,2-5,5-17,20,4,0,47,1,0,Syracuse,home,27,401112495,2019,10,regular
5,3,0,1,3,17,0,1,10,,,,1,,3,29:51,0,2,2,3-25,7.6,65,496,19.5,8-10,195,691,1-1,7-12,29,10,0,54,0,1,Boston College,away,58,401112495,2019,10,regular
1,,,,1,53,0,4,2,,,,0,,0,34:27,1,1,2,2-30,3.1,45,139,11.7,4-10,117,256,0-0,5-15,10,0,0,38,0,0,Wofford,away,14,401112496,2019,10,regular
5,26,0,4,3,57,0,3,11,17,0,1,1,,0,25:23,0,0,0,6-49,11.3,37,419,10.5,19-27,283,702,0-0,4-8,28,10,0,31,2,0,Clemson,home,59,401112496,2019,10,regular
2,28,0,4,3,15,0,1,14,0,0,2,1,,2,36:07,0,0,0,1-14,2.7,46,123,7.0,27-42,295,418,0-0,10-19,27,6,0,33,5,11,Wake Forest,home,44,401112500,2019,10,regular
0,11,0,1,1,31,0,3,4,,,,0,,2,23:53,2,1,3,10-87,4.5,26,116,3.3,17-45,149,265,0-1,6-17,16,8,0,46,3,8,NC State,away,10,401112500,2019,10,regular
1,57,0,5,1,22,0,2,8,21,0,1,1,,2,35:17,2,1,3,6-50,4.4,36,158,6.0,25-34,204,362,0-0,7-16,18,6,0,33,2,1,Pittsburgh,away,20,401112498,2019,10,regular
0,17,0,2,1,54,0,3,4,0,0,2,1,,1,24:43,1,1,2,4-38,3.0,29,86,5.1,8-21,108,194,0-0,2-13,10,4,0,55,1,0,Georgia Tech,home,10,401112498,2019,10,regular
2,8,0,1,3,58,0,3,8,,,,0,,2,33:38,0,0,0,1-5,4.2,32,134,9.6,31-40,383,517,1-1,7-13,28,4,0,37,2,2,Virginia,away,38,401112499,2019,10,regular
0,20,0,1,4,23,0,1,7,,,,0,,3,26:22,0,0,0,6-46,4.8,39,186,12.2,15-29,353,539,0-3,7-13,25,6,0,51,3,0,North Carolina,home,31,401112499,2019,10,regular
2,2,0,1,0,23,0,1,5,,,,0,,1,32:17,1,0,1,5-28,6.0,55,328,2.0,2-8,16,344,1-1,5-13,17,1,0,27,1,2,Air Force,home,17,401114331,2019,10,regular
1,-9,0,2,1,,,,1,56,0,1,0,,0,27:43,0,0,0,7-47,3.4,38,129,15.3,9-14,214,343,1-3,5-13,14,5,0,27,0,1,Army,away,13,401114331,2019,10,regular
2,7,0,1,1,41,0,3,9,12,0,1,0,,3,32:58,3,1,4,5-65,4.2,39,163,6.7,23-43,287,450,1-1,7-17,22,6,0,43,0,1,TCU,away,27,401112127,2019,10,regular
2,17,0,2,2,57,0,3,10,1,0,3,1,,5,27:01,1,0,1,5-37,7.3,41,301,10.5,9-15,158,459,0-0,3-12,17,7,0,33,8,1,Oklahoma State,home,34,401112127,2019,10,regular
1,,,,0,62,0,3,4,,,,0,,1,21:57,2,0,2,4-55,2.4,25,61,6.9,15-26,180,241,0-2,2-10,12,3,0,56,3,1,Kansas,home,10,401112104,2019,10,regular
5,10,0,3,0,20,0,1,8,0,0,2,0,,4,38:03,0,0,0,11-113,5.7,60,342,8.1,9-16,129,471,0-0,11-17,23,4,0,36,1,2,Kansas State,away,38,401112104,2019,10,regular
0,0,0,1,1,142,1,4,2,,,,3,,8,23:33,1,1,2,11-88,0.5,26,14,5.3,20-39,205,219,3-3,3-17,12,12,1,56,1,2,West Virginia,away,14,401112080,2019,10,regular
0,-16,0,2,2,12,0,1,5,0,0,1,1,,1,36:26,0,3,3,7-59,3.1,56,176,10.7,20-26,277,453,0-1,5-14,26,5,0,32,5,5,Baylor,home,17,401112080,2019,10,regular
1,3,0,3,0,77,0,4,2,58,1,1,0,,3,24:17,1,0,1,6-49,2.6,36,93,5.5,11-25,138,231,1-2,5-16,14,6,1,42,1,1,UT San Antonio,away,14,401110841,2019,10,regular
