tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected,fumblesRecovered,rushingTDs,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,puntReturnYards,puntReturnTDs,puntReturns,team,home_away,points,game_id,season,week,season_type,totalFumbles
7,0,32,1,2,2,0,2,6,10,0,1,32:05,0,1,1,3-35,5.4,36,193,10.8,24-32,345,538,2-2,4-9,25,8,7,0,1,0,0,1,Liberty,home,56,401207160,2020,8,regular,
9,0,26,5,12,0,0,0,2,15,0,1,26:48,2,0,2,7-65,4.5,30,134,8.1,18-31,251,385,0-1,5-13,19,8,0,0,1,,,,Marshall,home,20,401207156,2020,8,regular,
2,0,23,0,4,1,0,1,0,83,0,4,33:12,1,0,1,11-126,2.3,37,86,4.9,18-30,148,234,1-2,7-17,17,3,0,0,2,34,0,4,Florida Atlantic,away,9,401207156,2020,8,regular,
4,0,22,2,0,4,1,1,0,,,,42:16,0,0,0,3-30,5.1,56,285,6.4,17-25,159,444,0-0,6-16,26,13,,,,-11,0,2,Jacksonville State,away,19,401250783,2020,8,regular,
7,0,57,1,0,5,0,0,1,15,0,1,17:44,0,1,1,4-26,3.0,24,72,4.4,7-19,84,156,0-1,2-11,6,4,,,,53,0,2,Florida International,home,10,401250783,2020,8,regular,
9,1,57,4,4,5,0,0,1,121,0,5,27:39,1,1,2,4-55,2.9,27,78,4.3,25-39,169,247,1-1,6-16,15,14,70,1,2,38,0,2,Louisiana Tech,away,26,401207157,2020,8,regular,
5,0,41,2,6,5,1,3,0,9,0,2,32:21,2,0,2,6-44,3.5,53,188,5.8,19-34,197,385,4-4,6-18,25,9,3,0,1,-1,0,4,UT San Antonio,home,27,401207157,2020,8,regular,
10,0,38,1,2,1,2,1,0,,,,32:21,0,0,0,4-34,3.2,42,135,3.9,9-23,90,225,2-5,5-15,13,4,,,,,,,Chattanooga,away,10,401207102,2020,8,regular,
3,0,31,2,1,5,0,0,1,34,0,3,26:55,0,2,2,3-25,3.7,33,122,5.3,16-25,132,254,3-4,3-12,14,7,,,,-3,0,1,Western Kentucky,home,13,401207102,2020,8,regular,
10,0,54,4,0,5,1,1,4,36,0,2,26:32,1,2,3,7-71,4.3,41,176,8.7,17-36,313,489,2-2,8-17,24,11,20,0,3,9,0,1,Memphis,home,41,401212516,2020,8,regular,
4,0,43,0,1,2,2,0,4,44,0,2,33:28,3,1,4,6-75,3.4,33,113,6.1,41-63,387,500,2-4,8-19,30,5,0,0,1,,,,Temple,away,29,401212516,2020,8,regular,
8,1,52,1,1,2,2,4,1,28,0,2,28:33,1,0,1,5-40,6.1,37,227,9.4,17-25,235,462,0-0,7-12,21,6,38,1,1,14,0,2,Tulsa,away,42,401212479,2020,8,regular,
6,0,43,0,1,2,0,0,1,84,0,5,31:27,1,2,3,6-30,3.6,34,122,5.1,22-36,183,305,3-4,2-15,18,7,31,0,1,64,0,2,South Florida,home,13,401212479,2020,8,regular,
3,0,39,0,0,3,2,0,1,85,0,4,32:15,1,0,1,7-87,2.3,38,88,4.7,24-46,215,303,1-4,7-20,21,7,,,,18,0,2,SMU,home,13,401212488,2020,8,regular,
9,0,60,4,1,5,0,5,1,43,0,2,27:15,0,2,2,11-120,8.9,35,313,6.0,13-21,126,439,1-1,7-13,17,6,-2,0,1,,,,Cincinnati,away,42,401212488,2020,8,regular,
4,0,58,2,1,2,0,2,3,67,0,3,25:46,1,0,1,2-10,3.3,38,125,9.0,14-24,215,340,1-1,3-9,21,4,,,,54,0,1,Tulane,away,34,401212524,2020,8,regular,
11,0,35,5,0,4,0,2,5,21,0,4,34:14,0,0,0,4-20,4.5,59,267,10.6,26-40,422,689,3-4,10-17,36,9,0,0,1,0,0,1,UCF,home,51,401212524,2020,8,regular,
6,0,35,1,3,3,1,1,2,,,,30:49,1,0,1,6-55,3.3,50,166,11.4,10-18,206,372,3-3,8-17,16,1,,,,,,,Navy,home,21,401212552,2020,8,regular,
7,0,43,2,3,2,0,1,3,14,0,1,29:11,0,1,1,9-77,2.8,31,86,9.0,26-37,334,420,2-2,6-13,23,13,0,0,1,20,0,1,Houston,away,37,401212552,2020,8,regular,
2,1,40,0,4,3,0,0,2,160,1,4,30:37,0,0,0,6-52,3.2,42,134,7.6,12-20,152,286,1-3,7-14,17,6,18,0,2,-1,0,1,Louisiana,away,24,401238036,2020,8,regular,
2,0,51,1,2,1,0,2,0,,,,29:23,2,0,2,10-90,4.4,40,175,4.8,10-23,110,285,1-1,8-15,17,8,,,,7,0,1,UAB,home,20,401238036,2020,8,regular,
12,0,47,6,3,5,0,2,4,,,,29:04,1,1,2,8-98,6.9,44,305,9.4,16-23,216,521,1-1,10-15,22,9,44,0,2,3,0,1,Appalachian State,home,45,401240642,2020,8,regular,
6,0,36,1,0,1,1,2,0,165,0,6,30:52,2,0,2,10-74,2.1,35,73,7.0,22-42,295,368,1-3,4-16,24,5,0,0,1,-10,0,2,Arkansas State,away,17,401240642,2020,8,regular,
4,1,33,3,0,2,0,1,3,30,0,2,31:31,1,0,1,4-37,3.8,44,169,14.5,11-17,246,415,3-3,8-14,20,8,95,1,1,0,0,1,South Alabama,home,38,401250784,2020,8,regular,
7,0,43,4,2,1,0,1,1,25,0,1,26:50,1,0,1,2-30,3.4,27,92,8.5,22-33,282,374,1-3,3-10,20,0,5,0,1,,,,Louisiana Monroe,away,14,401250784,2020,8,regular,
5,0,42,3,1,6,2,2,2,,,,37:42,1,2,3,6-76,3.8,56,210,5.6,20-30,169,379,2-2,8-19,23,12,59,0,2,,,,Georgia State,away,36,401215317,2020,8,regular,
8,1,43,1,5,3,2,0,3,142,0,7,21:35,2,2,4,7-61,2.1,19,40,8.5,32-48,407,447,1-2,3-10,23,4,35,1,1,5,0,1,Troy,home,34,401215317,2020,8,regular,
6,0,28,4,4,2,0,1,3,40,0,2,32:17,2,0,2,5-49,3.2,41,130,9.0,15-28,252,382,1-2,5-13,20,4,30,0,2,47,0,2,Coastal Carolina,home,28,401215316,2020,8,regular,
9,1,34,3,2,4,0,1,0,39,0,2,27:43,2,0,2,5-31,3.2,37,119,4.5,8-22,99,218,0-1,2-12,12,2,0,0,2,46,1,2,Georgia Southern,away,14,401215316,2020,8,regular,
7,1,40,2,1,0,1,1,0,10,0,1,23:06,0,1,1,6-50,2.7,33,88,5.8,15-26,150,238,0-2,5-12,17,1,,,,3,0,3,Georgia Tech,home,13,401234626,2020,9,regular,
9,0,35,5,2,2,1,3,1,39,0,2,36:45,0,1,1,5-50,5.2,44,228,7.7,18-26,199,427,0-0,10-15,24,7,,,,,,,Notre Dame,away,31,401234626,2020,9,regular,
1,0,32,0,0,1,0,0,0,,,,35:00,0,1,1,6-55,3.5,39,138,3.6,15-25,91,229,2-3,7-16,15,3,4,0,2,,,,Kentucky,home,3,401237117,2020,9,regular,
4,0,30,4,4,5,1,2,0,,,,25:00,2,0,2,2-19,5.0,43,215,9.4,9-14,131,346,1-2,5-9,20,2,,,,,,,Georgia,away,14,401237117,2020,9,regular,
4,1,34,0,4,6,1,1,0,44,0,3,27:00,0,2,2,9-62,1.7,23,40,5.2,26-40,208,248,1-1,3-15,16,5,59,1,1,,,,Missouri,away,17,401237116,2020,9,regular,
6,0,31,3,6,6,2,1,4,,,,33:00,1,1,2,8-65,4.8,35,169,9.6,21-36,345,514,2-2,4-13,25,11,,,,18,0,2,Florida,home,41,401237116,2020,9,regular,
5,0,47,1,4,3,2,1,7,42,0,2,29:52,0,1,1,8-75,4.6,42,192,12.1,32-37,449,641,1-1,6-9,35,4,21,0,1,,,,Ole Miss,away,54,401237123,2020,9,regular,1
6,0,44,1,2,2,1,1,2,37,0,7,30:08,1,2,3,6-50,3.0,34,102,7.8,31-41,319,421,1-1,8-14,24,3,,,,7,0,1,Vanderbilt,home,21,401237123,2020,9,regular,3
4,0,43,1,1,1,1,0,0,72,0,4,28:18,2,1,3,9-85,2.5,15,37,3.4,28-48,163,200,2-2,2-15,12,,,,,,,,Mississippi State,away,0,401237119,2020,9,regular,
6,1,32,2,8,9,1,0,4,17,0,1,31:27,0,1,1,10-71,5.3,40,210,8.8,24-33,291,501,1-2,7-14,26,11,26,1,2,26,0,4,Alabama,home,41,401237119,2020,9,regular,
7,0,41,4,2,4,0,3,3,20,0,1,32:32,0,0,0,9-100,5.1,36,182,10.0,21-26,260,442,0-0,7-11,25,6,,,,23,0,3,Texas A&M,home,42,401237120,2020,9,regular,
6,0,36,0,0,2,0,1,3,,,,27:01,0,0,0,5-51,5.3,42,222,7.5,23-32,239,461,1-2,3-12,29,7,,,,,,,Arkansas,away,31,401237120,2020,9,regular,
5,0,45,0,2,0,1,0,1,85,0,3,28:22,2,1,3,2-25,1.2,27,32,6.6,28-48,315,347,1-2,5-17,20,3,,,,,,,LSU,away,11,401237121,2020,9,regular,
7,1,37,4,5,2,1,3,3,,,,31:38,0,1,1,3-13,4.7,44,206,11.5,18-26,299,505,0-0,8-13,23,6,48,0,2,29,0,2,Auburn,home,48,401237121,2020,9,regular,
8,0,28,4,3,2,0,2,2,74,0,3,30:22,0,1,1,9-82,3.4,31,106,8.0,30-43,342,448,3-3,7-16,26,8,,,,2,0,3,Clemson,home,34,401234624,2020,9,regular,
2,1,34,1,1,1,1,1,2,24,0,1,24:26,0,0,0,12-92,2.0,34,67,8.3,13-25,208,275,1-2,4-11,21,4,,,,18,0,1,Boston College,away,28,401234624,2020,9,regular,
6,0,57,2,4,3,0,0,2,68,0,3,23:46,2,1,3,8-81,3.6,22,79,4.2,22-34,142,221,1-1,3-11,13,2,,,,26,0,1,Syracuse,home,14,401234629,2020,9,regular,
8,1,39,2,1,2,1,3,1,19,0,1,33:03,0,0,0,7-57,3.8,48,184,7.6,19-33,250,434,2-4,9-18,26,8,32,1,2,3,0,2,Wake Forest,away,38,401234629,2020,9,regular,
7,0,46,3,0,0,0,2,3,81,0,4,27:49,3,0,3,7-60,6.8,29,198,9.7,23-36,350,548,2-4,6-12,23,5,,,,,,,Louisville,home,35,401234627,2020,9,regular,
7,0,44,3,4,2,0,5,0,36,0,2,32:11,0,0,0,7-71,5.5,51,283,18.3,10-10,183,466,1-1,1-7,21,10,18,0,3,1,0,1,Virginia Tech,away,42,401234627,2020,9,regular,
7,0,30,5,0,1,2,3,3,12,0,1,34:34,1,0,1,5-38,4.1,51,210,9.5,12-22,208,418,4-4,3-11,28,8,,,,,,,Virginia,home,44,401234628,2020,9,regular,
5,0,23,3,0,1,0,1,4,44,0,2,25:26,0,2,2,6-69,2.8,33,93,15.8,23-28,443,536,1-1,6-10,24,11,0,0,1,-1,0,1,North Carolina,away,41,401234628,2020,9,regular,
2,0,31,1,0,0,0,2,1,105,0,6,42:27,0,2,2,5-35,3.5,51,177,4.8,18-36,171,348,3-4,10-23,22,1,0,0,1,2,0,1,Charlotte,away,19,401234625,2020,9,regular,
8,0,57,5,3,6,2,6,1,21,0,1,17:33,1,0,1,6-35,8.1,34,274,7.5,10-17,127,401,0-1,3-7,16,9,,,,36,0,2,Duke,home,53,401234625,2020,9,regular,
12,1,56,5,0,4,3,1,3,165,1,5,29:42,0,0,0,13-142,3.0,40,118,4.8,18-35,169,287,2-2,2-15,17,9,41,0,1,1,0,1,Texas,away,41,401236017,2020,9,regular,
8,0,48,5,5,5,0,0,4,,,,30:18,1,3,4,8-79,2.6,49,127,10.0,27-40,400,527,0-1,3-12,32,10,,,,20,0,3,Oklahoma State,home,34,401236017,2020,9,regular,
3,1,22,1,0,9,0,1,2,20,0,1,34:14,0,1,1,5-50,4.2,44,184,8.9,22-34,301,485,1-2,9-18,23,13,14,1,3,1,0,1,West Virginia,home,37,401236015,2020,9,regular,
9,0,53,2,5,2,1,0,1,135,0,7,24:24,3,0,3,5-28,1.6,22,36,5.0,19-37,184,220,0-0,6-14,13,4,,,,15,0,2,Kansas State,away,10,401236015,2020,9,regular,
11,1,35,5,0,6,0,2,1,82,0,3,31:23,0,1,1,7-64,5.6,44,247,6.0,14-23,138,385,1-2,2-13,20,9,0,0,1,71,1,5,TCU,away,33,401236013,2020,9,regular,
7.5,0,42,2.5,3,4,1,1,2,169,0,7,28:37,1,0,1,6-58,2.3,33,75,5.5,17-37,203,278,1-3,3-16,15,5,,,,,,,Baylor,home,23,401236013,2020,9,regular,
6,0,44,0,4,1,0,2,2,43,0,2,23:37,2,1,3,11-85,4.6,29,134,8.3,19-32,266,400,0-1,4-11,18,4,,,,17,0,2,Texas Tech,home,28,401236016,2020,9,regular,
9,0,36,2,4,4,1,6,2,,,,36:23,0,0,0,2-15,5.5,39,213,9.1,27-38,346,559,0-0,8-14,29,14,19,0,2,11,0,1,Oklahoma,away,62,401236016,2020,9,regular,
3,1,42,1,5,4,0,2,0,189,1,8,28:47,1,1,2,3-25,2.1,34,73,5.1,18-33,167,240,1-1,7-17,15,2,12,0,1,-3,0,1,Kansas,home,22,401236014,2020,9,regular,
11,0,48,5,2,5,1,4,3,4,0,1,31:13,1,0,1,4-45,7.4,35,258,8.2,25-36,294,552,1-2,7-13,26,8,0,0,1,29,0,2,Iowa State,away,52,401236014,2020,9,regular,
4,0,24,1,2,3,1,3,2,,,,37:10,0,0,0,6-50,7.7,53,407,6.0,18-27,163,570,2-3,7-14,30,8,8,0,1,7,0,2,San Diego State,away,38,401249004,2020,9,regular,
5,0,42,1,2,4,0,0,1,65,0,3,21:31,2,1,3,3-32,4.1,25,103,3.6,18-31,112,215,0-0,6-16,11,1,,,,,,,Utah State,home,7,401249004,2020,9,regular,
2,0,27,0,1,1,0,4,0,,,,37:31,0,0,0,6-43,6.3,66,415,9.9,4-7,69,484,3-3,4-12,28,6,,,,,,,Air Force,home,30,401248999,2020,9,regular,
3,1,39,0,2,1,0,3,3,137,1,4,22:29,0,0,0,3-40,6.2,29,179,14.0,17-20,280,459,0-0,2-4,23,7,,,,1,0,1,Boise State,away,49,401248999,2020,9,regular,
7,0,56,3,1,4,1,2,3,45,0,3,35:50,0,0,0,5-50,2.0,43,84,9.7,25-36,348,432,2-2,10-18,24,8,,,,8,0,1,Fresno State,home,38,401249000,2020,9,regular,
9,0,46,4,0,1,0,1,1,155,0,7,24:10,0,1,1,7-70,4.1,39,158,6.8,17-33,223,381,1-4,4-15,21,5,,,,32,0,2,Colorado State,away,17,401249000,2020,9,regular,
5,0,48,0,0,3,1,1,0,58,0,3,21:45,1,1,2,7-60,4.0,31,123,4.2,11-26,110,233,0-1,4-13,12,1,,,,28,0,2,Hawai'i,away,7,401249001,2020,9,regular,
7,0,33,5,0,4,1,4,0,43,0,2,38:15,0,1,1,5-47,4.8,59,281,6.2,9-18,112,393,1-1,8-15,24,7,47,0,1,13,0,3,Wyoming,home,31,401249001,2020,9,regular,
7,0,44,3,4,3,0,0,5,49,0,2,31:34,0,0,0,9-65,3.5,28,98,9.8,35-49,481,579,1-2,8-17,23,8,0,0,1,0,0,1,San José State,away,38,401249003,2020,9,regular,
2,0,47,1,1,3,0,1,2,78,0,5,28:26,1,0,1,4-40,3.7,40,149,8.4,20-35,294,443,1-3,4-14,23,3,,,,,,,New Mexico,home,21,401249003,2020,9,regular,
6,0,45,3,0,4,0,2,2,85,0,3,27:36,0,0,0,6-55,5.4,27,147,13.0,21-27,350,497,0-0,6-10,22,13,,,,13,0,3,Nevada,away,37,401249002,2020,9,regular,
7,0,35,3,0,1,0,0,2,107,0,5,32:24,0,0,0,10-77,3.9,32,126,5.4,28-41,222,348,5-6,5-16,22,7,,,,,,,UNLV,home,19,401249002,2020,9,regular,
5,0,41,2,0,2,0,0,3,16,0,1,22:48,1,0,1,5-31,1.6,27,44,9.5,17-29,275,319,0-1,3-9,20,7,,,,,,,Penn State,home,25,401247306,2020,9,regular,
7,0,25,5,1,2,0,1,4,,,,37:01,0,0,0,9-80,4.6,45,208,9.4,28-34,318,526,2-3,10-18,24,8,31,0,1,,,,Ohio State,away,38,401247306,2020,9,regular,
2,0,16,0,0,2,0,3,0,88,0,4,33:47,0,0,0,10-86,4.5,34,152,5.8,32-52,300,452,1-1,7-17,28,6,,,,31,0,2,Michigan,home,24,401247305,2020,9,regular,
5,0,51,1,2,7,0,0,3,19,0,1,26:13,0,0,0,5-65,3.3,38,126,10.1,17-32,323,449,1-1,5-14,20,9,,,,,,,Michigan State,away,27,401247305,2020,9,regular,
1,0,40,1,0,3,1,5,1,72,0,4,33:12,0,0,0,3-21,5.2,50,262,12.6,10-15,189,451,1-1,5-11,24,8,21,0,1,,,,Minnesota,away,44,401247302,2020,9,regular,
3,0,42,1,0,2,0,3,3,65,0,6,25:36,1,1,2,10-97,9.1,31,281,11.3,26-35,394,675,1-1,3-8,28,9,,,,,,,Maryland,home,45,401247302,2020,9,regular,
8,0,42,4,3,6,0,1,3,30,0,2,31:01,0,0,0,11-118,3.1,37,114,9.2,17-26,238,352,0-0,2-11,20,13,2,0,3,-1,0,2,Indiana,away,37,401247300,2020,9,regular,
7,0,32,1,4,2,0,1,2,163,0,7,25:38,3,0,3,8-61,3.7,33,123,3.9,21-34,134,257,0-3,3-14,20,1,,,,,,,Rutgers,home,21,401247300,2020,9,regular,
6,0,32,1,1,3,0,3,0,18,0,1,32:33,1,2,3,6-45,2.6,58,150,7.2,11-18,130,280,2-2,10-19,18,3,11,0,3,-8,0,1,Northwestern,away,21,401247303,2020,9,regular,
7,0,48,3,3,0,2,1,1,33,0,1,26:27,3,0,3,3-20,3.3,23,77,4.2,26-51,216,293,2-3,6-17,20,8,5,0,1,8,0,2,Iowa,home,20,401247303,2020,9,regular,
4,1,42,2,3,3,2,1,2,14,0,1,30:07,0,2,2,11-104,2.7,31,84,10.6,29-35,371,455,0-1,5-11,25,7,21,0,2,,,,Purdue,away,31,401247301,2020,9,regular,
8,0,35,4,0,2,2,1,2,74,0,3,29:22,2,2,4,7-75,4.1,43,177,8.9,20-33,295,472,2-4,4-14,27,6,,,,16,0,1,Illinois,home,24,401247301,2020,9,regular,
3,0,26,1,1,1,1,0,0,26,0,3,23:08,1,2,3,4-25,3.6,28,100,7.3,17-23,169,269,0-2,5-12,11,6,,,,13,0,1,Southern Mississippi,home,6,401207166,2020,9,regular,
5,0,18,1,0,0,2,0,4,29,0,2,36:52,0,1,1,1-5,3.6,50,179,13.7,12-17,233,412,1-2,9-15,22,6,0,0,1,4,0,2,Rice,away,30,401207166,2020,9,regular,
1,0,29,0,3,7,0,0,1,42,0,3,33:04,0,1,1,10-96,4.6,34,156,3.4,19-31,106,262,1-3,6-13,17,4,28,0,1,3,0,1,Western Kentucky,away,10,401239887,2020,9,regular,
3,0,28,2,2,3,1,2,3,,,,26:56,1,0,1,3-35,5.2,32,166,6.6,21-37,244,410,2-2,7-13,25,11,,,,4,0,1,BYU,home,41,401239887,2020,9,regular,
14,0,32,2,2,2,0,0,0,22,0,1,27:54,0,0,0,6-77,2.8,37,104,3.6,14-35,126,230,1-3,5-18,16,3,,,,17,0,2,UT San Antonio,away,3,401207162,2020,9,regular,
10,0,32,7,6,4,0,2,1,,,,32:06,0,0,0,6-40,3.9,50,196,6.8,11-20,136,332,1-1,5-15,19,6,,,,28,0,3,Florida Atlantic,home,24,401207162,2020,9,regular,
8,0,39,0,3,3,0,4,0,108,0,4,32:44,2,1,3,12-105,6.6,51,338,6.4,11-23,147,485,2-2,2-13,20,10,6,0,1,,,,UAB,away,34,401207163,2020,9,regular,
6,1,34,0,2,1,1,0,3,73,0,3,42:16,1,0,1,6-52,1.7,29,49,7.2,29-46,332,381,1-2,6-19,20,13,81,0,2,21,0,2,Louisiana Tech,home,37,401207163,2020,9,regular,
9,0,47,3,0,4,0,2,3,23,0,2,31:45,1,2,3,6-47,6.0,47,284,10.0,13-22,220,504,0-0,7-11,28,8,14,0,1,55,0,5,Tulane,home,38,401212517,2020,9,regular,
5,0,59,2,0,0,2,0,0,76,0,5,27:32,1,0,1,3-28,2.1,36,77,5.6,16-26,145,222,0-2,4-16,11,3,0,0,1,,,,Temple,away,3,401212517,2020,9,regular,
4,0,32,2,0,0,0,0,1,73,0,4,25:10,0,1,1,4-50,0.1,29,3,9.0,18-35,316,319,0-3,4-16,15,4,0,0,1,0,0,1,Memphis,away,10,401212543,2020,9,regular,
10,0,35,6,1,4,1,4,3,19,0,1,34:50,1,0,1,5-40,5.9,41,242,10.4,21-26,271,513,1-1,6-11,28,7,,,,2,0,1,Cincinnati,home,49,401212543,2020,9,regular,
5,0,42,0,5,5,2,2,2,53,0,3,24:51,2,1,3,10-109,4.7,37,175,6.8,19-37,253,428,3-4,3-14,25,10,3,0,1,0,0,1,Tulsa,home,34,401212533,2020,9,regular,
5,0,41,3,3,5,1,0,3,116,0,6,35:09,1,2,3,13-105,4.5,28,126,6.6,38-50,330,456,1-1,6-15,27,12,22,0,2,,,,East Carolina,away,30,401212533,2020,9,regular,
7,1,51,6,2,4,1,1,1,79,0,3,32:41,2,0,2,7-60,4.5,37,165,6.4,22-42,269,434,1-1,6-16,26,1,,,,17,0,1,Houston,home,21,401212538,2020,9,regular,
5,0,47,3,6,8,0,3,2,44,0,2,27:19,0,1,1,8-70,6.9,51,353,9.9,19-33,328,681,0-0,8-15,32,14,41,0,2,,,,UCF,away,44,401212538,2020,9,regular,
12,0,48,4,1,2,1,4,3,73,0,4,25:33,0,1,1,6-56,6.9,37,255,10.7,23-28,300,555,1-1,7-11,25,9,,,,2,0,1,SMU,home,51,401212489,2020,9,regular,
3,0,56,1,0,1,1,3,2,21,0,1,34:27,0,1,1,4-30,4.2,45,191,8.0,14-30,239,430,4-4,6-15,27,7,,,,,,,Navy,away,37,401212489,2020,9,regular,
1,0,45,0,2,0,3,4,1,171,0,8,26:54,3,0,3,4-26,5.1,40,204,5.4,15-33,178,382,3-4,2-13,26,4,0,0,1,23,0,3,Texas State,home,34,401215322,2020,9,regular,
6,0,50,3,6,2,0,4,2,56,0,3,33:06,1,3,4,11-122,5.6,50,282,9.8,22-34,332,614,0-1,5-11,31,8,29,0,3,9,0,2,Louisiana,away,44,401215322,2020,9,regular,
3,1,46,1,0,9,1,2,2,20,0,1,33:10,0,0,0,6-41,1.9,36,68,9.3,33-45,419,487,1-2,9-17,27,8,,,,,,,Troy,away,38,401215320,2020,9,regular,
8,0,57,4,0,1,0,0,1,14,0,3,26:50,0,1,1,5-51,4.0,27,108,5.5,28-49,271,379,0-1,3-14,21,4,,,,1,0,1,Arkansas State,home,10,401215320,2020,9,regular,
5,0,33,3,8,6,0,2,2,15,0,1,34:47,1,0,1,4-45,6.3,52,328,8.4,13-18,152,480,3-4,4-11,26,7,0,0,3,23,0,1,Appalachian State,away,31,401215319,2020,9,regular,
5,0,48,1,0,0,0,1,1,62,0,5,25:13,3,0,3,3-40,3.2,21,68,3.8,22-41,154,222,1-1,6-14,16,1,35,0,1,,,,Louisiana Monroe,home,13,401215319,2020,9,regular,
11,0,40,5,3,4,1,3,0,25,0,1,31:40,1,0,1,7-72,5.2,48,250,10.6,5-9,95,345,0-1,3-12,15,6,,,,,,,Georgia Southern,home,24,401215321,2020,9,regular,
3,0,36,0,1,0,0,0,2,20,0,2,28:20,0,1,1,3-40,1.9,33,64,7.4,20-27,200,264,0-1,4-13,16,5,5,0,1,2,0,1,South Alabama,away,17,401215321,2020,9,regular,
5,0,31,3,3,0,1,3,4,,,,34:17,0,1,1,1-6,5.3,47,250,9.7,21-29,280,530,2-2,7-11,30,9,0,0,1,10,0,2,Coastal Carolina,away,51,401215318,2020,9,regular,
5,0,46,0,0,5,1,0,0,74,0,5,18:56,1,1,2,4-50,2.7,28,76,2.5,6-12,30,106,1-2,1-10,5,0,,,,,,,Georgia State,home,0,401215318,2020,9,regular,
8,0,51,2,4,4,1,2,2,81,0,5,29:16,0,3,3,4-46,1.0,33,34,10.0,29-44,439,473,1-2,4-15,22,16,,,,,,,Clemson,away,40,401234632,2020,10,regular,
10,0,52,2,4,5,3,3,1,,,,30:22,0,1,1,7-51,5.1,41,209,7.9,22-39,310,519,0-1,10-19,22,17,,,,5,0,1,Notre Dame,home,47,401234632,2020,10,regular,
3,0,25,2,7,3,0,1,4,,,,37:23,1,0,1,3-15,2.6,37,97,11.0,30-43,474,571,0-1,7-16,29,14,39,0,3,0,0,1,Florida,away,44,401237125,2020,10,regular,
4,1,44,1,4,5,0,1,2,119,0,4,22:37,3,0,3,3-35,5.7,29,165,3.9,9-29,112,277,1-3,2-13,12,4,37,1,1,9,0,1,Georgia,home,28,401237125,2020,10,regular,
6,0,28,2,2,4,0,0,3,26,0,1,27:01,0,0,0,2-20,4.4,45,198,8.6,18-25,215,413,0-0,9-17,21,6,0,0,2,4,0,1,Arkansas,home,24,401237124,2020,10,regular,
9,0,41,4,5,1,0,1,0,,,,32:59,2,0,2,3-30,3.7,50,185,5.1,11-21,107,292,0-1,5-15,19,7,,,,1,0,1,Tennessee,away,13,401237124,2020,10,regular,
10,0,33,2,1,4,0,2,5,,,,38:21,0,0,0,2-25,5.9,45,264,9.9,17-27,266,530,1-2,12-16,26,6,13,0,2,3,0,3,Texas A&M,away,48,401237127,2020,10,regular,
1,0,50,0,2,4,0,0,0,33,0,2,20:54,2,0,2,1-5,2.1,23,48,3.6,12-28,100,148,2-3,3-13,9,3,,,,-6,0,1,South Carolina,home,3,401237127,2020,10,regular,
6,0,31,1,2,3,2,2,1,32,0,1,27:50,0,0,0,8-92,-2.0,11,-22,4.9,35-46,226,204,0-0,4-13,14,6,55,0,3,,,,Mississippi State,home,24,401237126,2020,10,regular,
5,0,23,3,1,6,0,1,1,,,,32:10,3,2,5,6-52,3.9,36,142,7.3,31-46,336,478,2-3,8-16,28,5,,,,23,0,2,Vanderbilt,away,17,401237126,2020,10,regular,
10,0,38,3,4,5,2,3,1,121,0,7,27:03,1,0,1,6-63,4.4,38,169,9.7,19-32,309,478,0-0,9-15,26,7,,,,-1,0,2,Ball State,away,31,401249889,2020,10,regular,1
8,0,40,6,1,6,1,2,3,21,0,1,32:57,0,1,1,4-35,3.2,42,134,9.0,21-32,288,422,1-1,5-13,26,8,18,0,1,,,,Miami (OH),home,38,401249889,2020,10,regular,2
2,0,46,5,2,1,2,3,1,48,0,3,33:58,0,0,0,4-58,4.0,46,186,5.9,23-41,243,429,2-5,7-18,24,6,,,,,,,Central Michigan,home,30,401249860,2020,10,regular,
4,1,57,0,3,4,0,1,2,172,1,5,25:25,0,2,2,12-78,3.1,36,110,11.0,13-22,243,353,0-1,4-11,16,3,,,,3,0,1,Ohio,away,27,401249860,2020,10,regular,
3,0,47,1,2,0,0,1,2,40,0,2,29:03,2,0,2,2-30,1.9,32,61,6.9,21-35,241,302,2-3,5-13,20,3,43,0,1,,,,Eastern Michigan,away,23,401249856,2020,10,regular,
10,0,45,4,0,5,0,2,2,41,0,2,30:57,1,0,1,9-78,4.6,46,212,7.6,21-29,219,431,2-2,4-12,28,3,0,0,2,,,,Kent State,home,27,401249856,2020,10,regular,
7,1,41,3,1,2,1,4,3,121,0,4,30:53,0,0,0,6-65,5.6,39,218,14.0,13-19,266,484,2-3,5-10,21,10,38,1,1,5,0,2,Western Michigan,away,58,401249857,2020,10,regular,
1,0,36,1,0,1,0,0,1,79,0,4,25:40,1,1,2,4-34,3.9,31,122,3.9,19-32,126,248,1-2,4-13,15,7,,,,,,,Akron,home,13,401249857,2020,10,regular,
6,0,32,0,1,4,1,0,0,46,0,2,21:07,2,1,3,5-40,4.3,32,139,4.3,8-30,128,267,0-2,3-14,15,3,,,,0,0,1,Bowling Green,away,3,401249858,2020,10,regular,
