season,team,conference,stat_name,stat_value
2006,Oregon State,Pac-10,interceptions,9
2006,Miami,ACC,rushingTDs,14
2006,Duke,ACC,interceptionYards,184
2006,Wake Forest,ACC,fumblesRecovered,9
2006,Purdue,Big Ten,passesIntercepted,11
2006,Ball State,Mid-American,interceptionYards,120
2006,Oklahoma,Big 12,fourthDowns,11
2006,Ole Miss,SEC,interceptionTDs,0
2006,Indiana,Big Ten,fumblesLost,15
2006,Cincinnati,Big East,rushingYards,1737
2006,Boise State,Western Athletic,passCompletions,204
2006,Middle Tennessee,Sun Belt,fumblesRecovered,13
2006,Florida International,Sun Belt,puntReturnTDs,2
2006,Tulsa,Conference USA,fumblesLost,10
2006,Texas A&M,Big 12,passAttempts,330
2006,Virginia,ACC,penaltyYards,381
2006,Tulsa,Conference USA,interceptionYards,62
2006,Pittsburgh,Big East,fumblesLost,9
2006,Northern Illinois,Mid-American,passAttempts,386
2006,Ohio State,Big Ten,penalties,60
2006,Boise State,Western Athletic,interceptions,9
2006,Northern Illinois,Mid-American,puntReturnYards,291
2006,Ohio,Mid-American,turnovers,30
2006,Baylor,Big 12,puntReturns,37
2006,Northern Illinois,Mid-American,firstDowns,245
2006,Fresno State,Western Athletic,passCompletions,178
2006,Northwestern,Big Ten,totalYards,3733
2006,Pittsburgh,Big East,turnovers,18
2006,Oklahoma,Big 12,rushingYards,2480
2006,Arkansas State,Sun Belt,turnovers,33
2006,Buffalo,Mid-American,passingTDs,9
2006,Akron,Mid-American,rushingYards,1005
2006,SMU,Conference USA,puntReturnYards,180
2006,Connecticut,Big East,passAttempts,313
2006,Minnesota,Big Ten,puntReturnYards,219
2006,Nevada,Western Athletic,rushingAttempts,485
2006,South Florida,Big East,rushingYards,1874
2006,Eastern Michigan,Mid-American,thirdDowns,164
2006,Oregon,Pac-10,netPassingYards,3218
2006,UTEP,Conference USA,puntReturns,11
2006,Buffalo,Mid-American,possessionTime,12819
2006,Georgia Tech,ACC,netPassingYards,2549
2006,BYU,Mountain West,passingTDs,33
2006,Florida International,Sun Belt,interceptionTDs,2
2006,San José State,Western Athletic,penalties,63
2006,Utah,Mountain West,possessionTime,13166
2006,Vanderbilt,SEC,rushingTDs,17
2006,Missouri,Big 12,possessionTime,13607
2006,Indiana,Big Ten,passCompletions,232
2006,Iowa,Big Ten,fourthDowns,9
2006,North Texas,Sun Belt,fourthDowns,21
2006,Louisiana,Sun Belt,netPassingYards,1675
2006,Arkansas State,Sun Belt,rushingYards,2012
2006,Arizona,Pac-10,puntReturnTDs,1
2006,Syracuse,Big East,firstDowns,183
2006,Toledo,Mid-American,possessionTime,13761
2006,North Carolina,ACC,fourthDowns,14
2006,Fresno State,Western Athletic,games,12
2006,Tulsa,Conference USA,passesIntercepted,8
2006,Georgia Tech,ACC,totalYards,4649
2006,Utah State,Western Athletic,puntReturnYards,76
2006,Houston,Conference USA,interceptionYards,135
2006,Northwestern,Big Ten,fourthDownConversions,2
2006,Penn State,Big Ten,rushingYards,1950
2006,Temple,FBS Independents,passingTDs,12
2006,UNLV,Mountain West,firstDowns,193
2006,Iowa,Big Ten,rushingTDs,16
2006,Northern Illinois,Mid-American,totalYards,4722
2006,Akron,Mid-American,interceptions,11
2006,Vanderbilt,SEC,interceptions,14
2006,Texas A&M,Big 12,puntReturnYards,175
2006,California,Pac-10,fumblesRecovered,8
2006,Virginia Tech,ACC,fumblesRecovered,14
2006,West Virginia,Big East,passCompletions,149
2006,Temple,FBS Independents,games,12
2006,Army,FBS Independents,fourthDowns,15
2006,Florida State,ACC,passCompletions,239
2006,Arizona State,Pac-10,penalties,103
2006,Tulsa,Conference USA,passCompletions,243
2006,Kansas,Big 12,passAttempts,363
2006,TCU,Mountain West,penaltyYards,780
2006,Vanderbilt,SEC,thirdDowns,149
2006,Illinois,Big Ten,interceptionYards,119
2006,Northern Illinois,Mid-American,interceptionTDs,0
2006,Kansas State,Big 12,thirdDowns,176
2006,Central Michigan,Mid-American,possessionTime,13659
2006,West Virginia,Big East,rushingAttempts,590
2006,Navy,FBS Independents,games,13
2006,Bowling Green,Mid-American,possessionTime,13448
2006,Navy,FBS Independents,passesIntercepted,12
2006,Louisiana Monroe,Sun Belt,fumblesRecovered,16
2006,Washington State,Pac-10,thirdDownConversions,62
2006,Minnesota,Big Ten,thirdDowns,167
2006,New Mexico,Mountain West,netPassingYards,2929
2006,Vanderbilt,SEC,passAttempts,337
2006,Georgia Tech,ACC,turnovers,23
2006,Boston College,ACC,totalYards,4589
2006,Buffalo,Mid-American,thirdDownConversions,50
2006,Idaho,Western Athletic,interceptionTDs,1
2006,UCLA,Pac-10,fumblesLost,11
2006,Tulane,Conference USA,penaltyYards,584
2006,Northwestern,Big Ten,firstDowns,197
2006,Baylor,Big 12,passingTDs,24
2006,San Diego State,Mountain West,penaltyYards,587
2006,Iowa,Big Ten,totalYards,4983
2006,South Florida,Big East,interceptions,15
2006,Bowling Green,Mid-American,passesIntercepted,12
2006,Georgia,SEC,firstDowns,216
2006,UCF,Conference USA,turnovers,21
2006,Utah,Mountain West,passingTDs,22
2006,SMU,Conference USA,thirdDownConversions,62
2006,Nevada,Western Athletic,fumblesLost,12
2006,Bowling Green,Mid-American,rushingYards,2120
2006,Connecticut,Big East,fumblesLost,10
2006,Oklahoma State,Big 12,puntReturnTDs,0
2006,Maryland,ACC,totalYards,4073
2006,Indiana,Big Ten,totalYards,4031
2006,Texas,Big 12,puntReturns,50
2006,UCLA,Pac-10,interceptionTDs,2
2006,Middle Tennessee,Sun Belt,rushingYards,1705
2006,Syracuse,Big East,thirdDowns,172
2006,Florida,SEC,interceptions,14
2006,UCLA,Pac-10,passesIntercepted,13
2006,Eastern Michigan,Mid-American,puntReturnYards,169
2006,Northwestern,Big Ten,interceptions,17
2006,San Diego State,Mountain West,netPassingYards,1950
2006,Oklahoma State,Big 12,possessionTime,13767
2006,Georgia,SEC,possessionTime,16208
2006,Boise State,Western Athletic,fumblesLost,12
2006,Eastern Michigan,Mid-American,interceptionTDs,0
2006,UAB,Conference USA,rushingAttempts,432
2006,Texas A&M,Big 12,fourthDownConversions,9
2006,Central Michigan,Mid-American,fourthDowns,17
2006,Fresno State,Western Athletic,fumblesRecovered,11
2006,Auburn,SEC,interceptions,10
2006,Louisiana Monroe,Sun Belt,rushingTDs,19
2006,UAB,Conference USA,firstDowns,211
2006,Utah,Mountain West,firstDowns,231
2006,Auburn,SEC,puntReturns,38
2006,Penn State,Big Ten,fourthDowns,18
2006,Syracuse,Big East,fourthDowns,11
2006,Tulsa,Conference USA,rushingTDs,30
2006,Wake Forest,ACC,rushingYards,2099
2006,Air Force,Mountain West,rushingYards,2752
2006,New Mexico,Mountain West,rushingAttempts,433
2006,Missouri,Big 12,passesIntercepted,11
2006,Oregon State,Pac-10,rushingYards,1655
2006,Clemson,ACC,passCompletions,186
2006,UTEP,Conference USA,passesIntercepted,15
2006,Kentucky,SEC,netPassingYards,3869
2006,North Texas,Sun Belt,interceptionYards,26
2006,Washington State,Pac-10,totalYards,4657
2006,Army,FBS Independents,passingTDs,10
2006,West Virginia,Big East,penaltyYards,852
2006,Colorado,Big 12,penalties,63
2006,Louisiana,Sun Belt,puntReturnYards,134
2006,Tulsa,Conference USA,passAttempts,365
2006,Temple,FBS Independents,thirdDowns,143
2006,Ohio,Mid-American,netPassingYards,1951
2006,Texas,Big 12,passesIntercepted,13
2006,Pittsburgh,Big East,penaltyYards,517
2006,Miami,ACC,fumblesRecovered,11
2006,Wisconsin,Big Ten,passingTDs,21
2006,Wisconsin,Big Ten,passCompletions,195
2006,Utah State,Western Athletic,interceptionTDs,1
2006,Tulane,Conference USA,interceptions,12
2006,Kansas State,Big 12,fumblesLost,12
2006,UCF,Conference USA,rushingTDs,11
2006,East Carolina,Conference USA,passesIntercepted,16
2006,Michigan State,Big Ten,netPassingYards,2935
2006,Pittsburgh,Big East,penalties,67
2006,Central Michigan,Mid-American,rushingTDs,21
2006,USC,Pac-10,thirdDownConversions,82
2006,Oregon State,Pac-10,fourthDownConversions,11
2006,Temple,FBS Independents,puntReturnYards,35
2006,Temple,FBS Independents,puntReturns,13
2006,Buffalo,Mid-American,penaltyYards,555
2006,Cincinnati,Big East,interceptions,17
2006,Florida State,ACC,totalYards,4294
2006,Fresno State,Western Athletic,thirdDowns,157
2006,San José State,Western Athletic,turnovers,21
2006,Mississippi State,SEC,passesIntercepted,12
2006,Florida International,Sun Belt,interceptionYards,145
2006,Middle Tennessee,Sun Belt,passingTDs,9
2006,Arizona,Pac-10,puntReturnYards,260
2006,Penn State,Big Ten,thirdDowns,186
2006,Maryland,ACC,rushingTDs,14
2006,Duke,ACC,passAttempts,358
2006,California,Pac-10,rushingTDs,21
2006,Navy,FBS Independents,puntReturnYards,171
2006,Maryland,ACC,firstDowns,220
2006,Stanford,Pac-10,fumblesLost,20
2006,Idaho,Western Athletic,games,12
2006,Pittsburgh,Big East,thirdDownConversions,58
2006,Oklahoma,Big 12,rushingAttempts,557
2006,Missouri,Big 12,games,13
2006,Iowa,Big Ten,puntReturnTDs,0
2006,Wisconsin,Big Ten,fourthDownConversions,5
2006,Western Michigan,Mid-American,games,13
2006,Colorado State,Mountain West,interceptionYards,44
2006,Akron,Mid-American,rushingAttempts,365
2006,Miami (OH),Mid-American,thirdDownConversions,53
2006,UTEP,Conference USA,fourthDownConversions,3
2006,Arkansas State,Sun Belt,rushingTDs,12
2006,Texas,Big 12,penalties,70
2006,TCU,Mountain West,fourthDowns,11
2006,Utah State,Western Athletic,puntReturns,20
2006,Western Michigan,Mid-American,interceptionTDs,4
2006,Indiana,Big Ten,penalties,59
2006,Temple,FBS Independents,interceptions,15
2006,Penn State,Big Ten,fumblesRecovered,16
2006,Connecticut,Big East,penalties,64
2006,Duke,ACC,penalties,71
2006,Colorado State,Mountain West,fumblesLost,5
2006,Notre Dame,FBS Independents,fourthDowns,33
2006,Connecticut,Big East,interceptionYards,125
2006,Buffalo,Mid-American,passesIntercepted,10
2006,Arkansas,SEC,interceptionYards,329
2006,Georgia Tech,ACC,fumblesLost,7
2006,UAB,Conference USA,interceptionYards,100
2006,Southern Mississippi,Conference USA,puntReturnYards,232
2006,Navy,FBS Independents,passingTDs,7
2006,LSU,SEC,passingTDs,30
2006,Fresno State,Western Athletic,possessionTime,13242
2006,Western Michigan,Mid-American,turnovers,24
2006,Ball State,Mid-American,passesIntercepted,9
2006,East Carolina,Conference USA,rushingTDs,16
2006,Clemson,ACC,passesIntercepted,11
2006,Louisville,Big East,interceptionTDs,0
2006,West Virginia,Big East,puntReturnTDs,1
2006,Indiana,Big Ten,puntReturnYards,226
2006,Hawai'i,Western Athletic,turnovers,20
2006,Texas Tech,Big 12,kickReturnYards,41
2006,UAB,Conference USA,puntReturnYards,73
2006,Utah,Mountain West,puntReturns,47
2006,Miami,ACC,puntReturnTDs,0
2006,Buffalo,Mid-American,passAttempts,354
2006,Army,FBS Independents,netPassingYards,1746
2006,Nebraska,Big 12,penalties,74
2006,Houston,Conference USA,rushingTDs,29
2006,Louisiana Monroe,Sun Belt,puntReturnTDs,0
2006,Utah State,Western Athletic,fumblesRecovered,13
2006,Arkansas State,Sun Belt,fumblesLost,18
2006,UCLA,Pac-10,passAttempts,400
2006,Rice,Conference USA,penalties,75
2006,Florida Atlantic,Sun Belt,passCompletions,189
2006,Wyoming,Mountain West,games,12
2006,Louisiana Tech,Western Athletic,rushingAttempts,415
2006,Houston,Conference USA,fourthDowns,33
2006,Rutgers,Big East,fourthDownConversions,6
2006,Arizona,Pac-10,rushingYards,1010
2006,UAB,Conference USA,puntReturns,35
2006,Connecticut,Big East,fourthDowns,19
2006,Southern Mississippi,Conference USA,firstDowns,264
2006,North Texas,Sun Belt,puntReturnYards,140
2006,Marshall,Conference USA,rushingYards,2005
2006,Tennessee,SEC,netPassingYards,3577
2006,Vanderbilt,SEC,kickReturns,2
2006,Missouri,Big 12,fourthDowns,17
2006,Maryland,ACC,possessionTime,14156
2006,Iowa,Big Ten,passesIntercepted,14
2006,Georgia Tech,ACC,puntReturnYards,336
2006,Virginia Tech,ACC,puntReturns,53
2006,Missouri,Big 12,fourthDownConversions,9
2006,Eastern Michigan,Mid-American,netPassingYards,2203
2006,UNLV,Mountain West,passingTDs,15
2006,UCF,Conference USA,netPassingYards,2930
2006,Auburn,SEC,netPassingYards,2382
2006,Idaho,Western Athletic,netPassingYards,2309
2006,Southern Mississippi,Conference USA,turnovers,19
2006,Kansas State,Big 12,firstDowns,200
2006,TCU,Mountain West,interceptions,6
2006,Kentucky,SEC,thirdDowns,169
2006,Utah,Mountain West,thirdDowns,175
2006,San José State,Western Athletic,interceptionYards,201
2006,Stanford,Pac-10,passesIntercepted,7
2006,NC State,ACC,thirdDownConversions,55
2006,San José State,Western Athletic,interceptionTDs,0
2006,Hawai'i,Western Athletic,penalties,66
2006,Alabama,SEC,passingTDs,17
2006,Louisiana Tech,Western Athletic,fourthDownConversions,3
2006,San José State,Western Athletic,penaltyYards,491
2006,Troy,Sun Belt,puntReturns,48
2006,Northern Illinois,Mid-American,interceptionYards,50
2006,Wake Forest,ACC,thirdDowns,171
2006,BYU,Mountain West,rushingTDs,27
2006,SMU,Conference USA,penaltyYards,637
2006,Louisiana,Sun Belt,passingTDs,9
2006,Mississippi State,SEC,interceptions,16
2006,Central Michigan,Mid-American,turnovers,24
2006,Arizona State,Pac-10,firstDowns,249
2006,UAB,Conference USA,rushingYards,1507
2006,Central Michigan,Mid-American,thirdDowns,177
2006,Western Michigan,Mid-American,passCompletions,252
2006,UNLV,Mountain West,rushingYards,1034
2006,Oregon State,Pac-10,fumblesRecovered,18
2006,Arizona State,Pac-10,rushingAttempts,497
2006,Maryland,ACC,passCompletions,204
2006,Stanford,Pac-10,games,12
2006,Miami (OH),Mid-American,rushingYards,1040
2006,Indiana,Big Ten,fourthDownConversions,8
2006,Alabama,SEC,passAttempts,393
2006,Purdue,Big Ten,fumblesRecovered,19
2006,Notre Dame,FBS Independents,interceptions,7
2006,USC,Pac-10,turnovers,19
2006,Nebraska,Big 12,interceptions,8
2006,Wyoming,Mountain West,interceptions,13
2006,North Carolina,ACC,passCompletions,169
2006,Florida,SEC,rushingAttempts,476
2006,Troy,Sun Belt,passAttempts,408
2006,Miami,ACC,fumblesLost,11
2006,Western Michigan,Mid-American,passAttempts,408
2006,Akron,Mid-American,firstDowns,206
2006,Fresno State,Western Athletic,interceptionYards,88
2006,Miami (OH),Mid-American,penaltyYards,656
2006,Georgia Tech,ACC,thirdDownConversions,75
2006,Northern Illinois,Mid-American,fumblesLost,5
2006,Michigan,Big Ten,rushingAttempts,535
2006,New Mexico,Mountain West,firstDowns,218
2006,Georgia Tech,ACC,fumblesRecovered,16
2006,East Carolina,Conference USA,fumblesLost,13
2006,Florida,SEC,totalYards,5226
2006,Georgia Tech,ACC,fourthDownConversions,6
2006,Wyoming,Mountain West,firstDowns,220
2006,Texas Tech,Big 12,puntReturnTDs,0
2006,Louisville,Big East,rushingYards,2409
2006,Hawai'i,Western Athletic,interceptionYards,214
2006,Cincinnati,Big East,fumblesRecovered,9
2006,Duke,ACC,totalYards,3401
2006,Colorado State,Mountain West,puntReturnTDs,2
2006,UNLV,Mountain West,fourthDowns,27
2006,Kansas,Big 12,rushingAttempts,438
2006,San José State,Western Athletic,fumblesRecovered,14
2006,Akron,Mid-American,netPassingYards,2965
2006,Florida,SEC,turnovers,25
2006,Central Michigan,Mid-American,firstDowns,262
2006,North Carolina,ACC,penaltyYards,656
2006,Ball State,Mid-American,penaltyYards,507
2006,Minnesota,Big Ten,games,13
2006,Texas A&M,Big 12,fourthDowns,16
2006,Wyoming,Mountain West,fumblesRecovered,12
2006,Southern Mississippi,Conference USA,passCompletions,198
2006,Clemson,ACC,totalYards,4783
2006,Idaho,Western Athletic,passAttempts,309
2006,Connecticut,Big East,passingTDs,14
2006,Northwestern,Big Ten,interceptionTDs,0
2006,Purdue,Big Ten,fourthDowns,17
2006,Ole Miss,SEC,puntReturnYards,222
2006,UCF,Conference USA,thirdDowns,176
2006,East Carolina,Conference USA,puntReturnTDs,0
2006,Bowling Green,Mid-American,interceptionYards,129
2006,Arizona State,Pac-10,interceptions,14
2006,Memphis,Conference USA,puntReturnYards,155
2006,Purdue,Big Ten,possessionTime,14132
2006,Stanford,Pac-10,totalYards,2783
2006,NC State,ACC,passCompletions,196
2006,Alabama,SEC,interceptionYards,266
2006,Utah,Mountain West,rushingYards,1678
2006,South Florida,Big East,passesIntercepted,15
2006,Florida Atlantic,Sun Belt,passingTDs,11
2006,Washington State,Pac-10,rushingTDs,12
2006,Eastern Michigan,Mid-American,possessionTime,12917
2006,West Virginia,Big East,passingTDs,15
2006,LSU,SEC,fumblesLost,13
2006,Kent State,Mid-American,possessionTime,12793
2006,Michigan,Big Ten,firstDowns,251
2006,Louisville,Big East,rushingTDs,35
2006,Miami (OH),Mid-American,penalties,69
2006,Notre Dame,FBS Independents,rushingAttempts,423
2006,Iowa State,Big 12,passesIntercepted,6
2006,Utah State,Western Athletic,passCompletions,150
2006,Connecticut,Big East,possessionTime,13127
2006,Duke,ACC,puntReturnTDs,0
2006,Boston College,ACC,puntReturns,47
2006,New Mexico,Mountain West,passCompletions,204
2006,Army,FBS Independents,puntReturns,30
2006,Memphis,Conference USA,interceptions,14
2006,Kent State,Mid-American,puntReturnYards,142
2006,Fresno State,Western Athletic,puntReturnYards,238
2006,Kansas,Big 12,fumblesRecovered,18
2006,Colorado State,Mountain West,netPassingYards,2909
2006,Middle Tennessee,Sun Belt,firstDowns,207
2006,South Florida,Big East,rushingTDs,22
2006,UCF,Conference USA,passCompletions,227
2006,Colorado,Big 12,fourthDownConversions,2
2006,Maryland,ACC,interceptionYards,97
2006,UCLA,Pac-10,rushingAttempts,436
2006,Air Force,Mountain West,passingTDs,12
2006,Pittsburgh,Big East,possessionTime,12589
2006,Iowa,Big Ten,interceptionTDs,1
2006,Baylor,Big 12,totalYards,3782
2006,Tulane,Conference USA,puntReturnYards,169
2006,Illinois,Big Ten,interceptionTDs,1
2006,Arkansas State,Sun Belt,thirdDownConversions,76
2006,Ole Miss,SEC,thirdDownConversions,44
2006,Oklahoma State,Big 12,passingTDs,27
2006,Illinois,Big Ten,thirdDownConversions,61
2006,Duke,ACC,passCompletions,189
2006,Houston,Conference USA,rushingYards,2356
2006,Clemson,ACC,puntReturnTDs,1
2006,USC,Pac-10,rushingTDs,18
2006,Fresno State,Western Athletic,fourthDownConversions,7
2006,Illinois,Big Ten,passesIntercepted,10
2006,Boston College,ACC,passingTDs,16
2006,South Florida,Big East,netPassingYards,2971
2006,San José State,Western Athletic,rushingYards,2283
2006,Georgia,SEC,thirdDownConversions,62
2006,San Diego State,Mountain West,puntReturnTDs,0
2006,Hawai'i,Western Athletic,passingTDs,45
2006,Texas Tech,Big 12,thirdDownConversions,55
2006,Ohio State,Big Ten,passingTDs,31
2006,Toledo,Mid-American,passAttempts,386
2006,Texas,Big 12,games,13
2006,Toledo,Mid-American,rushingAttempts,470
2006,Kentucky,SEC,fourthDownConversions,11
2006,Colorado,Big 12,passCompletions,119
2006,Memphis,Conference USA,fourthDownConversions,14
2006,South Florida,Big East,thirdDowns,165
2006,Rice,Conference USA,thirdDownConversions,68
2006,Virginia,ACC,rushingTDs,12
2006,Notre Dame,FBS Independents,thirdDowns,177
2006,Tulsa,Conference USA,thirdDownConversions,74
2006,Texas,Big 12,puntReturnTDs,3
2006,Ole Miss,SEC,totalYards,3138
2006,Nevada,Western Athletic,puntReturns,34
2006,New Mexico,Mountain West,puntReturns,43
2006,Army,FBS Independents,thirdDowns,155
2006,UNLV,Mountain West,totalYards,3530
2006,Louisville,Big East,passCompletions,245
2006,Oregon,Pac-10,rushingTDs,26
2006,Eastern Michigan,Mid-American,firstDowns,185
2006,South Florida,Big East,puntReturnTDs,1
2006,East Carolina,Conference USA,interceptionYards,214
2006,Oregon,Pac-10,penaltyYards,780
2006,UTEP,Conference USA,games,12
2006,Central Michigan,Mid-American,puntReturnTDs,0
2006,Akron,Mid-American,interceptionTDs,0
2006,Louisiana Tech,Western Athletic,fumblesRecovered,19
2006,Florida Atlantic,Sun Belt,passesIntercepted,18
2006,South Carolina,SEC,fumblesRecovered,8
2006,Michigan State,Big Ten,fumblesRecovered,13
2006,Texas A&M,Big 12,turnovers,13
2006,Utah,Mountain West,netPassingYards,2919
2006,Tulsa,Conference USA,thirdDowns,161
2006,Memphis,Conference USA,firstDowns,222
2006,Missouri,Big 12,penaltyYards,480
2006,Louisville,Big East,passAttempts,384
2006,Michigan,Big Ten,games,13
2006,Marshall,Conference USA,totalYards,4252
2006,TCU,Mountain West,fourthDownConversions,5
2006,Louisiana Monroe,Sun Belt,passAttempts,312
2006,Oklahoma,Big 12,netPassingYards,2786
2006,North Texas,Sun Belt,interceptions,19
2006,Louisiana Monroe,Sun Belt,penalties,85
2006,Colorado,Big 12,firstDowns,182
2006,Navy,FBS Independents,firstDowns,271
2006,Iowa State,Big 12,fumblesLost,8
2006,Tulane,Conference USA,fumblesRecovered,7
2006,Syracuse,Big East,puntReturnYards,161
2006,Purdue,Big Ten,interceptionYards,104
2006,Florida State,ACC,rushingAttempts,363
2006,California,Pac-10,puntReturnTDs,4
2006,Central Michigan,Mid-American,interceptionTDs,4
2006,Arizona State,Pac-10,fumblesRecovered,12
2006,Connecticut,Big East,fumblesRecovered,8
2006,South Carolina,SEC,penalties,85
2006,Kansas,Big 12,interceptionYards,153
2006,Nevada,Western Athletic,possessionTime,13922
2006,Washington State,Pac-10,games,12
2006,Oregon State,Pac-10,puntReturnYards,480
2006,Arizona,Pac-10,passingTDs,9
2006,North Texas,Sun Belt,firstDowns,153
2006,Houston,Conference USA,firstDowns,311
2006,California,Pac-10,rushingYards,2116
2006,Rice,Conference USA,passingTDs,29
2006,Rice,Conference USA,interceptionTDs,1
2006,Northwestern,Big Ten,possessionTime,12887
2006,Florida International,Sun Belt,passingTDs,5
2006,Auburn,SEC,puntReturnTDs,1
2006,Arizona,Pac-10,penalties,68
2006,Boston College,ACC,rushingAttempts,436
2006,Kentucky,SEC,passesIntercepted,14
2006,Southern Mississippi,Conference USA,interceptions,7
2006,Syracuse,Big East,penaltyYards,552
2006,Washington State,Pac-10,passingTDs,23
2006,Memphis,Conference USA,rushingAttempts,372
2006,Virginia Tech,ACC,fourthDownConversions,3
2006,Florida Atlantic,Sun Belt,fumblesRecovered,9
2006,NC State,ACC,puntReturnYards,225
2006,Oklahoma,Big 12,turnovers,36
2006,Connecticut,Big East,puntReturnTDs,1
2006,NC State,ACC,rushingTDs,11
2006,NC State,ACC,fourthDownConversions,7
2006,Mississippi State,SEC,puntReturns,34
2006,LSU,SEC,interceptionTDs,2
2006,East Carolina,Conference USA,interceptionTDs,3
2006,Washington,Pac-10,fumblesRecovered,5
2006,Bowling Green,Mid-American,penalties,66
2006,Alabama,SEC,puntReturnYards,308
2006,Rice,Conference USA,totalYards,4486
2006,BYU,Mountain West,interceptions,9
2006,Idaho,Western Athletic,penaltyYards,785
2006,NC State,ACC,thirdDowns,170
2006,Wisconsin,Big Ten,interceptionYards,113
2006,Toledo,Mid-American,turnovers,24
2006,Florida State,ACC,interceptions,16
2006,Miami,ACC,passCompletions,213
2006,Akron,Mid-American,penaltyYards,873
2006,Middle Tennessee,Sun Belt,passesIntercepted,13
2006,Penn State,Big Ten,interceptionYards,136
2006,Hawai'i,Western Athletic,netPassingYards,4470
2006,Temple,FBS Independents,rushingAttempts,316
2006,Central Michigan,Mid-American,fourthDownConversions,8
2006,Tennessee,SEC,puntReturnYards,239
2006,Maryland,ACC,passingTDs,16
2006,Georgia,SEC,passingTDs,12
2006,Maryland,ACC,puntReturnTDs,0
2006,Baylor,Big 12,firstDowns,208
2006,Illinois,Big Ten,rushingTDs,12
2006,Virginia Tech,ACC,turnovers,27
2006,USC,Pac-10,rushingAttempts,416
2006,Syracuse,Big East,rushingYards,1283
2006,Virginia Tech,ACC,thirdDowns,173
2006,Air Force,Mountain West,interceptionTDs,0
2006,Vanderbilt,SEC,puntReturns,26
2006,Northern Illinois,Mid-American,games,13
2006,Kansas State,Big 12,passAttempts,415
2006,Texas Tech,Big 12,possessionTime,13930
2006,Missouri,Big 12,passAttempts,465
2006,Vanderbilt,SEC,possessionTime,13299
2006,Purdue,Big Ten,passCompletions,322
2006,Florida State,ACC,passesIntercepted,12
2006,Virginia Tech,ACC,interceptionYards,305
2006,Oregon State,Pac-10,interceptionTDs,2
2006,Tulsa,Conference USA,possessionTime,15300
2006,Michigan State,Big Ten,interceptionTDs,2
2006,Bowling Green,Mid-American,fumblesLost,10
2006,California,Pac-10,firstDowns,263
2006,Minnesota,Big Ten,interceptionTDs,1
2006,Stanford,Pac-10,interceptionYards,147
2006,Texas,Big 12,thirdDowns,156
2006,Bowling Green,Mid-American,penaltyYards,578
2006,TCU,Mountain West,interceptionTDs,2
2006,Kansas State,Big 12,interceptionTDs,1
2006,San José State,Western Athletic,passCompletions,187
2006,Oregon,Pac-10,possessionTime,13646
2006,Ball State,Mid-American,totalYards,4215
2006,UTEP,Conference USA,penaltyYards,631
2006,Ohio State,Big Ten,rushingYards,2208
2006,Michigan,Big Ten,fourthDownConversions,8
2006,East Carolina,Conference USA,fumblesRecovered,12
2006,Arkansas,SEC,penalties,82
2006,South Carolina,SEC,turnovers,25
2006,Tulane,Conference USA,possessionTime,12470
2006,Eastern Michigan,Mid-American,interceptions,16
2006,Virginia,ACC,firstDowns,168
2006,Arizona,Pac-10,interceptionYards,168
2006,Oregon,Pac-10,rushingAttempts,472
2006,Ole Miss,SEC,thirdDowns,150
2006,Fresno State,Western Athletic,interceptions,15
2006,Boston College,ACC,firstDowns,256
2006,South Florida,Big East,totalYards,4701
2006,Kansas,Big 12,thirdDownConversions,61
2006,Illinois,Big Ten,passAttempts,332
2006,Ole Miss,SEC,interceptionYards,54
2006,Wisconsin,Big Ten,totalYards,4851
2006,Southern Mississippi,Conference USA,passAttempts,353
2006,Western Michigan,Mid-American,firstDowns,226
2006,Wake Forest,ACC,puntReturnYards,366
2006,Florida Atlantic,Sun Belt,rushingYards,1314
2006,Missouri,Big 12,thirdDownConversions,92
2006,Toledo,Mid-American,passingTDs,13
2006,UAB,Conference USA,totalYards,3721
2006,Purdue,Big Ten,penaltyYards,548
2006,Georgia,SEC,fourthDowns,14
2006,UCLA,Pac-10,firstDowns,228
2006,Air Force,Mountain West,thirdDowns,174
2006,Southern Mississippi,Conference USA,rushingYards,2378
2006,Tulsa,Conference USA,fourthDowns,21
2006,UAB,Conference USA,fourthDownConversions,10
2006,Ole Miss,SEC,passAttempts,280
2006,West Virginia,Big East,puntReturnYards,234
2006,Kansas State,Big 12,interceptions,20
2006,Kentucky,SEC,fumblesLost,12
2006,Washington State,Pac-10,puntReturns,26
2006,Kent State,Mid-American,thirdDowns,151
2006,UTEP,Conference USA,totalYards,4445
2006,Hawai'i,Western Athletic,puntReturnYards,185
2006,Western Michigan,Mid-American,thirdDowns,199
2006,Northern Illinois,Mid-American,thirdDownConversions,64
2006,Rutgers,Big East,firstDowns,219
2006,Wisconsin,Big Ten,interceptions,9
2006,Florida State,ACC,thirdDowns,178
2006,Oregon,Pac-10,thirdDowns,181
2006,UAB,Conference USA,thirdDowns,149
2006,Wyoming,Mountain West,puntReturnYards,243
2006,Idaho,Western Athletic,puntReturns,31
2006,BYU,Mountain West,thirdDowns,168
2006,Florida International,Sun Belt,possessionTime,12261
2006,Kansas,Big 12,penalties,67
2006,South Florida,Big East,interceptionTDs,0
2006,North Carolina,ACC,penalties,73
2006,Bowling Green,Mid-American,fumblesRecovered,7
2006,BYU,Mountain West,rushingYards,1845
2006,Florida State,ACC,rushingTDs,17
