id,school,season,team_id
167,New Mexico,2004,New Mexico 2004
166,New Mexico State,2004,New Mexico State 2004
153,North Carolina,2004,North Carolina 2004
2459,Northern Illinois,2004,Northern Illinois 2004
249,North Texas,2004,North Texas 2004
77,Northwestern,2004,Northwestern 2004
87,Notre Dame,2004,Notre Dame 2004
195,Ohio,2004,Ohio 2004
194,Ohio State,2004,Ohio State 2004
201,Oklahoma,2004,Oklahoma 2004
197,Oklahoma State,2004,Oklahoma State 2004
145,Ole Miss,2004,Ole Miss 2004
2483,Oregon,2004,Oregon 2004
204,Oregon State,2004,Oregon State 2004
213,Penn State,2004,Penn State 2004
221,Pittsburgh,2004,Pittsburgh 2004
2509,Purdue,2004,Purdue 2004
242,Rice,2004,Rice 2004
164,Rutgers,2004,Rutgers 2004
21,San Diego State,2004,San Diego State 2004
23,San José State,2004,San José State 2004
2567,SMU,2004,SMU 2004
2579,South Carolina,2004,South Carolina 2004
2572,Southern Mississippi,2004,Southern Mississippi 2004
58,South Florida,2004,South Florida 2004
24,Stanford,2004,Stanford 2004
183,Syracuse,2004,Syracuse 2004
2628,TCU,2004,TCU 2004
218,Temple,2004,Temple 2004
2633,Tennessee,2004,Tennessee 2004
251,Texas,2004,Texas 2004
245,Texas A&M,2004,Texas A&M 2004
2641,Texas Tech,2004,Texas Tech 2004
2649,Toledo,2004,Toledo 2004
2653,Troy,2004,Troy 2004
2655,Tulane,2004,Tulane 2004
202,Tulsa,2004,Tulsa 2004
5,UAB,2004,UAB 2004
2116,UCF,2004,UCF 2004
26,UCLA,2004,UCLA 2004
2439,UNLV,2004,UNLV 2004
30,USC,2004,USC 2004
254,Utah,2004,Utah 2004
328,Utah State,2004,Utah State 2004
2638,UTEP,2004,UTEP 2004
238,Vanderbilt,2004,Vanderbilt 2004
258,Virginia,2004,Virginia 2004
259,Virginia Tech,2004,Virginia Tech 2004
154,Wake Forest,2004,Wake Forest 2004
264,Washington,2004,Washington 2004
265,Washington State,2004,Washington State 2004
2711,Western Michigan,2004,Western Michigan 2004
277,West Virginia,2004,West Virginia 2004
275,Wisconsin,2004,Wisconsin 2004
2751,Wyoming,2004,Wyoming 2004
2005,Air Force,2005,Air Force 2005
2006,Akron,2005,Akron 2005
333,Alabama,2005,Alabama 2005
12,Arizona,2005,Arizona 2005
9,Arizona State,2005,Arizona State 2005
8,Arkansas,2005,Arkansas 2005
2032,Arkansas State,2005,Arkansas State 2005
349,Army,2005,Army 2005
2,Auburn,2005,Auburn 2005
2050,Ball State,2005,Ball State 2005
239,Baylor,2005,Baylor 2005
68,Boise State,2005,Boise State 2005
103,Boston College,2005,Boston College 2005
189,Bowling Green,2005,Bowling Green 2005
2084,Buffalo,2005,Buffalo 2005
252,BYU,2005,BYU 2005
25,California,2005,California 2005
2117,Central Michigan,2005,Central Michigan 2005
2132,Cincinnati,2005,Cincinnati 2005
228,Clemson,2005,Clemson 2005
38,Colorado,2005,Colorado 2005
36,Colorado State,2005,Colorado State 2005
41,Connecticut,2005,Connecticut 2005
150,Duke,2005,Duke 2005
151,East Carolina,2005,East Carolina 2005
2199,Eastern Michigan,2005,Eastern Michigan 2005
57,Florida,2005,Florida 2005
2226,Florida Atlantic,2005,Florida Atlantic 2005
2229,Florida International,2005,Florida International 2005
52,Florida State,2005,Florida State 2005
278,Fresno State,2005,Fresno State 2005
61,Georgia,2005,Georgia 2005
59,Georgia Tech,2005,Georgia Tech 2005
62,Hawai'i,2005,Hawai'i 2005
248,Houston,2005,Houston 2005
70,Idaho,2005,Idaho 2005
356,Illinois,2005,Illinois 2005
84,Indiana,2005,Indiana 2005
2294,Iowa,2005,Iowa 2005
66,Iowa State,2005,Iowa State 2005
2305,Kansas,2005,Kansas 2005
2306,Kansas State,2005,Kansas State 2005
2309,Kent State,2005,Kent State 2005
96,Kentucky,2005,Kentucky 2005
309,Louisiana,2005,Louisiana 2005
2433,Louisiana Monroe,2005,Louisiana Monroe 2005
2348,Louisiana Tech,2005,Louisiana Tech 2005
97,Louisville,2005,Louisville 2005
99,LSU,2005,LSU 2005
276,Marshall,2005,Marshall 2005
120,Maryland,2005,Maryland 2005
235,Memphis,2005,Memphis 2005
2390,Miami,2005,Miami 2005
193,Miami (OH),2005,Miami (OH) 2005
130,Michigan,2005,Michigan 2005
127,Michigan State,2005,Michigan State 2005
2393,Middle Tennessee,2005,Middle Tennessee 2005
135,Minnesota,2005,Minnesota 2005
344,Mississippi State,2005,Mississippi State 2005
142,Missouri,2005,Missouri 2005
2426,Navy,2005,Navy 2005
152,NC State,2005,NC State 2005
158,Nebraska,2005,Nebraska 2005
2440,Nevada,2005,Nevada 2005
167,New Mexico,2005,New Mexico 2005
166,New Mexico State,2005,New Mexico State 2005
153,North Carolina,2005,North Carolina 2005
2459,Northern Illinois,2005,Northern Illinois 2005
249,North Texas,2005,North Texas 2005
77,Northwestern,2005,Northwestern 2005
87,Notre Dame,2005,Notre Dame 2005
195,Ohio,2005,Ohio 2005
194,Ohio State,2005,Ohio State 2005
201,Oklahoma,2005,Oklahoma 2005
197,Oklahoma State,2005,Oklahoma State 2005
145,Ole Miss,2005,Ole Miss 2005
2483,Oregon,2005,Oregon 2005
204,Oregon State,2005,Oregon State 2005
213,Penn State,2005,Penn State 2005
221,Pittsburgh,2005,Pittsburgh 2005
2509,Purdue,2005,Purdue 2005
242,Rice,2005,Rice 2005
164,Rutgers,2005,Rutgers 2005
21,San Diego State,2005,San Diego State 2005
23,San José State,2005,San José State 2005
2567,SMU,2005,SMU 2005
2579,South Carolina,2005,South Carolina 2005
2572,Southern Mississippi,2005,Southern Mississippi 2005
58,South Florida,2005,South Florida 2005
24,Stanford,2005,Stanford 2005
183,Syracuse,2005,Syracuse 2005
2628,TCU,2005,TCU 2005
218,Temple,2005,Temple 2005
2633,Tennessee,2005,Tennessee 2005
251,Texas,2005,Texas 2005
245,Texas A&M,2005,Texas A&M 2005
2641,Texas Tech,2005,Texas Tech 2005
2649,Toledo,2005,Toledo 2005
2653,Troy,2005,Troy 2005
2655,Tulane,2005,Tulane 2005
202,Tulsa,2005,Tulsa 2005
5,UAB,2005,UAB 2005
2116,UCF,2005,UCF 2005
26,UCLA,2005,UCLA 2005
2439,UNLV,2005,UNLV 2005
30,USC,2005,USC 2005
254,Utah,2005,Utah 2005
328,Utah State,2005,Utah State 2005
2638,UTEP,2005,UTEP 2005
238,Vanderbilt,2005,Vanderbilt 2005
258,Virginia,2005,Virginia 2005
259,Virginia Tech,2005,Virginia Tech 2005
154,Wake Forest,2005,Wake Forest 2005
264,Washington,2005,Washington 2005
265,Washington State,2005,Washington State 2005
2711,Western Michigan,2005,Western Michigan 2005
277,West Virginia,2005,West Virginia 2005
275,Wisconsin,2005,Wisconsin 2005
2751,Wyoming,2005,Wyoming 2005
2005,Air Force,2006,Air Force 2006
2006,Akron,2006,Akron 2006
333,Alabama,2006,Alabama 2006
12,Arizona,2006,Arizona 2006
9,Arizona State,2006,Arizona State 2006
8,Arkansas,2006,Arkansas 2006
2032,Arkansas State,2006,Arkansas State 2006
349,Army,2006,Army 2006
2,Auburn,2006,Auburn 2006
2050,Ball State,2006,Ball State 2006
239,Baylor,2006,Baylor 2006
68,Boise State,2006,Boise State 2006
103,Boston College,2006,Boston College 2006
189,Bowling Green,2006,Bowling Green 2006
2084,Buffalo,2006,Buffalo 2006
252,BYU,2006,BYU 2006
25,California,2006,California 2006
2117,Central Michigan,2006,Central Michigan 2006
2132,Cincinnati,2006,Cincinnati 2006
228,Clemson,2006,Clemson 2006
38,Colorado,2006,Colorado 2006
36,Colorado State,2006,Colorado State 2006
41,Connecticut,2006,Connecticut 2006
150,Duke,2006,Duke 2006
151,East Carolina,2006,East Carolina 2006
2199,Eastern Michigan,2006,Eastern Michigan 2006
57,Florida,2006,Florida 2006
2226,Florida Atlantic,2006,Florida Atlantic 2006
2229,Florida International,2006,Florida International 2006
52,Florida State,2006,Florida State 2006
278,Fresno State,2006,Fresno State 2006
61,Georgia,2006,Georgia 2006
59,Georgia Tech,2006,Georgia Tech 2006
62,Hawai'i,2006,Hawai'i 2006
248,Houston,2006,Houston 2006
70,Idaho,2006,Idaho 2006
356,Illinois,2006,Illinois 2006
84,Indiana,2006,Indiana 2006
2294,Iowa,2006,Iowa 2006
66,Iowa State,2006,Iowa State 2006
2305,Kansas,2006,Kansas 2006
2306,Kansas State,2006,Kansas State 2006
2309,Kent State,2006,Kent State 2006
96,Kentucky,2006,Kentucky 2006
309,Louisiana,2006,Louisiana 2006
2433,Louisiana Monroe,2006,Louisiana Monroe 2006
2348,Louisiana Tech,2006,Louisiana Tech 2006
97,Louisville,2006,Louisville 2006
99,LSU,2006,LSU 2006
276,Marshall,2006,Marshall 2006
120,Maryland,2006,Maryland 2006
235,Memphis,2006,Memphis 2006
2390,Miami,2006,Miami 2006
193,Miami (OH),2006,Miami (OH) 2006
130,Michigan,2006,Michigan 2006
127,Michigan State,2006,Michigan State 2006
2393,Middle Tennessee,2006,Middle Tennessee 2006
135,Minnesota,2006,Minnesota 2006
344,Mississippi State,2006,Mississippi State 2006
142,Missouri,2006,Missouri 2006
2426,Navy,2006,Navy 2006
152,NC State,2006,NC State 2006
158,Nebraska,2006,Nebraska 2006
2440,Nevada,2006,Nevada 2006
167,New Mexico,2006,New Mexico 2006
166,New Mexico State,2006,New Mexico State 2006
153,North Carolina,2006,North Carolina 2006
2459,Northern Illinois,2006,Northern Illinois 2006
249,North Texas,2006,North Texas 2006
77,Northwestern,2006,Northwestern 2006
87,Notre Dame,2006,Notre Dame 2006
195,Ohio,2006,Ohio 2006
194,Ohio State,2006,Ohio State 2006
201,Oklahoma,2006,Oklahoma 2006
197,Oklahoma State,2006,Oklahoma State 2006
145,Ole Miss,2006,Ole Miss 2006
2483,Oregon,2006,Oregon 2006
204,Oregon State,2006,Oregon State 2006
213,Penn State,2006,Penn State 2006
221,Pittsburgh,2006,Pittsburgh 2006
2509,Purdue,2006,Purdue 2006
242,Rice,2006,Rice 2006
164,Rutgers,2006,Rutgers 2006
21,San Diego State,2006,San Diego State 2006
23,San José State,2006,San José State 2006
2567,SMU,2006,SMU 2006
2579,South Carolina,2006,South Carolina 2006
2572,Southern Mississippi,2006,Southern Mississippi 2006
58,South Florida,2006,South Florida 2006
24,Stanford,2006,Stanford 2006
183,Syracuse,2006,Syracuse 2006
2628,TCU,2006,TCU 2006
218,Temple,2006,Temple 2006
2633,Tennessee,2006,Tennessee 2006
251,Texas,2006,Texas 2006
245,Texas A&M,2006,Texas A&M 2006
2641,Texas Tech,2006,Texas Tech 2006
2649,Toledo,2006,Toledo 2006
2653,Troy,2006,Troy 2006
2655,Tulane,2006,Tulane 2006
202,Tulsa,2006,Tulsa 2006
5,UAB,2006,UAB 2006
2116,UCF,2006,UCF 2006
26,UCLA,2006,UCLA 2006
2439,UNLV,2006,UNLV 2006
30,USC,2006,USC 2006
254,Utah,2006,Utah 2006
328,Utah State,2006,Utah State 2006
2638,UTEP,2006,UTEP 2006
238,Vanderbilt,2006,Vanderbilt 2006
258,Virginia,2006,Virginia 2006
259,Virginia Tech,2006,Virginia Tech 2006
154,Wake Forest,2006,Wake Forest 2006
264,Washington,2006,Washington 2006
265,Washington State,2006,Washington State 2006
2711,Western Michigan,2006,Western Michigan 2006
277,West Virginia,2006,West Virginia 2006
275,Wisconsin,2006,Wisconsin 2006
2751,Wyoming,2006,Wyoming 2006
2005,Air Force,2007,Air Force 2007
2006,Akron,2007,Akron 2007
333,Alabama,2007,Alabama 2007
12,Arizona,2007,Arizona 2007
9,Arizona State,2007,Arizona State 2007
8,Arkansas,2007,Arkansas 2007
2032,Arkansas State,2007,Arkansas State 2007
349,Army,2007,Army 2007
2,Auburn,2007,Auburn 2007
2050,Ball State,2007,Ball State 2007
239,Baylor,2007,Baylor 2007
68,Boise State,2007,Boise State 2007
103,Boston College,2007,Boston College 2007
189,Bowling Green,2007,Bowling Green 2007
2084,Buffalo,2007,Buffalo 2007
252,BYU,2007,BYU 2007
25,California,2007,California 2007
2117,Central Michigan,2007,Central Michigan 2007
2132,Cincinnati,2007,Cincinnati 2007
228,Clemson,2007,Clemson 2007
38,Colorado,2007,Colorado 2007
36,Colorado State,2007,Colorado State 2007
41,Connecticut,2007,Connecticut 2007
150,Duke,2007,Duke 2007
151,East Carolina,2007,East Carolina 2007
2199,Eastern Michigan,2007,Eastern Michigan 2007
57,Florida,2007,Florida 2007
2226,Florida Atlantic,2007,Florida Atlantic 2007
2229,Florida International,2007,Florida International 2007
52,Florida State,2007,Florida State 2007
278,Fresno State,2007,Fresno State 2007
61,Georgia,2007,Georgia 2007
59,Georgia Tech,2007,Georgia Tech 2007
62,Hawai'i,2007,Hawai'i 2007
248,Houston,2007,Houston 2007
70,Idaho,2007,Idaho 2007
356,Illinois,2007,Illinois 2007
84,Indiana,2007,Indiana 2007
2294,Iowa,2007,Iowa 2007
66,Iowa State,2007,Iowa State 2007
2305,Kansas,2007,Kansas 2007
2306,Kansas State,2007,Kansas State 2007
2309,Kent State,2007,Kent State 2007
96,Kentucky,2007,Kentucky 2007
309,Louisiana,2007,Louisiana 2007
2433,Louisiana Monroe,2007,Louisiana Monroe 2007
2348,Louisiana Tech,2007,Louisiana Tech 2007
97,Louisville,2007,Louisville 2007
99,LSU,2007,LSU 2007
276,Marshall,2007,Marshall 2007
120,Maryland,2007,Maryland 2007
235,Memphis,2007,Memphis 2007
2390,Miami,2007,Miami 2007
193,Miami (OH),2007,Miami (OH) 2007
130,Michigan,2007,Michigan 2007
127,Michigan State,2007,Michigan State 2007
2393,Middle Tennessee,2007,Middle Tennessee 2007
135,Minnesota,2007,Minnesota 2007
344,Mississippi State,2007,Mississippi State 2007
142,Missouri,2007,Missouri 2007
2426,Navy,2007,Navy 2007
152,NC State,2007,NC State 2007
158,Nebraska,2007,Nebraska 2007
2440,Nevada,2007,Nevada 2007
167,New Mexico,2007,New Mexico 2007
166,New Mexico State,2007,New Mexico State 2007
153,North Carolina,2007,North Carolina 2007
2459,Northern Illinois,2007,Northern Illinois 2007
249,North Texas,2007,North Texas 2007
77,Northwestern,2007,Northwestern 2007
87,Notre Dame,2007,Notre Dame 2007
195,Ohio,2007,Ohio 2007
194,Ohio State,2007,Ohio State 2007
201,Oklahoma,2007,Oklahoma 2007
197,Oklahoma State,2007,Oklahoma State 2007
145,Ole Miss,2007,Ole Miss 2007
2483,Oregon,2007,Oregon 2007
204,Oregon State,2007,Oregon State 2007
213,Penn State,2007,Penn State 2007
221,Pittsburgh,2007,Pittsburgh 2007
2509,Purdue,2007,Purdue 2007
242,Rice,2007,Rice 2007
164,Rutgers,2007,Rutgers 2007
21,San Diego State,2007,San Diego State 2007
23,San José State,2007,San José State 2007
2567,SMU,2007,SMU 2007
2579,South Carolina,2007,South Carolina 2007
2572,Southern Mississippi,2007,Southern Mississippi 2007
58,South Florida,2007,South Florida 2007
24,Stanford,2007,Stanford 2007
183,Syracuse,2007,Syracuse 2007
2628,TCU,2007,TCU 2007
218,Temple,2007,Temple 2007
2633,Tennessee,2007,Tennessee 2007
251,Texas,2007,Texas 2007
245,Texas A&M,2007,Texas A&M 2007
2641,Texas Tech,2007,Texas Tech 2007
2649,Toledo,2007,Toledo 2007
2653,Troy,2007,Troy 2007
2655,Tulane,2007,Tulane 2007
202,Tulsa,2007,Tulsa 2007
5,UAB,2007,UAB 2007
2116,UCF,2007,UCF 2007
26,UCLA,2007,UCLA 2007
2439,UNLV,2007,UNLV 2007
30,USC,2007,USC 2007
254,Utah,2007,Utah 2007
328,Utah State,2007,Utah State 2007
2638,UTEP,2007,UTEP 2007
238,Vanderbilt,2007,Vanderbilt 2007
258,Virginia,2007,Virginia 2007
259,Virginia Tech,2007,Virginia Tech 2007
154,Wake Forest,2007,Wake Forest 2007
264,Washington,2007,Washington 2007
265,Washington State,2007,Washington State 2007
98,Western Kentucky,2007,Western Kentucky 2007
2711,Western Michigan,2007,Western Michigan 2007
277,West Virginia,2007,West Virginia 2007
275,Wisconsin,2007,Wisconsin 2007
2751,Wyoming,2007,Wyoming 2007
2005,Air Force,2008,Air Force 2008
2006,Akron,2008,Akron 2008
333,Alabama,2008,Alabama 2008
12,Arizona,2008,Arizona 2008
9,Arizona State,2008,Arizona State 2008
8,Arkansas,2008,Arkansas 2008
2032,Arkansas State,2008,Arkansas State 2008
349,Army,2008,Army 2008
2,Auburn,2008,Auburn 2008
2050,Ball State,2008,Ball State 2008
239,Baylor,2008,Baylor 2008
68,Boise State,2008,Boise State 2008
103,Boston College,2008,Boston College 2008
189,Bowling Green,2008,Bowling Green 2008
2084,Buffalo,2008,Buffalo 2008
252,BYU,2008,BYU 2008
25,California,2008,California 2008
2117,Central Michigan,2008,Central Michigan 2008
2132,Cincinnati,2008,Cincinnati 2008
228,Clemson,2008,Clemson 2008
38,Colorado,2008,Colorado 2008
36,Colorado State,2008,Colorado State 2008
41,Connecticut,2008,Connecticut 2008
150,Duke,2008,Duke 2008
151,East Carolina,2008,East Carolina 2008
2199,Eastern Michigan,2008,Eastern Michigan 2008
57,Florida,2008,Florida 2008
2226,Florida Atlantic,2008,Florida Atlantic 2008
2229,Florida International,2008,Florida International 2008
52,Florida State,2008,Florida State 2008
278,Fresno State,2008,Fresno State 2008
61,Georgia,2008,Georgia 2008
59,Georgia Tech,2008,Georgia Tech 2008
62,Hawai'i,2008,Hawai'i 2008
248,Houston,2008,Houston 2008
70,Idaho,2008,Idaho 2008
356,Illinois,2008,Illinois 2008
84,Indiana,2008,Indiana 2008
2294,Iowa,2008,Iowa 2008
66,Iowa State,2008,Iowa State 2008
2305,Kansas,2008,Kansas 2008
2306,Kansas State,2008,Kansas State 2008
2309,Kent State,2008,Kent State 2008
96,Kentucky,2008,Kentucky 2008
309,Louisiana,2008,Louisiana 2008
2433,Louisiana Monroe,2008,Louisiana Monroe 2008
2348,Louisiana Tech,2008,Louisiana Tech 2008
97,Louisville,2008,Louisville 2008
99,LSU,2008,LSU 2008
276,Marshall,2008,Marshall 2008
120,Maryland,2008,Maryland 2008
235,Memphis,2008,Memphis 2008
2390,Miami,2008,Miami 2008
193,Miami (OH),2008,Miami (OH) 2008
130,Michigan,2008,Michigan 2008
127,Michigan State,2008,Michigan State 2008
2393,Middle Tennessee,2008,Middle Tennessee 2008
135,Minnesota,2008,Minnesota 2008
344,Mississippi State,2008,Mississippi State 2008
142,Missouri,2008,Missouri 2008
2426,Navy,2008,Navy 2008
152,NC State,2008,NC State 2008
158,Nebraska,2008,Nebraska 2008
2440,Nevada,2008,Nevada 2008
167,New Mexico,2008,New Mexico 2008
166,New Mexico State,2008,New Mexico State 2008
153,North Carolina,2008,North Carolina 2008
2459,Northern Illinois,2008,Northern Illinois 2008
249,North Texas,2008,North Texas 2008
77,Northwestern,2008,Northwestern 2008
87,Notre Dame,2008,Notre Dame 2008
195,Ohio,2008,Ohio 2008
194,Ohio State,2008,Ohio State 2008
201,Oklahoma,2008,Oklahoma 2008
197,Oklahoma State,2008,Oklahoma State 2008
145,Ole Miss,2008,Ole Miss 2008
2483,Oregon,2008,Oregon 2008
204,Oregon State,2008,Oregon State 2008
213,Penn State,2008,Penn State 2008
221,Pittsburgh,2008,Pittsburgh 2008
2509,Purdue,2008,Purdue 2008
242,Rice,2008,Rice 2008
164,Rutgers,2008,Rutgers 2008
21,San Diego State,2008,San Diego State 2008
23,San José State,2008,San José State 2008
2567,SMU,2008,SMU 2008
2579,South Carolina,2008,South Carolina 2008
2572,Southern Mississippi,2008,Southern Mississippi 2008
58,South Florida,2008,South Florida 2008
24,Stanford,2008,Stanford 2008
183,Syracuse,2008,Syracuse 2008
2628,TCU,2008,TCU 2008
218,Temple,2008,Temple 2008
2633,Tennessee,2008,Tennessee 2008
251,Texas,2008,Texas 2008
245,Texas A&M,2008,Texas A&M 2008
2641,Texas Tech,2008,Texas Tech 2008
2649,Toledo,2008,Toledo 2008
2653,Troy,2008,Troy 2008
2655,Tulane,2008,Tulane 2008
202,Tulsa,2008,Tulsa 2008
5,UAB,2008,UAB 2008
2116,UCF,2008,UCF 2008
26,UCLA,2008,UCLA 2008
2439,UNLV,2008,UNLV 2008
30,USC,2008,USC 2008
254,Utah,2008,Utah 2008
328,Utah State,2008,Utah State 2008
2638,UTEP,2008,UTEP 2008
238,Vanderbilt,2008,Vanderbilt 2008
258,Virginia,2008,Virginia 2008
259,Virginia Tech,2008,Virginia Tech 2008
154,Wake Forest,2008,Wake Forest 2008
264,Washington,2008,Washington 2008
265,Washington State,2008,Washington State 2008
98,Western Kentucky,2008,Western Kentucky 2008
2711,Western Michigan,2008,Western Michigan 2008
277,West Virginia,2008,West Virginia 2008
275,Wisconsin,2008,Wisconsin 2008
2751,Wyoming,2008,Wyoming 2008
2005,Air Force,2009,Air Force 2009
2006,Akron,2009,Akron 2009
333,Alabama,2009,Alabama 2009
12,Arizona,2009,Arizona 2009
9,Arizona State,2009,Arizona State 2009
8,Arkansas,2009,Arkansas 2009
2032,Arkansas State,2009,Arkansas State 2009
349,Army,2009,Army 2009
2,Auburn,2009,Auburn 2009
2050,Ball State,2009,Ball State 2009
239,Baylor,2009,Baylor 2009
68,Boise State,2009,Boise State 2009
103,Boston College,2009,Boston College 2009
189,Bowling Green,2009,Bowling Green 2009
2084,Buffalo,2009,Buffalo 2009
252,BYU,2009,BYU 2009
25,California,2009,California 2009
2117,Central Michigan,2009,Central Michigan 2009
2132,Cincinnati,2009,Cincinnati 2009
228,Clemson,2009,Clemson 2009
38,Colorado,2009,Colorado 2009
36,Colorado State,2009,Colorado State 2009
41,Connecticut,2009,Connecticut 2009
150,Duke,2009,Duke 2009
151,East Carolina,2009,East Carolina 2009
2199,Eastern Michigan,2009,Eastern Michigan 2009
57,Florida,2009,Florida 2009
2226,Florida Atlantic,2009,Florida Atlantic 2009
2229,Florida International,2009,Florida International 2009
52,Florida State,2009,Florida State 2009
278,Fresno State,2009,Fresno State 2009
61,Georgia,2009,Georgia 2009
59,Georgia Tech,2009,Georgia Tech 2009
62,Hawai'i,2009,Hawai'i 2009
248,Houston,2009,Houston 2009
70,Idaho,2009,Idaho 2009
356,Illinois,2009,Illinois 2009
84,Indiana,2009,Indiana 2009
2294,Iowa,2009,Iowa 2009
66,Iowa State,2009,Iowa State 2009
2305,Kansas,2009,Kansas 2009
2306,Kansas State,2009,Kansas State 2009
2309,Kent State,2009,Kent State 2009
96,Kentucky,2009,Kentucky 2009
309,Louisiana,2009,Louisiana 2009
2433,Louisiana Monroe,2009,Louisiana Monroe 2009
2348,Louisiana Tech,2009,Louisiana Tech 2009
97,Louisville,2009,Louisville 2009
99,LSU,2009,LSU 2009
276,Marshall,2009,Marshall 2009
120,Maryland,2009,Maryland 2009
235,Memphis,2009,Memphis 2009
2390,Miami,2009,Miami 2009
193,Miami (OH),2009,Miami (OH) 2009
130,Michigan,2009,Michigan 2009
127,Michigan State,2009,Michigan State 2009
2393,Middle Tennessee,2009,Middle Tennessee 2009
135,Minnesota,2009,Minnesota 2009
344,Mississippi State,2009,Mississippi State 2009
142,Missouri,2009,Missouri 2009
2426,Navy,2009,Navy 2009
152,NC State,2009,NC State 2009
158,Nebraska,2009,Nebraska 2009
2440,Nevada,2009,Nevada 2009
167,New Mexico,2009,New Mexico 2009
166,New Mexico State,2009,New Mexico State 2009
153,North Carolina,2009,North Carolina 2009
2459,Northern Illinois,2009,Northern Illinois 2009
249,North Texas,2009,North Texas 2009
77,Northwestern,2009,Northwestern 2009
87,Notre Dame,2009,Notre Dame 2009
195,Ohio,2009,Ohio 2009
194,Ohio State,2009,Ohio State 2009
201,Oklahoma,2009,Oklahoma 2009
197,Oklahoma State,2009,Oklahoma State 2009
145,Ole Miss,2009,Ole Miss 2009
2483,Oregon,2009,Oregon 2009
204,Oregon State,2009,Oregon State 2009
213,Penn State,2009,Penn State 2009
221,Pittsburgh,2009,Pittsburgh 2009
2509,Purdue,2009,Purdue 2009
242,Rice,2009,Rice 2009
164,Rutgers,2009,Rutgers 2009
21,San Diego State,2009,San Diego State 2009
23,San José State,2009,San José State 2009
2567,SMU,2009,SMU 2009
2579,South Carolina,2009,South Carolina 2009
2572,Southern Mississippi,2009,Southern Mississippi 2009
58,South Florida,2009,South Florida 2009
24,Stanford,2009,Stanford 2009
183,Syracuse,2009,Syracuse 2009
2628,TCU,2009,TCU 2009
218,Temple,2009,Temple 2009
2633,Tennessee,2009,Tennessee 2009
251,Texas,2009,Texas 2009
245,Texas A&M,2009,Texas A&M 2009
2641,Texas Tech,2009,Texas Tech 2009
2649,Toledo,2009,Toledo 2009
2653,Troy,2009,Troy 2009
2655,Tulane,2009,Tulane 2009
202,Tulsa,2009,Tulsa 2009
5,UAB,2009,UAB 2009
2116,UCF,2009,UCF 2009
26,UCLA,2009,UCLA 2009
2439,UNLV,2009,UNLV 2009
30,USC,2009,USC 2009
254,Utah,2009,Utah 2009
328,Utah State,2009,Utah State 2009
2638,UTEP,2009,UTEP 2009
238,Vanderbilt,2009,Vanderbilt 2009
258,Virginia,2009,Virginia 2009
259,Virginia Tech,2009,Virginia Tech 2009
154,Wake Forest,2009,Wake Forest 2009
264,Washington,2009,Washington 2009
265,Washington State,2009,Washington State 2009
98,Western Kentucky,2009,Western Kentucky 2009
2711,Western Michigan,2009,Western Michigan 2009
