team_id,points_opp/game,totalYards_opp/game,firstDowns_opp/game,netPassingYards_opp/game,passingAttempts_opp/game,passingCompletions_opp/game,passingTDs_opp/game,rushingYards_opp/game,rushingAttempts_opp/game,rushingTDs_opp/game,turnovers_opp/game,thirdDownPct_opp,rushingPct_opp,rushingYardsPct_opp,completionPct_opp,rushingYards/attempt_opp,passingYards/attempt_opp,passingYards/completion_opp
Air Force 2005,0.7650336959700901,0.7993872770821049,0.8851847799109815,0.9491044833086881,-0.5574770846531182,0.2713133199156707,-0.384976654906902,0.3661898587961311,0.6028747730231165,1.4203051370414004,-0.27851664934543446,0.45037606882817316,0.7382949548665991,-0.09500498551948258,1.495128008062557,0.2055571746848786,1.8642843370873867,0.9570217161290026
Air Force 2006,-0.21418609587591972,-0.47055923107406117,-0.2960948151696885,-0.19050881288433277,-1.6741379648987702,-0.6589100892868164,0.25721404390918234,-0.4201202675347379,-0.749307077774449,-0.507752169346345,-0.020765180285821288,3.083402282592631,0.7601280822058439,-0.19479778261548433,1.7001321952564012,-0.09937972743432552,1.7920501385534071,0.7238198258011733
Air Force 2007,-0.8246110824788061,-0.2294641298064511,-0.01660139292858229,0.372572310187778,0.3228509939106058,0.19418747299883743,-0.6665525766954923,-0.5367068228327542,0.44748716364656765,-0.5385339260520999,1.5059165979903475,0.36156885142604434,0.05885617447390504,-0.613734190234547,-0.11891904322420135,-0.9218960512555995,0.11408354893639183,0.22557671396083845
Air Force 2008,-0.6523908668228199,-0.6975500485380826,-0.27240893192891746,-0.4486424963494424,-0.7190562889464595,-0.6541968430863425,-0.8295702156257299,-0.4130969810710018,0.1873818175162553,-0.1691528455830397,1.8330626933352407,0.8182122675335771,0.6124828727672478,0.04708876699425103,-0.13014518801025385,-0.6247935543971884,0.1516024873650326,0.28045171781474654
Air Force 2009,-1.6283054222067455,-1.6112431836893744,-1.977792525264482,-1.831622376589322,-1.6792453535402265,-1.502581159171522,-1.6446584102769126,-0.5966388673233004,-0.46288154780952384,-1.0310420333441799,1.9966357410076876,-1.4267261822973423,0.9487115636336781,0.7955868853519854,-0.30240870647860213,-0.5387228412307302,-0.7927129263794378,-0.7441790597530078
Air Force 2010,-0.8246110824788061,-0.5626778346662562,-0.4997934110403254,-2.1249133789240435,-1.822252235501,-1.8702143628084327,-1.6446584102769126,1.0477466033860672,1.0977505289723468,0.44648228853206073,0.03375916893832741,1.4978778844912248,1.952829843050028,2.4658458126616796,-0.920855917651833,0.7946066331529563,-1.097962840436515,-0.6550212489787915
Air Force 2011,0.2661169500091099,0.07598176631503742,0.3813214455163828,-1.5744287283881044,-2.087836444856723,-1.361183773157325,0.14853561795569112,1.4897454315038465,1.5993822679379468,0.44648228853206073,0.6880513596281141,2.0522072893862533,2.4149164785175503,2.339381248021928,0.8854402305639745,1.036329292160358,0.14081293786805937,-0.5006144351761365
Air Force 2012,0.3579677316923031,0.47002019507782306,0.32447532573853083,-0.5366297970498589,-1.3728020350528545,-0.2582841622465924,-0.08150504154130833,0.980323053334203,1.5808033146429255,0.8158633690011206,-0.9476791170963524,1.546164980361837,1.8477528573532904,1.1045320752058572,1.979846363206024,0.43284103618919356,0.8263399393053849,-0.49328339880711813
Air Force 2013,1.9998004542793777,1.8600634777519132,2.7830700061306373,0.31541816614306195,-1.1651015636336346,0.4133534213208409,1.3168286969557204,2.2418613752536984,2.813207216546068,2.9603257528353857,-1.9700106650491445,3.597165776822082,2.264175316746318,1.485708741465314,3.035803648016306,1.1936381349710077,1.8078380140262544,-0.17360557063029472
Air Force 2014,-0.36535717406284124,0.21878763982638288,-0.30083199181784215,0.8869596065902121,0.4862874304372057,-0.08860729902955718,-0.014482020974545944,-0.5573084631263794,-0.5371973609896126,-0.41540689922908,-0.6205330217514593,-0.43173072330913204,-0.6545314801377622,-1.0096548073698355,-0.8676161033282678,-0.4372902382350994,0.5693453991274031,1.4593138842052358
Air Force 2015,-0.164433589130857,-0.46728502233394287,-1.3078203993112252,-0.5504886026546857,-1.0386328925118624,-1.4642018686819542,0.2067562032879183,-0.33577394152739504,-0.7694342771773903,-0.22192157136433416,-0.8308412259017477,-0.4156506515774623,0.2469336990537627,-0.052631509682480704,-1.3320227595176886,0.043922496264570995,0.3815915496372917,1.6716162974790012
Air Force 2016,-0.055360785882065465,-0.2757438110369794,-0.8692931895963645,0.6726315664225314,-0.5556198524198614,-1.16322743273745,0.4745708958161643,-1.0798409760283307,-1.001671193365168,-0.04602581876002011,0.197332216610774,0.8391010958717325,-0.2661227558422175,-1.4806542112169707,-1.4407674665020482,-0.9838693301826033,1.487775658608735,3.2846568396610363
Air Force 2017,0.8679309258291972,0.20413240743671576,-0.8503444830037472,-1.6960692915359021,-3.002059011677384,-2.711528809592902,-0.4491957247885104,1.566221217442304,-0.024727899268581138,1.626449628919335,-1.7928065300706604,0.615253424048674,2.3760637042930113,2.29791881706629,-0.7599180510697467,2.297716976834727,1.3711722102670671,2.384484160147412
Air Force 2018,-0.12711920907205987,-0.3631242567889056,-0.942719427642757,0.4425109338214424,-1.1651015636336346,-0.7201822898929673,0.7870213704324517,-1.0125734990089932,-0.930451872400916,-0.24097694456313482,-1.0839899901567247,0.5393794910740536,0.2350695430597513,-1.3012784766614256,0.5229302368917419,-0.9163043389094174,1.9943101024446763,1.9120568950078447
