team_id,points/game,totalYards/game,firstDowns/game,netPassingYards/game,passAttempts/game,passCompletions/game,passingTDs/game,rushingYards/game,rushingAttempts/game,rushingTDs/game,turnovers/game,interceptions/game,thirdDownPct,rushingPct,rushingYardsPct,completionPct,rushingYards/attempt,passingYards/attempt,o_success_rate,o_explosiveness,o_standard_downs_rate,o_power_success,o_stuff_rate,o_rushing_plays_success_rate,o_rushing_plays_explosiveness,o_rushing_plays_ppa,o_passing_plays_success_rate,o_passing_plays_explosiveness,o_passing_plays_ppa,o_points_per_opportunity,o_field_position_average_start,points_opp/game,totalYards_opp/game,firstDowns_opp/game,netPassingYards_opp/game,passingAttempts_opp/game,passingCompletions_opp/game,passingTDs_opp/game,rushingYards_opp/game,rushingAttempts_opp/game,rushingTDs_opp/game,turnovers_opp/game,interceptions_opp/game,thirdDownPct_opp,rushingPct_opp,rushingYardsPct_opp,completionPct_opp,rushingYards/attempt_opp,passingYards/attempt_opp,d_success_rate,d_explosiveness,d_standard_downs_rate,d_power_success,d_stuff_rate,d_rushing_plays_success_rate,d_rushing_plays_explosiveness,d_rushing_plays_ppa,d_passing_plays_success_rate,d_passing_plays_explosiveness,d_passing_plays_ppa,d_points_per_opportunity,d_field_position_average_start,penalties/game,possessionTime/game
Florida 2017,22.09090909090909,335.90909090909093,16.818181818181817,179.54545454545453,28.363636363636363,15.818181818181818,0.9090909090909091,156.36363636363637,36.36363636363637,1.3636363636363635,1.8181818181818181,0.9090909090909091,0.3248407643312102,0.5617977528089888,0.4654939106901218,0.5576923076923077,4.3,6.330128205128204,0.4005524861878453,1.2348227937222749,0.6367403314917127,0.6862745098039216,0.1878453038674033,0.4226519337016574,0.9514325477516016,0.1213336765643778,0.3478260869565217,1.742982791363711,0.1508738019163445,3.8541666666666665,70.9,27.272727272727273,349.27272727272725,17.454545454545453,195.36363636363637,24.545454545454547,13.454545454545455,1.4545454545454546,153.9090909090909,36.36363636363637,1.4545454545454546,1.5454545454545454,1.2727272727272727,0.33093525179856115,0.5970149253731344,0.44065590838105156,0.5481481481481482,4.2325,7.95925925925926,0.3911764705882353,1.3502423844299165,0.6441176470588236,0.5357142857142857,0.2234042553191489,0.3696808510638298,1.0864381829144232,0.0674990899450849,0.3896551724137931,1.82564572412075,0.2146360106449134,2.8902439024390243,64.3,8.0,0.517550505050505
Florida 2018,35.0,425.84615384615387,21.923076923076923,213.53846153846155,28.0,16.692307692307693,2.1538461538461537,212.30769230769232,40.15384615384615,1.7692307692307692,1.0769230769230769,0.46153846153846156,0.411764705882353,0.5891647855530473,0.4985549132947977,0.5961538461538461,5.287356321839081,7.626373626373627,0.4792833146696528,1.1572779976813998,0.7245240761478163,0.6956521739130435,0.1609657947686116,0.4889336016096579,1.0224727701391692,0.2463190470068748,0.4417989417989418,1.5328626769600169,0.2986274265741462,4.463414634146342,69.2,20.0,334.15384615384613,17.307692307692307,175.46153846153845,28.692307692307693,15.538461538461538,1.2307692307692308,158.69230769230768,37.69230769230769,1.0,2.0,1.0769230769230769,0.3743589743589743,0.5677867902665121,0.47490791896869244,0.5415549597855228,4.210204081632653,6.115281501340482,0.3778801843317972,1.2133587880068737,0.6578341013824884,0.6290322580645161,0.1973094170403587,0.4013452914798206,1.0207455753308607,0.1447078286258463,0.3267326732673267,1.6317271177400745,0.0357553900164421,2.943661971830986,73.9,7.3076923076923075,0.4967948717948718
Florida 2019,33.23076923076923,430.53846153846155,22.846153846153847,300.7692307692308,35.92307692307692,24.384615384615383,2.5384615384615383,129.76923076923077,30.615384615384617,1.6153846153846154,1.3846153846153846,0.7692307692307693,0.41139240506329117,0.46011560693641623,0.3014114704305878,0.6788008565310493,4.238693467336684,8.372591006423983,0.4576659038901602,1.301103238786939,0.7059496567505721,0.5892857142857143,0.2135135135135135,0.3864864864864865,1.050473883637552,0.0972511720320145,0.4928131416837782,1.5534248819360392,0.4144989735664344,3.852631578947368,69.7,15.461538461538462,304.84615384615387,16.384615384615383,202.07692307692307,30.0,18.076923076923077,1.0769230769230769,102.76923076923077,32.23076923076923,0.6923076923076923,1.7692307692307692,1.2307692307692308,0.3621621621621622,0.5179233621755254,0.3371183446883674,0.6025641025641025,3.18854415274463,6.735897435897436,0.3811274509803921,1.2006608880397427,0.6274509803921569,0.6326530612244898,0.2195121951219512,0.3577235772357723,0.9418629694991488,0.0007490522752879,0.3824884792626728,1.4907978711408965,0.1164030465418658,2.646153846153846,72.5,5.153846153846154,0.502905982905983
Florida 2020,39.833333333333336,509.9166666666667,26.333333333333332,378.5833333333333,39.416666666666664,26.75,3.8333333333333335,131.33333333333334,30.583333333333332,1.0,1.5833333333333333,0.8333333333333334,0.49645390070921985,0.4369047619047619,0.2575584245791796,0.678646934460888,4.294277929155314,9.604651162790697,0.5080645161290323,1.3131032429691811,0.7315668202764977,0.7924528301886793,0.1652892561983471,0.4628099173553719,0.878507975521376,0.1586923745399722,0.5405940594059406,1.5805464844755226,0.461535219644453,4.505263157894737,71.6,30.833333333333332,421.5833333333333,22.583333333333332,251.33333333333334,33.083333333333336,21.166666666666668,2.3333333333333335,170.25,37.333333333333336,1.3333333333333333,1.3333333333333333,0.75,0.40588235294117647,0.5301775147928994,0.40383474995058316,0.6397984886649873,4.560267857142857,7.596977329974811,0.4684994272623138,1.226043002968689,0.713631156930126,0.7538461538461538,0.160377358490566,0.5023584905660378,0.878700057060898,0.2221473597983534,0.4365256124721604,1.603512632960319,0.2826524321879429,4.044117647058823,74.0,5.5,0.5173842592592592
Florida 2021,30.692307692307693,462.9230769230769,22.384615384615383,254.15384615384616,32.0,20.384615384615383,2.076923076923077,208.76923076923077,38.07692307692308,2.0,1.6153846153846154,1.3846153846153846,0.41379310344827586,0.5433589462129528,0.45098039215686275,0.6370192307692307,5.482828282828282,7.9423076923076925,0.4674751929437706,1.2943569570854805,0.7056229327453142,0.711864406779661,0.1488469601677149,0.4675052410901467,1.0603745912330729,0.2422897799986928,0.475177304964539,1.5539493331306888,0.3452690334447185,4.107142857142857,71.6,26.76923076923077,367.84615384615387,20.076923076923077,203.92307692307693,30.384615384615383,17.384615384615383,1.4615384615384615,163.92307692307693,36.76923076923077,1.4615384615384615,1.0,0.6923076923076923,0.35428571428571426,0.5475372279495991,0.44562944374738606,0.5721518987341772,4.4581589958159,6.711392405063291,0.4108170310701956,1.239046150601672,0.6823935558112774,0.6666666666666666,0.1602708803611738,0.4446952595936794,0.969009896151246,0.1470631849371103,0.3791469194312796,1.571528288893759,0.1781402183766026,3.732394366197183,71.1,8.0,0.5083333333333333
Florida 2022,29.53846153846154,424.0769230769231,20.0,223.84615384615384,28.153846153846153,15.307692307692308,1.3846153846153846,200.23076923076923,36.30769230769231,2.230769230769231,1.0769230769230769,0.6923076923076923,0.40476190476190477,0.5632458233890215,0.4721567204788681,0.5437158469945356,5.514830508474576,7.950819672131147,0.4083832335329341,1.4922886470375412,0.6562874251497006,0.7954545454545454,0.1707317073170731,0.4235033259423503,1.2512996570379165,0.2591181958634916,0.3978779840848806,1.7991479609703969,0.3066395484404064,3.647887323943662,71.7,28.846153846153847,411.0,22.76923076923077,235.76923076923077,30.46153846153846,18.46153846153846,1.3076923076923077,175.23076923076923,38.92307692307692,2.230769230769231,1.6923076923076923,0.6923076923076923,0.49714285714285716,0.5609756097560975,0.4263522365712147,0.6060606060606061,4.5019762845849804,7.7398989898989905,0.4463087248322148,1.3116438603514071,0.6868008948545862,0.7384615384615385,0.1505154639175257,0.4618556701030928,1.0585871903302129,0.2059134164334695,0.4320987654320987,1.6355563979785364,0.2645306062865257,4.363636363636363,67.9,6.846153846153846,0.4840811965811966
Florida 2023,28.416666666666668,408.75,21.583333333333332,257.1666666666667,32.416666666666664,23.416666666666668,1.6666666666666667,151.58333333333334,35.166666666666664,1.75,1.0,0.4166666666666667,0.36666666666666664,0.5203452527743526,0.3708460754332314,0.7223650385604115,4.310426540284361,7.933161953727508,0.4441656210790464,1.30023762541889,0.6813048933500627,0.7380952380952381,0.1801566579634465,0.4386422976501306,1.004785908944768,0.1778051172740843,0.4514563106796116,1.5670972402987418,0.3866554026998177,4.695652173913044,73.6,27.583333333333332,381.9166666666667,17.75,226.33333333333334,27.083333333333332,16.25,1.5,155.58333333333334,32.166666666666664,1.75,0.5833333333333334,0.25,0.35862068965517235,0.5428973277074542,0.4073750818241327,0.6,4.83678756476684,8.356923076923078,0.3789173789173789,1.5605107334620574,0.6609686609686609,0.5862068965517241,0.1820728291316526,0.3585434173669468,1.2831927076219884,0.1512924656416091,0.4046920821114369,1.8177332501832808,0.3485174785696804,4.078125,72.0,6.583333333333333,0.5518055555555555
Florida Atlantic 2014,24.0,363.0833333333333,18.333333333333332,199.5,30.416666666666668,17.166666666666668,1.5,163.58333333333334,36.916666666666664,1.1666666666666667,1.5,0.4166666666666667,0.38461538461538464,0.5482673267326733,0.45053936194629335,0.5643835616438356,4.431151241534989,6.558904109589041,0.4147540983606557,1.13416128506088,0.6967213114754098,0.7380952380952381,0.16875,0.41875,0.8760468302139245,0.111944912799888,0.3870967741935484,1.617698903299205,0.2142820754110819,2.890909090909091,70.2,34.416666666666664,460.75,22.833333333333332,238.66666666666666,33.666666666666664,19.833333333333332,1.5,222.08333333333334,40.25,2.8333333333333335,1.25,0.6666666666666666,0.46551724137931033,0.5445321307779031,0.48200397901971426,0.5891089108910891,5.5175983436853,7.089108910891089,0.4851632047477744,1.2044075400749292,0.7151335311572701,0.7058823529411765,0.0935483870967742,0.5419354838709678,1.0528005861745922,0.3737993324934319,0.4188034188034188,1.487767267407024,0.2011487252395079,4.147540983606557,70.6,4.25,0.49451388888888886
Florida Atlantic 2015,22.5,376.5,20.75,213.08333333333334,32.666666666666664,17.166666666666668,1.0,163.41666666666666,41.5,1.25,2.0833333333333335,1.0,0.32972972972972975,0.5595505617977529,0.43404161133244795,0.5255102040816327,3.937751004016064,6.52295918367347,0.407119021134594,1.1167552650865564,0.6696329254727474,0.7241379310344828,0.1875,0.4073275862068966,0.9340899156107412,0.0771899544780323,0.3831325301204819,1.484481566712525,0.0702858322696534,2.581395348837209,69.9,28.75,405.0833333333333,21.416666666666668,236.66666666666666,31.083333333333332,18.083333333333332,1.9166666666666667,168.41666666666666,42.0,1.4166666666666667,1.9166666666666667,1.1666666666666667,0.39226519337016574,0.5746864310148233,0.4157580744702736,0.581769436997319,4.009920634920634,7.613941018766756,0.4266365688487584,1.236183222930708,0.7042889390519187,0.8,0.1531914893617021,0.4468085106382978,0.8972818757990987,0.1211025455130718,0.3855721393034826,1.806784998541816,0.1803920475940018,3.071428571428572,71.3,6.25,0.484212962962963
Florida Atlantic 2016,26.416666666666668,398.25,20.583333333333332,210.08333333333334,30.5,17.916666666666668,0.75,188.16666666666666,39.333333333333336,2.5833333333333335,1.6666666666666667,1.0833333333333333,0.3391812865497076,0.5632458233890214,0.47248378321824647,0.587431693989071,4.783898305084746,6.887978142076503,0.4221364221364221,1.200857934862862,0.6872586872586872,0.7090909090909091,0.1885856079404466,0.4516129032258064,1.0632044103349925,0.20201319550957,0.3746556473829201,1.4883982578499435,0.1330287965791121,3.5294117647058822,70.4,39.75,513.8333333333334,24.666666666666668,268.4166666666667,29.583333333333332,19.416666666666668,2.0,245.41666666666666,44.75,3.0833333333333335,1.25,0.8333333333333334,0.4727272727272727,0.602017937219731,0.47761920207590003,0.6563380281690141,5.484171322160149,9.073239436619719,0.5012254901960784,1.271424499601045,0.7340686274509803,0.8333333333333334,0.1434599156118143,0.5042194092827004,1.0947694275087347,0.3232468092509846,0.4819277108433735,1.6258515573452517,0.4103396866757232,4.512820512820513,72.1,5.25,0.46194444444444444
Florida Atlantic 2017,40.57142857142857,498.35714285714283,24.285714285714285,213.07142857142858,25.785714285714285,16.714285714285715,1.5,285.2857142857143,47.5,3.7142857142857144,0.9285714285714286,0.5,0.39673913043478265,0.6481481481481483,0.5724523434140748,0.6481994459833795,6.0060150375939845,8.263157894736842,0.4728312678741658,1.3121746470285922,0.7035271687321258,0.8227848101265823,0.1719939117199391,0.502283105022831,1.19512370454573,0.3261432443458476,0.4015957446808511,1.7057714112790423,0.3360032209297072,4.649484536082475,67.2,22.714285714285715,389.57142857142856,21.785714285714285,230.71428571428572,35.285714285714285,19.714285714285715,1.2857142857142858,158.85714285714286,39.785714285714285,1.5714285714285714,1.8571428571428572,1.4285714285714286,0.3935185185185185,0.5299714557564225,0.4077741107444078,0.5587044534412956,3.992818671454219,6.538461538461539,0.4110486891385768,1.1957878436583136,0.6647940074906367,0.7017543859649122,0.152963671128107,0.4072657743785851,0.9840890748697696,0.1309732530140475,0.400375939849624,1.510361225211619,0.1615786895559931,3.4285714285714284,69.3,5.857142857142857,0.4576984126984127
Florida Atlantic 2018,31.083333333333332,478.8333333333333,23.916666666666668,237.0,30.333333333333332,18.833333333333332,1.1666666666666667,241.83333333333334,47.166666666666664,2.9166666666666665,1.75,1.25,0.3294117647058824,0.6086021505376343,0.5050469892098852,0.6208791208791209,5.127208480565371,7.813186813186814,0.445358401880141,1.2917931717550957,0.6839012925969448,0.703125,0.2131474103585657,0.4581673306772908,1.136294458069277,0.2288222851122919,0.4117647058823529,1.6586528877494842,0.2328695506088283,3.987012987012987,71.6,31.666666666666668,415.6666666666667,22.583333333333332,232.33333333333334,31.166666666666668,19.75,1.8333333333333333,183.33333333333334,40.333333333333336,2.25,1.1666666666666667,0.9166666666666666,0.40606060606060607,0.5641025641025641,0.4410585404971933,0.6336898395721925,4.545454545454546,7.454545454545454,0.4238578680203045,1.295393671020716,0.6814720812182741,0.6590909090909091,0.2156862745098039,0.392156862745098,1.0713572845966048,0.0806167663799271,0.4506666666666666,1.5440254317416164,0.2901710151493031,3.9220779220779214,68.3,6.583333333333333,0.48986111111111114
Florida Atlantic 2019,36.42857142857143,446.2142857142857,23.5,280.14285714285717,35.857142857142854,22.428571428571427,2.142857142857143,166.07142857142858,39.357142857142854,2.2857142857142856,0.8571428571428571,0.5714285714285714,0.39603960396039606,0.5232668566001899,0.37217864574996,0.6254980079681275,4.219600725952814,7.812749003984065,0.4238721804511278,1.342133236879767,0.6419172932330827,0.7014925373134329,0.2309160305343511,0.3988549618320611,1.1155976464446702,0.1194785266157313,0.4299424184261036,1.6877909436134513,0.330496175646189,3.982142857142857,68.2,22.714285714285715,371.85714285714283,19.5,238.78571428571428,34.357142857142854,20.071428571428573,1.6428571428571428,133.07142857142858,35.57142857142857,1.2142857142857142,2.357142857142857,1.5714285714285714,0.3118811881188119,0.5086823289070481,0.35785631963119485,0.5841995841995843,3.7409638554216875,6.9501039501039505,0.3744897959183673,1.32900874713288,0.6408163265306123,0.660377358490566,0.2337662337662337,0.3593073593073593,1.0592129547013511,0.0473691193833747,0.3759842519685039,1.6418104534940718,0.1656433808261975,3.0,73.1,6.785714285714286,0.4748809523809524
