rushingTDs,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,fumblesRecovered,totalFumbles,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,puntReturnYards,puntReturnTDs,puntReturns,tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected,team,home_away,points,game_id,season,week,season_type
1,2,66,0,3,5,,,,0,2,33:24,1,0,1,5-60,1.9,43,82,8.8,19-32,282,364,3-5,7-16,22,,,,,,,,,,Elon,home,23,401539997,2023,6,regular
0,6,92,0,4,6,0,0,2,0,,33:46,2,0,2,6-55,3.0,32,96,10.6,26-37,391,487,0-0,7-14,24,18,0,2,,,,,,,Richmond,home,42,401540491,2023,6,regular
0,4,25,0,4,7,12,0,2,0,1,26:14,2,0,2,4-45,0.6,18,11,11.1,27-37,410,421,1-2,2-11,17,,,,,,,,,,Maine,away,31,401540491,2023,6,regular
1,3,34,0,1,7,,,,2,2,30:14,0,2,2,7-70,4.6,39,181,7.6,18-32,243,424,0-0,9-19,15,92,0,4,,,,,,,Montana,away,31,401540261,2023,6,regular
1,2,20,0,1,5,,,,2,2,29:46,0,2,2,4-25,3.0,25,76,7.6,31-47,359,435,0-2,6-15,21,-6,0,1,,,,,,,UC Davis,home,23,401540261,2023,6,regular
1,0,50,0,2,4,4,0,1,0,1,22:49,2,0,2,9-85,2.5,24,61,4.0,19-30,119,180,0-2,2-12,12,1,0,1,,,,,,,Weber State,home,10,401540274,2023,6,regular
2,1,64,0,2,3,7,0,2,0,,37:11,1,0,1,11-90,3.1,42,130,6.0,26-32,191,321,2-2,8-17,22,104,0,4,,,,,,,Northern Arizona,away,27,401540274,2023,6,regular
0,1,18,0,1,7,,,,0,,27:13,1,0,1,3-25,2.8,44,124,5.2,15-29,151,275,3-4,5-16,20,,,,,,,,,,Sacred Heart,away,13,401540021,2023,6,regular
2,1,34,0,3,5,0,0,1,0,4,32:47,0,0,0,7-70,3.8,46,177,3.3,7-11,36,213,0-0,6-13,16,24,0,2,,,,,,,Long Island University,home,23,401540021,2023,6,regular
5,2,104,0,4,9,,,,2,,32:56,0,0,0,8-64,9.4,53,497,4.5,9-19,86,583,1-2,5-13,29,,,,,,,,,,Central Connecticut,home,51,401539973,2023,6,regular
1,3,273,1,9,3,,,,0,2,25:29,2,2,4,5-55,4.2,30,125,11.6,16-26,301,426,0-1,4-10,19,85,1,1,,,,,,,Delaware State,away,44,401539973,2023,6,regular
0,0,97,0,7,6,,,,1,0,30:09,2,0,2,10-69,1.6,29,47,4.9,9-26,127,174,0-0,3-16,7,0,0,1,,,,,,,Virginia Lynchburg,away,6,401540001,2023,6,regular
4,3,82,0,3,8,9,0,2,0,1,29:51,0,1,1,1-12,6.5,42,273,12.1,6-15,182,455,0-2,1-6,23,42,0,4,,,,,,,South Carolina State,home,56,401540001,2023,6,regular
0,1,109,0,5,4,,,,1,1,32:42,1,0,1,12-90,1.5,27,40,5.9,20-28,166,206,3-4,4-13,13,,,,,,,,,,Western Illinois,away,10,401540371,2023,6,regular
6,0,,,,7,33,1,1,0,,27:18,0,0,0,7-68,8.0,28,224,8.8,21-27,237,461,0-1,3-4,26,,,,,,,,,,North Dakota,home,49,401540371,2023,6,regular
0,1,85,0,4,4,,,,0,1,26:32,3,1,4,2-20,4.1,20,82,6.1,25-44,269,351,2-4,3-12,21,24,0,1,,,,,,,Missouri State,home,10,401540348,2023,6,regular
2,3,33,0,2,8,64,0,3,1,0,33:28,0,0,0,7-76,6.5,40,258,11.5,18-24,276,534,1-2,5-10,23,-1,0,1,,,,,,,North Dakota State,away,38,401540348,2023,6,regular
1,2,37,0,3,3,,,,1,3,24:15,0,2,2,3-15,5.8,21,122,5.0,27-34,171,293,0-2,7-13,18,5,0,1,,,,,,,Illinois State,home,21,401540103,2023,6,regular
3,3,34,0,1,4,,,,2,1,35:45,0,1,1,9-90,8.1,46,374,9.6,12-18,173,547,1-2,7-11,25,,,,,,,,,,South Dakota State,away,40,401540103,2023,6,regular
3,0,19,0,1,9,-1,0,2,0,,20:02,0,0,0,7-63,5.7,26,148,6.3,16-28,176,324,0-0,4-10,19,,,,,,,,,,Northern Iowa,away,27,401540301,2023,6,regular
1,1,65,0,2,8,,,,0,,39:58,2,0,2,8-88,2.5,38,96,8.2,23-30,245,341,0-1,8-14,22,30,0,3,,,,,,,Indiana State,home,20,401540301,2023,6,regular
4,0,14,0,1,7,20,0,1,0,3,37:39,1,1,2,4-24,3.6,47,167,8.7,14-18,156,323,2-2,7-14,17,,,,,,,,,,Youngstown State,home,31,401540447,2023,6,regular
0,0,82,0,5,3,0,0,1,1,0,22:21,1,0,1,5-45,0.3,23,6,3.5,12-27,94,100,2-4,2-13,8,,,,,,,,,,Southern Illinois,away,3,401540447,2023,6,regular
0,2,26,0,2,4,24,0,1,0,1,27:24,1,0,1,3-25,3.3,22,72,6.1,27-42,255,327,1-2,4-14,19,-1,0,1,6,0,36,2,1,0,Sam Houston State,away,16,401520296,2023,6,regular
2,1,77,0,4,3,0,0,1,0,,32:36,1,0,1,8-79,4.4,43,191,13.5,11-19,257,448,0-0,7-14,19,,,,4,0,37,2,3,5,Liberty,home,21,401520296,2023,6,regular
1,0,39,0,2,4,0,0,1,0,3,28:35,1,2,3,4-40,2.1,31,64,5.8,22-37,216,280,2-3,0-13,16,,,,,,,,,,McNeese,away,10,401540392,2023,6,regular
3,2,42,0,2,11,0,0,1,2,0,31:25,1,0,1,10-75,4.5,35,158,12.0,15-26,312,470,1-1,5-13,18,28,0,2,,,,,,,Texas A&M-Commerce,home,41,401540392,2023,6,regular
1,2,,,,6,,,,1,2,29:58,0,2,2,5-62,1.8,40,71,11.7,20-27,317,388,1-1,3-14,16,37,0,3,,,,,,,Mercer,away,24,401540592,2023,6,regular
0,0,32,0,3,6,,,,2,2,30:02,0,1,1,4-32,2.2,37,81,2.0,7-23,45,126,1-2,3-18,7,26,0,2,,,,,,,East Tennessee State,home,6,401540592,2023,6,regular
4,1,31,0,1,8,54,0,3,1,1,33:05,1,0,1,7-50,5.4,44,237,8.2,15-25,204,441,1-1,5-14,19,,,,,,,,,,Nicholls,home,38,401540358,2023,6,regular
0,1,12,0,1,1,0,0,1,0,1,26:55,3,1,4,3-20,1.7,27,46,4.1,19-42,174,220,1-2,5-16,14,3,0,3,,,,,,,Houston Christian,away,7,401540358,2023,6,regular
1,2,,,,8,3,0,1,2,3,35:16,1,1,2,8-75,3.7,39,145,6.6,27-41,271,416,3-4,5-16,24,-2,0,1,,,,,,,Southeastern Louisiana,away,26,401540435,2023,6,regular
1,2,88,0,4,7,-2,0,1,1,2,24:44,1,1,2,9-78,2.3,29,67,9.2,23-33,304,371,0-2,4-8,22,,,,,,,,,,Incarnate Word,home,33,401540435,2023,6,regular
1,0,69,0,3,4,0,0,1,0,,27:15,1,0,1,4-35,4.9,28,137,3.6,13-32,114,251,1-1,1-14,14,7,0,2,,,,,,,Wofford,home,10,401540627,2023,6,regular
3,1,30,0,2,7,0,0,1,0,,32:45,1,0,1,5-38,4.7,44,205,5.9,31-43,252,457,0-0,9-17,28,10,0,1,,,,,,,Samford,away,31,401540627,2023,6,regular
3,3,23,0,2,10,44,1,2,0,,18:57,0,0,0,9-76,12.0,23,275,11.0,13-25,276,551,0-0,4-9,18,19,0,2,,,,,,,Western Carolina,away,52,401540585,2023,6,regular
1,5,116,0,5,10,,,,0,,41:03,2,0,2,5-45,3.7,39,144,8.9,29-45,399,543,1-1,8-13,33,14,0,1,,,,,,,Chattanooga,home,50,401540585,2023,6,regular
2,0,18,0,1,0,0,0,1,0,1,24:35,2,1,3,5-32,1.4,28,39,7.0,19-34,239,278,2-4,3-12,18,,,,,,,,,,The Citadel,away,14,401540600,2023,6,regular
2,2,49,0,3,4,2,0,2,1,1,35:25,1,0,1,9-63,4.1,48,199,6.1,19-24,146,345,0-1,8-14,24,4,0,1,,,,,,,Furman,home,28,401540600,2023,6,regular
1,1,,,,11,27,0,2,1,0,28:17,0,0,0,2-15,4.0,40,158,9.8,11-18,176,334,0-1,8-14,15,,,,,,,,,,Montana,away,23,401540246,2023,7,regular
1,2,,,,1,,,,0,1,31:43,2,1,3,7-45,1.8,32,58,9.1,26-37,336,394,2-4,7-14,25,7,0,1,,,,,,,Idaho,home,21,401540246,2023,7,regular
1,1,46,0,3,8,,,,0,3,34:35,3,2,5,9-75,2.8,37,103,5.4,23-37,199,302,1-3,6-13,23,86,0,4,1,0,31,0,0,3,USC,away,20,401524031,2023,7,regular
2,2,168,1,4,12,61,0,3,2,0,25:25,0,0,0,5-54,4.3,29,125,6.3,13-20,126,251,0-0,3-10,13,2,0,1,11,1,53,6,3,5,Notre Dame,home,48,401524031,2023,7,regular
1,2,24,0,2,2,35,0,1,1,0,22:41,1,0,1,5-30,1.2,15,18,6.9,19-29,201,219,1-1,2-9,9,,,,4,0,46,2,3,3,Vanderbilt,home,20,401520327,2023,7,regular
3,1,47,0,2,13,8,0,1,0,3,37:19,1,1,2,4-39,7.5,39,291,6.7,29-39,261,552,1-1,11-16,26,-3,0,1,4,0,23,1,4,3,Georgia,away,37,401520327,2023,7,regular
1,4,27,0,4,7,,,,0,2,27:12,1,1,2,9-82,4.6,33,152,10.4,23-30,313,465,0-0,5-10,23,,,,9,0,43,4,7,6,South Carolina,home,39,401520325,2023,7,regular
1,3,16,0,1,15,0,0,1,1,0,32:48,0,0,0,6-48,2.2,33,71,8.8,30-48,423,494,3-4,4-15,28,5,0,1,6,0,42,2,7,0,Florida,away,41,401520325,2023,7,regular
1,0,23,0,1,7,16,0,1,0,,30:48,2,0,2,11-90,1.9,28,54,6.6,16-34,223,277,0-2,5-15,17,,,,8,0,43,3,5,1,Texas A&M,away,13,401520326,2023,7,regular
0,1,19,0,1,8,41,0,2,0,1,29:12,1,0,1,12-115,4.7,49,232,4.5,11-22,100,332,0-2,7-15,20,39,1,1,5,1,31,2,11,4,Tennessee,home,20,401520326,2023,7,regular
2,2,54,0,3,12,6,0,2,1,1,31:07,1,0,1,6-65,3.1,38,118,6.9,20-30,206,324,1-1,6-14,19,10,0,1,6,0,35,4,3,2,Missouri,away,38,401520318,2023,7,regular
1,2,103,0,6,3,0,0,1,0,3,28:53,2,1,3,14-122,5.8,31,179,4.4,14-27,120,299,0-1,5-13,19,,,,7,0,38,1,5,0,Kentucky,home,21,401520318,2023,7,regular
0,2,36,0,2,7,,,,0,,30:11,0,0,0,2-13,2.8,36,100,6.3,14-24,150,250,0-0,4-14,13,5,0,2,5,0,36,5,1,3,Arkansas,away,21,401520316,2023,7,regular
1,2,,,,6,,,,0,1,29:49,0,0,0,5-45,4.2,42,177,11.3,10-21,238,415,0-0,6-14,18,11,0,1,7,0,35,4,4,1,Alabama,home,24,401520316,2023,7,regular
3,3,60,0,1,12,,,,0,,34:13,1,0,1,12-100,6.1,39,238,12.0,20-27,325,563,0-0,6-9,25,,,,5,0,31,2,2,5,LSU,home,48,401520319,2023,7,regular
1,1,93,0,4,4,3,0,1,0,1,25:47,0,0,0,5-42,4.1,34,139,5.7,15-27,154,293,1-2,3-12,18,,,,2,0,24,2,2,3,Auburn,away,18,401520319,2023,7,regular
2,0,18,0,1,7,0,0,1,1,0,28:23,0,0,0,7-65,4.0,42,167,4.5,19-30,136,303,2-5,5-16,16,,,,3,0,34,1,0,7,Western Michigan,home,21,401532423,2023,7,regular
2,2,34,0,2,10,,,,0,1,31:37,1,1,2,5-30,3.0,31,92,6.4,20-35,223,315,0-1,7-14,17,10,0,1,4,0,44,4,1,3,Miami (OH),away,34,401532423,2023,7,regular
1,1,17,0,1,11,68,0,3,0,,31:45,0,0,0,1-15,3.8,34,130,7.5,15-23,172,302,0-1,7-14,13,,,,2,0,28,0,2,2,Northern Illinois,home,23,401532424,2023,7,regular
1,0,15,0,1,7,,,,0,1,28:15,3,0,3,7-70,3.7,26,95,4.4,22-36,159,254,0-0,9-15,16,,,,8,0,30,1,0,1,Ohio,away,13,401532424,2023,7,regular
2,1,58,1,2,4,,,,3,2,29:26,0,1,1,2-5,2.7,37,100,4.7,9-25,118,218,0-0,5-15,14,48,0,3,4,1,28,1,17,7,Eastern Michigan,home,28,401532422,2023,7,regular
0,2,93,0,3,2,,,,1,3,30:34,0,3,3,6-60,3.8,43,163,5.0,14-36,180,343,2-5,4-18,17,38,0,3,5,0,26,0,8,3,Kent State,away,14,401532422,2023,7,regular
2,0,56,0,3,5,13,0,2,0,1,37:51,2,0,2,6-53,2.3,50,117,5.7,17-32,181,298,2-2,8-20,21,-1,0,1,5,0,22,1,9,6,Central Michigan,home,17,401532420,2023,7,regular
0,1,55,0,3,4,50,0,2,0,1,22:09,2,0,2,9-57,3.7,19,70,3.6,16-34,123,193,0-1,3-13,10,-1,0,1,8,0,43,2,9,2,Akron,away,10,401532420,2023,7,regular
0,0,45,0,3,6,,,,1,0,29:42,1,0,1,6-45,4.4,38,167,2.4,4-16,38,205,0-1,5-14,13,0,0,1,4,0,39,0,3,1,Ball State,home,6,401532419,2023,7,regular
1,0,63,0,3,7,0,0,1,0,2,30:18,0,1,1,5-56,4.6,46,210,6.1,15-27,166,376,1-3,10-18,20,28,0,1,5,0,27,0,2,3,Toledo,away,13,401532419,2023,7,regular
1,1,,,,6,14,0,4,1,2,33:28,2,1,3,10-105,5.1,43,218,4.8,9-16,77,295,1-1,3-12,13,38,1,4,3,1,38,0,2,9,Bowling Green,away,24,401532421,2023,7,regular
1,1,66,0,3,2,33,0,2,1,1,26:32,4,1,5,4-30,4.5,37,167,2.4,9-29,71,238,1-4,3-11,18,3,0,1,8,0,37,0,1,0,Buffalo,home,14,401532421,2023,7,regular
0,0,,,,3,,,,0,1,32:59,1,1,2,2-8,3.4,36,124,4.4,12-31,137,261,1-2,6-19,12,5,0,1,4,0,41,2,3,5,Syracuse,away,3,401525524,2023,7,regular
3,2,,,,11,13,0,1,1,2,27:01,0,0,0,6-50,5.6,34,191,8.8,25-39,344,535,0-2,9-17,22,107,0,6,6,0,34,3,3,9,Florida State,home,41,401525524,2023,7,regular
1,2,,,,6,24,0,1,0,,23:04,1,0,1,6-33,6.5,30,194,8.9,4-12,107,301,0-0,1-9,12,6,0,2,8,0,26,4,4,5,Duke,home,24,401525523,2023,7,regular
0,0,39,0,2,3,15,0,1,0,1,36:56,1,0,1,11-87,3.7,30,112,4.8,24-40,193,305,1-4,4-15,18,0,0,1,5,0,13,1,4,2,NC State,away,3,401525523,2023,7,regular
1,2,,,,12,0,0,1,2,2,32:46,0,1,1,8-79,3.9,36,141,11.1,20-29,321,462,1-1,3-12,21,3,0,2,13,0,33,7,4,7,Virginia Tech,home,30,401525527,2023,7,regular
0,0,113,1,3,7,,,,1,4,27:14,1,2,3,5-37,1.1,31,35,5.8,22-39,227,262,1-3,3-14,20,,,,4,1,32,1,2,5,Wake Forest,away,13,401525527,2023,7,regular
1,4,,,,11,5,0,2,2,1,29:56,0,0,0,14-147,5.5,43,235,8.3,17-33,273,508,0-0,6-16,23,3,0,1,6,0,41,3,7,5,North Carolina,home,41,401525526,2023,7,regular
0,4,96,0,4,7,,,,0,2,30:04,2,2,4,7-69,3.4,27,91,8.0,31-49,391,482,3-4,3-11,28,,,,11,0,43,5,8,3,Miami,away,31,401525526,2023,7,regular
0,1,,,,13,2,0,1,3,1,30:08,0,1,1,9-80,5.7,39,222,10.8,10-21,227,449,0-2,4-13,15,14,0,2,9,0,39,6,0,2,Troy,away,19,401520317,2023,7,regular
0,0,11,0,1,,,,,1,5,29:52,1,3,4,5-31,3.5,51,177,4.3,9-18,78,255,1-5,2-13,17,,,,3,0,30,0,1,2,Army,home,0,401520317,2023,7,regular
0,5,58,0,3,2,,,,0,2,28:29,2,0,2,3-22,3.1,29,90,12.1,23-34,410,500,0-2,7-13,19,,,,4,0,57,1,2,5,Kansas,away,32,401525864,2023,7,regular
2,2,61,0,4,15,25,0,2,0,1,31:31,0,0,0,3-12,5.7,38,218,8.2,28-41,336,554,0-0,6-15,27,0,0,1,7,0,30,4,1,4,Oklahoma State,home,39,401525864,2023,7,regular
2,1,76,0,4,3,,,,0,,27:15,3,0,3,5-45,6.1,30,182,6.1,30-49,298,480,3-5,4-13,23,1,0,1,5,0,41,1,0,3,Texas Tech,home,21,401525866,2023,7,regular
5,0,0,0,1,8,24,0,3,0,,32:45,0,0,0,5-45,5.8,47,272,9.1,14-18,163,435,1-1,4-11,24,2,0,1,3,0,49,2,2,2,Kansas State,away,38,401525866,2023,7,regular
0,1,38,0,2,4,,,,0,1,26:20,2,0,2,6-49,3.5,33,115,3.4,15-29,99,214,1-3,3-13,15,,,,4,0,30,2,1,3,Cincinnati,home,10,401525863,2023,7,regular
1,2,110,0,2,12,0,0,2,0,,33:40,0,0,0,5-55,3.2,38,123,9.6,15-25,241,364,3-3,5-15,17,3,0,3,6,0,27,2,3,3,Iowa State,away,30,401525863,2023,7,regular
1,0,91,0,4,3,17,0,2,0,1,29:22,1,1,2,5-50,2.8,32,91,4.5,15-34,152,243,1-3,2-14,15,0,0,1,0,0,53,0,0,5,BYU,away,11,401525865,2023,7,regular
0,4,50,0,3,14,35,1,1,1,1,30:38,2,0,2,7-59,5.1,27,137,7.6,38-59,447,584,0-1,12-19,30,2,0,2,5,1,38,3,0,2,TCU,home,44,401525865,2023,7,regular
1,4,184,1,5,5,0,0,1,0,,23:01,0,0,0,7-70,5.4,26,140,9.4,21-27,253,393,0-0,3-9,20,18,0,2,6,1,48,0,0,7,Houston,home,41,401525862,2023,7,regular
3,2,92,0,5,7,,,,0,1,36:59,1,0,1,8-84,3.5,44,155,10.3,20-38,391,546,1-1,13-19,26,3,0,2,6,0,32,2,1,1,West Virginia,away,39,401525862,2023,7,regular
2,1,12,0,2,3,,,,0,5,33:11,2,1,3,5-25,2.4,33,80,6.7,29-52,350,430,0-4,5-13,28,4,0,2,4,0,19,1,1,3,Louisville,away,21,401525525,2023,7,regular
2,2,29,0,2,8,88,1,2,1,1,26:49,0,0,0,8-87,2.7,33,88,7.7,12-26,200,288,2-2,3-13,13,5,0,2,8,1,41,4,2,7,Pittsburgh,home,38,401525525,2023,7,regular
3,2,87,0,3,7,0,0,2,0,,33:09,0,0,0,5-50,3.8,40,151,7.8,23-40,310,461,0-0,11-18,26,25,0,2,3,0,36,3,6,4,Fresno State,away,37,401532594,2023,7,regular
1,3,23,0,1,6,,,,0,,26:51,2,0,2,8-74,4.9,42,205,9.1,23-40,363,568,3-4,3-13,29,50,0,4,5,0,35,4,6,5,Utah State,home,32,401532594,2023,7,regular
1,3,22,0,1,7,3,0,2,1,0,25:37,1,0,1,10-84,2.0,21,42,6.6,32-54,359,401,0-1,7-17,21,,,,3,0,29,0,2,2,Colorado State,home,31,401532593,2023,7,regular
3,0,21,0,1,12,20,0,1,0,1,34:23,2,1,3,9-73,5.7,43,246,5.8,15-24,138,384,0-0,4-11,23,-2,0,1,6,0,34,2,4,7,Boise State,away,30,401532593,2023,7,regular
3,1,,,,10,,,,0,2,29:47,0,2,2,1-9,6.7,53,356,6.4,6-9,58,414,1-1,7-10,22,,,,7,0,32,3,2,3,Air Force,home,34,401532598,2023,7,regular
1,3,18,0,1,3,,,,2,0,30:13,0,0,0,3-25,3.1,35,109,8.5,15-25,212,321,1-2,9-15,18,,,,1,0,36,0,1,1,Wyoming,away,27,401532598,2023,7,regular
4,2,39,0,3,10,0,0,1,0,,26:14,0,0,0,11-86,8.1,32,259,16.0,8-17,272,531,1-1,3-8,18,73,1,4,3,1,33,1,2,6,San José State,away,52,401532596,2023,7,regular
2,1,19,0,2,6,,,,0,1,33:46,1,0,1,15-120,3.6,36,129,8.7,18-30,262,391,2-2,5-15,18,,,,3,0,23,0,1,6,New Mexico,home,24,401532596,2023,7,regular
1,3,49,0,2,10,5,0,1,0,3,23:52,1,3,4,2-11,3.8,14,53,8.9,29-48,427,480,0-1,6-12,19,7,0,2,2,0,49,0,1,3,Hawai'i,home,34,401532595,2023,7,regular
3,1,51,0,3,11,70,1,1,3,1,36:08,1,0,1,1-15,3.7,43,157,9.2,18-24,221,378,0-1,5-14,17,31,0,2,4,1,36,1,1,4,San Diego State,away,41,401532595,2023,7,regular
2,2,54,0,4,3,,,,0,2,27:18,2,1,3,6-49,5.1,37,187,9.3,16-31,287,474,2-3,3-13,19,12,0,1,8,0,44,2,0,1,Nevada,home,27,401532597,2023,7,regular
4,2,0,0,1,9,5,0,2,1,2,32:42,0,0,0,7-63,5.4,48,259,10.8,19-24,259,518,1-1,11-18,22,34,0,1,5,0,37,3,0,1,UNLV,away,45,401532597,2023,7,regular
0,1,38,0,3,1,,,,2,0,27:33,0,0,0,5-41,3.5,35,123,3.8,14-35,134,257,2-3,3-17,15,13,0,1,6,0,37,3,3,4,Purdue,home,7,401520323,2023,7,regular
2,4,49,0,2,5,,,,0,2,32:27,0,2,2,9-51,3.9,39,152,11.1,17-30,334,486,0-0,8-13,24,0,0,1,9,0,35,3,1,5,Ohio State,away,41,401520323,2023,7,regular
1,1,22,0,1,7,,,,3,1,30:06,2,1,3,6-70,3.1,37,114,6.5,13-28,181,295,2-2,4-12,20,0,0,1,6,0,38,1,3,2,Rutgers,home,27,401520324,2023,7,regular
1,2,13,0,1,6,17,0,2,1,4,29:54,0,3,3,5-38,2.7,41,112,4.6,18-29,133,245,2-3,4-12,23,,,,4,0,25,3,3,2,Michigan State,away,24,401520324,2023,7,regular
1,2,43,0,1,9,,,,1,0,29:18,1,0,1,5-45,3.4,39,131,7.4,16-28,206,337,1-1,6-16,21,55,0,2,4,0,46,3,1,4,Illinois,away,27,401520320,2023,7,regular
1,2,37,0,2,6,15,0,1,0,3,30:42,0,1,1,5-60,3.2,29,93,7.2,28-40,287,380,2-2,5-15,22,15,0,2,7,0,43,5,3,3,Maryland,home,24,401520320,2023,7,regular
0,1,50,0,3,1,,,,0,3,27:13,2,2,4,5-47,2.8,33,92,4.8,14-29,140,232,1-3,6-15,15,,,,6,0,48,4,0,1,Indiana,away,7,401520321,2023,7,regular
3,4,36,0,2,10,66,0,2,2,2,32:47,0,0,0,2-20,3.9,42,163,11.1,19-22,244,407,2-2,6-11,23,37,0,2,8,0,30,4,7,3,Michigan,home,52,401520321,2023,7,regular
0,0,77,0,4,,,,,1,1,32:58,1,0,1,9-81,1.6,39,64,2.0,9-23,45,109,0-1,5-18,9,,,,3,0,30,1,1,0,UMass,away,0,401520322,2023,7,regular
4,3,24,0,1,9,6,0,1,0,2,27:02,0,2,2,6-60,6.6,37,246,7.0,16-23,162,408,1-1,7-9,28,172,2,5,14,2,33,7,1,3,Penn State,home,63,401520322,2023,7,regular
1,0,58,0,2,7,6,0,1,1,1,30:33,0,0,0,5-55,4.2,48,200,2.6,6-14,37,237,0-1,4-17,9,6,0,2,4,0,38,1,3,7,Iowa,away,15,401520328,2023,7,regular
0,0,69,0,4,6,,,,0,4,29:27,1,1,2,7-48,3.7,28,104,4.6,27-50,228,332,3-4,2-17,18,27,0,5,9,0,39,2,0,4,Wisconsin,home,6,401520328,2023,7,regular
7,1,167,1,3,7,-5,0,1,1,0,25:53,0,0,0,5-33,10.7,33,352,8.3,11-17,141,493,1-1,4-9,18,,,,,,,,,,Monmouth,home,61,401540418,2023,7,regular
1,0,25,0,3,4,,,,0,2,34:07,1,1,2,5-34,3.1,49,151,2.4,7-19,45,196,0-1,5-14,15,,,,,,,,,,Hampton,away,10,401540418,2023,7,regular
0,1,66,0,2,4,,,,1,1,26:55,2,0,2,5-46,3.6,34,122,5.5,15-31,170,292,0-2,5-14,18,,,,,,,,,,Lindenwood,away,10,401540474,2023,7,regular
1,2,,,,6,18,0,2,0,1,33:05,0,1,1,6-35,5.0,41,207,7.3,15-24,174,381,0-2,2-10,25,28,0,2,,,,,,,Charleston Southern,home,24,401540474,2023,7,regular
4,1,79,0,4,5,,,,0,1,30:26,1,1,2,8-83,5.1,38,192,8.3,19-31,257,449,0-1,7-13,24,22,0,1,,,,,,,Southeast Missouri State,home,35,401540480,2023,7,regular
2,2,21,0,2,4,17,0,1,1,0,29:34,0,0,0,8-76,2.9,32,92,8.7,22-40,346,438,3-5,5-17,17,,,,,,,,,,Eastern Illinois,away,28,401540480,2023,7,regular
2,2,18,0,1,11,21,1,2,0,,29:47,0,0,0,5-55,3.3,31,103,9.1,31-41,372,475,1-1,3-11,24,3,0,1,,,,,,,Austin Peay,home,41,401540177,2023,7,regular
1,1,59,0,3,2,,,,0,1,30:13,2,0,2,3-36,4.5,33,150,4.4,19-35,153,303,2-5,3-15,18,2,0,1,,,,,,,Gardner-Webb,away,14,401540177,2023,7,regular
0,3,134,0,5,5,55,0,1,0,,25:07,0,0,0,10-92,5.7,21,119,7.9,22-36,283,402,0-2,4-10,21,0,0,1,,,,,,,Bryant,home,43,401540424,2023,7,regular
1,2,146,0,6,6,,,,0,,34:53,1,0,1,9-64,3.2,40,127,5.6,21-33,186,313,1-1,4-15,22,4,0,1,,,,,,,Robert Morris,away,24,401540424,2023,7,regular
2,0,87,0,4,3,34,0,1,1,1,25:19,1,0,1,6-41,4.3,35,150,4.8,10-27,129,279,0-2,3-12,17,,,,,,,,,,Norfolk State,away,17,401539990,2023,7,regular
1,2,71,0,2,6,1,0,1,0,1,34:41,1,0,1,8-78,4.5,48,216,7.3,10-18,131,347,0-0,5-13,22,27,0,2,,,,,,,Tennessee State,home,24,401539990,2023,7,regular
0,1,26,0,1,1,,,,1,0,22:52,1,0,1,3-47,2.8,18,50,6.6,17-34,224,274,0-1,3-12,10,3,0,1,,,,,,,South Carolina State,home,7,401540002,2023,7,regular
1,0,,,,4,5,0,1,0,1,37:08,0,1,1,7-63,4.5,44,200,9.2,16-22,202,402,1-2,4-11,23,14,0,3,,,,,,,Tennessee Tech,away,28,401540002,2023,7,regular
2,1,108,0,3,3,,,,3,2,30:52,1,1,2,4-45,6.9,47,322,2.7,8-21,57,379,3-5,2-11,22,39,0,2,,,,,,,Delaware,home,21,401540325,2023,7,regular
0,0,8,0,2,6,0,0,1,2,4,29:08,0,3,3,5-53,3.9,42,165,1.8,7-17,31,196,0-0,4-14,13,27,0,2,,,,,,,North Carolina A&T,away,6,401540325,2023,7,regular
3,0,,,,9,17,0,2,1,2,34:27,0,1,1,8-61,5.4,50,270,6.0,14-23,137,407,1-2,9-18,20,15,0,4,,,,,,,Southern Illinois,away,27,401540365,2023,7,regular
0,0,52,0,3,6,,,,1,2,25:33,2,1,3,7-75,1.2,27,33,5.4,12-29,157,190,0-2,3-13,13,6,0,2,,,,,,,Murray State,home,6,401540365,2023,7,regular
0,2,30,0,2,1,,,,0,2,30:00,4,1,5,7-70,4.4,43,191,5.4,28-43,232,423,1-3,10-21,23,5,0,1,,,,,,,North Alabama,away,13,401540204,2023,7,regular
1,0,19,0,1,12,20,0,4,1,0,30:00,0,0,0,7-54,4.5,28,127,8.6,12-24,206,333,0-0,3-12,13,,,,,,,,,,Abilene Christian,home,30,401540204,2023,7,regular
1,2,67,0,4,3,,,,1,1,29:59,0,1,1,6-48,2.3,29,68,7.6,27-42,318,386,1-5,2-11,21,,,,,,,,,,Stephen F. Austin,away,21,401540188,2023,7,regular
1,2,17,0,1,6,,,,1,1,30:01,0,1,1,5-55,4.7,43,200,4.2,15-25,106,306,1-1,4-14,17,0,0,1,,,,,,,Central Arkansas,home,24,401540188,2023,7,regular
2,3,21,0,2,5,,,,0,2,26:05,2,0,2,9-54,7.7,41,316,7.0,16-30,211,527,2-3,5-12,29,0,0,1,,,,,,,Tarleton State,away,35,401540195,2023,7,regular
