team_id,points/game,totalYards/game,firstDowns/game,netPassingYards/game,passAttempts/game,passCompletions/game,passingTDs/game,rushingYards/game,rushingAttempts/game,rushingTDs/game,turnovers/game,interceptions/game,thirdDownPct,rushingPct,rushingYardsPct,completionPct,rushingYards/attempt,passingYards/attempt,points_opp/game,totalYards_opp/game,firstDowns_opp/game,netPassingYards_opp/game,passingAttempts_opp/game,passingCompletions_opp/game,passingTDs_opp/game,rushingYards_opp/game,rushingAttempts_opp/game,rushingTDs_opp/game,turnovers_opp/game,interceptions_opp/game,thirdDownPct_opp,rushingPct_opp,rushingYardsPct_opp,completionPct_opp,rushingYards/attempt_opp,passingYards/attempt_opp,penalties/game,possessionTime/game
Wake Forest 2015,17.416666666666668,333.4166666666667,18.916666666666668,228.25,34.75,19.666666666666668,1.0833333333333333,105.16666666666667,34.75,1.0,2.0,1.5,0.3492063492063492,0.5,0.31542114471382154,0.565947242206235,3.0263788968824943,6.568345323741007,24.583333333333332,363.75,18.083333333333332,202.5,26.833333333333332,16.583333333333332,1.4166666666666667,161.25,38.5,1.3333333333333333,0.9166666666666666,0.5,0.35365853658536583,0.5892857142857143,0.44329896907216493,0.6180124223602484,4.188311688311688,7.546583850931677,5.083333333333333,0.5191435185185186
Wake Forest 2016,20.384615384615383,311.46153846153845,17.307692307692307,165.69230769230768,27.153846153846153,14.615384615384615,0.6923076923076923,145.76923076923077,41.0,1.3076923076923077,1.4615384615384615,1.0,0.34803921568627455,0.6015801354401805,0.4680167942701902,0.5382436260623229,3.555347091932458,6.101983002832861,22.153846153846153,370.53846153846155,19.307692307692307,228.15384615384616,32.15384615384615,18.53846153846154,1.2307692307692308,142.3846153846154,37.30769230769231,1.5384615384615385,2.076923076923077,0.9230769230769231,0.33879781420765026,0.5370985603543743,0.3842640647706041,0.576555023923445,3.816494845360825,7.095693779904306,4.6923076923076925,0.5136324786324786
Wake Forest 2017,35.30769230769231,465.7692307692308,22.76923076923077,276.84615384615387,32.76923076923077,20.615384615384617,2.5384615384615383,188.92307692307693,41.30769230769231,1.6923076923076923,1.0,0.5384615384615384,0.3948717948717949,0.5576323987538941,0.4056151940545004,0.6291079812206574,4.573556797020484,8.448356807511738,28.307692307692307,457.3076923076923,24.076923076923077,271.53846153846155,40.15384615384615,22.76923076923077,1.5384615384615385,185.76923076923077,42.07692307692308,1.8461538461538463,1.6153846153846154,1.0769230769230769,0.39647577092511016,0.5116931711880263,0.4062237174095879,0.5670498084291188,4.414990859232176,6.762452107279694,5.3076923076923075,0.45087606837606836
Wake Forest 2018,32.84615384615385,451.0,24.615384615384617,236.07692307692307,34.0,19.0,1.9230769230769231,214.92307692307693,48.07692307692308,1.6153846153846154,1.4615384615384615,1.0,0.4192139737991266,0.5857544517338332,0.47654784240150094,0.5588235294117647,4.4704,6.943438914027149,33.30769230769231,458.84615384615387,22.307692307692307,266.2307692307692,37.61538461538461,23.76923076923077,2.0,192.6153846153846,40.46153846153846,2.3846153846153846,1.1538461538461537,0.38461538461538464,0.4200913242009132,0.5182266009852218,0.41978206202849955,0.6319018404907976,4.760456273764259,7.077709611451943,4.230769230769231,0.47023504273504274
Wake Forest 2019,31.846153846153847,463.84615384615387,23.615384615384617,288.3076923076923,36.07692307692308,21.692307692307693,2.3846153846153846,175.53846153846155,45.07692307692308,1.3846153846153846,1.3076923076923077,1.0,0.46956521739130436,0.5554502369668246,0.37844112769485905,0.6012793176972281,3.89419795221843,7.991471215351812,29.076923076923077,416.46153846153845,20.846153846153847,252.76923076923077,33.38461538461539,20.76923076923077,2.0,163.69230769230768,38.61538461538461,1.2307692307692308,1.9230769230769231,1.0769230769230769,0.31249999999999994,0.5363247863247863,0.3930550424824529,0.6221198156682027,4.239043824701195,7.571428571428571,4.384615384615385,0.504465811965812
Wake Forest 2020,36.0,447.1111111111111,23.555555555555557,281.44444444444446,34.44444444444444,19.444444444444443,1.5555555555555556,165.66666666666666,42.0,2.4444444444444446,0.7777777777777778,0.5555555555555556,0.4028776978417266,0.5494186046511628,0.3705268389662028,0.564516129032258,3.944444444444444,8.170967741935485,32.77777777777778,435.6666666666667,23.22222222222222,252.33333333333334,33.111111111111114,21.0,1.8888888888888888,183.33333333333334,40.55555555555556,2.2222222222222223,1.8888888888888888,1.4444444444444444,0.416,0.5505279034690799,0.42081101759755163,0.634228187919463,4.52054794520548,7.620805369127516,5.333333333333333,0.4566358024691358
Wake Forest 2021,41.0,467.85714285714283,25.285714285714285,307.35714285714283,37.07142857142857,21.571428571428573,2.7857142857142856,160.5,40.357142857142854,2.2142857142857144,1.4285714285714286,1.0714285714285714,0.4978354978354978,0.5212177121771218,0.3430534351145038,0.5818882466281311,3.976991150442478,8.290944123314066,28.857142857142858,413.2857142857143,22.357142857142858,217.78571428571428,30.357142857142858,17.785714285714285,1.7142857142857142,195.5,40.214285714285715,1.7857142857142858,2.0714285714285716,1.0714285714285714,0.387434554973822,0.569838056680162,0.47303836847563085,0.5858823529411764,4.86145648312611,7.174117647058823,5.785714285714286,0.47853174603174603
Wake Forest 2022,36.07692307692308,443.53846153846155,25.23076923076923,311.9230769230769,36.46153846153846,23.23076923076923,3.3076923076923075,131.6153846153846,38.61538461538461,1.3076923076923077,1.4615384615384615,1.0,0.46486486486486484,0.514344262295082,0.29673950745750954,0.6371308016877637,3.408366533864542,8.554852320675105,28.307692307692307,405.84615384615387,20.615384615384617,269.3076923076923,35.76923076923077,21.46153846153846,2.230769230769231,136.53846153846155,35.76923076923077,1.0769230769230769,1.2307692307692308,0.5384615384615384,0.42,0.5,0.33642911296436695,0.6,3.8172043010752694,7.529032258064517,4.769230769230769,0.4742735042735043
Wake Forest 2023,20.25,326.4166666666667,19.916666666666668,196.0,26.75,16.0,1.1666666666666667,130.41666666666666,39.0,1.0833333333333333,1.8333333333333333,1.0,0.3416149068322981,0.5931558935361216,0.39954046464130705,0.5981308411214953,3.3440170940170937,7.327102803738318,27.166666666666668,386.6666666666667,18.666666666666668,232.16666666666666,29.5,18.166666666666668,2.0,154.5,36.666666666666664,1.0833333333333333,1.3333333333333333,0.6666666666666666,0.4022988505747126,0.5541561712846348,0.39956896551724136,0.615819209039548,4.213636363636364,7.870056497175141,4.083333333333333,0.48495370370370366
Washington 2014,30.214285714285715,388.64285714285717,20.0,200.07142857142858,28.571428571428573,18.214285714285715,1.3571428571428572,188.57142857142858,43.357142857142854,1.6428571428571428,1.2142857142857142,0.42857142857142855,0.4074074074074074,0.602780536246276,0.4852049255651535,0.6375,4.349258649093905,7.0025,24.785714285714285,410.64285714285717,22.642857142857142,286.57142857142856,38.5,24.5,1.8571428571428572,124.07142857142857,37.785714285714285,1.0,2.0714285714285716,0.9285714285714286,0.37614678899082565,0.49531835205992514,0.30213950252217775,0.6363636363636364,3.283553875236295,7.4434137291280145,7.0,0.4880952380952381
