team_id,0,1,2,3,4,5,6,7,8
Air Force 2014,-2.4450153576967177,-1.4270946052726976,3.5157035336322817,0.48422345465952615,0.4816653742955042,0.4927269811781432,0.3882783295576541,-0.7045676527719164,-0.622310522963503
Air Force 2015,-2.4898247274526333,1.5606708509838811,5.909816146666089,0.20853673409839785,1.1328290534653818,-0.05373809498488991,0.04831267713469005,0.5303612669366212,-0.9440402862395576
Air Force 2016,-2.7804309652372057,-0.7683209169561284,5.404322163960414,0.8610999827783534,-0.11618731293847763,-2.315140189962822,-0.4169280356512393,0.7371687669191321,-0.45208911362658843
Air Force 2017,3.0523956341626826,5.95786373691946,4.18726948621203,-1.1016519980430204,0.5675456843160825,0.49879426787431463,-0.5046352483845016,1.0214256826921162,-0.4371481608285231
Air Force 2018,-0.8255619968313733,-1.1982183253721104,4.406907495245221,-2.3497233798516137,-0.71494164252138,-0.9791918094319124,-0.9240536375968381,-0.04997632480192371,-0.82546010668136
Air Force 2019,-2.7243160095070404,-1.4676571085779437,-0.17720201347223416,-3.6753646257425445,0.10385100302684194,-0.7479565454728436,-0.4505411295098285,0.7565133578319142,-0.008993147079415734
Air Force 2021,-3.008520724735185,1.2706809732378033,2.62708120550548,-2.3700543170287043,2.8434077165819405,-0.38450856977112047,-0.5133948032182416,1.1409154920234224,-1.692391020128782
Air Force 2022,-4.3046336118590744,2.4091512106480315,-0.2751800790970402,-4.69911584890443,1.034092401230154,0.07378903815269384,-2.6788388354956183,-0.07820123140671277,1.1907682939840194
Air Force 2023,-3.518371272673607,-0.016496313633387015,-0.5447863535625439,-4.242145941246937,0.9742023250269372,-0.47478476450835644,-0.9911108421725339,0.6884833180822956,-0.5579747955892248
Akron 2014,-2.0151472608794094,-0.44865519289736316,-0.7041019515465732,1.6085975184297387,-0.9377319561119133,1.6957865494288293,-1.1517230052085818,-0.5597547373365761,0.922656728921614
Akron 2015,-4.459237639157836,-3.518170771137176,-1.0845112855920112,0.14232066027951545,-0.5539483661342576,-0.35373614825406596,-0.23997977706983956,0.7588545661868787,-0.05626687135558713
Akron 2016,4.572371485975355,0.5436859783776549,-1.6643219092772594,0.3628584782382801,-1.0527231668586676,0.43321737690330997,1.1250049762904673,0.4489839532153089,0.23194879558786496
Akron 2017,1.9845403949258529,-0.051213920467506516,-2.1889020106011983,2.0927512731409266,-0.2249114382768238,0.7197885178077363,-1.101147325036504,0.6797576050197871,0.4341773610172636
Akron 2018,-0.004977178288301383,2.52294010749022,-2.216527067996773,1.1607194821787636,-1.3409054021315647,1.3008437159547852,0.26596050819513106,-0.03296382591231833,-0.29967433624623224
Akron 2019,5.148969036986737,2.345885269173651,-1.8472122315162407,-2.047912887446332,-3.2804758764491986,1.1980862050617118,-0.7627892480336245,-0.13322088754037575,-0.5155000318650258
Akron 2021,9.650623400292721,1.882638160849485,-0.48211434677048615,-1.9744379651979937,1.86897288613248,-0.5741840903437947,-1.1631595543841677,0.009513507392495759,0.3326129393035175
Akron 2022,3.3895959996015783,0.07643854209261092,1.3974245033414434,-1.6396814170202205,-0.7783084174239601,-0.1882038985345149,-0.5452682276854484,0.2504687914660321,0.5400810018741222
Akron 2023,-0.6935941924400575,2.569116342660851,2.123059153898633,-1.2776595821340198,0.550495820666116,0.7634780648215668,0.8973148764084304,1.698274183406107,0.547033929753858
Alabama 2014,-5.991629406846122,-1.7934790676751615,0.4890103300141241,-0.7754023776671145,-1.3635797315774514,0.06555703397703534,1.1973932740924067,0.04960437506081436,0.186226416776066
Alabama 2015,-9.30782670893633,-0.4257667700983064,2.1183143049987123,0.6513189232473117,0.08744383117829203,-0.5972399375506795,0.5013751969847225,0.27706341363890924,0.07739594398092317
Alabama 2016,-9.865222352390662,-1.0695973029029544,-0.18560146565983263,-0.2477022186881912,-1.4095318489051578,0.09129558143172292,0.2733686565816262,0.8531219712327641,-0.5805508713627178
Alabama 2017,-8.140496573465565,1.6455898036256644,-1.485070896265454,-0.22864378266165858,-0.2709137854936537,-0.6321711046619732,0.016359483131113385,0.046017854722239154,-1.071387321026792
Alabama 2018,-5.302504250655655,0.8452566528944482,1.818133524600888,0.0703664079066307,0.9198291076664852,0.18548441218002373,0.5815313355392596,-0.6186189788126597,0.2168580026211424
Alabama 2019,-4.169876898698274,1.124896478815504,-2.4375251303625327,0.8599533418783727,0.4902043028781701,-0.9834387483853267,-0.4360983894536634,-0.028969348084366735,0.24257145272961655
Alabama 2020,-3.4144311196357795,-2.036303446247557,-0.6092568323844673,0.1825863188529616,1.312822173822765,-0.12813758329033634,0.35470241514004003,-0.5612063497171956,-0.5103168031098927
Alabama 2021,-4.602191608515788,-2.146800134029194,-0.32388771442703174,-2.197347764367339,-0.09327460669696437,-0.9839617834908562,-0.13946762138217408,-0.22455919180266753,-0.033349807153010134
Alabama 2022,-4.289989010279857,0.9618381561498484,-1.541245126925534,-1.110468393666723,1.0578873519327439,1.8735010620524881,1.4103005238479476,-1.2352025213911926,0.4202168169071922
Alabama 2023,-3.749505142994541,0.8706024015775657,1.0622695322283948,-1.2993338703408976,2.298690960298747,0.34493656192170485,-0.3339978816624094,-0.6339106502145536,-0.24679687129180086
Appalachian State 2014,-1.7297441489806211,1.4224561321464668,0.6357115186307059,0.4520377954010232,-0.7919023401376071,1.8547852070580468,-0.9967396995555872,1.4847543674306716,0.969993403431759
Appalachian State 2015,-4.6279966842346125,1.909111035058094,-1.812405687379992,0.19011728429375782,-1.4258972112782098,-0.30495602854356435,-0.8917799446042464,0.7860449023347706,-0.9446682591779727
