team_id,0,1,2,3,4
Air Force 2014,-1.2777056911707243,1.1641904656916178,-0.7650304847485967,0.414233605315845,1.123091694957614
Air Force 2015,-1.4439235363474057,-1.710455112608004,-1.3507037438511822,1.2513554081822413,1.0970845181084905
Air Force 2016,-1.6341884950387342,0.5481852695340284,-0.4674355932354717,2.8490492003935954,0.5105669737911994
Air Force 2017,2.8071730938467705,-5.761218201040542,-2.1166918818102656,1.0856762077207054,0.4128126387831564
Air Force 2018,-0.5830402637788722,0.41046423546554955,-2.9972425524398205,2.031771668910558,-0.541776562157423
Air Force 2019,-2.7911516378866565,0.977051806135458,-3.0586318056599513,0.570717178660636,-1.1328437783477747
Air Force 2021,-3.2032134325205757,-1.442252670323925,-2.6206790557945987,0.9859850409266179,-0.4158255510751133
Air Force 2022,-5.372420941229772,-3.2935640746437196,-3.1435613134656784,1.1084743411819828,-0.8710099047852692
Air Force 2023,-4.139473548183323,-0.6566821595179874,-3.078626718698379,0.5117460935768179,-1.0841447671168456
Akron 2014,-1.5193019968837782,0.38981956225549624,1.3909577070828893,0.12692388937781535,0.38304604791393293
Akron 2015,-3.8026051077913237,3.2449967915672464,0.48683632410196587,0.30453212156826065,-0.2046260002245806
Akron 2016,3.760609111690629,-0.17166169587515093,0.5171480408253535,-1.168207301612623,0.2680723823311761
Akron 2017,1.2798077945721578,0.45329935024011614,2.27964680989859,0.2699320221747569,-0.02896800435248716
Akron 2018,0.6810358978565525,-2.170305781971864,1.5466507699396195,-1.3463107678911355,-0.6050585658418822
Akron 2019,4.45600894691484,-2.677134159531645,-1.2470026707237047,-0.3551763800138201,-1.7001551776299164
Akron 2021,6.25213883056755,-1.85857805718048,-1.3539233331469709,0.4622801515397275,-1.1567987460197788
Akron 2022,2.0518993290921292,-0.559815620208813,-1.4528132150081452,0.6494361799767359,0.3819537150118707
Akron 2023,-0.7638059515434277,-2.355777254938635,-1.8571123033043055,-0.39833038533741516,0.7639831484407154
Alabama 2014,-4.232779103906578,1.4299646353427722,-0.9525137511131286,-0.5978966152581959,0.5465158638710601
Alabama 2015,-6.8045139900552,0.3217600316413728,-0.053153618961575715,0.7142835942820299,0.8758381960204468
Alabama 2016,-7.221757527587579,0.8885773818696803,-0.32665384128158315,0.1493704995117175,-0.11048221683614985
Alabama 2017,-6.147649788270135,-1.7349110140440231,0.6299269771380976,-0.41516560288414855,-0.8885196559057555
Alabama 2018,-3.705383971515949,-0.9051845800027402,-0.5950095432547889,0.04159832859087251,0.8642589827304303
Alabama 2019,-3.441460865631819,-0.8723611913322928,1.736587132773419,0.016600879058445168,-0.5581561545320572
Alabama 2020,-2.747487699947407,2.0835098249499535,0.18066004304359612,-0.8179348842407724,-0.49078340261324654
Alabama 2021,-4.101232488354607,1.6536979376887373,-1.6615110452836317,0.5600069594856393,-0.7976550764971196
Alabama 2022,-3.3670973168506384,-1.0226247192891993,-0.9049068978779651,-2.325554758945615,0.8454503839501176
Alabama 2023,-3.231278584433185,-1.001713604354103,-1.1265471146801884,-0.22614875642840904,-0.4240595530367129
Appalachian State 2014,-1.3652926872223248,-1.2344118762431238,0.03796914332057588,0.15766350357466108,-0.05943240483292061
Appalachian State 2015,-3.3374858471079487,-1.8227535126585368,1.0388653033798358,0.2605919612091909,-1.474229640760736
Appalachian State 2016,-3.994621233549234,0.5214705831442371,1.1191948405006265,-0.5198107023540783,-0.2905640508788603
Appalachian State 2017,-2.991516884146881,-1.027591648489407,0.9560844866185613,1.240884421249846,-0.5696753975572998
Appalachian State 2018,-4.569771505052649,-2.661868531724428,0.8750635027351648,-0.312455988517753,-0.9489002426390114
Appalachian State 2019,-3.216257251340645,-0.10296975264227429,0.22776222221956582,-0.08022506766616969,0.623660378606842
Appalachian State 2020,-2.7700104510370913,-2.946846410355004,1.0941892858391862,-0.04994024161377279,0.9985745421124007
Appalachian State 2021,-2.601086052365524,0.16266569394649533,-0.15439260808904626,0.4359068211267447,0.18015278535492213
Appalachian State 2022,-0.9914084964734721,0.03758232722087609,-1.0049265448714941,0.3284692555282052,-0.6385910956564351
Appalachian State 2023,-0.17127289696314502,-1.0684467036833587,0.9762462523901025,-0.27143329853836784,-0.900232788966061
Arizona 2014,1.3411446009794157,3.6258394591196765,1.3254633966452387,-0.7410788125814289,-0.5263164548343195
Arizona 2015,3.518572316681392,1.351826757312593,0.4258516421838756,-0.2879475698055787,0.14594016295624287
Arizona 2016,4.472298610317158,3.029114481794932,-0.21428525104933768,-0.5960409454956108,-0.1609902264664382
Arizona 2017,2.530244867805132,3.379554704164542,2.696478802139403,0.11740483629838662,-0.33344592522511013
Arizona 2018,1.880801092980928,3.0425685234369615,-0.5093506353890036,-1.0364440005791622,0.30415047442455356
Arizona 2019,3.3421580070371144,3.3448653958315564,0.07168351859284205,-0.24947528146465453,-0.28717449507072834
Arizona 2021,1.506915197196959,-3.451629041731575,-3.0891167962277826,0.5641383149377306,0.9376484620245865
Arizona 2022,4.612019045363727,2.1410280004308104,-0.6215019633080906,-1.2965211705932156,-0.8393080778401572
Arizona 2023,-1.9586664229300788,1.512011339383005,-0.9852656486258632,-0.5007754759148926,-0.5233260451600394
Arizona State 2014,-0.34707172408298653,1.7013949698512294,1.3270763859963224,0.6434351751411383,0.09260366057247717
Arizona State 2015,0.14161560541528476,5.594677206456478,0.07788198286902881,1.7545960976115207,2.0721148503769626
Arizona State 2016,2.9348194798062757,6.531908052841883,-0.6058231801450563,0.7558476002954194,1.9983080148444639
