id,school,season,team_id
151,East Carolina,2016,East Carolina 2016
2199,Eastern Michigan,2016,Eastern Michigan 2016
57,Florida,2016,Florida 2016
2226,Florida Atlantic,2016,Florida Atlantic 2016
2229,Florida International,2016,Florida International 2016
52,Florida State,2016,Florida State 2016
278,Fresno State,2016,Fresno State 2016
61,Georgia,2016,Georgia 2016
290,Georgia Southern,2016,Georgia Southern 2016
2247,Georgia State,2016,Georgia State 2016
59,Georgia Tech,2016,Georgia Tech 2016
62,Hawai'i,2016,Hawai'i 2016
248,Houston,2016,Houston 2016
70,Idaho,2016,Idaho 2016
356,Illinois,2016,Illinois 2016
84,Indiana,2016,Indiana 2016
2294,Iowa,2016,Iowa 2016
66,Iowa State,2016,Iowa State 2016
2305,Kansas,2016,Kansas 2016
2306,Kansas State,2016,Kansas State 2016
2309,Kent State,2016,Kent State 2016
96,Kentucky,2016,Kentucky 2016
309,Louisiana,2016,Louisiana 2016
2433,Louisiana Monroe,2016,Louisiana Monroe 2016
2348,Louisiana Tech,2016,Louisiana Tech 2016
97,Louisville,2016,Louisville 2016
99,LSU,2016,LSU 2016
276,Marshall,2016,Marshall 2016
120,Maryland,2016,Maryland 2016
235,Memphis,2016,Memphis 2016
2390,Miami,2016,Miami 2016
193,Miami (OH),2016,Miami (OH) 2016
130,Michigan,2016,Michigan 2016
127,Michigan State,2016,Michigan State 2016
2393,Middle Tennessee,2016,Middle Tennessee 2016
135,Minnesota,2016,Minnesota 2016
344,Mississippi State,2016,Mississippi State 2016
142,Missouri,2016,Missouri 2016
2426,Navy,2016,Navy 2016
152,NC State,2016,NC State 2016
158,Nebraska,2016,Nebraska 2016
2440,Nevada,2016,Nevada 2016
167,New Mexico,2016,New Mexico 2016
166,New Mexico State,2016,New Mexico State 2016
153,North Carolina,2016,North Carolina 2016
2459,Northern Illinois,2016,Northern Illinois 2016
249,North Texas,2016,North Texas 2016
77,Northwestern,2016,Northwestern 2016
87,Notre Dame,2016,Notre Dame 2016
195,Ohio,2016,Ohio 2016
194,Ohio State,2016,Ohio State 2016
201,Oklahoma,2016,Oklahoma 2016
197,Oklahoma State,2016,Oklahoma State 2016
295,Old Dominion,2016,Old Dominion 2016
145,Ole Miss,2016,Ole Miss 2016
2483,Oregon,2016,Oregon 2016
204,Oregon State,2016,Oregon State 2016
213,Penn State,2016,Penn State 2016
221,Pittsburgh,2016,Pittsburgh 2016
2509,Purdue,2016,Purdue 2016
242,Rice,2016,Rice 2016
164,Rutgers,2016,Rutgers 2016
21,San Diego State,2016,San Diego State 2016
23,San José State,2016,San José State 2016
2567,SMU,2016,SMU 2016
6,South Alabama,2016,South Alabama 2016
2579,South Carolina,2016,South Carolina 2016
2572,Southern Mississippi,2016,Southern Mississippi 2016
58,South Florida,2016,South Florida 2016
24,Stanford,2016,Stanford 2016
183,Syracuse,2016,Syracuse 2016
2628,TCU,2016,TCU 2016
218,Temple,2016,Temple 2016
2633,Tennessee,2016,Tennessee 2016
251,Texas,2016,Texas 2016
245,Texas A&M,2016,Texas A&M 2016
326,Texas State,2016,Texas State 2016
2641,Texas Tech,2016,Texas Tech 2016
2649,Toledo,2016,Toledo 2016
2653,Troy,2016,Troy 2016
2655,Tulane,2016,Tulane 2016
202,Tulsa,2016,Tulsa 2016
2116,UCF,2016,UCF 2016
26,UCLA,2016,UCLA 2016
113,UMass,2016,UMass 2016
2439,UNLV,2016,UNLV 2016
30,USC,2016,USC 2016
254,Utah,2016,Utah 2016
328,Utah State,2016,Utah State 2016
2638,UTEP,2016,UTEP 2016
2636,UT San Antonio,2016,UT San Antonio 2016
238,Vanderbilt,2016,Vanderbilt 2016
258,Virginia,2016,Virginia 2016
259,Virginia Tech,2016,Virginia Tech 2016
154,Wake Forest,2016,Wake Forest 2016
264,Washington,2016,Washington 2016
265,Washington State,2016,Washington State 2016
98,Western Kentucky,2016,Western Kentucky 2016
2711,Western Michigan,2016,Western Michigan 2016
277,West Virginia,2016,West Virginia 2016
275,Wisconsin,2016,Wisconsin 2016
2751,Wyoming,2016,Wyoming 2016
2005,Air Force,2017,Air Force 2017
2006,Akron,2017,Akron 2017
333,Alabama,2017,Alabama 2017
2026,Appalachian State,2017,Appalachian State 2017
12,Arizona,2017,Arizona 2017
9,Arizona State,2017,Arizona State 2017
8,Arkansas,2017,Arkansas 2017
2032,Arkansas State,2017,Arkansas State 2017
349,Army,2017,Army 2017
2,Auburn,2017,Auburn 2017
2050,Ball State,2017,Ball State 2017
239,Baylor,2017,Baylor 2017
68,Boise State,2017,Boise State 2017
103,Boston College,2017,Boston College 2017
189,Bowling Green,2017,Bowling Green 2017
2084,Buffalo,2017,Buffalo 2017
252,BYU,2017,BYU 2017
25,California,2017,California 2017
2117,Central Michigan,2017,Central Michigan 2017
2429,Charlotte,2017,Charlotte 2017
2132,Cincinnati,2017,Cincinnati 2017
228,Clemson,2017,Clemson 2017
324,Coastal Carolina,2017,Coastal Carolina 2017
38,Colorado,2017,Colorado 2017
36,Colorado State,2017,Colorado State 2017
41,Connecticut,2017,Connecticut 2017
150,Duke,2017,Duke 2017
151,East Carolina,2017,East Carolina 2017
2199,Eastern Michigan,2017,Eastern Michigan 2017
57,Florida,2017,Florida 2017
2226,Florida Atlantic,2017,Florida Atlantic 2017
2229,Florida International,2017,Florida International 2017
52,Florida State,2017,Florida State 2017
278,Fresno State,2017,Fresno State 2017
61,Georgia,2017,Georgia 2017
290,Georgia Southern,2017,Georgia Southern 2017
2247,Georgia State,2017,Georgia State 2017
59,Georgia Tech,2017,Georgia Tech 2017
62,Hawai'i,2017,Hawai'i 2017
248,Houston,2017,Houston 2017
70,Idaho,2017,Idaho 2017
356,Illinois,2017,Illinois 2017
84,Indiana,2017,Indiana 2017
2294,Iowa,2017,Iowa 2017
66,Iowa State,2017,Iowa State 2017
2305,Kansas,2017,Kansas 2017
2306,Kansas State,2017,Kansas State 2017
2309,Kent State,2017,Kent State 2017
96,Kentucky,2017,Kentucky 2017
309,Louisiana,2017,Louisiana 2017
2433,Louisiana Monroe,2017,Louisiana Monroe 2017
2348,Louisiana Tech,2017,Louisiana Tech 2017
97,Louisville,2017,Louisville 2017
99,LSU,2017,LSU 2017
276,Marshall,2017,Marshall 2017
120,Maryland,2017,Maryland 2017
235,Memphis,2017,Memphis 2017
2390,Miami,2017,Miami 2017
193,Miami (OH),2017,Miami (OH) 2017
130,Michigan,2017,Michigan 2017
127,Michigan State,2017,Michigan State 2017
2393,Middle Tennessee,2017,Middle Tennessee 2017
135,Minnesota,2017,Minnesota 2017
344,Mississippi State,2017,Mississippi State 2017
142,Missouri,2017,Missouri 2017
2426,Navy,2017,Navy 2017
152,NC State,2017,NC State 2017
158,Nebraska,2017,Nebraska 2017
2440,Nevada,2017,Nevada 2017
167,New Mexico,2017,New Mexico 2017
166,New Mexico State,2017,New Mexico State 2017
153,North Carolina,2017,North Carolina 2017
2459,Northern Illinois,2017,Northern Illinois 2017
249,North Texas,2017,North Texas 2017
77,Northwestern,2017,Northwestern 2017
87,Notre Dame,2017,Notre Dame 2017
195,Ohio,2017,Ohio 2017
194,Ohio State,2017,Ohio State 2017
201,Oklahoma,2017,Oklahoma 2017
197,Oklahoma State,2017,Oklahoma State 2017
295,Old Dominion,2017,Old Dominion 2017
145,Ole Miss,2017,Ole Miss 2017
2483,Oregon,2017,Oregon 2017
204,Oregon State,2017,Oregon State 2017
213,Penn State,2017,Penn State 2017
221,Pittsburgh,2017,Pittsburgh 2017
2509,Purdue,2017,Purdue 2017
242,Rice,2017,Rice 2017
164,Rutgers,2017,Rutgers 2017
21,San Diego State,2017,San Diego State 2017
23,San José State,2017,San José State 2017
2567,SMU,2017,SMU 2017
6,South Alabama,2017,South Alabama 2017
2579,South Carolina,2017,South Carolina 2017
2572,Southern Mississippi,2017,Southern Mississippi 2017
58,South Florida,2017,South Florida 2017
24,Stanford,2017,Stanford 2017
183,Syracuse,2017,Syracuse 2017
2628,TCU,2017,TCU 2017
218,Temple,2017,Temple 2017
2633,Tennessee,2017,Tennessee 2017
251,Texas,2017,Texas 2017
245,Texas A&M,2017,Texas A&M 2017
326,Texas State,2017,Texas State 2017
2641,Texas Tech,2017,Texas Tech 2017
2649,Toledo,2017,Toledo 2017
2653,Troy,2017,Troy 2017
2655,Tulane,2017,Tulane 2017
202,Tulsa,2017,Tulsa 2017
5,UAB,2017,UAB 2017
2116,UCF,2017,UCF 2017
26,UCLA,2017,UCLA 2017
113,UMass,2017,UMass 2017
2439,UNLV,2017,UNLV 2017
30,USC,2017,USC 2017
254,Utah,2017,Utah 2017
328,Utah State,2017,Utah State 2017
2638,UTEP,2017,UTEP 2017
