team_id,points/game,totalYards/game,firstDowns/game,netPassingYards/game,passAttempts/game,passCompletions/game,passingTDs/game,rushingYards/game,rushingAttempts/game,rushingTDs/game,turnovers/game,interceptions/game,thirdDownPct,rushingPct,rushingYardsPct,completionPct,rushingYards/attempt,passingYards/attempt,o_success_rate,o_explosiveness,o_standard_downs_rate,o_power_success,o_stuff_rate,o_rushing_plays_success_rate,o_rushing_plays_explosiveness,o_rushing_plays_ppa,o_passing_plays_success_rate,o_passing_plays_explosiveness,o_passing_plays_ppa,o_points_per_opportunity,o_field_position_average_start
Air Force 2014,31.46153846153846,418.6923076923077,22.076923076923077,145.6153846153846,15.846153846153847,9.0,1.1538461538461537,273.0769230769231,61.23076923076923,2.6923076923076925,1.3076923076923077,0.3076923076923077,0.46948356807511743,0.7944111776447106,0.652213852654786,0.5679611650485437,4.459798994974874,9.189320388349515,0.4518371400198609,1.0899352301297762,0.7318768619662364,0.7641509433962265,0.1614987080103359,0.4366925064599483,0.9778905445597827,0.1681134085235817,0.4579439252336448,1.7676811364079452,0.4029348934752905,3.909090909090909,69.1
Air Force 2015,33.785714285714285,451.07142857142856,21.428571428571427,131.92857142857142,12.142857142857142,6.214285714285714,1.0714285714285714,319.14285714285717,58.285714285714285,3.2142857142857144,1.6428571428571428,0.8571428571428571,0.42857142857142855,0.8275862068965517,0.7075217735550278,0.511764705882353,5.4754901960784315,10.86470588235294,0.474216380182002,1.154044513023797,0.7441860465116279,0.803921568627451,0.1430348258706467,0.4813432835820895,0.9896766352204032,0.2342852529833611,0.4011627906976744,2.2689320808694418,0.4616346285925611,3.873684210526316,70.9
Air Force 2016,35.15384615384615,452.15384615384613,23.23076923076923,134.76923076923077,11.538461538461538,5.230769230769231,1.0769230769230769,317.38461538461536,63.61538461538461,3.0,1.3076923076923077,0.6153846153846154,0.5051020408163265,0.8464687819856704,0.7019394351820347,0.45333333333333337,4.989117291414752,11.68,0.4833333333333333,1.0275857011594356,0.7477777777777778,0.7446808510638298,0.1359223300970873,0.4868238557558946,0.884497481237466,0.1990715838377159,0.3949044585987261,2.3585096456535117,0.4527562909412465,3.802469135802469,69.1
Air Force 2017,31.416666666666668,417.0,24.166666666666668,110.08333333333333,11.833333333333334,5.75,0.8333333333333334,306.9166666666667,63.833333333333336,3.1666666666666665,1.6666666666666667,0.5,0.48502994011976047,0.8436123348017621,0.7360111910471623,0.48591549295774644,4.808093994778068,9.30281690140845,0.4883977900552486,1.0956989517704143,0.7502762430939226,0.7912087912087912,0.1366120218579235,0.5109289617486339,0.9878973821376508,0.2573421204340145,0.3597560975609756,1.9837590901326605,0.1646800370921492,4.361111111111111,73.4
Air Force 2018,30.166666666666668,415.0,22.0,131.33333333333334,14.0,7.75,0.8333333333333334,283.6666666666667,59.416666666666664,2.75,1.25,0.4166666666666667,0.4142011834319526,0.8093076049943247,0.6835341365461848,0.5535714285714286,4.774193548387097,9.380952380952381,0.4646118721461187,1.1225774998605669,0.7465753424657534,0.7755102040816326,0.1473988439306358,0.4595375722543353,0.963934689008558,0.1632004691757585,0.4540229885057471,1.9221114050839736,0.4860970052612891,3.710526315789474,72.2
Air Force 2019,34.07692307692308,421.7692307692308,22.0,123.23076923076923,9.692307692307692,5.230769230769231,1.0769230769230769,298.53846153846155,58.07692307692308,3.1538461538461537,1.3846153846153846,0.46153846153846156,0.535031847133758,0.8569807037457434,0.707824183840963,0.5396825396825398,5.140397350993378,12.714285714285715,0.5311438278595696,1.0447553445194098,0.7836919592298981,0.8737864077669902,0.1255060728744939,0.5357624831309041,0.8544426492572431,0.251871117012653,0.4573643410852713,2.5535206225049607,0.7311640763471297,4.2125,70.3
Air Force 2021,31.0,423.7692307692308,21.846153846153847,95.53846153846153,8.692307692307692,4.230769230769231,0.6153846153846154,328.2307692307692,64.3076923076923,3.3846153846153846,0.7692307692307693,0.3076923076923077,0.4512820512820513,0.880927291886196,0.7745507351606462,0.4867256637168142,5.104066985645933,10.991150442477876,0.4568047337278106,1.1840236508511437,0.7289940828402367,0.797979797979798,0.1121751025991792,0.466484268125855,1.031868827004442,0.252864161793536,0.4054054054054054,2.337019093778372,0.5137212272879208,4.318181818181818,69.8
Air Force 2022,27.846153846153847,397.6923076923077,20.46153846153846,70.46153846153847,6.6923076923076925,3.1538461538461537,0.6153846153846154,327.2307692307692,61.69230769230769,2.8461538461538463,1.0,0.15384615384615385,0.44886363636363635,0.9021372328458942,0.8228239845261122,0.47126436781609193,5.304239401496259,10.528735632183908,0.4805699481865285,1.1328877642797477,0.75,0.825,0.0939794419970631,0.4948604992657856,0.983435639725069,0.2795960074429945,0.3820224719101123,2.614222057659947,0.5058857583025975,4.245901639344262,70.4
Air Force 2023,27.846153846153847,365.61538461538464,19.615384615384617,85.0,8.076923076923077,4.230769230769231,0.5384615384615384,280.61538461538464,54.69230769230769,2.769230769230769,1.3076923076923077,0.46153846153846156,0.4642857142857143,0.8713235294117646,0.7675152535240901,0.5238095238095238,5.1308016877637135,10.523809523809524,0.4585908529048207,1.1657971188293388,0.7713226205191595,0.7951807228915663,0.1007194244604316,0.4690647482014388,1.0080291942185624,0.2654840323874751,0.4090909090909091,2.3087380837874094,0.4984493346144309,4.054054054054054,69.4
Akron 2014,22.583333333333332,373.25,21.583333333333332,249.58333333333334,43.916666666666664,23.666666666666668,1.1666666666666667,123.66666666666667,30.25,1.5,2.1666666666666665,1.1666666666666667,0.3407821229050279,0.4078651685393259,0.3313239562402322,0.538899430740038,4.088154269972452,5.6831119544592035,0.4107744107744108,1.1196735553943566,0.6576879910213244,0.7586206896551724,0.1940298507462686,0.4119402985074626,1.098834197441792,0.1563639369243074,0.3959484346224677,1.2196000772923197,0.0191851616347904,2.7142857142857144,66.5
