rushingTDs,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,fumblesRecovered,totalFumbles,tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,puntReturnYards,puntReturnTDs,puntReturns,team,home_away,points,game_id,season,week,season_type
5,2,46,0,2,7,,,,1,0,1,0,25,1,5,5,33:14,1,0,1,8-83,6.3,49,310,7.4,25-34,252,562,2-2,6-12,33,24,0,3,Louisiana,home,49,401309606,2021,3,regular
0,2,89,0,6,2,0,0,1,0,1,3,0,45,1,2,2,26:46,0,1,1,5-60,4.0,28,112,5.1,14-27,138,250,0-0,3-11,16,,,,Ohio,away,14,401309606,2021,3,regular
3,1,25,0,1,4,,,,1,2,10,0,42,7,1,2,36:08,0,1,1,8-73,5.4,38,206,5.7,26-37,212,418,1-3,8-16,21,0,0,1,Iowa,home,30,401282755,2021,3,regular
0,1,16,0,1,1,,,,1,1,6,0,45,0,3,2,23:52,0,1,1,6-47,1.9,41,79,8.0,16-23,185,264,1-2,3-13,17,9,0,3,Kent State,away,7,401282755,2021,3,regular
1,1,30,0,1,2,,,,2,2,4,0,36,2,0,0,29:03,0,1,1,5-21,0.9,31,29,4.7,17-25,117,146,0-0,5-11,14,,,,Bryant,away,14,401309550,2021,3,regular
2,3,,,,5,,,,2,3,14,0,28,3,1,1,30:57,0,1,1,6-72,5.9,37,218,12.9,19-23,296,514,0-2,5-8,24,3,0,1,Akron,home,35,401309550,2021,3,regular
0,0,46,0,2,16,,,,1,2,9,1,37,6,2,7,31:00,0,1,1,7-60,4.3,49,209,3.9,11-28,110,319,1-2,4-17,18,77,1,4,Colorado State,away,22,401309553,2021,3,regular
0,0,43,0,3,6,,,,1,2,5,0,36,1,6,6,29:00,0,1,1,11-89,0.5,28,13,6.3,25-43,270,283,1-4,4-18,11,26,0,2,Toledo,home,6,401309553,2021,3,regular
0,6,43,0,2,5,,,,0,3,7,0,51,3,4,3,19:45,1,2,3,8-82,3.9,24,93,12.2,25-34,415,508,1-3,1-8,25,13,0,2,Pittsburgh,home,41,401282632,2021,3,regular
3,3,45,0,2,8,8,0,1,4,0,8,0,29,2,5,3,40:15,0,0,0,11-117,3.3,48,160,9.6,26-37,357,517,1-2,7-17,27,,,,Western Michigan,away,44,401282632,2021,3,regular
3,1,,,,9,95,2,2,2,1,7,2,50,6,0,2,29:49,0,0,0,4-40,4.5,39,177,8.7,14-23,201,378,1-1,4-11,19,0,0,1,Wyoming,home,45,401309549,2021,3,regular
2,0,72,0,1,0,,,,0,1,2,0,39,1,0,3,30:11,2,1,3,3-25,2.9,41,118,4.2,21-34,142,260,0-1,9-17,19,26,0,2,Ball State,away,12,401309549,2021,3,regular
2,2,55,0,4,4,,,,1,1,4,0,33,1,0,7,30:31,1,1,2,7-74,6.1,34,209,7.9,23-39,310,519,1-3,8-13,30,,,,UMass,home,28,401286300,2021,3,regular
5,1,19,0,1,6,17,0,1,1,1,3,0,29,1,0,4,29:29,0,1,1,3-30,4.4,42,184,13.5,16-24,323,507,1-1,5-9,26,0,0,1,Eastern Michigan,away,42,401286300,2021,3,regular
8,1,7,0,2,9,27,0,1,0,1,4,0,31,1,0,3,30:49,0,0,0,5-45,7.8,48,373,13.7,12-17,233,606,1-3,3-6,28,70,0,5,Michigan,home,63,401282774,2021,3,regular
0,1,,,,4,,,,0,,2,0,48,0,2,1,29:11,1,0,1,6-57,4.5,36,161,2.7,9-17,46,207,1-1,2-13,11,,,,Northern Illinois,away,10,401282774,2021,3,regular
1,3,51,0,2,4,,,,0,2,3,0,45,0,2,1,28:26,1,0,1,3-30,5.3,42,223,12.2,13-19,232,455,2-2,3-9,21,50,0,2,Coastal Carolina,away,28,401309552,2021,3,regular
3,0,46,0,3,5,8,0,1,0,2,6,0,36,3,0,1,31:34,0,0,0,3-15,5.6,47,262,7.0,13-21,146,408,1-1,9-16,20,0,0,1,Buffalo,home,25,401309552,2021,3,regular
2,2,,,,9,14,0,3,3,1,9,0,32,4,0,2,39:13,1,1,2,8-74,3.9,58,225,8.4,22-31,259,484,1-2,8-18,27,20,0,2,Wake Forest,home,35,401282635,2021,3,regular
0,2,70,0,3,2,0,0,1,1,3,8,0,50,3,5,2,20:47,3,3,6,7-65,3.1,29,91,10.3,16-22,226,317,0-1,1-6,16,-4,0,1,Florida State,away,14,401282635,2021,3,regular
0,0,23,0,1,3,0,0,1,0,2,5,0,26,1,0,2,31:20,0,0,0,11-66,2.2,36,78,6.7,17-24,161,239,1-4,3-14,13,20,0,4,Temple,home,3,401282634,2021,3,regular
3,1,87,0,2,4,,,,0,,6,0,47,4,1,1,28:40,1,0,1,3-30,4.7,38,179,3.9,7-15,59,238,2-2,3-10,13,20,0,3,Boston College,away,28,401282634,2021,3,regular
0,0,16,0,1,6,,,,1,0,5,0,40,0,0,0,30:10,1,0,1,10-63,2.5,38,95,6.0,20-34,203,298,2-3,3-14,20,-2,0,1,Georgia Tech,away,8,401282627,2021,3,regular
2,0,,,,2,0,0,1,0,3,8,0,36,4,7,3,29:50,0,1,1,8-66,3.9,41,158,5.0,18-25,126,284,0-1,9-15,19,10,0,1,Clemson,home,14,401282627,2021,3,regular
0,1,,,,1,,,,1,1,1,0,39,0,3,2,27:21,1,0,1,3-33,2.9,32,92,5.0,10-21,104,196,0-0,3-14,9,3,0,1,Furman,away,7,401282630,2021,3,regular
3,3,20,0,1,9,7,0,1,0,1,4,0,21,1,7,5,32:39,0,1,1,3-25,7.0,31,218,7.8,28-37,287,505,0-0,8-13,25,48,0,4,NC State,home,45,401282630,2021,3,regular
1,2,37,0,2,9,,,,0,3,10,0,44,6,3,0,27:57,1,1,2,9-65,5.2,33,173,7.1,15-27,193,366,1-1,3-12,18,8,0,2,West Virginia,home,27,401282636,2021,3,regular
1,2,99,0,2,3,11,0,1,1,3,5,0,37,2,1,2,32:03,0,0,0,6-45,2.7,41,110,7.2,19-31,223,333,1-4,6-16,20,10,0,3,Virginia Tech,away,21,401282636,2021,3,regular
1,4,20,0,1,8,0,0,2,1,0,6,0,45,3,2,6,31:15,0,0,0,9-80,4.7,41,193,8.4,18-31,261,454,1-1,7-15,23,,,,Michigan State,away,38,401282629,2021,3,regular
0,2,,,,5,,,,0,2,7,0,41,3,1,2,28:45,2,2,4,10-84,2.2,24,52,6.5,38-60,388,440,3-4,6-17,29,1,0,1,Miami,home,17,401282629,2021,3,regular
1,4,,,,7,66,0,1,0,2,2,0,40,1,1,1,32:41,1,1,2,9-102,1.1,22,24,9.7,40-57,553,577,2-2,8-14,27,,,,Virginia,away,39,401282631,2021,3,regular
3,5,23,0,2,11,0,0,1,1,0,6,0,44,3,7,2,27:19,1,0,1,7-59,8.3,47,392,14.6,14-21,307,699,0-0,7-9,34,38,0,1,North Carolina,home,59,401282631,2021,3,regular
1,2,10,0,1,5,0,0,1,2,3,8,0,45,1,2,6,22:29,3,2,5,5-40,4.9,32,157,6.7,19-39,260,417,0-1,5-13,22,16,0,3,Northwestern,away,23,401282628,2021,3,regular
2,1,64,0,3,12,29,0,3,2,2,6,0,29,3,3,6,37:31,1,2,3,10-104,3.9,53,208,7.8,32-45,350,558,1-2,11-22,26,23,0,2,Duke,home,30,401282628,2021,3,regular
2,0,160,1,6,3,,,,1,1,2,1,37,0,0,0,19:24,1,0,1,3-31,6.1,19,116,4.2,11-26,109,225,1-3,3-10,9,,,,Connecticut,away,21,401286189,2021,3,regular
6,1,3,0,2,10,0,0,1,0,,4,0,18,2,0,6,40:36,0,0,0,1-15,5.9,67,397,35.7,3-3,107,504,2-3,5-10,24,14,0,2,Army,home,52,401286189,2021,3,regular
1,0,48,0,2,4,21,0,1,0,,7,0,34,2,0,0,25:43,2,0,2,5-50,2.1,33,69,4.7,13-28,132,201,0-1,8-16,20,9,0,1,Murray State,away,10,401309551,2021,3,regular
2,1,,,,9,14,0,2,0,,7,0,31,3,4,6,34:17,1,0,1,12-135,2.7,43,118,7.9,22-28,221,339,0-0,7-13,22,11,0,1,Bowling Green,home,27,401309551,2021,3,regular
1,1,13,0,1,8,,,,1,2,10,0,43,2,3,3,26:42,1,1,2,2-20,1.7,35,61,6.9,22-35,242,303,1-1,7-16,19,,,,Boise State,home,20,401287903,2021,3,regular
3,0,16,0,1,3,0,0,1,1,1,7,0,46,4,7,0,33:18,0,1,1,5-40,4.3,57,246,6.3,6-13,82,328,0-0,9-19,15,,,,Oklahoma State,away,21,401287903,2021,3,regular
1,1,61,0,3,5,,,,0,1,3,0,41,0,1,1,29:00,1,0,1,8-62,1.1,23,25,7.5,28-41,306,331,2-4,8-17,14,13,0,1,Nevada,away,17,401287905,2021,3,regular
4,1,,,,8,26,0,1,0,,6,0,44,3,5,5,31:00,0,0,0,6-45,5.6,48,269,9.9,9-13,129,398,0-0,5-9,21,,,,Kansas State,home,38,401287905,2021,3,regular
0,1,,,,1,,,,1,2,4,0,51,0,1,2,26:38,0,1,1,2-20,3.3,33,109,3.2,8-18,57,166,0-1,3-12,8,,,,Kansas,home,7,401287904,2021,3,regular
4,2,,,,9,,,,0,2,4,0,33,0,3,3,33:22,0,2,2,5-45,6.8,45,307,11.2,19-24,269,576,2-2,6-11,29,62,0,3,Baylor,away,45,401287904,2021,3,regular
1,1,12,0,1,4,,,,0,,4,0,39,0,3,5,29:10,1,0,1,8-70,2.5,38,95,11.6,19-25,289,384,1-3,6-14,18,10,0,1,Nebraska,away,16,401282798,2021,3,regular
2,1,31,0,1,3,0,0,1,0,,10,0,37,5,4,0,30:50,0,0,0,7-70,5.5,35,194,6.3,24-34,214,408,0-0,6-11,21,0,0,1,Oklahoma,home,23,401282798,2021,3,regular
0,0,68,0,3,0,0,0,1,0,2,1,0,31,0,1,2,30:34,0,1,1,6-40,4.5,32,144,5.3,19-24,128,272,0-0,5-13,14,,,,Rice,away,0,401282202,2021,3,regular
6,2,,,,8,,,,0,1,4,0,26,3,1,2,29:26,1,0,1,2-12,10.4,41,427,9.2,17-21,193,620,2-3,7-10,26,40,0,4,Texas,home,58,401282202,2021,3,regular
0,0,82,0,5,3,,,,1,0,3,0,39,0,0,1,27:46,1,0,1,6-47,1.3,31,40,4.9,10-19,94,134,0-2,2-13,7,,,,UNLV,home,3,401287906,2021,3,regular
3,3,51,0,2,12,5,0,1,0,1,8,0,23,3,0,0,32:14,0,1,1,7-52,5.0,37,184,10.3,23-30,309,493,1-2,4-9,27,23,0,4,Iowa State,away,48,401287906,2021,3,regular
1,2,70,0,3,3,,,,2,1,1,0,46,0,0,3,27:34,1,0,1,5-45,1.9,29,55,6.6,13-29,191,246,0-0,6-15,10,,,,Florida International,away,21,401282197,2021,3,regular
2,4,,,,12,0,1,1,0,1,4,1,30,2,8,5,32:26,0,1,1,9-75,4.8,37,177,11.0,27-37,407,584,0-0,6-12,31,37,0,6,Texas Tech,home,54,401282197,2021,3,regular
4,0,11,0,1,4,,,,0,,1,0,48,0,2,0,27:21,1,0,1,2-25,8.2,36,294,5.3,8-15,79,373,0-0,4-9,19,8,0,1,Southeast Missouri State,away,28,401282077,2021,3,regular
3,5,39,0,3,11,0,0,1,0,,4,0,33,1,2,1,32:39,0,0,0,5-55,6.8,34,231,11.4,29-39,444,675,2-2,11-15,26,0,0,1,Missouri,home,59,401282077,2021,3,regular
0,0,60,0,2,,0,0,1,0,,6,0,38,3,4,3,29:01,1,0,1,4-18,2.5,36,89,1.4,10-23,33,122,0-0,6-17,9,,,,New Mexico,away,0,401282079,2021,3,regular
1,3,38,0,1,10,4,0,1,0,,11,0,35,4,5,3,30:59,1,0,1,6-35,4.5,34,154,8.3,19-33,275,429,1-1,5-14,21,78,0,5,Texas A&M,home,34,401282079,2021,3,regular
1,1,37,0,3,6,42,1,2,0,4,2,1,49,0,0,2,31:47,0,1,1,8-90,0.2,32,7,5.8,14-22,128,135,0-0,4-14,11,,,,Albany,away,24,401282633,2021,3,regular
6,2,45,0,3,14,,,,1,1,14,0,43,8,1,3,28:13,2,0,2,16-164,6.8,42,286,14.0,17-24,337,623,1-1,3-8,24,31,0,4,Syracuse,home,62,401282633,2021,3,regular
5,1,4,0,4,9,8,0,1,0,1,0,0,45,2,3,4,33:59,1,1,2,5-30,6.9,63,437,15.2,6-12,182,619,1-2,8-13,23,,,,Air Force,home,45,401310704,2021,3,regular
2,5,90,0,4,5,8,0,1,1,0,0,0,40,1,0,2,26:01,1,0,1,7-45,4.6,39,180,9.0,31-50,448,628,2-3,14-21,26,,,,Utah State,away,49,401310704,2021,3,regular
2,3,142,0,5,7,33,0,1,4,2,9,0,53,3,1,1,19:40,0,2,2,5-29,4.0,29,117,11.6,14-24,278,395,0-1,4-10,17,22,0,1,UCLA,home,37,401309855,2021,3,regular
3,2,19,0,1,10,,,,4,3,3,0,31,0,0,4,40:20,1,2,3,8-55,3.1,37,114,8.4,39-54,455,569,1-2,5-14,32,-1,0,1,Fresno State,away,40,401309855,2021,3,regular
0,3,25,0,1,5,,,,2,1,7,1,41,1,4,3,30:32,1,0,1,6-51,2.3,31,70,4.4,33-58,257,327,1-2,7-22,21,132,1,6,Utah,away,31,401309856,2021,3,regular
2,1,168,1,5,7,34,0,1,0,1,8,1,41,3,7,8,29:28,0,1,1,5-49,4.5,45,204,2.3,10-19,44,248,0-0,3-15,12,11,0,3,San Diego State,home,33,401309856,2021,3,regular
1,0,48,0,3,7,0,0,1,1,1,5,0,45,2,2,5,31:59,0,1,1,3-33,3.4,37,127,6.2,18-39,242,369,1-1,4-18,16,1,0,1,Hawai'i,home,13,401310705,2021,3,regular
0,2,51,0,2,5,,,,1,2,5,0,43,2,0,9,28:01,1,1,2,5-47,2.2,26,56,4.6,23-51,235,291,0-0,7-20,15,38,0,4,San José State,away,17,401310705,2021,3,regular
1,4,62,0,2,5,0,0,1,0,,4,0,39,1,4,4,27:33,1,0,1,7-55,6.2,34,212,6.8,23-30,204,416,1-1,2-10,22,5,0,1,UCF,away,35,401282626,2021,3,regular
3,2,,,,6,66,1,1,0,,5,1,36,2,0,2,32:27,1,0,1,4-46,5.2,37,191,7.9,24-39,310,501,1-3,6-15,24,,,,Louisville,home,42,401282626,2021,3,regular
0,2,37,0,3,8,0,0,1,1,0,3,0,44,2,1,0,31:34,2,0,2,11-100,2.6,28,73,7.9,31-54,428,501,0-0,9-17,25,,,,Tulsa,away,20,401282810,2021,3,regular
3,1,103,0,5,11,80,1,2,0,2,6,1,39,2,4,10,28:26,1,1,2,8-81,7.9,41,323,7.4,15-25,185,508,0-0,6-11,24,20,0,1,Ohio State,home,41,401282810,2021,3,regular
2,0,22,0,1,5,,,,2,1,7,0,47,3,1,2,30:51,1,0,1,6-44,4.1,45,183,7.1,10-26,185,368,0-0,8-17,19,11,0,3,Illinois,home,17,401282715,2021,3,regular
1,1,,,,8,5,0,1,0,3,7,0,42,6,4,6,29:09,0,2,2,8-63,4.9,27,131,8.1,32-43,350,481,0-0,2-10,24,-7,0,2,Maryland,away,20,401282715,2021,3,regular
0,1,54,0,3,7,,,,0,,5,0,35,0,1,3,30:11,0,0,0,4-50,4.7,34,159,3.9,12-25,98,257,1-1,3-13,14,,,,Delaware,away,13,401282823,2021,3,regular
3,2,38,0,1,9,,,,0,,9,1,26,5,2,6,29:49,0,0,0,2-30,4.3,38,163,11.4,23-29,330,493,0-1,10-14,25,89,1,3,Rutgers,home,45,401282823,2021,3,regular
3,1,117,1,2,6,43,0,3,1,2,6,1,40,1,4,5,29:37,1,1,2,11-72,3.3,36,118,5.8,20-36,210,328,1-1,4-14,20,25,0,3,Cincinnati,away,38,401282725,2021,3,regular
1,2,31,0,2,6,0,0,1,1,1,5,0,37,2,1,3,30:23,3,1,4,5-45,4.1,37,152,5.6,17-40,224,376,1-3,6-16,20,,,,Indiana,home,24,401282725,2021,3,regular
0,0,22,0,1,,,,,0,4,6,0,51,1,0,1,19:47,0,2,2,3-30,-0.9,21,-19,3.4,12-24,82,63,0-2,2-12,6,8,0,3,Colorado,home,0,401282791,2021,3,regular
4,0,,,,6,,,,2,2,8,0,32,4,0,4,40:13,0,0,0,4-34,5.2,53,277,9.6,11-17,164,441,1-1,3-11,22,44,0,5,Minnesota,away,30,401282791,2021,3,regular
1,0,25,0,1,1,,,,0,1,5,0,40,3,1,1,31:01,3,1,4,13-89,3.6,39,140,5.7,10-23,131,271,1-2,7-16,14,0,0,2,Stony Brook,away,7,401309850,2021,3,regular
4,2,42,0,2,12,24,0,3,1,0,4,0,22,1,1,1,28:59,0,0,0,6-80,4.6,40,182,8.8,21-29,254,436,1-1,3-10,26,14,0,2,Oregon,home,48,401309850,2021,3,regular
0,0,45,0,3,3,,,,1,2,1,0,43,1,0,5,25:06,1,2,3,6-49,2.1,23,48,4.5,22-49,220,268,0-2,5-18,15,13,0,2,Arkansas State,away,3,401309605,2021,3,regular
3,3,15,0,1,10,34,0,1,2,2,6,0,43,3,0,7,34:54,2,1,3,6-57,5.1,39,200,9.0,25-44,398,598,1-1,8-14,30,17,0,6,Washington,home,52,401309605,2021,3,regular
2,2,26,0,1,6,9,0,1,0,,2,0,29,0,0,3,30:14,1,0,1,8-57,2.7,22,59,7.4,29-55,408,467,1-1,9-18,24,0,0,1,Sacramento State,away,30,401309849,2021,3,regular
3,2,119,1,3,6,0,0,1,0,1,2,1,32,0,4,8,29:46,1,0,1,6-70,7.5,33,246,8.5,22-34,288,534,0-2,5-9,29,,,,California,home,42,401309849,2021,3,regular
1,4,62,0,2,9,14,0,2,2,3,5,1,31,3,1,0,29:43,2,1,3,5-35,1.9,25,48,8.3,31-48,399,447,1-1,7-15,24,-1,0,2,USC,away,45,401309852,2021,3,regular
0,2,37,0,2,2,27,0,2,1,2,9,0,32,1,4,3,30:17,2,2,4,7-51,3.3,30,99,5.3,20-34,180,279,2-4,4-13,15,28,0,2,Washington State,home,14,401309852,2021,3,regular
2,0,57,0,3,5,60,0,2,0,3,8,0,31,2,2,1,32:23,2,2,4,16-121,4.9,33,161,9.1,21-29,265,426,0-0,7-13,19,5,0,2,Arizona State,away,17,401309854,2021,3,regular
1,3,,,,3,0,0,2,2,2,7,0,34,2,1,2,27:37,2,0,2,3-25,3.7,39,144,7.8,16-28,217,361,0-0,4-11,24,-5,0,2,BYU,home,27,401309854,2021,3,regular
1,4,22,0,1,3,,,,0,,3,0,32,1,6,4,31:46,3,0,3,5-45,2.8,27,76,7.5,30-47,352,428,2-2,6-13,24,,,,South Carolina State,away,35,401319455,2021,3,regular
3,3,110,0,5,5,35,0,3,0,1,9,0,31,2,9,3,28:14,0,0,0,6-55,3.1,34,106,9.7,24-33,321,427,0-1,7-13,24,,,,New Mexico State,home,43,401319455,2021,3,regular
1,1,42,0,2,5,,,,1,2,6,0,54,3,0,2,28:16,1,0,1,8-79,1.9,35,67,5.0,15-27,134,201,1-1,3-14,15,31,0,3,Old Dominion,away,17,401282201,2021,3,regular
2,4,98,0,4,9,3,0,1,0,1,9,0,38,5,0,5,31:44,0,1,1,5-50,4.4,41,182,8.3,21-29,242,424,0-1,9-15,23,24,0,5,Liberty,home,45,401282201,2021,3,regular
1,1,25,0,1,3,28,1,2,2,3,10,1,46,2,1,4,34:41,2,1,3,4-30,3.3,45,148,4.6,12-20,92,240,0-0,4-15,15,2,0,1,Northern Arizona,away,21,401309853,2021,3,regular
0,2,53,0,2,7,52,0,2,2,2,7,0,42,1,0,2,25:01,2,1,3,7-70,3.9,27,106,6.3,25-41,257,363,0-1,3-14,19,73,0,5,Arizona,home,19,401309853,2021,3,regular
0,2,24,0,1,9,0,0,1,2,1,9,0,26,5,10,1,36:59,2,1,3,7-60,4.0,44,175,6.2,26-45,277,452,1-1,10-20,23,68,0,5,UT San Antonio,home,27,401282194,2021,3,regular
0,2,,,,1,56,0,2,1,1,6,0,45,2,10,3,23:01,1,1,2,5-47,0.3,25,8,6.4,14-30,191,199,0-1,2-14,11,5,0,1,Middle Tennessee,away,13,401282194,2021,3,regular
0,2,16,0,1,2,,,,1,0,4,0,48,0,2,4,21:52,2,0,2,8-81,1.6,18,29,5.2,16-40,208,237,0-1,1-15,9,,,,Fordham,away,14,401282198,2021,3,regular
3,2,69,0,3,9,25,1,2,0,3,7,1,17,1,4,5,38:08,0,3,3,9-52,5.0,49,246,6.5,30-46,301,547,0-0,10-18,32,26,0,4,Florida Atlantic,home,45,401282198,2021,3,regular
2,3,,,,10,5,0,1,0,,6,0,39,3,5,2,32:06,0,0,0,11-108,3.4,51,173,16.7,7-14,234,407,2-2,3-13,17,36,0,2,UAB,away,40,401282195,2021,3,regular
0,1,43,0,3,,,,,0,,4,0,36,2,1,2,27:54,1,0,1,8-65,2.8,44,121,2.9,14-34,99,220,1-3,5-18,18,13,0,1,North Texas,home,6,401282195,2021,3,regular
0,5,125,0,6,9,35,0,1,0,,2,0,27,1,8,2,32:37,0,0,0,8-85,4.8,38,183,7.9,36-50,395,578,0-2,8-16,31,5,0,1,SMU,away,39,401282199,2021,3,regular
1,4,,,,7,,,,0,1,2,0,40,0,3,3,27:23,1,0,1,8-41,4.4,30,132,9.0,24-39,351,483,0-0,5-11,24,,,,Louisiana Tech,home,37,401282199,2021,3,regular
1,1,66,0,3,5,,,,2,2,4,0,40,2,0,4,29:38,0,1,1,8-50,4.6,29,132,5.1,25-49,248,380,1-4,5-16,20,14,0,2,Florida A&M,away,17,401301006,2021,3,regular
4,1,6,0,1,8,,,,2,2,4,0,41,1,4,5,30:22,0,1,1,5-55,5.2,46,241,6.3,12-26,163,404,0-1,6-15,18,45,0,4,South Florida,home,38,401301006,2021,3,regular
4,1,24,0,1,8,,,,1,1,9,0,28,5,15,3,24:32,2,1,3,6-56,5.9,36,214,10.8,24-40,433,647,1-2,6-13,24,12,0,2,Marshall,home,38,401282200,2021,3,regular
3,3,19,0,1,6,0,0,2,1,3,4,0,30,1,7,4,35:28,0,1,1,5-50,4.2,40,166,7.7,31-51,395,561,2-3,9-20,27,9,0,1,East Carolina,away,42,401282200,2021,3,regular
0,0,32,0,2,,1,0,1,0,1,9,0,50,3,1,2,25:02,0,1,1,6-45,1.6,34,53,4.1,5-12,49,102,0-0,0-14,3,,,,Grambling,away,0,401301005,2021,3,regular
3,2,28,0,1,9,,,,2,1,9,1,26,3,3,2,34:58,1,0,1,5-35,3.6,45,164,8.9,18-29,258,422,1-1,7-16,24,60,1,4,Houston,home,45,401301005,2021,3,regular
1,2,,,,2,,,,1,2,7,0,43,2,2,6,26:39,1,1,2,6-51,5.6,50,282,11.6,6-12,139,421,3-3,4-12,20,,,,Georgia State,home,20,401282196,2021,3,regular
0,1,114,0,4,1,0,0,1,0,1,4,0,37,1,0,0,33:21,0,1,1,4-30,3.0,39,118,5.6,13-28,158,276,2-4,4-15,17,,,,Charlotte,away,9,401282196,2021,3,regular
0,1,93,0,3,1,,,,0,3,12,0,38,3,2,3,26:27,1,2,3,7-60,1.5,17,26,6.2,28-42,259,285,0-2,4-13,16,,,,Jackson State,away,7,401309607,2021,3,regular
0,0,,,,12,23,0,1,3,0,6,0,31,3,1,5,33:40,0,0,0,3-25,2.3,41,94,4.5,17-35,156,250,0-1,5-19,17,3,0,1,Louisiana Monroe,home,12,401309607,2021,3,regular
0,0,32,0,1,3,,,,2,0,9,0,36,4,1,4,29:06,2,0,2,8-54,0.0,39,-1,5.8,16-27,157,156,0-1,5-17,14,44,0,5,Southern Mississippi,home,9,401282203,2021,3,regular
1,2,,,,3,37,0,2,0,2,16,0,43,9,0,6,30:54,0,2,2,10-85,1.5,32,49,6.4,27-40,255,304,0-1,7-17,17,16,0,1,Troy,away,21,401282203,2021,3,regular
1,1,52,0,3,3,,,,4,0,3,0,46,0,3,2,32:00,1,0,1,11-67,1.0,31,32,8.0,20-33,265,297,1-2,3-15,13,23,0,1,Alcorn State,away,21,401309608,2021,3,regular
4,0,45,0,2,4,0,0,1,0,4,7,0,35,4,6,3,27:57,0,4,4,5-45,5.5,43,236,6.3,14-25,158,394,1-3,4-12,22,8,0,3,South Alabama,home,28,401309608,2021,3,regular
2,4,71,0,3,6,,,,1,7,6,0,48,2,6,5,27:46,1,2,3,7-35,3.3,24,79,8.0,31-47,376,455,1-1,7-11,27,1,0,1,Incarnate Word,away,42,401309609,2021,3,regular
2,2,48,0,3,10,0,0,1,2,5,5,0,25,1,2,3,32:14,0,2,2,7-70,4.1,44,182,6.8,25-41,278,460,2-3,8-15,26,1,0,2,Texas State,home,34,401309609,2021,3,regular
1,0,45,0,3,4,,,,2,1,4,0,36,1,1,5,32:53,1,1,2,8-55,2.4,27,66,6.3,22-36,225,291,0-0,4-14,14,,,,Elon,away,10,401309604,2021,3,regular
4,1,57,0,2,14,90,0,1,1,3,8,0,32,3,11,4,27:08,0,2,2,6-32,4.9,38,187,11.8,22-29,341,528,1-1,3-10,24,8,0,3,Appalachian State,home,44,401309604,2021,3,regular
0,1,87,0,5,7,,,,1,2,12,0,44,6,3,5,28:37,4,1,5,5-33,2.8,28,78,5.9,18-41,240,318,0-1,1-14,16,16,0,3,Wisconsin,home,13,401282707,2021,4,regular
0,2,132,1,3,11,143,2,4,1,2,4,3,45,1,5,2,31:23,0,1,1,11-93,0.1,32,3,6.5,21-37,239,242,1-1,5-16,17,20,0,3,Notre Dame,away,41,401282707,2021,4,regular
0,0,62,0,5,0,0,0,1,0,2,5,0,45,0,1,3,22:44,2,1,3,4-29,1.9,28,53,1.3,5-18,24,77,0-1,2-13,4,,,,Vanderbilt,home,0,401282088,2021,4,regular
5,3,19,0,1,14,20,0,2,2,2,4,0,24,1,1,5,37:16,1,0,1,4-17,5.0,48,241,10.4,21-28,291,532,0-1,6-14,28,19,0,2,Georgia,away,62,401282088,2021,4,regular
0,2,82,0,4,2,,,,1,1,5,0,29,1,4,3,24:31,0,0,0,10-85,4.0,37,148,8.9,15-31,275,423,1-2,5-13,20,,,,Tennessee,away,14,401282084,2021,4,regular
2,3,42,0,2,8,,,,0,1,7,0,25,4,3,3,35:29,0,1,1,6-45,7.1,40,283,7.9,22-28,222,505,0-1,9-14,25,5,0,1,Florida,home,38,401282084,2021,4,regular
1,0,,,,10,,,,0,4,5,0,38,2,2,2,35:36,1,2,3,4-29,5.2,44,230,4.6,15-22,102,332,0-0,6-12,22,,,,Kentucky,away,16,401282087,2021,4,regular
0,1,19,0,1,4,-1,0,1,2,0,3,0,37,0,3,3,24:24,0,0,0,5-45,2.2,26,58,6.3,17-25,158,216,0-3,3-12,12,7,0,1,South Carolina,home,10,401282087,2021,4,regular
0,2,59,0,3,2,13,0,1,0,,4,0,38,2,1,0,31:18,1,0,1,5-36,2.5,33,82,5.5,11-24,131,213,0-1,5-15,11,18,0,1,Southern Mississippi,away,14,401282081,2021,4,regular
1,6,177,2,3,9,6,0,1,0,1,6,2,32,2,9,1,28:42,1,0,1,7-62,6.4,33,211,15.2,23-26,395,606,1-1,6-10,22,-2,0,1,Alabama,home,63,401282081,2021,4,regular
0,4,,,,4,0,0,1,1,0,2,0,45,1,1,1,24:52,1,0,1,5-32,2.3,27,63,10.4,17-27,280,343,1-1,5-13,15,26,0,2,LSU,away,28,401282085,2021,4,regular
0,3,,,,5,-10,0,1,0,1,5,0,18,2,4,1,35:08,1,1,2,6-36,4.4,26,115,6.0,47-62,371,486,0-0,12-18,29,7,0,2,Mississippi State,home,25,401282085,2021,4,regular
1,0,32,0,1,4,,,,0,1,8,0,39,2,3,2,29:10,1,0,1,11-75,5.3,23,121,4.2,20-36,151,272,0-1,4-14,15,,,,Texas A&M,away,10,401282082,2021,4,regular
