rushingTDs,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,fumblesRecovered,totalFumbles,tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,puntReturnYards,puntReturnTDs,puntReturns,team,home_away,points,game_id,season,week,season_type
2,1,,,,10,2,0,1,0,1,7,1,15,3,0,3,34:08,0,1,1,9-79,5.3,42,223,8.3,11-20,165,388,1-1,5-13,20,22,1,1,UAB,away,34,401282234,2021,7,regular
1,0,142,0,7,7,0,0,1,0,3,8,0,34,1,4,2,23:28,2,2,4,5-43,2.7,29,78,5.1,15-26,133,211,3-3,0-11,15,5,0,1,Appalachian State,away,13,401309620,2021,7,regular
5,1,25,0,2,5,32,0,2,2,1,4,0,26,2,0,2,36:32,1,0,1,9-97,5.6,44,246,8.4,15-25,209,455,1-1,8-15,23,-1,0,1,Louisiana,home,41,401309620,2021,7,regular
1,3,88,0,5,4,,,,0,2,3,0,28,1,1,4,28:51,3,1,4,4-45,2.3,39,91,8.7,22-32,279,370,1-2,8-16,21,,,,Texas State,home,28,401309622,2021,7,regular
2,1,0,0,1,7,31,1,3,1,0,7,1,39,4,0,0,31:09,0,0,0,5-45,5.3,40,210,6.3,22-29,182,392,1-2,7-14,23,,,,Troy,away,31,401309622,2021,7,regular
1,0,33,0,3,6,,,,0,1,6,0,36,2,2,3,30:02,1,0,1,5-30,2.8,44,121,4.5,7-25,112,233,1-3,9-21,10,2,0,1,Georgia Southern,away,14,401309621,2021,7,regular
2,3,38,0,3,11,0,0,1,0,,7,0,30,4,5,6,29:58,0,0,0,5-15,4.4,32,140,12.3,25-33,405,545,0-0,7-12,20,,,,South Alabama,home,41,401309621,2021,7,regular
1,1,,,,3,,,,0,1,12,0,39,3,4,2,31:35,4,0,4,8-62,4.0,27,108,3.5,19-54,191,299,1-3,7-20,16,13,0,4,Yale,away,15,401286192,2021,7,regular
1,2,45,0,3,3,0,0,4,0,1,5,0,35,1,23,6,28:35,0,0,0,8-80,3.1,38,119,6.2,21-32,199,318,0-1,4-18,15,42,0,3,Connecticut,home,21,401286192,2021,7,regular
2,0,96,0,5,4,0,0,1,0,2,3,0,48,1,0,3,28:37,1,1,2,9-65,3.9,33,129,8.1,27-37,299,428,1-2,6-13,25,,,,USC,away,16,401282709,2021,8,regular
3,1,14,0,1,7,79,0,1,1,0,4,0,53,3,3,3,31:23,1,0,1,4-39,4.1,41,170,7.1,22-30,213,383,1-1,8-12,26,,,,Notre Dame,home,31,401282709,2021,8,regular
5,2,10,0,1,10,47,0,1,0,2,5.5,1,29,3,0,0,40:26,0,1,1,4-30,4.1,49,203,8.6,31-43,371,574,0-0,15-20,33,,,,Alabama,home,52,401282111,2021,8,regular
0,3,,,,6,,,,1,0,8,0,53,2,5,0,19:34,1,0,1,12-98,2.4,27,65,10.1,19-28,282,347,0-1,2-13,10,18,0,2,Tennessee,away,24,401282111,2021,8,regular
2,2,,,,14,0,0,2,1,0,7,1,32,3,3,1,35:30,1,0,1,8-90,5.5,53,290,7.2,12-26,187,477,0-1,6-14,26,95,1,2,Texas A&M,home,44,401282114,2021,8,regular
1,1,36,0,1,2,0,0,1,0,5,5,0,38,0,6,5,24:30,2,1,3,6-57,2.3,31,71,4.4,15-26,114,185,0-1,3-13,13,20,0,1,South Carolina,away,14,401282114,2021,8,regular
1,5,76,0,3,9,22,0,1,0,,5,0,28,4,4,0,39:02,2,0,2,9-70,2.8,22,61,7.2,46-64,461,522,1-1,10-15,29,,,,Mississippi State,away,45,401282115,2021,8,regular
0,0,62,0,3,6,0,0,2,0,,4,0,44,3,2,5,20:58,1,0,1,5-40,0.5,17,9,5.8,17-25,146,155,0-0,1-11,5,24,0,1,Vanderbilt,home,6,401282115,2021,8,regular
1,1,14,0,1,5,,,,0,4,9,0,37,3,1,1,29:08,1,2,3,2-16,2.2,35,77,7.5,20-33,249,326,0-1,4-12,20,-1,0,1,LSU,away,17,401282113,2021,8,regular
3,1,,,,7,0,0,1,2,2,7,0,27,5,6,3,30:52,0,1,1,12-106,5.4,49,265,8.2,20-25,205,470,3-3,5-13,25,11,0,1,Ole Miss,home,31,401282113,2021,8,regular
0,0,,,,3,,,,4,0,7,0,38,1,1,5,36:18,2,0,2,4-30,3.0,37,111,5.1,8-22,112,223,0-1,1-14,13,,,,Arkansas-Pine Bluff,away,3,401282112,2021,8,regular
1,4,-3,0,1,9,14,0,2,0,4,11,1,21,3,5,6,23:42,0,2,2,9-76,7.1,41,291,9.7,11-22,213,504,1-2,2-9,25,141,1,5,Arkansas,home,45,401282112,2021,8,regular
0,2,18,0,1,5,,,,0,2,6,0,34,1,0,2,25:28,1,1,2,6-68,3.2,31,100,6.7,22-34,227,327,1-1,6-14,20,24,0,2,Ball State,home,17,401308838,2021,8,regular
1,2,77,0,3,4,0,0,1,2,1,5,0,29,1,2,3,34:32,0,0,0,8-80,3.2,39,126,9.4,21-25,234,360,1-1,5-12,18,,,,Miami (OH),away,24,401308838,2021,8,regular
3,1,22,0,1,10,0,0,1,2,0,5,0,46,0,3,0,26:37,0,0,0,8-56,4.4,45,200,8.3,26-31,257,457,0-1,8-15,28,,,,Kent State,away,34,401309576,2021,8,regular
3,0,63,0,7,9,,,,0,2,7,0,36,1,0,4,33:23,1,2,3,5-50,4.0,34,135,7.5,34-43,322,457,0-1,8-13,27,2,0,1,Ohio,home,27,401309576,2021,8,regular
3,3,25,0,1,9,0,0,1,2,1,14,0,38,11,0,1,31:06,0,1,1,2-20,4.7,49,231,11.5,17-22,253,484,1-2,7-12,25,2,0,1,Buffalo,away,45,401309575,2021,8,regular
1,0,60,0,5,4,,,,1,6,4,0,35,0,0,1,28:54,1,3,4,5-45,5.1,45,229,3.9,7-19,75,304,1-2,7-14,19,,,,Akron,home,10,401309575,2021,8,regular
2,0,26,0,4,3,,,,0,2,7,0,32,3,5,1,31:45,0,2,2,9-75,4.2,40,166,8.0,15-29,232,398,0-3,6-15,21,1,0,1,Western Michigan,away,15,401309573,2021,8,regular
1,2,65,0,3,10,,,,2,0,3,0,33,2,2,7,28:15,0,0,0,8-75,4.5,43,192,5.8,8-24,138,330,1-1,5-14,22,32,0,2,Toledo,home,34,401309573,2021,8,regular
3,0,64,0,4,6,,,,1,2,2,0,35,1,2,0,28:26,1,1,2,8-49,4.8,27,130,6.3,21-39,244,374,0-0,6-14,19,2,0,1,Bowling Green,home,24,401309574,2021,8,regular
2,4,79,0,5,13,0,0,1,1,1,3,1,36,1,4,6,31:34,0,1,1,3-25,3.3,39,130,10.2,25-32,325,455,1-2,7-12,24,78,1,5,Eastern Michigan,away,55,401309574,2021,8,regular
1,3,54,0,3,11,,,,1,1,2,0,38,0,0,2,36:09,0,0,0,6-63,4.0,49,197,12.5,18-28,351,548,4-5,6-17,25,,,,Northern Illinois,away,39,401309577,2021,8,regular
2,3,111,0,8,8,,,,0,1,6,0,37,2,0,3,23:51,0,1,1,4-25,6.5,29,189,7.4,26-42,311,500,2-3,5-12,25,,,,Central Michigan,home,38,401309577,2021,8,regular
0,0,139,0,5,3,,,,1,2,2,0,26,1,1,1,30:17,2,1,3,8-61,4.0,28,112,3.9,15-33,129,241,0-2,3-13,14,,,,UMass,away,3,401282663,2021,8,regular
5,2,26,0,1,11,70,1,2,1,2,9,1,30,4,2,3,29:43,0,1,1,3-41,8.1,45,365,14.7,10-15,221,586,0-1,6-9,25,0,0,1,Florida State,home,59,401282663,2021,8,regular
4,0,25,0,1,4,2,0,2,1,2,6,0,47,3,3,5,30:18,2,2,4,7-70,7.0,47,331,6.3,9-17,107,438,1-1,4-10,22,46,0,3,Louisville,home,28,401282664,2021,8,regular
1,1,81,0,5,2,12,0,2,2,2,4,0,42,0,1,0,29:42,2,1,3,5-45,3.5,36,125,4.4,17-32,141,266,2-3,3-14,17,,,,Boston College,away,14,401282664,2021,8,regular
0,2,11,0,1,9,65,1,2,0,1,5,1,38,1,2,6,36:07,0,1,1,9-87,3.8,43,162,7.7,25-39,302,464,1-1,10-19,26,-1,0,2,Pittsburgh,home,27,401282666,2021,8,regular
2,0,107,0,4,5,,,,1,1,3,0,33,2,6,3,23:53,2,0,2,5-46,5.5,30,164,4.7,15-32,151,315,0-0,4-11,19,,,,Clemson,away,17,401282666,2021,8,regular
0,4,10,0,1,7,,,,0,3,3,0,30,1,7,6,31:30,0,0,0,9-66,2.5,38,95,9.8,25-33,325,420,1-1,6-17,18,12,0,2,Miami,home,31,401282665,2021,8,regular
1,2,43,0,2,12,,,,0,,9,0,40,4,5,0,28:30,0,0,0,6-47,5.0,22,111,7.4,24-42,310,421,1-2,3-14,18,3,0,1,NC State,away,30,401282665,2021,8,regular
5,3,32,0,5,8,,,,0,4,1,0,27,0,1,0,42:43,1,1,2,7-64,5.9,70,416,13.8,10-13,179,595,3-4,9-16,31,,,,Army,home,56,401282662,2021,8,regular
4,5,76,0,5,10,83,1,1,1,,3,1,60,1,0,1,17:17,0,0,0,6-66,7.8,23,180,15.8,23-29,458,638,0-1,7-8,22,,,,Wake Forest,away,70,401282662,2021,8,regular
4,2,51,0,1,5,,,,0,3,6,0,33,3,2,3,31:14,0,0,0,7-45,7.0,45,314,6.9,16-34,236,550,4-4,7-16,25,15,0,1,Syracuse,away,41,401282668,2021,8,regular
3,1,94,0,5,10,,,,0,,3,0,31,1,5,8,28:46,0,0,0,1-5,5.9,44,260,8.9,10-20,177,437,0-1,5-12,21,46,0,2,Virginia Tech,home,36,401282668,2021,8,regular
2,4,26,0,2,12,13,0,1,0,,3,0,37,1,4,5,31:53,0,0,0,4-38,8.0,30,240,9.2,29-43,396,636,0-0,7-11,32,,,,Virginia,home,48,401282667,2021,8,regular
2,3,,,,8,,,,0,,2,0,36,1,1,5,28:07,1,0,1,3-35,7.9,34,270,6.8,27-44,300,570,1-1,6-13,28,6,0,2,Georgia Tech,away,40,401282667,2021,8,regular
1,2,31,0,3,6,,,,0,,4,0,29,3,2,1,34:11,0,0,0,4-40,2.0,33,67,9.3,27-33,307,374,1-3,5-14,18,,,,Iowa State,home,24,401287925,2021,8,regular
0,3,67,0,3,3,,,,0,1,4,0,40,2,2,1,25:49,0,0,0,7-72,3.3,32,107,9.4,15-24,225,332,0-1,2-10,16,-4,0,2,Oklahoma State,away,21,401287925,2021,8,regular
3,0,21,0,1,6,,,,2,0,5,0,38,2,3,3,24:30,1,0,1,5-40,4.6,37,170,7.8,10-19,148,318,3-5,2-11,14,27,0,1,Texas Tech,home,24,401287928,2021,8,regular
2,1,67,0,3,5,10,0,1,0,2,7,0,36,3,2,1,35:30,0,2,2,12-93,2.4,29,71,10.2,24-30,306,377,2-2,5-13,17,,,,Kansas State,away,25,401287928,2021,8,regular
2,1,38,0,2,5,0,0,1,0,1,4,0,32,3,1,0,35:30,0,1,1,5-50,4.0,42,166,10.7,17-23,246,412,1-1,9-13,23,,,,Kansas,home,23,401287926,2021,8,regular
3,2,,,,5,,,,1,1,5,0,36,1,3,1,24:30,1,0,1,10-65,6.5,34,220,8.9,15-20,178,398,2-3,6-10,18,16,0,1,Oklahoma,away,35,401287926,2021,8,regular
3,0,33,0,2,11,75,0,2,1,0,6,0,44,2,0,1,35:30,0,0,0,5-45,5.6,41,229,8.9,22-29,258,487,1-2,6-14,24,-2,0,1,West Virginia,away,29,401287927,2021,8,regular
0,1,108,1,4,5,,,,0,3,3,1,49,1,1,1,24:30,2,1,3,7-45,4.4,34,149,9.4,16-26,244,393,1-3,4-12,19,,,,TCU,home,17,401287927,2021,8,regular
2,1,71,0,4,6,27,0,1,0,2,13,0,41,8,0,4,26:07,1,1,2,9-86,4.4,43,190,9.4,18-30,282,472,0-1,6-13,26,-1,0,2,Colorado State,away,24,401310725,2021,8,regular
0,2,91,0,3,14,0,0,1,1,0,3,0,40,1,4,2,33:53,1,0,1,4-45,2.3,48,111,7.8,17-30,233,344,2-2,5-18,26,3,0,1,Utah State,home,26,401310725,2021,8,regular
1,1,,,,2,4,0,1,2,0,4,0,40,2,0,4,34:14,0,0,0,5-45,3.3,44,147,10.2,10-11,112,259,3-4,3-14,12,18,0,2,New Mexico,away,14,401310726,2021,8,regular
0,0,,,,3,,,,0,2,4,0,42,0,0,0,25:46,1,1,2,7-39,3.0,36,108,4.9,14-30,147,255,1-3,3-13,16,1,0,2,Wyoming,home,3,401310726,2021,8,regular
2,0,46,0,2,8,27,0,1,2,0,5,0,40,1,0,0,31:15,0,0,0,10-61,4.0,39,157,5.5,11-13,72,229,1-1,5-13,10,,,,San Diego State,away,20,401310724,2021,8,regular
1,1,,,,2,,,,0,2,3,0,42,1,1,1,28:45,1,1,2,3-28,4.0,48,192,4.5,5-15,67,259,3-4,4-16,15,20,0,1,Air Force,home,14,401310724,2021,8,regular
0,4,179,0,7,8,,,,1,1,4,0,39,1,0,2,34:05,1,1,2,10-97,2.2,21,47,7.8,49-61,476,523,0-1,9-17,30,17,0,2,Nevada,away,32,401310727,2021,8,regular
2,2,12,0,4,10,6,0,1,1,2,11,0,58,5,1,3,25:55,0,1,1,10-97,6.8,30,205,6.7,26-38,256,461,0-0,3-11,24,,,,Fresno State,home,34,401310727,2021,8,regular
3,0,1,0,5,9,,,,1,5,9,0,40,5,0,6,25:39,0,2,2,1-5,6.5,33,216,7.6,17-28,213,429,0-2,7-11,20,6,0,2,San José State,away,27,401310729,2021,8,regular
1,1,48,0,3,8,,,,2,1,4,0,28,1,0,4,34:21,0,1,1,3-18,2.4,40,95,8.3,20-29,240,335,1-1,10-18,18,,,,UNLV,home,20,401310729,2021,8,regular
4,0,18,0,2,10,,,,2,0,8,0,48,1,0,1,32:30,2,0,2,4-21,7.6,34,257,4.2,24-54,228,485,1-2,7-17,28,,,,New Mexico State,away,34,401310728,2021,8,regular
4,0,74,0,5,12,154,2,2,0,5,2,2,41,0,5,8,27:30,0,2,2,7-55,7.3,36,263,7.6,25-29,219,482,0-0,5-9,25,9,0,2,Hawai'i,home,48,401310728,2021,8,regular
0,1,33,0,2,1,,,,0,3,4,0,41,1,0,5,27:59,0,0,0,1-7,1.3,37,48,4.7,8-17,80,128,0-2,5-14,10,0,0,1,Indiana,home,7,401282730,2021,8,regular
3,4,42,0,1,10,,,,0,,14,0,37,5,1,1,32:01,0,0,0,5-40,5.8,32,187,9.5,28-37,352,539,0-0,6-9,31,20,0,1,Ohio State,away,54,401282730,2021,8,regular
4,0,20,0,2,10,,,,1,,5,0,27,2,2,1,37:35,0,0,0,4-50,5.8,56,326,9.6,8-13,125,451,0-0,7-12,26,,,,Minnesota,home,34,401282767,2021,8,regular
1,1,12,0,1,4,,,,0,1,2,0,41,0,0,1,22:25,0,1,1,8-79,3.4,23,79,7.0,17-27,189,268,0-1,5-11,14,0,0,1,Maryland,away,16,401282767,2021,8,regular
1,0,46,0,3,1,,,,2,3,1,0,53,1,0,2,20:41,1,1,2,2-25,4.3,23,100,4.2,16-32,133,233,1-2,4-14,10,9,0,1,Northwestern,away,7,401282779,2021,8,regular
4,0,41,0,2,9,23,0,1,1,2,4,0,27,1,4,7,39:19,0,2,2,4-40,5.4,54,294,5.1,23-32,163,457,1-1,12-20,28,28,0,4,Michigan,home,33,401282779,2021,8,regular
1,0,,,,10,,,,0,3,8,0,31,4,1,3,36:25,1,2,3,4-50,5.3,67,357,1.8,8-21,38,395,0-0,9-18,26,-2,0,1,Illinois,away,20,401282717,2021,8,regular
0,1,,,,10,2,0,1,2,1,6,0,58,4,1,7,23:35,0,0,0,7-81,2.1,29,62,4.9,19-34,165,227,1-1,4-17,14,,,,Penn State,home,18,401282717,2021,8,regular
0,1,37,0,7,1,,,,2,3,7,0,44,2,0,1,27:22,3,2,5,4-45,-0.5,24,-13,5.8,27-38,219,206,0-1,3-12,17,27,0,3,Purdue,home,13,401282821,2021,8,regular
3,0,34,0,3,12,58,0,3,2,5,10,0,47,6,0,0,32:38,0,2,2,8-79,5.7,51,290,6.5,5-8,52,342,0-0,1-11,14,-1,0,1,Wisconsin,away,30,401282821,2021,8,regular
2,1,69,0,4,6,,,,2,1,9,0,37,5,2,1,21:59,1,1,2,10-108,5.8,22,127,9.9,19-32,318,445,1-3,2-9,15,12,0,2,UAB,home,24,401282238,2021,8,regular
1,3,92,0,3,6,0,0,1,1,2,5,0,29,3,2,7,38:01,0,2,2,2-30,2.9,48,141,9.3,17-22,205,346,5-5,6-16,19,13,0,1,Rice,away,30,401282238,2021,8,regular
3,1,,,,7,20,0,2,1,3,3,0,34,1,0,4,31:17,2,1,3,8-50,2.4,45,110,5.3,24-46,242,352,5-7,10-19,28,12,0,2,UCLA,home,31,401309879,2021,8,regular
5,0,23,0,1,4,19,0,2,1,2,11,0,52,4,2,8,28:43,2,1,3,9-57,5.0,24,121,7.6,29-39,296,417,0-1,7-9,22,,,,Oregon,away,34,401309879,2021,8,regular
1,0,,,,10,,,,0,,8,0,26,4,1,2,29:28,2,0,2,10-73,5.5,40,218,3.0,13-21,62,280,0-0,5-14,15,29,0,2,Arizona,home,16,401309877,2021,8,regular
1,2,,,,3,8,0,2,0,,7,0,32,2,0,1,30:32,0,0,0,4-45,2.3,38,88,9.9,13-22,217,305,0-0,5-13,16,8,0,3,Washington,away,21,401309877,2021,8,regular
0,0,87,0,2,3,,,,0,1,5,0,41,1,1,3,21:30,1,0,1,2-15,1.3,28,35,3.8,9-18,69,104,0-1,3-12,7,16,0,1,Colorado,away,3,401309878,2021,8,regular
0,2,53,0,2,14,2,0,1,0,,12,0,26,6,4,3,38:30,0,0,0,7-75,5.3,40,213,7.5,22-30,225,438,1-1,6-15,23,22,0,3,California,home,26,401309878,2021,8,regular
2,2,,,,10,,,,2,1,5,0,30,2,2,2,32:25,0,0,0,4-35,4.6,41,188,7.4,22-36,267,455,1-3,7-15,28,,,,Utah,away,34,401309880,2021,8,regular
3,2,42,0,2,6,,,,0,2,4,1,26,0,6,5,27:35,0,1,1,11-114,6.3,41,260,10.9,14-19,208,468,0-1,7-11,22,37,1,2,Oregon State,home,42,401309880,2021,8,regular
3,0,37,0,2,3,23,0,1,0,1,2,0,31,1,0,4,29:37,0,0,0,2-10,5.0,48,238,7.0,16-21,147,385,0-1,8-13,23,21,0,1,BYU,away,21,401309881,2021,8,regular
3,0,22,0,1,1,,,,0,2,3,0,41,2,1,0,30:23,1,0,1,4-35,4.0,23,93,6.9,26-37,257,350,0-0,7-11,20,1,0,1,Washington State,home,19,401309881,2021,8,regular
2,1,0,0,1,8,,,,0,,8,0,24,6,9,2,35:50,2,0,2,9-90,4.0,60,242,6.1,22-35,212,454,3-5,8-20,29,20,0,1,North Texas,home,26,401282240,2021,8,regular
0,4,63,0,2,5,0,0,2,0,1,9,1,63,1,0,4,24:10,0,0,0,11-97,1.6,29,45,8.5,19-36,305,350,1-3,7-15,21,72,1,1,Liberty,away,35,401282240,2021,8,regular
0,1,103,0,8,7,,,,0,4,6,0,35,1,7,3,22:38,2,1,3,8-75,2.4,28,67,6.4,21-37,237,304,1-3,4-14,15,,,,Connecticut,home,13,401282239,2021,8,regular
1,4,24,0,1,14,29,0,2,2,2,11,0,41,2,4,9,37:22,0,0,0,7-65,3.5,44,155,8.0,28-40,318,473,2-2,6-16,30,,,,Middle Tennessee,away,44,401282239,2021,8,regular
0,1,86,0,4,3,,,,2,2,6,0,25,1,1,1,34:56,2,1,3,5-40,2.4,32,77,6.5,27-42,274,351,4-6,4-17,21,8,0,2,Charlotte,home,9,401282235,2021,8,regular
2,3,,,,8,21,0,2,2,3,8,0,40,3,12,5,25:04,0,1,1,7-66,5.1,40,202,20.5,9-11,225,427,1-2,4-9,16,15,0,2,Florida Atlantic,away,38,401282235,2021,8,regular
1,3,18,0,1,10,,,,0,1,8,0,43,7,3,7,33:15,0,1,1,9-67,4.9,30,148,7.8,39-49,382,530,0-0,4-12,31,16,0,2,Western Kentucky,away,34,401282236,2021,8,regular
2,1,0,0,1,1,,,,1,3,6,0,46,2,0,3,26:45,0,0,0,3-20,1.0,29,28,6.6,22-40,262,290,1-2,5-15,18,26,0,2,Florida International,home,19,401282236,2021,8,regular
0,2,106,0,5,4,,,,0,1,3,0,25,0,5,2,32:35,2,1,3,8-78,1.9,33,62,8.9,26-38,339,401,0-1,6-15,22,23,0,3,Louisiana Tech,home,16,401282237,2021,8,regular
3,2,24,0,2,9,51,1,2,1,0,10,1,37,6,3,2,27:25,0,0,0,5-67,5.2,41,213,10.2,12-19,193,406,0-0,3-10,21,13,0,1,UT San Antonio,away,45,401282237,2021,8,regular
3,1,20,0,1,10,0,0,2,0,2,2,0,17,1,0,1,44:35,0,1,1,3-30,5.8,73,421,5.0,15-21,105,526,4-6,5-14,34,4,0,1,South Florida,home,34,401301029,2021,8,regular
1,1,,,,2,,,,2,0,5,0,64,0,2,0,15:25,2,0,2,6-55,3.4,14,48,8.7,12-21,183,231,0-0,2-7,8,,,,Temple,away,14,401301029,2021,8,regular
2,0,92,0,3,8,1,0,1,0,,6,0,28,1,3,2,39:27,1,0,1,3-25,2.9,67,192,6.8,11-17,116,308,3-4,7-21,22,16,0,2,Navy,home,20,401301027,2021,8,regular
1,2,44,0,3,9,1,0,1,0,,11,0,58,1,1,2,20:33,1,0,1,11-93,4.5,21,95,5.9,18-30,176,271,1-1,6-12,14,38,0,3,Cincinnati,away,27,401301027,2021,8,regular
1,2,159,1,5,7,,,,3,1,8,1,43,5,2,2,30:47,0,1,1,10-80,2.4,36,87,5.8,19-29,169,256,0-0,3-13,16,11,0,3,Houston,home,31,401301028,2021,8,regular
1,2,22,0,1,6,,,,1,5,13,0,39,5,2,2,29:13,0,3,3,7-60,2.3,35,82,7.5,23-37,278,360,0-3,1-12,20,,,,East Carolina,away,24,401301028,2021,8,regular
1,0,42,0,2,1,0,0,1,0,2,6,0,35,1,0,2,31:50,3,1,4,4-25,2.5,31,77,4.5,31-48,215,292,2-5,4-14,24,0,0,1,Memphis,away,7,401301026,2021,8,regular
1,2,27,0,1,6,73,0,3,1,0,10,0,41,6,3,8,28:10,1,0,1,11-104,5.2,41,215,3.8,13-21,80,295,0-0,3-12,17,9,0,1,UCF,home,24,401301026,2021,8,regular
4,3,127,0,3,13,-8,0,1,0,,4,0,35,1,2,4,34:23,0,0,0,5-61,4.6,38,174,10.0,31-44,438,612,2-3,7-14,31,,,,SMU,home,55,401301025,2021,8,regular
1,3,16,0,1,2,,,,0,,5,0,50,1,3,2,25:37,1,0,1,7-38,5.0,39,194,9.4,11-25,234,428,1-5,4-12,18,,,,Tulane,away,26,401301025,2021,8,regular
0,3,63,0,5,9,35,0,1,1,0,4,0,42,2,2,1,27:13,0,0,0,8-64,3.2,35,113,9.7,16-31,300,413,0-1,3-11,22,0,0,3,Arkansas State,home,27,401309624,2021,8,regular
4,0,77,0,5,4,,,,0,4,6,0,45,4,4,4,32:47,1,1,2,7-77,8.0,53,424,6.1,11-20,122,546,1-2,6-11,26,6,0,1,Louisiana,away,28,401309624,2021,8,regular
0,4,16,0,1,7,,,,1,1,7,0,36,1,2,1,34:18,2,1,3,3-35,2.8,32,89,7.8,30-41,320,409,3-4,6-16,22,,,,South Alabama,away,31,401309626,2021,8,regular
1,4,,,,11,15,0,2,1,2,7,0,34,4,1,3,25:42,0,1,1,3-45,4.9,38,186,10.5,25-35,369,555,0-1,7-13,25,-5,0,1,Louisiana Monroe,home,41,401309626,2021,8,regular
2,2,,,,4,-2,0,1,2,1,10,0,50,5,6,4,27:37,0,1,1,9-78,5.9,48,283,8.0,16-25,200,483,1-1,8-15,26,,,,Georgia State,home,28,401309625,2021,8,regular
1,0,92,0,5,10,,,,2,2,1,0,48,0,3,1,32:23,1,1,2,7-47,3.2,38,123,5.4,27-47,255,378,1-2,5-17,26,,,,Texas State,away,16,401309625,2021,8,regular
2,1,16,0,1,9,,,,2,0,4,0,37,0,2,7,29:32,0,0,0,6-57,1.9,29,55,12.7,15-23,291,346,0-0,3-9,17,,,,Coastal Carolina,away,27,401309623,2021,8,regular
2,2,88,0,4,6,,,,0,2,8,0,26,4,4,2,30:28,0,2,2,7-76,5.6,41,228,12.4,18-28,347,575,0-2,6-11,22,0,0,1,Appalachian State,home,30,401309623,2021,8,regular
3,1,106,0,6,10,,,,0,,4,0,51,1,1,1,30:15,1,0,1,9-75,5.6,40,223,10.3,24-33,341,564,0-0,6-11,28,,,,North Carolina,away,34,401282673,2021,9,regular
3,2,0,0,1,14,17,0,1,0,,7,0,46,4,1,1,29:45,0,0,0,5-40,7.0,42,293,8.8,18-26,230,523,0-0,5-11,26,47,0,1,Notre Dame,home,44,401282673,2021,9,regular
1,0,0,0,2,1,1,0,2,1,1,1,0,32,1,3,3,32:20,2,1,3,7-45,4.1,39,161,5.5,22-35,194,355,2-4,4-13,20,7,0,1,Florida,home,7,401282117,2021,9,regular
2,1,31,0,1,10,48,1,2,2,1,5,1,33,2,7,5,27:40,2,1,3,6-38,5.8,33,193,8.5,10-19,161,354,0-0,4-9,18,7,0,1,Georgia,away,34,401282117,2021,9,regular
3,1,0,0,1,7,6,0,3,1,0,1,0,24,0,3,3,41:10,0,0,0,11-88,2.7,35,94,8.8,36-39,344,438,0-0,7-12,24,11,0,1,Mississippi State,home,31,401282118,2021,9,regular
0,1,50,0,3,5,,,,0,1,8,1,28,2,0,2,18:50,3,1,4,6-68,3.3,20,66,5.4,17-28,150,216,0-0,6-11,13,77,1,2,Kentucky,away,17,401282118,2021,9,regular
3,1,39,0,2,13,0,0,1,0,,9,0,41,3,2,5,33:45,1,0,1,9-100,6.5,44,284,7.8,22-28,218,502,1-1,4-12,23,12,0,1,Missouri,away,37,401282119,2021,9,regular
1,3,,,,4,11,0,1,0,,4,0,45,0,1,2,26:15,1,0,1,5-31,7.0,37,258,4.4,14-28,122,380,0-1,4-12,20,1,0,1,Vanderbilt,home,28,401282119,2021,9,regular
3,1,120,0,5,7,0,0,1,0,4,7,0,55,3,5,3,33:25,0,2,2,6-40,4.5,46,207,8.9,22-31,276,483,2-2,4-11,30,3,0,3,Auburn,home,31,401282116,2021,9,regular
2,0,41,0,2,8,,,,2,1,4,0,54,1,2,0,26:35,1,0,1,7-57,4.0,39,157,7.3,26-42,307,464,1-4,6-15,26,,,,Ole Miss,away,20,401282116,2021,9,regular
4,4,91,0,4,8,60,0,2,0,,11,0,46,6,0,6,21:46,0,0,0,15-177,8.2,27,221,13.8,13-19,263,484,1-1,4-11,11,0,0,1,Bowling Green,away,56,401309578,2021,9,regular
5,1,120,0,7,8,,,,0,,8,0,20,3,3,3,38:14,2,0,2,5-54,3.5,64,222,7.9,17-35,277,499,2-3,8-19,36,18,0,2,Buffalo,home,44,401309578,2021,9,regular
2,1,42,0,2,6,,,,3,2,9,0,33,5,5,2,31:05,1,2,3,6-25,4.4,43,188,6.1,19-31,189,377,0-0,4-14,22,17,0,1,Clemson,home,30,401282670,2021,9,regular
0,2,26,0,1,2,-2,0,1,3,3,11,0,46,3,5,2,28:55,0,2,2,9-85,1.9,34,65,8.0,14-22,176,241,0-1,4-13,12,11,0,1,Florida State,away,20,401282670,2021,9,regular
2,0,32,0,2,3,,,,0,1,9,1,41,5,2,2,30:04,0,1,1,4-19,6.2,47,293,4.6,5-14,65,358,0-2,4-13,16,68,1,2,Syracuse,home,21,401282675,2021,9,regular
0,0,44,0,2,6,,,,1,4,6,0,39,3,3,2,29:56,0,0,0,2-20,1.8,40,71,5.6,15-32,180,251,1-3,5-18,15,30,0,3,Boston College,away,6,401282675,2021,9,regular
