rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,fumblesRecovered,totalFumbles,tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected,firstDowns,thirdDownEff,fourthDownEff,totalYards,netPassingYards,completionAttempts,yardsPerPass,rushingYards,rushingAttempts,yardsPerRushAttempt,totalPenaltiesYards,turnovers,fumblesLost,interceptions,possessionTime,interceptionYards,interceptionTDs,passesIntercepted,team,home_away,points,game_id,season,week,season_type
1,,,,2,189,0,10,4,2,1,3,0,33,1,9,5,16,2-15,1-1,207,59,9-21,2.8,148,43,3.4,9-95,2,1,1,29:06,6,0,1,Marshall,home,28,400869366,2016,4,regular
3,13,0,3,5,71,0,3,11,1,2,6,0,27,2,3,5,32,7-14,2-2,690,417,24-44,9.5,273,41,6.7,12-143,3,2,1,30:54,0,0,1,Louisville,away,59,400869366,2016,4,regular
2,,,,1,37,0,2,6,1,1,7,0,35,4,7,4,15,7-16,2-2,317,195,16-26,7.5,122,41,3.0,7-67,2,1,1,32:48,8,0,3,Wisconsin,away,30,400869659,2016,4,regular
0,13,0,1,0,70,0,4,6,1,1,7,0,29,2,3,4,21,4-13,0-2,325,250,20-43,5.8,75,27,2.8,5-35,4,1,3,27:12,4,0,1,Michigan State,home,6,400869659,2016,4,regular
1,2,0,2,1,45,0,1,2,1,0,8,0,46,4,1,3,19,3-11,0-1,355,162,12-23,7.0,193,38,5.1,7-57,0,0,0,29:19,,,,Iowa,away,14,400869634,2016,4,regular
0,0,0,1,1,,,,1,0,1,3,0,30,2,5,4,21,6-16,1-3,383,190,13-24,7.9,193,53,3.6,4-50,1,1,0,30:41,,,,Rutgers,home,7,400869634,2016,4,regular
0,,,,1,67,0,3,4,0,1,5,0,45,0,4,4,12,2-12,2-3,191,121,16-27,4.5,70,28,2.5,2-13,2,1,1,24:11,,,,Penn State,away,10,400869658,2016,4,regular
6,54,0,2,1,27,0,3,7,1,0,13,0,31,6,4,3,25,11-16,2-4,515,189,21-35,5.4,326,49,6.7,7-80,0,0,0,35:49,22,0,1,Michigan,home,49,400869658,2016,4,regular
1,5,0,1,1,84,0,3,1,2,0,6,0,42,0,2,2,23,5-14,0-2,388,251,25-38,6.6,137,32,4.3,4-36,2,0,2,24:37,,,,Northwestern,home,13,400869660,2016,4,regular
2,,,,1,21,0,1,6,0,2,9,0,44,4,2,6,26,7-14,1-1,556,246,18-29,8.5,310,47,6.6,4-60,2,2,0,35:23,0,0,2,Nebraska,away,24,400869660,2016,4,regular
0,41,0,4,3,,,,10,2,2,5,1,26,1,3,6,18,7-16,1-2,378,176,16-27,6.5,202,39,5.2,4-30,2,2,0,32:28,100,1,2,Southern Mississippi,away,34,400869369,2016,4,regular
1,-1,0,1,0,71,0,4,1,2,2,5,0,24,1,1,5,10,1-11,0-3,258,113,14-28,4.0,145,26,5.6,6-57,3,1,2,27:32,,,,UTEP,home,7,400869369,2016,4,regular
5,,,,1,100,0,3,6,2,3,7,0,61,3,2,5,19,5-14,0-1,439,224,17-29,7.7,215,42,5.1,10-70,1,1,0,23:25,0,0,1,North Texas,away,42,400869367,2016,4,regular
3,-3,0,2,1,,,,9,1,3,12,0,39,5,1,4,28,9-21,2-3,491,236,24-40,5.9,255,60,4.3,8-65,3,2,1,36:35,,,,Rice,home,35,400869367,2016,4,regular
2,12,0,1,3,8,0,1,9,0,1,5,0,47,3,0,7,30,6-12,0-1,593,333,23-32,10.4,260,52,5.0,5-47,2,0,2,33:26,0,0,1,Colorado,away,41,400869122,2016,4,regular
3,,,,2,97,0,5,8,0,,5,0,50,3,2,3,24,6-15,2-2,508,293,22-33,8.9,215,45,4.8,8-75,1,0,1,26:34,40,0,2,Oregon,home,38,400869122,2016,4,regular
0,1,0,1,1,36,0,2,7,1,2,4,0,40,2,0,8,16,7-15,0-1,325,248,18-27,9.2,77,33,2.3,5-45,1,1,0,27:25,40,0,1,UCLA,home,13,400869121,2016,4,regular
0,,,,1,42,0,3,10,1,1,6,0,47,3,0,3,20,6-13,0-0,350,143,14-28,5.1,207,37,5.6,6-35,2,1,1,32:35,,,,Stanford,away,22,400869121,2016,4,regular
3,-10,0,2,1,4,0,2,4,1,3,6,0,54,4,0,3,23,6-14,2-4,475,167,19-31,5.4,308,43,7.2,2-30,3,2,1,25:02,0,0,1,Arizona,home,28,400869119,2016,4,regular
3,1,0,1,2,50,0,3,5,3,1,4,0,53,2,0,1,24,5-12,0-1,512,160,14-21,7.6,352,51,6.9,8-63,1,0,1,34:58,0,0,1,Washington,away,35,400869119,2016,4,regular
3,46,0,3,1,73,1,4,15,1,0,6,2,60,3,0,4,23,7-17,1-1,454,290,21-30,9.7,164,50,3.3,5-44,1,0,1,30:39,50,1,2,Arizona State,home,51,400869120,2016,4,regular
0,,,,5,54,0,3,11,0,3,7,0,68,4,0,2,29,10-20,2-2,637,478,32-56,8.5,159,37,4.3,8-60,3,1,2,29:21,0,0,1,California,away,41,400869120,2016,4,regular
2,,,,2,27,0,2,7,3,2,5,0,36,1,0,5,30,5-13,4-4,456,270,21-34,7.9,186,47,4.0,5-43,1,1,0,37:39,,,,Utah,home,31,400869118,2016,4,regular
2,,,,0,171,1,5,9,1,3,4,1,45,0,0,6,22,6-10,0-0,466,253,18-26,9.7,213,33,6.5,7-49,3,3,0,22:21,,,,USC,away,27,400869118,2016,4,regular
1,1,0,1,3,110,0,5,10,0,2,6,0,45,1,7,3,35,10-19,1-2,622,504,36-59,8.5,118,37,3.2,3-28,1,1,0,33:32,,,,Louisiana Tech,away,34,400869365,2016,4,regular
3,7,0,1,2,48,0,2,8,1,0,3,0,55,1,6,11,25,8-15,0-1,553,356,27-46,7.7,197,33,6.0,4-35,0,0,0,26:28,,,,Middle Tennessee,home,38,400869365,2016,4,regular
6,22,0,2,1,71,0,3,9,0,,8,0,32,5,0,7,26,9-16,0-0,501,225,12-20,11.3,276,56,4.9,8-60,0,0,0,32:55,25,0,1,UCF,away,53,400869364,2016,4,regular
1,52,0,2,1,92,0,4,2,0,2,7,0,46,3,1,1,11,4-14,0-1,189,109,11-24,4.5,80,34,2.4,5-55,1,0,1,27:05,,,,Florida International,home,14,400869364,2016,4,regular
3,50,0,6,2,24,0,2,1,1,2,5,0,33,4,1,7,27,6-15,0-2,445,207,21-35,5.9,238,45,5.3,3-30,0,0,0,32:57,0,0,1,Old Dominion,home,33,400869368,2016,4,regular
1,26,0,2,1,81,0,5,5,0,4,7,0,30,0,5,1,21,5-14,0-1,342,211,15-30,7.0,131,39,3.4,8-69,2,1,1,27:03,,,,UT San Antonio,away,19,400869368,2016,4,regular
2,7,0,1,1,141,0,8,2,0,2,3,0,39,0,0,6,25,8-18,0-1,429,198,17-42,4.7,231,42,5.5,5-40,1,1,0,30:00,,,,Charlotte,away,20,400869363,2016,4,regular
4,10,0,3,2,52,0,3,12,1,1,5,0,56,1,0,7,26,5-12,1-1,507,297,17-32,9.3,210,34,6.2,5-31,0,0,0,30:00,,,,Temple,home,48,400869363,2016,4,regular
0,,,,0,106,0,6,3,0,4,7,0,68,1,1,2,8,2-15,0-0,142,109,20-33,3.3,33,23,1.4,8-87,1,0,1,24:00,,,,Texas State,home,3,400869525,2016,4,regular
5,16,0,3,3,130,1,2,10,0,,9,1,48,3,2,4,30,7-14,3-3,563,320,25-32,10.0,243,50,4.9,0-0,0,0,0,36:00,0,0,1,Houston,away,64,400869525,2016,4,regular
2,14,0,6,2,43,0,2,15,0,2,9,0,50,3,1,3,20,8-28,3-3,377,240,19-38,6.3,137,63,2.2,5-30,4,2,2,31:10,0,0,1,Louisiana,away,39,400869526,2016,4,regular
0,,,,4,10,0,1,15,2,1,11,0,65,6,1,3,14,0-16,0-1,311,181,13-26,7.0,130,48,2.7,6-40,1,0,1,28:50,49,0,2,Tulane,home,41,400869526,2016,4,regular
1,77,0,2,1,77,0,5,10,2,1,10,1,33,2,0,4,23,9-21,1-1,382,270,18-37,7.3,112,46,2.4,5-31,0,0,0,34:52,32,0,2,Central Arkansas,away,28,400869815,2016,4,regular
0,15,0,5,3,99,0,4,5,0,5,6,0,25,1,2,5,20,4-13,1-1,469,424,21-38,11.2,45,34,1.3,8-63,4,2,2,25:08,,,,Arkansas State,home,23,400869815,2016,4,regular
2,,,,1,166,0,5,8,0,3,3,1,52,0,0,3,12,3-13,0-0,230,69,10-19,3.6,161,43,3.7,5-46,2,2,0,27:44,33,1,4,Nicholls,away,40,400869817,2016,4,regular
3,14,0,2,1,153,1,6,11,2,2,8,1,40,3,5,2,24,8-20,2-3,510,302,24-50,6.0,208,42,5.0,6-70,4,0,4,32:16,,,,South Alabama,home,41,400869817,2016,4,regular
2,0,0,2,1,36,0,2,11,0,4,9,0,32,5,1,4,21,9-21,0-0,432,227,20-36,6.3,205,49,4.2,8-69,2,0,2,29:48,9,0,2,Louisiana,away,31,400869820,2016,5,regular
2,,,,2,39,0,2,7,0,2,6,1,23,0,1,4,31,8-19,0-0,499,354,31-49,7.2,145,42,3.5,9-43,2,0,2,30:12,45,1,2,New Mexico State,home,37,400869820,2016,5,regular
1,9,0,2,3,19,0,2,10,0,1,7,0,51,5,0,2,27,7-13,2-3,530,373,31-42,8.9,157,33,4.8,7-58,3,1,2,29:39,34,0,2,Troy,away,34,400869819,2016,5,regular
0,,,,1,49,0,4,7,1,1,3,0,56,0,0,2,19,2-13,3-5,255,166,19-34,4.9,89,36,2.5,4-40,2,0,2,30:21,17,0,2,Idaho,home,13,400869819,2016,5,regular
3,128,0,3,2,91,0,5,3,0,2,4,0,25,2,1,2,25,3-15,1-2,489,363,31-51,7.1,126,37,3.4,5-45,0,0,0,28:38,13,0,1,Syracuse,home,33,400868950,2016,5,regular
2,0,0,1,3,143,1,4,12,0,,7,1,34,2,2,3,25,3-12,0-1,654,471,23-35,13.5,183,37,4.9,6-55,1,0,1,31:22,,,,Notre Dame,away,50,400868950,2016,5,regular
1,50,0,3,3,120,0,5,4,1,3,8,0,44,3,0,4,18,9-15,0-0,357,230,16-26,8.8,127,38,3.3,2-25,3,2,1,23:53,0,0,1,Tennessee,away,34,400869013,2016,5,regular
2,13,0,1,2,60,0,3,7,2,2,5,0,32,2,0,3,24,5-14,1-2,392,211,17-28,7.5,181,46,3.9,8-44,2,1,1,36:07,0,0,1,Georgia,home,31,400869013,2016,5,regular
0,14,0,2,0,,,,6,1,2,6,0,31,2,2,2,21,5-15,0-1,265,118,12-32,3.7,147,37,4.0,6-47,3,1,2,32:55,,,,Vanderbilt,home,6,400869017,2016,5,regular
1,-4,0,2,0,29,0,1,7,1,1,3,0,35,2,3,6,15,6-15,0-0,236,144,19-28,5.1,92,35,2.6,4-45,1,1,0,27:05,6,0,2,Florida,away,13,400869017,2016,5,regular
3,20,0,2,0,79,0,3,6,1,2,10,0,46,3,5,4,22,9-19,1-2,422,206,23-40,5.2,216,39,5.5,5-40,2,1,1,28:13,0,0,1,Texas A&M,away,24,400869016,2016,5,regular
1,5,0,2,0,19,0,1,7,1,3,5,0,52,1,5,3,21,3-14,1-2,378,217,22-35,6.2,161,35,4.6,3-20,2,1,1,31:47,0,0,1,South Carolina,home,13,400869016,2016,5,regular
1,32,0,2,2,33,0,2,10,1,1,9,0,40,4,6,1,25,9-14,0-1,488,315,25-38,8.3,173,37,4.7,4-20,1,1,0,29:47,,,,Alabama,home,34,400869010,2016,5,regular
0,,,,0,79,0,3,6,1,3,4,0,49,2,5,2,12,6-17,1-1,161,89,13-22,4.0,72,36,2.0,2-15,2,2,0,30:13,,,,Kentucky,away,6,400869010,2016,5,regular
4,,,,0,118,0,6,4,0,1,2,0,55,1,2,10,27,5-13,1-1,474,355,31-47,7.6,119,31,3.8,7-52,4,1,3,27:47,0,0,1,Memphis,away,28,400869015,2016,5,regular
4,,,,1,35,0,2,12,1,1,7,1,45,2,5,7,34,3-11,2-2,624,361,30-44,8.2,263,44,6.0,6-65,1,0,1,32:13,32,1,3,Ole Miss,home,48,400869015,2016,5,regular
1,,,,0,125,0,6,4,1,3,1,0,20,0,1,3,15,4-11,0-0,313,158,13-19,8.3,155,38,4.1,3-15,4,2,2,31:55,,,,Alcorn State,away,10,400869011,2016,5,regular
3,33,0,1,3,25,0,1,10,2,1,10,1,33,2,1,2,25,2-7,0-2,559,206,13-18,11.4,353,38,9.3,4-45,1,1,0,28:05,72,1,2,Arkansas,home,52,400869011,2016,5,regular
0,,,,1,23,0,1,1,1,2,4,0,54,1,2,1,16,6-15,1-2,251,139,19-33,4.2,112,32,3.5,2-30,2,1,1,26:45,,,,Louisiana Monroe,away,7,400869012,2016,5,regular
5,37,0,3,3,19,0,1,8,1,2,6,0,42,2,7,7,36,9-11,0-1,688,278,15-18,15.4,410,66,6.2,3-15,1,1,0,33:15,0,0,1,Auburn,home,58,400869012,2016,5,regular
0,4,0,1,1,71,0,4,1,0,,2,0,31,1,1,1,14,4-14,1-2,265,188,18-38,4.9,77,22,3.5,5-50,1,0,1,17:27,,,,Missouri,away,7,400869014,2016,5,regular
6,4,0,2,0,,,,6,0,,2,0,20,2,2,7,30,6-11,0-1,634,216,19-30,7.2,418,52,8.0,5-35,0,0,0,42:33,0,0,1,LSU,home,42,400869014,2016,5,regular
1,-1,0,2,0,47,0,2,5,2,1,8,0,32,7,7,2,18,4-15,1-1,197,56,7-18,3.1,141,49,2.9,3-29,1,0,1,31:08,60,0,2,Ohio,away,17,400869296,2016,5,regular
0,0,0,1,1,70,0,4,1,0,2,11,0,34,4,4,3,18,6-14,0-1,238,205,18-34,6.0,33,32,1.0,10-99,4,2,2,28:52,0,0,1,Miami (OH),home,7,400869296,2016,5,regular
2,36,0,2,2,172,0,5,7,0,1,9,0,48,3,2,6,18,3-12,1-1,378,237,11-28,8.5,141,32,4.4,6-64,3,1,2,22:11,,,,Akron,away,31,400869293,2016,5,regular
1,15,0,2,2,136,0,6,9,1,,4,0,34,2,1,3,20,8-18,1-2,423,285,19-36,7.9,138,41,3.4,8-75,0,0,0,37:49,33,0,2,Kent State,home,27,400869293,2016,5,regular
6,4,0,1,1,148,0,8,13,0,,5,0,56,2,0,2,26,3-9,0-0,586,248,11-21,11.8,338,45,7.5,7-82,0,0,0,28:43,69,0,2,BYU,home,55,400868926,2016,5,regular
2,6,0,1,5,115,0,7,9,0,,4,0,50,3,1,0,33,3-10,1-1,692,505,30-38,13.3,187,41,4.6,8-81,2,0,2,31:17,,,,Toledo,away,53,400868926,2016,5,regular
0,,,,1,149,0,8,4,0,1,3,0,46,0,0,3,18,6-12,0-0,277,178,17-29,6.1,99,33,3.0,5-60,2,1,1,31:39,,,,Central Michigan,home,10,400869298,2016,5,regular
3,,,,3,23,0,2,7,1,1,9,1,49,8,1,5,22,11-14,1-1,424,170,15-21,8.1,254,41,6.2,3-30,0,0,0,28:21,85,1,1,Western Michigan,away,49,400869298,2016,5,regular
2,-9,0,1,2,97,0,4,7,0,2,12,0,43,5,1,7,30,10-18,0-1,653,298,26-41,7.3,355,46,7.7,6-60,3,2,1,28:52,0,0,1,Northern Illinois,away,31,400869297,2016,5,regular
3,0,0,1,0,132,0,6,6,2,1,7,0,37,1,4,4,27,7-17,1-2,427,276,23-41,6.7,151,44,3.4,2-19,1,0,1,31:08,0,0,1,Ball State,home,24,400869297,2016,5,regular
2,,,,1,23,0,2,5,0,1,1,0,34,0,1,3,29,5-15,2-2,456,250,23-47,5.3,206,42,4.9,4-48,1,0,1,28:21,0,0,1,Bowling Green,home,25,400869295,2016,5,regular
1,,,,3,16,0,1,4,0,1,4,0,41,2,1,12,24,7-14,0-0,474,262,21-30,8.7,212,45,4.7,5-56,2,1,1,31:39,0,0,1,Eastern Michigan,away,28,400869295,2016,5,regular
3,59,0,5,2,43,0,2,5,1,2,5,0,26,1,1,5,21,10-20,3-4,400,258,15-27,9.6,142,57,2.5,4-28,2,2,0,43:07,,,,Boston College,home,35,400869294,2016,5,regular
0,,,,0,34,0,4,3,2,3,10,0,64,2,0,1,5,1-11,0-0,67,41,10-23,1.8,26,19,1.4,5-39,1,1,0,16:53,,,,Buffalo,away,3,400869294,2016,5,regular
2,,,,3,21,0,1,7,0,2,4,0,40,2,3,4,28,9-13,0-1,538,405,31-38,10.7,133,32,4.2,6-49,1,1,0,25:02,,,,North Carolina,away,37,400869455,2016,5,regular
5,,,,0,40,0,2,5,1,1,5,0,45,3,3,1,30,4-11,2-2,595,372,20-32,11.6,223,43,5.2,13-120,0,0,0,34:58,,,,Florida State,home,35,400869455,2016,5,regular
3,15,0,2,1,46,0,3,12,2,3,2,0,38,0,0,3,31,9-19,0-1,568,295,27-44,6.7,273,55,5.0,11-104,3,2,1,37:29,0,0,3,Louisville,away,36,400869453,2016,5,regular
1,-1,0,2,5,217,0,8,4,2,2,10,0,56,5,9,5,26,4-9,0-0,507,306,20-31,9.9,201,31,6.5,6-59,5,2,3,22:31,0,0,1,Clemson,home,42,400869453,2016,5,regular
0,6,0,3,1,85,0,7,10,0,2,4,0,42,1,2,3,23,4-14,0-1,352,283,27-46,6.2,69,21,3.3,3-38,0,0,0,25:56,,,,Wake Forest,away,16,400869456,2016,5,regular
1,11,0,3,3,55,0,3,9,0,,4,0,36,4,1,7,28,7-14,1-1,527,327,24-37,8.8,200,39,5.1,13-144,0,0,0,34:04,,,,NC State,home,33,400869456,2016,5,regular
2,43,0,2,1,,,,3,0,3,3,0,32,0,0,0,22,3-12,2-4,361,94,11-19,4.9,267,54,4.9,4-41,3,2,1,39:54,,,,Georgia Tech,home,21,400869721,2016,5,regular
2,5,0,1,1,,,,5,2,0,8,0,49,4,0,5,18,1-7,0-0,355,241,13-19,12.7,114,27,4.2,4-39,0,0,0,20:06,2,0,1,Miami,away,35,400869721,2016,5,regular
1,22,0,4,1,97,0,4,8,0,1,9,0,40,3,3,4,25,6-15,1-3,430,324,33-54,6.0,106,31,3.4,2-25,6,1,5,28:57,11,0,1,Duke,home,20,400869454,2016,5,regular
1,,,,3,94,0,4,4,1,0,4,0,41,2,3,7,16,11-21,0-2,416,336,23-41,8.2,80,36,2.2,7-59,1,0,1,31:03,28,0,5,Virginia,away,34,400869454,2016,5,regular
4,18,0,3,1,143,0,7,1,0,1,7,0,56,3,2,2,26,6-16,2-3,568,239,21-33,7.2,329,49,6.7,5-39,1,0,1,29:22,,,,Texas,away,31,400869620,2016,5,regular
3,8,0,1,3,38,0,2,11,0,,5,0,69,2,3,2,22,7-15,0-0,555,392,19-28,14.0,163,43,3.8,7-70,0,0,0,30:38,14,0,1,Oklahoma State,home,49,400869620,2016,5,regular
1,-4,0,3,1,56,0,3,5,0,1,8,0,45,3,1,2,21,4-14,2-3,422,298,24-41,7.3,124,35,3.5,6-60,2,1,1,26:18,0,0,1,West Virginia,home,17,400869606,2016,5,regular
1,0,0,1,0,101,0,3,10,0,1,5,0,54,3,5,3,17,8-18,0-0,286,166,10-30,5.5,120,42,2.9,6-25,1,0,1,33:42,0,0,1,Kansas State,away,16,400869606,2016,5,regular
4,1,0,2,2,132,0,5,6,0,,5,0,51,1,1,4,26,9-13,1-1,465,261,17-23,11.3,204,54,3.8,9-80,0,0,0,34:00,,,,Iowa State,home,42,400868879,2016,5,regular
5,,,,1,34,0,2,9,0,,2,0,48,1,2,1,30,10-15,1-2,647,178,12-22,8.1,469,62,7.6,9-79,0,0,0,26:00,,,,Baylor,away,45,400868879,2016,5,regular
1,2,0,1,5,87,0,4,8,2,,6,0,40,2,0,3,19,8-17,0-2,514,449,26-45,10.0,65,29,2.2,9-64,1,0,1,25:18,,,,TCU,home,46,400869614,2016,5,regular
5,,,,2,46,0,2,10,0,2,8,0,37,4,1,7,23,8-15,0-0,534,274,23-30,9.1,260,48,5.4,5-54,2,2,0,34:42,12,0,1,Oklahoma,away,52,400869614,2016,5,regular
0,0,0,1,2,59,0,3,5,1,2,11,0,51,3,1,4,17,6-18,0-0,296,250,25-48,5.2,46,28,1.6,7-55,2,1,1,27:12,0,0,1,Kansas,away,19,400869598,2016,5,regular
0,10,0,4,8,,,,7,1,3,7,0,45,4,7,2,34,4-10,0-2,621,548,42-55,10.0,73,24,3.0,12-70,2,1,1,32:48,0,0,1,Texas Tech,home,55,400869598,2016,5,regular
2,7,0,1,2,101,0,5,3,0,,4,0,42,0,2,5,18,7-15,1-2,344,240,20-32,7.5,104,30,3.5,5-67,1,0,1,27:06,,,,Marshall,away,27,400869373,2016,5,regular
3,,,,2,43,0,2,7,0,,4,1,37,2,0,3,28,7-12,1-3,532,280,17-24,11.7,252,41,6.1,3-34,0,0,0,32:54,33,1,1,Pittsburgh,home,43,400869373,2016,5,regular
0,2,0,2,3,46,0,2,3,0,1,6,0,42,4,0,9,18,8-16,0-1,384,230,17-26,8.8,154,40,3.8,8-101,1,1,0,31:12,,,,Boise State,home,21,400869207,2016,5,regular
0,20,0,2,1,5,0,1,4,1,0,5,0,43,1,0,2,18,4-19,3-3,358,287,29-51,5.6,71,25,2.8,12-90,0,0,0,28:48,,,,Utah State,away,10,400869207,2016,5,regular
3,35,0,2,1,40,0,2,8,1,0,5,1,36,3,3,3,19,5-14,1-2,434,165,7-18,9.2,269,49,5.5,4-30,0,0,0,32:29,55,1,1,Wyoming,away,38,400869208,2016,5,regular
1,-1,0,1,1,63,0,3,5,0,2,8,0,32,3,3,2,20,7-17,0-1,481,370,23-42,8.8,111,33,3.4,6-37,2,1,1,27:31,,,,Colorado State,home,17,400869208,2016,5,regular
3,4,0,2,3,,,,5,0,1,3,0,45,1,0,1,20,2-9,0-0,443,314,16-30,10.5,129,26,5.0,2-25,1,0,1,22:53,0,0,1,San José State,away,41,400869209,2016,5,regular
5,44,0,4,0,,,,12,0,,7,1,27,3,0,5,22,5-14,1-1,491,45,4-8,5.6,446,64,7.0,8-70,1,0,1,37:07,37,1,1,New Mexico,home,48,400869209,2016,5,regular
2,-2,0,2,0,23,0,1,2,0,1,1,0,36,0,0,1,18,5-15,3-5,317,260,17-31,8.4,57,38,1.5,3-15,3,1,2,28:00,0,0,1,Navy,away,14,400869206,2016,5,regular
1,3,0,1,2,18,0,1,8,1,1,8,0,35,6,0,3,18,8-16,0-0,430,257,8-15,17.1,173,53,3.3,5-70,1,0,1,32:00,0,0,2,Air Force,home,28,400869206,2016,5,regular
5,1,0,2,1,86,0,4,9,0,2,5,0,37,3,0,5,19,7-15,0-0,493,129,8-16,8.1,364,54,6.7,4-45,0,0,0,32:17,59,0,1,UNLV,home,45,400869210,2016,5,regular
0,15,0,3,2,124,0,6,8,0,1,5,0,42,0,0,5,15,7-21,0-2,360,296,16-45,6.6,64,32,2.0,6-50,1,0,1,27:43,,,,Fresno State,away,20,400869210,2016,5,regular
2,19,0,3,3,39,0,2,6,2,0,10,0,35,4,4,4,18,7-13,0-0,331,242,16-21,11.5,89,40,2.2,10-93,1,0,1,33:17,,,,South Alabama,home,42,400869212,2016,5,regular
2,33,0,2,1,58,0,3,4,0,3,5,0,31,3,0,3,20,2-10,0-2,316,159,13-22,7.2,157,41,3.8,10-85,2,2,0,26:43,0,0,1,San Diego State,away,24,400869212,2016,5,regular
3,,,,2,13,0,1,8,0,2,7,0,47,5,3,3,24,2-7,0-0,566,222,15-18,12.3,344,40,8.6,10-90,1,1,0,28:24,,,,Hawai'i,home,38,400869211,2016,5,regular
1,11,0,2,1,84,0,3,5,1,0,3,0,47,2,0,1,23,8-17,0-2,397,203,19-33,6.2,194,42,4.6,9-95,0,0,0,31:36,,,,Nevada,away,17,400869211,2016,5,regular
0,,,,0,97,0,8,,0,2,3,0,59,0,0,5,9,4-14,0-0,116,33,3-16,2.1,83,38,2.2,4-21,0,0,0,21:12,0,0,1,Rutgers,away,0,400869635,2016,5,regular
4,36,0,5,4,17,0,1,10,0,,7,0,29,3,1,5,32,10-16,3-4,669,259,25-36,7.2,410,53,7.7,6-64,1,0,1,38:48,,,,Ohio State,home,58,400869635,2016,5,regular
0,31,0,1,3,90,0,3,6,1,1,6,0,50,2,1,5,19,9-16,0-1,437,281,17-28,10.0,156,39,4.0,7-60,1,0,1,26:37,,,,Indiana,home,24,400869661,2016,5,regular
0,1,0,1,3,23,0,1,3,0,2,2,0,43,0,1,3,21,4-15,2-2,438,263,21-35,7.5,175,41,4.3,11-98,1,1,0,33:23,0,0,1,Michigan State,away,21,400869661,2016,5,regular
0,3,0,1,1,137,0,8,1,1,0,5,0,44,4,0,0,16,6-20,2-5,205,195,22-53,3.7,10,27,0.4,8-69,1,0,1,31:44,4,0,1,Purdue,away,7,400869663,2016,5,regular
4,4,0,2,3,51,0,2,6,0,2,11,0,47,6,0,5,19,5-12,1-1,496,96,9-17,5.6,400,46,8.7,11-92,2,1,1,28:16,0,0,1,Maryland,home,50,400869663,2016,5,regular
0,21,0,3,1,18,0,1,1,0,1,6,0,52,4,3,5,8,4-15,0-1,159,88,9-25,3.5,71,28,2.5,3-30,3,0,3,24:19,46,0,1,Wisconsin,away,7,400869664,2016,5,regular
1,19,0,2,1,14,0,1,2,0,,2,0,26,2,3,5,21,3-15,0-0,349,219,20-32,6.8,130,44,3.0,6-45,1,0,1,35:41,9,0,3,Michigan,home,14,400869664,2016,5,regular
1,13,0,1,1,52,0,3,14,0,,6,0,28,0,0,3,31,6-18,1-1,469,241,24-41,5.9,228,48,4.8,8-83,1,0,1,36:49,,,,Minnesota,away,26,400869666,2016,5,regular
2,2,0,2,1,26,0,2,11,0,,9,0,44,2,0,3,19,4-15,1-2,471,335,19-42,8.0,136,28,4.9,5-65,0,0,0,23:11,0,0,1,Penn State,home,29,400869666,2016,5,regular
1,,,,0,38,0,2,10,1,0,7,0,32,0,2,1,12,2-9,0-1,270,146,14-23,6.3,124,21,5.9,7-48,0,0,0,21:59,24,0,1,Illinois,away,16,400869665,2016,5,regular
3,42,0,3,1,54,0,2,7,0,1,5,0,19,1,3,3,23,10-14,1-1,423,220,16-23,9.6,203,49,4.1,3-35,2,1,1,38:01,,,,Nebraska,home,31,400869665,2016,5,regular
2,47,0,1,3,,,,8,0,1,9,0,48,6,1,2,20,6-16,2-2,362,164,18-30,5.5,198,42,4.7,1-5,1,1,0,28:21,0,0,1,Northwestern,away,38,400869662,2016,5,regular
3,115,0,5,1,139,0,4,7,1,2,2,0,37,1,1,5,15,6-16,0-0,283,204,19-27,7.6,79,41,1.9,6-70,1,0,1,31:39,,,,Iowa,home,31,400869662,2016,5,regular
3,9,0,2,1,43,0,2,7,1,1,2,0,21,2,0,3,27,5-17,3-5,448,168,11-21,8.0,280,64,4.4,6-50,1,1,0,40:30,0,0,1,Tulane,away,31,400868961,2016,5,regular
1,0,0,1,2,96,0,4,6,1,2,6,0,27,1,0,4,16,4-12,0-1,312,181,16-30,6.0,131,24,5.5,7-65,2,1,1,19:30,,,,UMass,home,24,400868961,2016,5,regular
2,12,0,1,2,,,,4,1,1,5,0,43,3,1,5,19,5-9,0-0,387,191,19-28,6.8,196,22,8.9,2-12,0,0,0,24:24,0,0,1,Louisiana Tech,home,28,400869372,2016,5,regular
0,-1,0,1,1,92,0,4,1,0,1,2,0,16,0,1,6,22,8-14,1-2,415,293,25-34,8.6,122,35,3.5,6-55,2,1,1,35:36,,,,UTEP,away,7,400869372,2016,5,regular
1,6,0,1,4,166,0,8,14,0,3,12,0,50,7,1,2,23,7-14,0-0,697,591,25-36,16.4,106,34,3.1,7-47,3,2,1,28:54,,,,Southern Mississippi,home,44,400869375,2016,5,regular
2,,,,2,113,0,5,4,2,3,7,0,48,2,1,5,19,3-13,0-0,346,166,16-20,8.3,180,45,4.0,8-81,0,0,0,31:06,0,0,1,Rice,away,28,400869375,2016,5,regular
