fumblesRecovered,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,firstDowns,thirdDownEff,fourthDownEff,totalYards,netPassingYards,completionAttempts,yardsPerPass,rushingYards,rushingAttempts,yardsPerRushAttempt,totalPenaltiesYards,turnovers,fumblesLost,interceptions,possessionTime,team,home_away,points,game_id,season,week,season_type
1,1,14,0,1,3,79,0,4,7,,,,23,6-12,2-2,367,255,21-31,8.2,112,35,3.2,6-48,2,2,0,33:12,Western Kentucky,away,31,322852653,2012,7,regular
0,2,,,,0,165,0,7,2,0,0,1,11,3-16,1-2,252,124,11-31,4.0,128,28,4.6,3-15,1,0,1,21:18,Purdue,home,14,322872509,2012,7,regular
0,4,2,0,1,1,45,0,2,8,31,0,1,30,5-13,0-1,645,178,12-21,8.5,467,57,8.2,6-51,1,0,1,38:42,Wisconsin,away,38,322872509,2012,7,regular
0,3,8,0,1,3,144,0,7,11,0,0,1,26,8-19,1-1,481,352,28-54,6.5,129,24,5.4,4-50,0,0,0,23:06,Indiana,home,49,322870084,2012,7,regular
0,3,16,1,5,3,85,0,5,10,,,,28,7-14,1-1,578,225,14-25,9.0,353,54,6.5,10-91,1,0,1,36:54,Ohio State,away,52,322870084,2012,7,regular
1,4,56,0,3,2,12,0,1,9,13,0,1,21,9-14,0-0,527,174,9-15,11.6,353,51,6.9,5-45,1,1,0,32:14,Michigan,home,45,322870130,2012,7,regular
1,0,,,,0,73,0,4,0,,,,7,3-14,0-1,134,29,7-16,1.8,105,37,2.8,5-45,2,1,1,27:46,Illinois,away,0,322870130,2012,7,regular
0,1,-1,0,1,0,45,0,1,13,2,0,1,12,6-19,1-1,257,134,19-36,3.7,123,34,3.6,7-50,1,0,1,29:46,Iowa,away,19,322870127,2012,7,regular
0,1,-1,0,2,0,68,0,4,10,0,0,1,14,6-18,0-0,328,179,12-31,5.8,149,39,3.8,5-56,1,0,1,29:36,Michigan State,home,16,322870127,2012,7,regular
0,1,37,0,7,0,47,0,4,7,,,,21,5-14,0-3,327,169,16-30,5.6,158,42,3.8,9-82,3,2,1,33:57,Minnesota,home,13,322870135,2012,7,regular
2,3,0,0,1,0,32,0,2,3,0,0,1,13,1-9,0-1,275,67,11-17,3.9,208,34,6.1,11-93,0,0,0,26:03,Northwestern,away,21,322870135,2012,7,regular
0,0,3,0,2,1,93,0,4,4,0,0,1,19,8-18,0-1,322,266,29-43,6.2,56,30,1.9,9-85,2,1,1,30:15,Fresno State,away,10,322870068,2012,7,regular
1,1,23,0,2,1,19,0,1,8,0,0,1,21,4-12,0-0,335,120,13-24,5.0,215,42,5.1,6-60,1,0,1,29:45,Boise State,home,20,322870068,2012,7,regular
0,4,26,0,2,3,55,0,3,15,,,,27,14-21,0-0,678,395,24-40,9.9,283,46,6.2,19-165,2,1,1,32:13,Texas A&M,away,59,322872348,2012,7,regular
1,2,0,0,2,5,57,0,3,7,5,1,1,37,5-17,2-5,615,450,44-59,7.6,165,42,3.9,8-95,0,0,0,27:47,Louisiana Tech,home,57,322872348,2012,7,regular
3,0,24,0,3,0,,,,7,,,,13,6-16,0-1,272,125,12-25,5.0,147,40,3.7,6-65,2,0,2,28:34,Stanford,away,13,322870087,2012,7,regular
0,0,9,0,2,2,36,0,2,8,49,0,2,19,7-16,0-1,334,184,16-28,6.6,150,44,3.4,9-70,3,3,0,31:26,Notre Dame,home,20,322870087,2012,7,regular
0,1,11,0,1,1,53,0,3,5,,,,22,7-17,1-2,363,237,17-31,7.6,126,47,2.7,4-33,1,1,0,33:01,Vanderbilt,home,17,322870238,2012,7,regular
1,3,6,0,1,0,67,0,2,11,,,,16,2-11,1-1,403,77,11-20,3.8,326,35,9.3,10-80,0,0,0,26:34,Florida,away,31,322870238,2012,7,regular
1,2,10,0,1,3,80,0,4,11,0,0,1,26,4-14,2-2,449,308,25-39,7.9,141,41,3.4,1-10,0,0,0,36:10,Mississippi State,home,41,322870344,2012,7,regular
0,1,-1,0,1,2,132,1,6,7,,,,18,6-12,0-0,361,148,13-24,6.2,213,34,6.3,6-64,2,1,1,22:48,Tennessee,away,31,322870344,2012,7,regular
0,2,6,0,3,0,59,0,2,11,39,0,2,22,11-19,0-0,406,148,12-25,5.9,258,53,4.9,5-29,1,0,1,36:37,LSU,home,23,322870099,2012,7,regular
0,1,50,0,1,2,47,0,3,3,70,0,1,14,3-13,2-2,211,177,19-35,5.1,34,25,1.4,4-25,2,0,2,22:46,South Carolina,away,21,322870099,2012,7,regular
0,2,33,0,3,5,,,,7,,,,24,8-11,0-0,533,372,23-34,10.9,161,27,6.0,3-20,0,0,0,23:15,Arkansas,home,49,322870008,2012,7,regular
0,0,,,,1,19,0,2,1,,,,6,5-13,0-0,170,104,4-15,6.9,66,25,2.6,5-35,0,0,0,16:37,Kentucky,away,7,322870008,2012,7,regular
2,0,21,0,2,0,139,1,4,4,,,,9,2-15,0-1,129,126,12-29,4.3,3,28,0.1,2-9,3,1,2,22:52,Missouri,home,10,322870142,2012,7,regular
1,6,48,0,4,0,38,0,2,6,10,0,2,21,2-9,1-2,519,171,16-21,8.1,348,47,7.4,7-62,2,2,0,36:17,Alabama,away,42,322870142,2012,7,regular
0,2,4,0,2,0,96,0,3,8,,,,13,5-15,0-0,213,112,11-18,6.2,101,41,2.5,6-38,2,1,1,34:13,Auburn,away,20,322870145,2012,7,regular
1,2,,,,2,39,0,2,11,38,0,1,22,5-12,0-1,451,251,18-23,10.9,200,42,4.8,3-15,0,0,0,25:40,Ole Miss,home,41,322870145,2012,7,regular
1,0,-1,0,1,3,103,0,5,9,,,,27,8-19,1-3,471,467,38-51,9.2,4,41,0.1,5-40,1,1,0,38:24,San José State,home,27,322870023,2012,7,regular
1,4,0,0,1,3,89,0,5,7,,,,18,6-13,1-1,485,273,26-35,7.8,212,24,8.8,5-45,1,1,0,21:36,Utah State,away,49,322870023,2012,7,regular
1,2,19,0,3,2,53,0,3,7,37,1,2,27,9-14,0-1,486,235,20-27,8.7,251,44,5.7,9-85,1,0,1,36:56,Bowling Green,home,37,322870189,2012,7,regular
0,0,,,,1,92,0,5,6,0,0,1,14,4-14,1-2,256,253,21-39,6.5,3,20,0.2,5-35,3,1,2,22:16,Miami (OH),away,12,322870189,2012,7,regular
0,0,3,0,2,4,24,0,2,4,,,,26,9-18,1-3,456,298,32-53,5.6,158,33,4.8,7-55,2,0,2,26:43,Akron,away,28,322870195,2012,7,regular
0,1,40,0,3,3,41,0,2,10,0,0,2,28,3-14,2-4,441,189,14-28,6.8,252,53,4.8,4-40,0,0,0,32:52,Ohio,home,34,322870195,2012,7,regular
0,1,0,0,2,1,78,0,4,5,,,,27,5-17,3-5,457,132,10-20,6.6,325,70,4.6,2-19,1,1,0,35:36,Army,home,17,322870349,2012,7,regular
1,2,12,0,1,2,35,0,1,7,,,,12,1-9,1-1,367,84,7-12,7.0,283,36,7.9,4-40,0,0,0,23:50,Kent State,away,31,322870349,2012,7,regular
0,4,6,0,1,2,166,0,7,11,0,0,2,28,5-11,0-1,624,301,18-29,10.4,323,41,7.9,8-76,1,0,1,30:04,Eastern Michigan,home,47,322872199,2012,7,regular
0,3,,,,3,170,1,6,10,0,0,1,24,7-12,0-0,655,401,21-32,12.5,254,37,6.9,10-97,2,0,2,28:29,Toledo,away,52,322872199,2012,7,regular
0,3,91,0,4,1,32,0,2,6,2,0,2,30,7-17,2-4,433,265,27-43,6.2,168,45,3.7,8-74,3,2,1,47:51,Ball State,home,30,322872050,2012,7,regular
2,2,0,0,1,1,66,0,4,6,0,0,1,23,1-9,0-0,424,202,16-31,6.5,222,38,5.8,8-75,2,0,2,26:37,Western Michigan,away,24,322872050,2012,7,regular
1,0,-10,0,2,0,60,0,5,3,,,,26,7-19,1-2,336,263,27-49,5.4,73,39,1.9,7-94,3,1,2,33:02,Buffalo,away,3,322872459,2012,7,regular
1,4,0,0,1,2,,,,9,13,0,2,21,4-14,4-5,460,241,15-25,9.6,219,41,5.3,6-76,1,1,0,38:46,Northern Illinois,home,45,322872459,2012,7,regular
0,0,,,,1,134,0,7,1,20,0,2,18,3-15,0-1,225,129,16-33,3.9,96,32,3.0,4-29,1,0,1,29:51,Boston College,away,7,322870052,2012,7,regular
0,2,54,0,4,4,-6,0,1,15,33,0,1,30,4-8,0-0,649,448,29-38,11.8,201,33,6.1,9-96,2,0,2,29:20,Florida State,home,51,322870052,2012,7,regular
0,0,14,0,1,1,114,0,6,8,20,1,1,20,4-13,0-1,329,307,25-42,7.3,22,29,0.8,8-50,4,2,2,30:04,Duke,away,20,322870259,2012,7,regular
2,3,6,0,1,2,106,0,5,11,51,0,2,19,5-12,0-1,525,256,14-23,11.1,269,39,6.9,8-86,1,0,1,28:52,Virginia Tech,home,41,322870259,2012,7,regular
0,2,26,0,1,0,40,0,3,4,0,0,2,30,6-15,1-1,486,214,25-40,5.3,272,44,6.2,15-140,1,0,1,29:42,North Carolina,away,18,322872390,2012,7,regular
0,2,,,,0,90,0,4,2,24,0,1,26,6-15,2-5,415,235,21-39,6.0,180,45,4.0,7-54,2,0,2,30:18,Miami,home,14,322872390,2012,7,regular
0,1,19,0,2,1,33,0,1,2,18,0,1,21,6-18,0-5,398,211,15-32,6.6,187,49,3.8,4-46,0,0,0,33:28,Kansas,home,14,322872305,2012,7,regular
0,1,27,0,1,1,21,0,1,8,,,,18,7-17,0-2,371,255,18-29,8.8,116,44,2.6,3-45,1,0,1,26:18,Oklahoma State,away,20,322872305,2012,7,regular
1,1,7,0,1,2,36,0,2,3,,,,12,4-12,1-3,231,166,16-36,4.6,65,24,2.7,8-52,1,0,1,18:50,Iowa State,home,21,322870066,2012,7,regular
0,3,-2,0,1,0,31,0,2,9,23,0,1,25,8-17,1-1,364,187,16-24,7.8,177,52,3.4,9-62,1,1,0,48:20,Kansas State,away,27,322870066,2012,7,regular
2,3,,,,4,36,0,2,7,47,0,4,29,14-19,1-3,509,261,22-30,8.7,248,57,4.4,6-50,0,0,0,41:52,TCU,away,49,322870239,2012,7,regular
0,1,13,0,1,2,30,0,2,3,,,,21,4-8,1-1,432,326,15-23,14.2,106,32,3.3,1-10,6,2,4,18:08,Baylor,home,21,322870239,2012,7,regular
0,0,,,,2,125,0,7,1,28,1,1,13,4-13,0-1,289,215,18-37,5.8,74,23,3.2,5-37,3,1,2,22:24,Texas,away,21,322870201,2012,7,regular
1,6,67,0,5,2,96,0,3,13,14,0,2,30,11-19,1-1,677,334,22-39,8.6,343,51,6.7,8-60,1,0,1,36:43,Oklahoma,home,63,322870201,2012,7,regular
1,1,0,0,1,1,59,0,4,2,0,0,1,25,9-21,2-7,408,278,30-56,5.0,130,35,3.7,2-10,0,0,0,30:18,West Virginia,away,14,322872641,2012,7,regular
0,1,0,0,1,6,30,0,1,7,,,,30,5-10,2-2,676,508,33-43,11.8,168,29,5.8,5-41,2,1,1,29:42,Texas Tech,home,49,322872641,2012,7,regular
0,0,,,,1,20,0,1,6,3,0,1,13,5-14,0-0,239,144,13-29,5.0,95,26,3.7,4-35,0,0,0,23:52,UT San Antonio,away,14,322870242,2012,7,regular
0,3,0,0,1,1,39,0,2,10,,,,27,9-15,2-2,483,182,13-23,7.9,301,58,5.2,7-62,1,0,1,36:08,Rice,home,34,322870242,2012,7,regular
2,1,23,1,3,1,74,0,3,6,2,0,2,15,2-12,0-1,371,167,10-20,8.4,204,40,5.1,10-70,1,0,1,31:40,USC,away,24,322870264,2012,7,regular
0,0,43,0,4,2,83,0,3,2,7,0,1,14,3-12,0-1,299,198,20-28,7.1,101,30,3.4,6-50,4,2,2,27:39,Washington,home,14,322870264,2012,7,regular
0,0,,,,2,48,0,2,5,6,0,2,23,5-16,2-4,420,384,33-63,6.1,36,18,2.0,5-30,2,0,2,28:48,Washington State,home,17,322870265,2012,7,regular
0,3,14,0,2,1,67,0,3,7,0,0,2,25,6-12,0-0,507,189,14-23,8.2,318,50,6.4,8-91,2,0,2,30:43,California,away,31,322870265,2012,7,regular
0,2,30,0,2,1,34,0,2,6,,,,24,8-18,3-3,386,305,28-51,6.0,81,33,2.5,6-60,3,0,3,31:02,BYU,home,24,322870252,2012,7,regular
0,2,15,0,1,3,64,0,3,6,91,1,3,23,2-11,2-2,450,332,20-32,10.4,118,28,4.2,8-60,0,0,0,28:29,Oregon State,away,42,322870252,2012,7,regular
1,0,0,0,1,1,18,0,1,2,,,,16,6-13,1-3,319,244,25-35,7.0,75,27,2.8,4-30,1,0,1,28:30,Utah,away,14,322870026,2012,7,regular
0,2,-3,0,1,1,49,0,2,3,1,0,1,19,10-17,1-1,354,183,15-21,8.7,171,47,3.6,7-43,1,1,0,41:50,UCLA,home,21,322870026,2012,7,regular
2,1,,,,1,63,0,3,5,,,,16,5-17,2-3,255,180,20-42,4.3,75,32,2.3,4-40,1,0,1,32:17,Colorado,home,17,322850038,2012,7,regular
0,1,1,0,3,5,117,1,2,9,8,0,1,31,9-15,0-2,593,332,23-33,10.1,261,44,5.9,5-33,2,2,0,27:24,Arizona State,away,51,322850038,2012,7,regular
3,0,14,0,1,3,61,0,2,11,,,,24,9-20,4-6,373,241,24-38,6.3,132,50,2.6,13-81,1,0,1,35:20,South Alabama,away,29,322872032,2012,7,regular
0,2,19,0,1,3,97,0,4,4,38,0,1,23,6-9,0-0,316,203,17-22,9.2,113,37,3.1,2-20,3,3,0,23:55,Arkansas State,home,36,322872032,2012,7,regular
0,1,20,0,3,1,83,0,4,2,,,,16,9-20,1-3,307,261,26-39,6.7,46,37,1.2,11-87,1,1,0,35:55,Florida Atlantic,away,14,322872433,2012,7,regular
1,2,38,0,6,2,13,0,1,5,,,,17,4-12,2-2,341,147,10-24,6.1,194,32,6.1,7-59,0,0,0,24:05,Louisiana Monroe,home,35,322872433,2012,7,regular
0,3,,,,0,89,0,4,12,,,,26,7-13,2-2,417,244,25-38,6.4,173,40,4.3,5-44,2,0,2,26:42,Indiana,away,30,322942426,2012,8,regular
0,2,,,,1,46,0,2,7,24,1,2,25,6-12,0-1,353,96,8-13,7.4,257,57,4.5,2-10,0,0,0,33:18,Navy,home,31,322942426,2012,8,regular
0,0,,,,1,33,0,2,4,,,,18,3-13,0-0,285,291,23-41,7.1,-6,18,-0.3,6-51,2,1,1,25:13,Connecticut,away,10,322930183,2012,8,regular
1,2,39,0,4,2,22,0,1,16,27,0,1,21,8-15,0-0,502,251,14-20,12.6,251,53,4.7,8-73,0,0,0,34:47,Syracuse,home,40,322930183,2012,8,regular
0,0,,,,0,60,0,4,6,,,,22,7-19,3-6,334,165,23-42,3.9,169,39,4.3,5-28,1,0,1,30:49,Buffalo,home,6,322942084,2012,8,regular
0,2,,,,0,,,,8,23,0,1,13,7-15,1-1,254,128,9-17,7.5,126,42,3.0,4-45,0,0,0,28:48,Pittsburgh,away,20,322942084,2012,8,regular
1,0,37,0,4,1,108,0,5,4,0,0,1,9,5-16,0-1,191,72,8-17,4.2,119,42,2.8,6-39,3,2,1,30:24,Temple,home,10,322940218,2012,8,regular
2,0,-4,0,2,4,21,0,1,5,17,0,1,17,4-10,0-1,371,232,17-27,8.6,139,30,4.6,7-53,2,1,1,29:00,Rutgers,away,35,322940218,2012,8,regular
0,1,132,1,6,3,57,0,3,6,73,1,2,26,7-15,0-1,394,268,32-48,5.6,126,32,3.9,7-75,2,2,0,28:21,Fresno State,home,42,322940278,2012,8,regular
2,0,13,0,2,2,65,0,4,2,,,,14,2-18,1-3,243,170,20-44,3.9,73,30,2.4,5-43,2,0,2,31:02,Wyoming,away,14,322940278,2012,8,regular
0,2,24,0,2,3,30,0,1,8,,,,29,10-17,1-2,480,304,29-40,7.6,176,48,3.7,10-92,0,0,0,29:18,Nevada,home,38,322942440,2012,8,regular
0,1,8,0,1,3,48,0,2,11,,,,26,8-15,1-1,349,197,17-28,7.0,152,45,3.4,5-47,0,0,0,30:21,San Diego State,away,39,322942440,2012,8,regular
0,3,10,0,2,0,43,0,2,4,65,1,1,20,5-8,0-1,366,75,5-7,10.7,291,51,5.7,3-25,3,2,1,22:43,Air Force,home,28,322942005,2012,8,regular
2,3,15,0,1,0,32,0,1,5,0,0,1,21,5-14,2-4,443,34,6-11,3.1,409,59,6.9,7-35,1,0,1,37:00,New Mexico,away,23,322942005,2012,8,regular
1,3,,,,0,22,0,1,6,0,0,2,19,7-14,1-3,394,257,24-32,8.0,137,36,3.8,4-50,3,2,1,29:31,Boise State,home,32,322940068,2012,8,regular
2,0,,,,0,94,0,6,1,0,0,1,16,7-18,1-4,210,71,14-31,2.3,139,42,3.3,4-33,3,1,2,30:29,UNLV,away,7,322940068,2012,8,regular
1,3,23,0,2,3,22,0,1,9,49,0,2,22,9-12,0-0,446,219,21-27,8.1,227,32,7.1,5-23,1,1,0,29:53,Mississippi State,home,45,322940344,2012,8,regular
1,0,,,,0,64,0,4,3,,,,19,4-15,2-2,305,174,20-32,5.4,131,41,3.2,8-62,3,1,2,29:40,Middle Tennessee,away,3,322940344,2012,8,regular
0,2,,,,1,88,0,4,5,,,,12,5-14,1-1,371,265,26-41,6.5,106,19,5.6,6-35,2,1,1,23:25,Louisiana,away,23,322900249,2012,8,regular
1,1,,,,2,51,0,3,12,0,0,1,22,9-19,0-1,524,282,17-28,10.1,242,52,4.7,5-40,0,0,0,36:35,North Texas,home,30,322900249,2012,8,regular
1,0,24,0,6,2,94,0,5,8,27,0,1,17,7-19,0-1,347,307,23-47,6.5,40,26,1.5,9-60,0,0,0,24:12,NC State,away,20,322940120,2012,8,regular
0,2,2,0,2,0,72,0,4,6,,,,22,6-16,0-0,462,256,17-27,9.5,206,54,3.8,8-75,2,1,1,34:55,Maryland,home,18,322940120,2012,8,regular
1,0,6,0,2,3,85,0,5,5,,,,28,8-15,1-2,389,192,20-37,5.2,197,44,4.5,7-58,2,1,1,32:25,South Florida,away,25,322940097,2012,8,regular
1,2,,,,2,51,0,2,3,0,0,1,22,6-11,1-1,384,256,21-25,10.2,128,33,3.9,9-72,1,1,0,27:35,Louisville,home,27,322940097,2012,8,regular
0,0,38,0,3,0,160,1,5,17,117,1,2,18,6-16,0-0,355,126,13-24,5.3,229,43,5.3,4-35,1,1,0,31:27,Toledo,home,29,322942649,2012,8,regular
1,1,,,,1,95,0,5,11,,,,23,6-14,0-0,478,227,15-37,6.1,251,35,7.2,4-45,2,0,2,27:26,Cincinnati,away,23,322942649,2012,8,regular
1,1,9,0,3,0,140,0,5,5,,,,19,4-16,2-2,361,121,20-28,4.3,240,45,5.3,6-61,3,2,1,31:19,Memphis,home,17,322940235,2012,8,regular
2,2,31,0,3,2,24,0,1,5,32,0,1,17,6-13,1-1,351,122,15-26,4.7,229,34,6.7,4-35,1,1,0,28:00,UCF,away,35,322940235,2012,8,regular
2,5,15,0,3,3,71,0,3,11,0,0,1,32,5-11,0-0,629,354,32-43,8.2,275,42,6.5,9-102,1,0,1,29:18,Marshall,away,59,322942572,2012,8,regular
0,2,,,,0,153,0,10,6,19,1,1,25,5-16,0-1,329,115,17-33,3.5,214,45,4.8,5-50,3,2,1,29:13,Southern Mississippi,home,24,322942572,2012,8,regular
0,2,9,0,1,3,159,0,7,5,,,,19,5-12,2-2,401,319,22-37,8.6,82,25,3.3,7-55,0,0,0,26:43,UAB,home,35,322940005,2012,8,regular
0,3,4,0,2,2,67,0,3,10,,,,27,9-14,1-1,600,386,23-35,11.0,214,42,5.1,7-53,0,0,0,32:16,East Carolina,away,42,322940005,2012,8,regular
0,1,33,1,2,1,42,0,2,6,0,0,1,21,8-21,2-3,393,147,15-35,4.2,246,52,4.7,5-50,2,1,1,35:12,Rice,away,24,322940202,2012,8,regular
1,3,11,0,1,1,21,0,1,4,0,0,1,16,3-14,0-1,436,201,8-23,8.7,235,43,5.5,5-50,1,0,1,24:31,Tulsa,home,28,322940202,2012,8,regular
3,2,10,0,1,4,64,0,2,12,64,3,6,20,8-15,1-1,384,265,23-38,7.0,119,26,4.6,2-30,2,0,2,31:11,SMU,home,72,322922567,2012,8,regular
0,2,-8,0,3,3,136,0,7,6,83,1,2,30,12-21,2-4,560,445,34-65,6.8,115,33,3.5,9-73,9,3,6,41:18,Houston,away,42,322922567,2012,8,regular
1,1,25,0,2,2,45,0,2,6,,,,25,8-13,0-0,445,228,20-30,7.6,217,40,5.4,2-25,1,1,0,30:04,UTEP,home,24,322942638,2012,8,regular
1,0,5,0,1,2,14,0,1,8,,,,24,5-11,0-2,444,363,28-44,8.3,81,24,3.4,4-25,1,1,0,29:43,Tulane,away,20,322942638,2012,8,regular
2,8,27,0,4,2,121,0,5,10,0,0,2,39,6-13,2-3,839,431,32-42,10.3,408,53,7.7,4-30,3,3,0,34:25,Louisiana Tech,home,70,322942348,2012,8,regular
3,1,0,0,1,2,211,1,10,4,,,,11,0-11,1-3,304,257,21-36,7.1,47,23,2.0,5-35,4,2,2,25:16,Idaho,away,28,322942348,2012,8,regular
1,2,3,0,1,4,117,0,5,5,14,0,1,19,5-14,2-3,385,308,22-42,7.3,77,22,3.5,5-57,2,0,2,19:36,Louisiana Monroe,away,43,322940098,2012,8,regular
0,2,2,0,1,4,145,0,4,6,15,0,2,26,11-17,1-4,449,308,25-32,9.6,141,45,3.1,9-75,2,1,1,39:13,Western Kentucky,home,42,322940098,2012,8,regular
0,0,20,0,2,2,55,0,2,1,,,,12,1-10,1-1,245,149,13-24,6.2,96,30,3.2,3-30,2,0,2,24:51,Minnesota,away,13,322940275,2012,8,regular
0,5,0,0,1,0,9,0,1,8,1,0,2,24,8-15,0-1,443,106,7-15,7.1,337,54,6.2,2-20,0,0,0,34:48,Wisconsin,home,38,322940275,2012,8,regular
2,0,,,,1,152,1,4,2,,,,14,2-12,0-3,209,189,17-36,5.3,20,23,0.9,3-30,3,1,2,21:41,Iowa,home,14,322942294,2012,8,regular
1,3,7,0,3,2,57,0,2,8,20,0,2,28,8-17,1-3,504,289,26-38,7.6,215,52,4.1,7-72,2,2,0,38:08,Penn State,away,38,322942294,2012,8,regular
0,3,20,0,3,1,94,0,4,,0,0,1,15,6-15,2-2,342,190,15-32,5.9,152,36,4.2,4-29,4,2,2,24:48,Ohio State,home,29,322940194,2012,8,regular
2,0,3,0,3,2,139,1,5,,3,0,2,16,5-17,1-2,347,230,19-30,7.7,117,39,3.0,3-29,1,0,1,34:28,Purdue,away,22,322940194,2012,8,regular
0,0,26,0,1,0,21,0,1,12,25,0,1,16,5-15,0-0,326,163,14-30,5.4,163,32,5.1,6-55,1,0,1,28:34,Michigan,home,12,322940130,2012,8,regular
0,0,14,0,1,1,27,0,5,4,0,0,1,16,6-17,1-1,304,192,21-34,5.6,112,31,3.6,7-50,1,0,1,31:26,Michigan State,away,10,322940130,2012,8,regular
3,2,24,0,3,2,59,0,3,4,,,,14,5-20,2-2,301,121,16-37,3.3,180,38,4.7,5-45,0,0,0,27:35,Northwestern,home,28,322940077,2012,8,regular
0,1,-5,0,3,3,74,0,5,5,,,,26,3-14,0-1,543,342,27-39,8.8,201,44,4.6,7-57,3,3,0,47:09,Nebraska,away,29,322940077,2012,8,regular
0,0,63,0,4,2,,,,6,110,1,4,15,4-17,1-2,282,188,21-36,5.2,94,37,2.5,15-130,1,0,1,35:29,Bowling Green,away,24,322940113,2012,8,regular
0,0,-6,0,3,0,54,0,2,,7,0,1,6,1-16,1-3,118,33,13-34,1.0,85,26,3.3,6-63,4,0,4,24:31,UMass,home,0,322940113,2012,8,regular
0,0,-5,0,1,2,30,0,2,2,9,0,1,17,6-13,0-0,243,177,23-36,4.9,66,25,2.6,4-35,2,0,2,29:19,BYU,away,14,322940087,2012,8,regular
0,1,-3,0,2,1,37,0,2,5,7,0,2,16,6-14,0-0,389,119,8-17,7.0,270,43,6.3,5-51,1,0,1,30:41,Notre Dame,home,17,322940087,2012,8,regular
0,2,,,,1,111,0,5,6,,,,21,6-14,1-1,329,123,11-20,6.2,206,43,4.8,3-16,0,0,0,27:29,Kentucky,home,24,322940096,2012,8,regular
0,0,19,0,3,4,64,0,3,5,,,,25,5-12,0-1,504,427,30-40,10.7,77,32,2.4,8-70,0,0,0,31:41,Georgia,away,29,322940096,2012,8,regular
0,0,-13,0,3,0,79,0,6,9,,,,17,3-14,0-0,191,155,17-40,3.9,36,26,1.4,3-26,4,3,1,33:19,South Carolina,away,11,322940057,2012,8,regular
3,2,19,0,3,4,74,0,2,8,3,0,1,14,7-16,0-0,183,94,12-17,5.5,89,48,1.9,7-74,0,0,0,35:28,Florida,home,44,322940057,2012,8,regular
0,2,59,0,4,4,36,0,2,8,0,0,2,23,6-12,0-0,539,306,17-22,13.9,233,45,5.2,4-23,1,1,0,36:35,Alabama,away,44,322942633,2012,8,regular
1,1,13,0,1,0,111,0,4,7,,,,11,2-13,0-2,282,203,16-31,6.5,79,27,2.9,2-15,2,0,2,22:34,Tennessee,home,13,322942633,2012,8,regular
3,1,7,0,2,0,48,0,3,7,,,,15,2-12,0-1,212,109,15-21,5.2,103,33,3.1,4-40,0,0,0,30:43,Auburn,away,13,322940238,2012,8,regular
0,2,2,0,1,0,22,0,1,5,,,,17,5-15,2-5,382,173,15-26,6.7,209,45,4.6,5-35,3,3,0,29:03,Vanderbilt,home,17,322940238,2012,8,regular
1,3,48,0,3,2,49,0,2,11,35,0,1,20,7-13,0-0,516,260,17-27,9.6,256,36,7.1,8-76,0,0,0,26:10,Utah State,home,41,322940328,2012,8,regular
0,0,,,,1,47,0,3,1,,,,21,6-16,1-2,321,189,20-38,5.0,132,34,3.9,1-15,2,1,1,33:22,New Mexico State,away,7,322940328,2012,8,regular
0,2,16,0,3,0,108,0,4,7,,,,26,6-16,0-0,410,276,29-56,4.9,134,38,3.5,6-65,5,2,3,30:10,Texas A&M,home,19,322940245,2012,8,regular
2,2,,,,1,27,0,2,6,17,0,3,18,2-16,2-2,316,97,11-29,3.3,219,45,4.9,13-102,0,0,0,29:50,LSU,away,24,322940245,2012,8,regular
1,2,,,,1,122,0,5,6,0,0,1,27,9-18,1-1,476,333,30-57,5.8,143,36,4.0,6-65,6,3,3,31:58,Western Michigan,away,24,322942309,2012,8,regular
3,3,,,,1,39,0,4,11,0,0,3,19,5-14,2-2,384,203,18-33,6.2,181,31,5.8,5-38,2,1,1,27:16,Kent State,home,41,322942309,2012,8,regular
2,2,20,0,4,2,33,0,1,13,20,0,1,28,6-17,1-1,528,223,20-33,6.8,305,50,6.1,8-70,1,1,0,32:54,Northern Illinois,away,37,322942006,2012,8,regular
1,0,4,0,1,1,47,0,5,1,,,,15,5-14,0-0,199,157,15-29,5.4,42,37,1.1,7-67,3,2,1,26:55,Akron,home,7,322942006,2012,8,regular
1,1,,,,3,168,0,7,6,0,0,1,23,2-10,0-0,446,339,23-38,8.9,107,26,4.1,7-61,2,1,1,25:14,Central Michigan,home,30,322942117,2012,8,regular
1,2,22,0,2,3,83,0,3,11,0,0,1,28,10-17,1-1,464,231,23-30,7.7,233,51,4.6,5-52,2,1,1,34:46,Ball State,away,41,322942117,2012,8,regular
0,4,-4,0,1,1,129,0,8,8,65,0,1,18,4-12,0-2,478,65,3-11,5.9,413,52,7.9,6-48,2,2,0,23:42,Army,away,38,322942199,2012,8,regular
2,1,10,0,2,5,66,0,3,12,,,,27,8-17,2-2,577,369,19-31,11.9,208,47,4.4,7-58,1,0,1,35:22,Eastern Michigan,home,48,322942199,2012,8,regular
2,1,,,,1,16,0,1,8,,,,14,4-16,2-3,258,229,26-44,5.2,29,21,1.4,4-25,2,1,1,25:23,Miami,home,20,322942390,2012,8,regular
1,3,-1,0,1,0,77,0,3,15,37,0,1,23,3-10,0-0,447,229,21-31,7.4,218,41,5.3,12-121,2,2,0,34:34,Florida State,away,33,322942390,2012,8,regular
