fumblesRecovered,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,firstDowns,thirdDownEff,fourthDownEff,totalYards,netPassingYards,completionAttempts,yardsPerPass,rushingYards,rushingAttempts,yardsPerRushAttempt,totalPenaltiesYards,turnovers,fumblesLost,interceptions,possessionTime,interceptionYards,interceptionTDs,passesIntercepted,team,home_away,points,game_id,season,week,season_type
0,0,1,0,1,0,60,0,3,3,12,5-17,1-3,217,146,19-36,4.1,71,27,2.6,5-55,0,0,0,26:41,0,0,1,Kentucky,away,3,400548360,2014,8,regular
0,0,18,0,2,0,198,0,8,,8,2-13,0-2,172,141,19-31,4.5,31,24,1.3,2-6,1,0,1,23:29,,,,Texas A&M,away,0,400548364,2014,8,regular
0,4,53,0,3,4,,,,11,30,9-15,1-1,602,304,21-35,8.7,298,45,6.6,0-0,0,0,0,36:31,1,0,1,Alabama,home,59,400548364,2014,8,regular
0,6,27,0,3,1,61,0,5,9,30,7-10,0-0,658,225,16-22,10.2,433,55,7.9,5-43,1,1,0,30:07,,,,Northern Illinois,home,51,400548137,2014,8,regular
1,4,,,,2,98,0,7,5,26,5-13,2-2,514,346,23-42,8.2,168,30,5.6,8-56,0,0,0,29:53,,,,Miami (OH),away,41,400548137,2014,8,regular
1,0,10,0,2,2,87,0,4,8,18,3-14,0-2,352,268,23-46,5.8,84,25,3.4,10-83,3,1,2,28:12,0,0,1,Akron,away,20,400548133,2014,8,regular
1,0,30,0,4,2,67,0,5,11,19,6-18,1-1,356,197,17-37,5.3,159,39,4.1,11-120,2,1,1,31:48,0,0,2,Ohio,home,23,400548133,2014,8,regular
0,2,,,,0,149,0,9,5,19,5-13,0-4,330,35,5-15,2.3,295,56,5.3,5-38,1,0,1,26:18,0,0,1,Army,away,17,400548134,2014,8,regular
0,1,-1,0,1,3,57,0,3,15,21,6-12,1-1,467,360,27-40,9.0,107,24,4.5,5-53,1,0,1,33:42,26,0,1,Kent State,home,39,400548134,2014,8,regular
0,2,0,0,1,0,55,0,3,2,14,5-14,1-2,274,139,20-33,4.2,135,31,4.4,5-40,2,1,1,20:16,,,,Bowling Green,home,14,400548138,2014,8,regular
1,1,6,0,2,2,71,0,3,8,20,9-18,2-2,361,166,15-24,6.9,195,50,3.9,5-49,0,0,0,39:07,13,0,1,Western Michigan,away,26,400548138,2014,8,regular
1,1,13,0,1,3,159,0,6,3,24,6-11,0-1,426,245,20-32,7.7,181,37,4.9,10-91,5,3,2,28:40,,,,Central Michigan,home,29,400548135,2014,8,regular
3,2,,,,1,52,0,4,14,24,5-15,1-1,287,198,21-38,5.2,89,38,2.3,4-25,1,1,0,30:24,43,0,2,Ball State,away,32,400548135,2014,8,regular
0,2,10,0,3,0,51,0,3,5,22,10-21,0-0,398,285,29-46,6.2,113,35,3.2,4-30,0,0,0,35:42,,,,Clemson,away,17,400547734,2014,8,regular
0,0,0,0,1,2,68,0,2,1,11,2-14,1-2,263,143,9-20,7.2,120,36,3.3,3-30,0,0,0,28:05,,,,Boston College,home,13,400547734,2014,8,regular
0,1,51,0,2,2,18,0,1,12,21,9-16,0-0,369,203,21-36,5.6,166,33,5.0,4-33,0,0,0,29:45,0,0,1,Louisville,home,30,400547805,2014,8,regular
0,0,0,0,1,2,57,0,3,6,20,6-14,0-1,351,223,18-32,7.0,128,31,4.1,2-20,1,0,1,30:15,,,,NC State,away,18,400547805,2014,8,regular
1,1,6,0,2,0,14,0,1,12,17,9-19,0-0,370,171,22-32,5.3,199,38,5.2,6-55,0,0,0,31:41,42,1,1,Syracuse,away,30,400547819,2014,8,regular
0,0,47,0,2,1,49,0,2,1,12,3-15,1-2,170,99,15-23,4.3,71,36,2.0,3-35,2,1,1,27:53,,,,Wake Forest,home,7,400547819,2014,8,regular
1,2,8,0,2,1,87,0,4,3,15,6-16,0-0,331,121,11-18,6.7,210,43,4.9,7-70,2,1,1,31:46,,,,Pittsburgh,home,21,400547813,2014,8,regular
1,0,43,0,4,1,9,0,1,10,16,2-14,0-2,291,265,26-45,5.9,26,22,1.2,8-45,1,1,0,28:14,7,0,1,Virginia Tech,away,16,400547813,2014,8,regular
1,3,,,,4,64,0,3,6,31,10-15,2-2,579,390,38-47,8.3,189,41,4.6,4-35,1,0,1,28:12,,,,North Carolina,home,48,400547775,2014,8,regular
0,3,-5,0,1,3,78,0,4,7,29,5-8,0-0,611,235,8-18,13.1,376,51,7.4,5-32,1,1,0,31:11,2,0,1,Georgia Tech,away,43,400547775,2014,8,regular
1,0,0,0,1,2,20,0,1,8,19,4-13,0-0,334,179,23-38,4.7,155,30,5.2,3-30,0,0,0,28:45,,,,Duke,home,20,400547756,2014,8,regular
0,0,8,0,2,1,18,0,1,7,23,8-16,0-1,465,325,22-47,6.9,140,31,4.5,6-60,1,1,0,31:05,,,,Virginia,away,13,400547756,2014,8,regular
0,3,13,0,3,3,60,0,4,6,26,7-15,1-2,676,415,27-42,9.9,261,40,6.5,5-45,1,0,1,31:52,0,0,2,TCU,home,42,400547876,2014,8,regular
0,0,3,0,1,0,41,0,2,9,12,3-15,0-0,258,132,10-25,5.3,126,39,3.2,4-23,2,0,2,27:32,0,0,1,Oklahoma State,away,9,400547876,2014,8,regular
0,1,,,,3,62,0,4,6,30,7-11,0-0,533,335,28-36,9.3,198,42,4.7,3-19,2,0,2,32:07,,,,Oklahoma,home,30,400547877,2014,8,regular
0,1,,,,2,15,0,1,7,17,5-11,0-0,385,225,15-23,9.8,160,32,5.0,2-20,0,0,0,27:42,5,1,2,Kansas State,away,31,400547877,2014,8,regular
0,2,1,0,2,3,90,0,5,11,33,6-15,0-0,456,322,23-35,9.2,134,50,2.7,14-138,3,2,1,30:23,,,,West Virginia,home,41,400547874,2014,8,regular
2,1,2,0,2,2,107,0,5,9,22,3-16,0-2,318,223,16-37,6.0,95,42,2.3,18-215,0,0,0,28:42,15,0,1,Baylor,away,27,400547874,2014,8,regular
1,2,42,0,5,3,,,,9,30,9-19,0-0,524,345,36-55,6.3,179,38,4.7,5-59,3,1,2,29:46,8,0,1,Iowa State,away,45,400547875,2014,8,regular
1,4,15,0,2,1,114,0,6,12,27,5-13,1-1,512,321,24-36,8.9,191,39,4.9,4-33,2,1,1,30:14,74,1,2,Texas,home,48,400547875,2014,8,regular
1,1,11,0,2,2,39,0,2,3,19,4-14,0-2,363,235,20-32,7.3,128,40,3.2,4-37,2,1,1,29:52,37,0,1,Kansas,away,21,400547873,2014,8,regular
1,1,-3,0,4,3,58,0,3,10,26,5-15,1-2,507,288,28-44,6.5,219,37,5.9,4-22,2,1,1,30:08,0,0,1,Texas Tech,home,34,400547873,2014,8,regular
0,1,11,0,1,0,32,0,1,10,19,8-18,0-0,318,243,20-32,7.6,75,39,1.9,11-116,0,0,0,35:39,8,0,1,Colorado State,home,16,400548217,2014,8,regular
0,1,11,0,5,0,21,0,1,7,11,2-12,0-0,260,160,19-31,5.2,100,19,5.3,6-45,1,0,1,24:05,,,,Utah State,away,13,400548217,2014,8,regular
1,2,12,0,1,1,42,0,3,9,12,6-16,0-0,313,127,13-25,5.1,186,34,5.5,2-20,1,0,1,24:27,,,,Fresno State,away,27,400548216,2014,8,regular
0,2,7,0,3,2,66,0,7,13,24,9-19,2-2,492,228,23-32,7.1,264,51,5.2,6-30,1,1,0,35:33,4,0,1,Boise State,home,37,400548216,2014,8,regular
0,1,-3,0,1,2,59,0,2,9,31,6-16,1-1,471,322,33-45,7.2,149,41,3.6,5-40,2,2,0,35:54,,,,San José State,away,27,400548220,2014,8,regular
2,1,43,0,2,0,,,,8,11,5-16,2-3,277,119,11-28,4.3,158,30,5.3,7-72,0,0,0,24:03,,,,Wyoming,home,20,400548220,2014,8,regular
2,4,18,0,2,1,,,,5,23,9-18,1-3,428,159,5-9,17.7,269,74,3.6,1-5,1,1,0,30:14,,,,Air Force,home,35,400548215,2014,8,regular
1,3,,,,0,34,0,2,7,14,4-15,2-4,400,33,4-10,3.3,367,52,7.1,1-15,2,2,0,29:34,,,,New Mexico,away,31,400548215,2014,8,regular
1,0,4,0,1,1,68,0,4,4,12,3-13,1-1,264,174,17-31,5.6,90,25,3.6,7-40,3,1,2,23:53,,,,Hawai'i,away,10,400548218,2014,8,regular
1,1,0,0,1,1,44,0,2,8,19,6-15,1-2,457,174,13-24,7.3,283,47,6.0,4-44,1,1,0,36:07,-5,0,2,San Diego State,home,20,400548218,2014,8,regular
0,1,1,0,1,4,108,0,6,5,38,13-21,4-4,601,408,39-63,6.5,193,39,4.9,6-75,3,3,0,26:49,,,,BYU,home,35,400548219,2014,8,regular
3,4,20,0,1,1,19,0,1,10,20,7-17,4-4,411,285,26-40,7.1,126,36,3.5,6-36,0,0,0,33:11,,,,Nevada,away,42,400548219,2014,8,regular
1,2,,,,0,105,0,6,5,18,3-14,1-2,345,196,18-29,6.8,149,38,3.9,0-0,3,2,1,30:50,,,,Rutgers,away,17,400547984,2014,8,regular
2,4,45,0,4,3,94,0,4,8,31,5-9,2-3,585,261,19-31,8.4,324,40,8.1,4-28,1,1,0,28:09,0,0,1,Ohio State,home,56,400547984,2014,8,regular
0,2,14,0,1,0,85,0,4,5,7,1-12,0-0,224,11,5-16,0.7,213,33,6.5,4-25,1,1,0,20:36,3,0,1,Indiana,home,17,400547922,2014,8,regular
1,5,-1,0,1,3,34,0,2,8,30,10-16,0-0,662,332,24-32,10.4,330,51,6.5,3-37,1,0,1,39:24,,,,Michigan State,away,56,400547922,2014,8,regular
0,2,13,0,3,2,72,0,2,7,19,7-21,1-2,433,317,32-56,5.7,116,31,3.7,7-65,3,2,1,29:31,21,0,2,Iowa,away,31,400547931,2014,8,regular
2,3,3,0,2,1,21,0,1,8,22,4-16,1-1,418,206,17-33,6.2,212,46,4.6,6-50,2,0,2,30:29,45,1,1,Maryland,home,38,400547931,2014,8,regular
1,2,4,0,1,3,136,0,6,8,17,5-13,1-2,451,153,16-26,5.9,298,35,8.5,7-55,2,0,2,28:13,,,,Purdue,away,38,400547964,2014,8,regular
0,3,19,0,1,2,116,0,7,9,22,6-12,0-0,450,165,9-18,9.2,285,52,5.5,7-66,1,1,0,31:47,27,0,2,Minnesota,home,39,400547964,2014,8,regular
0,2,,,,0,101,0,5,5,21,5-16,0-1,290,173,18-39,4.4,117,34,3.4,8-65,1,0,1,27:04,,,,Northwestern,home,17,400547971,2014,8,regular
0,4,26,0,3,1,44,0,3,8,24,8-15,0-0,471,237,19-30,7.9,234,44,5.3,7-68,0,0,0,32:49,0,0,1,Nebraska,away,38,400547971,2014,8,regular
0,1,4,0,1,1,60,0,3,8,20,9-18,3-3,317,184,24-38,4.8,133,36,3.7,4-24,2,1,1,29:27,,,,Washington,away,20,400548288,2014,8,regular
1,4,1,0,1,2,94,0,5,9,29,11-18,3-4,554,336,24-33,10.2,218,50,4.4,7-90,0,0,0,30:33,15,0,1,Oregon,home,45,400548288,2014,8,regular
2,1,11,0,2,1,32,0,1,14,23,9-19,1-1,356,242,24-34,7.1,114,46,2.5,2-9,0,0,0,34:49,,,,Arizona State,home,26,400548285,2014,8,regular
0,1,-14,0,1,0,95,0,6,4,14,6-16,1-2,288,212,19-39,5.4,76,22,3.5,5-35,2,2,0,35:50,,,,Stanford,away,10,400548285,2014,8,regular
0,2,,,,2,99,0,5,12,33,2-13,2-3,567,330,31-42,7.9,237,47,5.0,6-63,3,2,1,30:17,0,0,1,UCLA,away,36,400548287,2014,8,regular
2,2,,,,3,88,0,3,4,21,5-14,1-1,366,310,26-42,7.4,56,31,1.8,4-40,1,0,1,28:46,39,0,1,California,home,34,400548287,2014,8,regular
1,3,10,0,2,0,42,0,2,11,16,3-14,1-1,315,62,9-18,3.4,253,46,5.5,6-67,2,1,1,25:30,0,0,1,Utah,away,29,400548284,2014,8,regular
1,0,0,0,2,2,67,0,5,11,21,4-17,2-3,390,272,21-37,7.4,118,46,2.6,9-75,2,1,1,33:56,0,0,1,Oregon State,home,23,400548284,2014,8,regular
1,2,19,0,2,2,103,0,5,4,27,6-17,3-6,403,231,31-49,4.7,172,46,3.7,7-61,2,0,2,35:29,,,,Colorado,away,28,400548286,2014,8,regular
0,1,19,0,2,7,51,0,3,8,21,4-11,0-0,532,319,19-28,11.4,213,33,6.5,7-85,1,1,0,23:52,39,0,2,USC,home,56,400548286,2014,8,regular
1,2,22,0,1,3,58,0,4,8,23,5-12,1-2,402,335,28-44,7.6,67,26,2.6,3-25,2,1,1,23:34,,,,Western Kentucky,away,38,400548051,2014,8,regular
1,3,-2,0,1,3,107,0,6,9,29,8-18,6-6,619,341,24-35,9.7,278,54,5.1,6-59,1,1,0,36:03,0,0,1,Florida Atlantic,home,45,400548051,2014,8,regular
0,1,47,0,3,4,61,0,3,9,18,6-12,0-0,457,214,15-27,7.9,243,26,9.3,9-65,1,0,1,21:51,57,1,2,Marshall,away,45,400548050,2014,8,regular
0,1,,,,1,86,0,4,1,23,10-20,0-0,385,208,18-32,6.5,177,53,3.3,8-88,2,0,2,38:09,13,0,1,Florida International,home,13,400548050,2014,8,regular
0,1,36,0,2,2,80,0,5,12,30,7-14,1-1,506,305,27-41,7.4,201,41,4.9,6-70,2,0,2,37:11,,,,Southern Mississippi,away,30,400548054,2014,8,regular
0,2,7,0,1,0,12,0,1,8,21,5-13,0-1,395,287,20-35,8.2,108,26,4.2,4-55,0,0,0,22:49,0,0,2,North Texas,home,20,400548054,2014,8,regular
1,1,-1,0,3,1,108,0,3,9,16,7-18,1-1,278,157,14-33,4.8,121,35,3.5,10-85,1,0,1,27:30,36,0,3,Louisiana Tech,home,27,400548052,2014,8,regular
0,1,17,0,4,2,55,0,3,8,17,4-16,1-2,324,190,20-33,5.8,134,39,3.4,8-85,4,1,3,32:30,0,0,1,UT San Antonio,away,20,400548052,2014,8,regular
0,0,7,0,1,1,37,0,3,4,12,4-14,0-1,270,176,14-23,7.7,94,35,2.7,4-20,2,1,1,21:01,23,0,1,Texas State,home,10,400548427,2014,8,regular
1,2,22,0,2,1,37,0,2,10,25,7-15,0-1,516,240,16-23,10.4,276,58,4.8,7-35,1,0,1,38:34,19,0,1,Louisiana,away,34,400548427,2014,8,regular
2,5,,,,1,81,0,3,9,24,6-12,0-2,551,110,9-16,6.9,441,54,8.2,7-52,1,1,0,31:14,26,0,2,Appalachian State,away,53,400548428,2014,8,regular
1,1,9,0,1,0,173,1,5,2,17,6-16,1-4,308,229,27-40,5.7,79,32,2.5,11-89,4,2,2,28:33,,,,Troy,home,14,400548428,2014,8,regular
0,1,1,0,1,3,50,0,3,3,21,9-17,0-2,401,311,23-40,7.8,90,37,2.4,4-30,1,1,0,29:04,,,,Georgia State,away,27,400548429,2014,8,regular
1,1,51,0,2,2,19,0,1,12,26,6-16,0-1,447,126,11-32,3.9,321,54,5.9,8-82,0,0,0,30:56,,,,South Alabama,home,30,400548429,2014,8,regular
1,1,-1,0,1,3,92,0,4,7,26,8-14,1-1,422,322,33-46,7.0,100,25,4.0,2-20,1,0,1,29:19,,,,San José State,away,31,400548224,2014,9,regular
0,5,19,0,1,0,30,0,2,11,28,7-12,1-1,479,56,4-8,7.0,423,68,6.2,0-0,1,1,0,30:41,11,0,1,Navy,home,41,400548224,2014,9,regular
0,3,3,0,3,3,20,0,1,9,24,6-13,1-1,484,211,16-26,8.1,273,46,5.9,2-9,1,1,0,35:58,-7,0,1,Arkansas,home,45,400548059,2014,9,regular
1,0,39,0,2,1,189,1,5,5,12,4-14,0-3,195,62,6-18,3.4,133,42,3.2,2-10,1,0,1,24:49,,,,UAB,away,17,400548059,2014,9,regular
0,3,-13,0,2,3,44,0,3,6,30,9-16,1-1,520,225,20-34,6.6,295,49,6.0,9-81,2,0,2,33:42,37,0,2,Toledo,home,42,400548144,2014,9,regular
0,0,,,,5,57,0,3,3,26,6-15,4-5,497,445,29-58,7.7,52,20,2.6,9-75,2,0,2,25:48,23,0,2,UMass,away,35,400548144,2014,9,regular
2,0,32,1,2,1,82,0,4,2,11,3-13,0-2,182,150,20-38,3.9,32,20,1.6,8-68,4,1,3,21:11,,,,Temple,away,14,400547698,2014,9,regular
1,2,11,0,3,2,40,0,2,10,27,11-20,1-2,466,336,25-39,8.6,130,47,2.8,5-58,2,2,0,43:29,11,0,3,UCF,home,34,400547698,2014,9,regular
3,0,1,0,1,2,70,0,4,5,12,5-13,0-0,281,239,20-33,7.2,42,22,1.9,7-95,4,2,2,22:59,,,,South Florida,away,17,400547697,2014,9,regular
2,3,46,0,2,1,44,0,2,10,31,6-16,3-3,590,317,27-37,8.6,273,50,5.5,4-37,3,3,0,36:33,0,0,2,Cincinnati,home,34,400547697,2014,9,regular
0,4,28,0,2,2,58,0,2,12,29,3-10,2-4,582,352,20-27,13.0,230,53,4.3,8-69,1,1,0,32:10,31,0,2,Memphis,away,48,400547699,2014,9,regular
1,1,,,,0,,,,4,15,7-18,2-3,251,114,13-33,3.5,137,31,4.4,7-60,2,0,2,27:31,,,,SMU,home,10,400547699,2014,9,regular
0,2,11,0,3,2,73,0,4,7,31,9-20,3-5,580,445,39-65,6.8,135,35,3.9,11-105,1,0,1,35:36,4,0,1,East Carolina,home,31,400547696,2014,9,regular
0,1,,,,2,91,0,4,3,16,3-12,1-1,397,313,20-32,9.8,84,26,3.2,12-118,1,0,1,24:24,0,0,1,Connecticut,away,21,400547696,2014,9,regular
1,3,,,,2,73,0,4,4,23,11-15,0-0,469,286,14-24,11.9,183,41,4.5,6-50,2,2,0,29:26,-5,0,1,Alabama,away,34,400548357,2014,9,regular
2,0,-4,0,1,2,63,0,3,8,21,11-19,0-1,383,202,21-36,5.6,181,43,4.2,4-33,2,1,1,30:34,,,,Tennessee,home,20,400548357,2014,9,regular
0,5,28,0,1,1,26,0,2,6,25,6-8,0-0,551,156,13-15,10.4,395,47,8.4,4-53,1,1,0,35:09,1,0,3,Auburn,home,42,400548356,2014,9,regular
1,0,7,0,1,5,23,0,1,5,30,6-14,5-6,535,416,30-53,7.8,119,33,3.6,4-20,3,0,3,33:23,,,,South Carolina,away,35,400548356,2014,9,regular
1,4,3,0,3,1,74,1,3,9,30,8-16,0-1,542,216,18-33,6.5,326,51,6.4,2-20,1,0,1,34:07,,,,Mississippi State,away,45,400548355,2014,9,regular
0,2,-5,0,2,2,56,0,4,7,23,5-14,0-2,504,401,25-44,9.1,103,32,3.2,3-25,1,1,0,25:08,3,0,1,Kentucky,home,31,400548355,2014,9,regular
0,1,18,0,2,2,35,0,3,6,20,9-16,1-1,385,141,11-23,6.1,244,46,5.3,14-100,0,0,0,31:09,0,0,1,Missouri,home,24,400548358,2014,9,regular
0,0,1,0,1,2,,,,2,18,4-11,0-0,240,196,17-31,6.3,44,27,1.6,5-41,1,0,1,28:51,,,,Vanderbilt,away,14,400548358,2014,9,regular
0,0,0,0,2,1,57,0,2,4,22,5-13,1-1,406,142,8-16,8.9,264,55,4.8,5-45,4,2,2,35:47,1,0,1,LSU,home,10,400548354,2014,9,regular
2,0,1,0,1,1,36,0,2,1,15,5-17,1-3,313,176,14-34,5.2,137,34,4.0,8-52,1,0,1,37:55,0,0,2,Ole Miss,away,7,400548354,2014,9,regular
0,0,15,0,3,0,45,0,2,3,18,2-13,1-3,285,206,22-40,5.2,79,27,2.9,3-17,1,0,1,29:47,,,,Kent State,away,3,400548141,2014,9,regular
0,1,-2,0,3,0,24,0,1,4,15,4-14,0-1,287,120,11-28,4.3,167,33,5.1,8-62,0,0,0,30:13,0,0,1,Miami (OH),home,10,400548141,2014,9,regular
1,3,-1,0,1,2,,,,6,24,5-12,0-0,530,344,22-28,12.3,186,42,4.4,3-36,3,1,2,32:31,12,1,1,Western Michigan,home,42,400548143,2014,9,regular
1,2,-1,0,1,1,29,0,3,3,19,6-16,0-0,372,284,20-36,7.9,88,36,2.4,6-48,2,1,1,36:52,70,0,2,Ohio,away,21,400548143,2014,9,regular
1,3,24,0,1,0,52,0,2,17,22,5-15,1-1,380,225,18-36,6.3,155,40,3.9,3-20,0,0,0,29:38,106,0,4,Ball State,home,35,400548139,2014,9,regular
0,2,1,0,2,1,39,0,2,3,20,5-15,2-3,325,200,21-39,5.1,125,34,3.7,7-45,5,1,4,32:38,,,,Akron,away,21,400548139,2014,9,regular
0,4,14,0,2,0,20,0,1,4,18,5-12,1-2,386,54,10-17,3.2,332,44,7.5,3-37,0,0,0,25:52,-1,0,1,Northern Illinois,away,28,400548142,2014,9,regular
0,2,23,0,2,0,34,0,4,5,25,10-18,0-1,381,124,16-34,3.6,257,48,5.4,8-80,1,0,1,33:50,,,,Eastern Michigan,home,17,400548142,2014,9,regular
1,0,,,,2,81,0,2,2,15,5-13,1-3,271,233,21-37,6.3,38,22,1.7,3-40,2,0,2,23:18,0,0,1,Buffalo,home,14,400548140,2014,9,regular
0,2,0,0,1,1,40,0,2,2,21,6-14,3-4,341,231,14-24,9.6,110,49,2.2,8-49,2,1,1,36:13,0,0,2,Central Michigan,away,20,400548140,2014,9,regular
1,2,5,0,1,0,38,0,4,5,17,4-14,1-2,261,242,22-30,8.1,19,33,0.6,6-49,1,0,1,30:11,,,,Wake Forest,home,17,400547735,2014,9,regular
0,2,5,0,1,1,55,0,3,5,20,2-10,0-0,367,165,11-15,11.0,202,44,4.6,7-54,1,1,0,29:39,0,0,1,Boston College,away,23,400547735,2014,9,regular
2,0,,,,0,89,0,4,6,10,3-16,1-1,170,82,12-28,2.9,88,34,2.6,5-30,3,1,2,24:47,20,0,2,Syracuse,away,6,400547746,2014,9,regular
1,0,3,0,2,1,44,0,2,10,23,6-17,1-1,375,209,24-35,6.0,166,48,3.5,2-15,4,2,2,34:45,8,0,2,Clemson,home,16,400547746,2014,9,regular
3,3,8,0,3,1,23,0,1,6,22,7-15,1-2,456,92,7-16,5.8,364,53,6.9,4-28,0,0,0,35:08,,,,Miami,away,30,400547791,2014,9,regular
0,0,5,0,2,1,128,0,5,,15,3-12,1-1,262,142,18-28,5.1,120,31,3.9,4-40,3,3,0,24:52,,,,Virginia Tech,home,6,400547791,2014,9,regular
1,3,6,0,1,1,60,0,3,4,19,8-12,0-1,526,328,23-35,9.4,198,31,6.4,2-15,6,6,0,26:28,,,,Pittsburgh,home,28,400547776,2014,9,regular
6,7,0,0,1,1,33,0,2,8,27,6-12,1-2,612,147,5-12,12.3,465,64,7.3,3-15,1,1,0,33:32,,,,Georgia Tech,away,56,400547776,2014,9,regular
0,1,6,0,1,2,36,0,2,9,26,9-18,1-1,443,284,21-41,6.9,159,43,3.7,8-83,2,0,2,37:35,0,0,1,Virginia,home,27,400547799,2014,9,regular
0,1,42,0,4,3,23,0,2,4,20,5-14,0-1,374,275,16-29,9.5,99,34,2.9,5-45,1,0,1,22:25,28,0,2,North Carolina,away,28,400547799,2014,9,regular
0,1,-1,0,2,2,21,0,2,10,22,9-18,0-0,448,238,21-30,7.9,210,44,4.8,7-57,0,0,0,33:39,53,1,2,West Virginia,away,34,400547879,2014,9,regular
0,0,5,0,3,1,44,0,2,4,23,2-15,1-5,436,242,21-41,5.9,194,39,5.0,4-30,2,0,2,26:21,,,,Oklahoma State,home,10,400547879,2014,9,regular
0,0,,,,0,64,0,3,,12,4-13,0-1,196,106,13-25,4.2,90,27,3.3,7-66,1,1,0,20:46,,,,Texas,away,0,400547878,2014,9,regular
1,2,22,0,2,0,,,,11,22,9-17,1-1,367,224,19-30,7.5,143,43,3.3,3-25,0,0,0,39:14,,,,Kansas State,home,23,400547878,2014,9,regular
2,3,0,0,1,7,94,0,5,22,32,8-16,0-0,785,480,27-45,10.7,305,41,7.4,10-77,0,0,0,34:08,20,0,2,TCU,home,82,400547880,2014,9,regular
0,0,,,,3,67,0,4,9,21,4-12,0-1,446,345,20-41,8.4,101,28,3.6,6-69,4,2,2,24:57,,,,Texas Tech,away,27,400547880,2014,9,regular
1,0,2,0,3,3,47,0,3,2,13,3-16,1-3,282,267,22-38,7.0,15,27,0.6,4-35,3,1,2,25:50,,,,UNLV,away,20,400548225,2014,9,regular
1,1,9,0,3,3,46,0,4,10,18,6-17,0-2,444,266,16-29,9.2,178,47,3.8,7-60,1,1,0,33:17,3,0,2,Utah State,home,34,400548225,2014,9,regular
0,2,13,0,3,1,147,0,8,4,17,5-14,0-1,322,259,23-38,6.8,63,26,2.4,7-70,2,1,1,23:34,20,1,1,BYU,away,30,400548221,2014,9,regular
1,3,19,0,2,4,70,0,5,13,28,7-13,0-0,637,410,24-31,13.2,227,48,4.7,8-70,1,0,1,36:26,2,0,1,Boise State,home,55,400548221,2014,9,regular
0,2,,,,2,38,0,2,7,25,7-15,1-2,454,335,24-38,8.8,119,38,3.1,7-53,0,0,0,36:03,,,,Wyoming,away,31,400548222,2014,9,regular
0,1,-1,0,1,5,118,0,5,9,24,5-8,0-1,558,411,20-24,17.1,147,30,4.9,9-87,0,0,0,23:57,,,,Colorado State,home,45,400548222,2014,9,regular
0,1,17,0,2,1,73,0,3,4,16,4-13,2-2,303,203,20-34,6.0,100,27,3.7,3-25,2,1,1,22:12,0,0,1,Hawai'i,home,18,400548223,2014,9,regular
1,2,1,0,1,1,46,0,1,8,26,10-20,2-2,427,132,18-28,4.7,295,60,4.9,4-36,1,0,1,37:19,18,0,1,Nevada,away,26,400548223,2014,9,regular
0,1,5,0,2,1,35,0,2,6,20,8-18,0-1,240,224,31-50,4.5,16,31,0.5,4-42,2,0,2,25:27,52,1,2,Penn State,home,24,400547985,2014,9,regular
0,3,-4,0,4,1,81,0,3,7,19,7-18,1-2,293,74,12-19,3.9,219,57,3.8,8-70,2,0,2,34:33,0,0,2,Ohio State,away,31,400547985,2014,9,regular
2,1,0,0,2,0,,,,3,13,5-14,0-1,186,125,15-31,4.0,61,26,2.3,4-27,3,1,2,26:14,,,,Michigan,away,11,400547949,2014,9,regular
1,3,2,0,3,1,27,0,1,5,22,6-12,0-1,446,227,12-22,10.3,219,46,4.8,8-88,2,2,0,33:37,29,1,2,Michigan State,home,35,400547949,2014,9,regular
1,5,33,0,3,2,21,0,1,10,25,6-14,2-2,527,216,15-23,9.4,311,49,6.3,2-20,0,0,0,35:21,,,,Wisconsin,home,52,400547938,2014,9,regular
0,0,0,0,1,1,138,0,5,1,10,3-15,0-2,175,129,13-29,4.4,46,28,1.6,7-45,1,1,0,24:39,,,,Maryland,away,7,400547938,2014,9,regular
0,4,36,0,4,2,114,0,4,6,21,8-13,0-0,455,163,14-22,7.4,292,41,7.1,5-35,2,1,1,29:28,28,0,1,Nebraska,home,42,400547972,2014,9,regular
1,2,,,,1,132,0,6,6,15,4-12,0-1,348,205,12-26,7.9,143,38,3.8,4-26,1,0,1,30:32,2,0,1,Rutgers,away,24,400547972,2014,9,regular
2,2,17,0,3,1,,,,4,16,4-14,1-1,263,140,15-23,6.1,123,41,3.0,4-36,1,1,0,31:31,3,0,1,Illinois,home,28,400547911,2014,9,regular
1,2,6,0,1,1,25,0,1,6,19,4-16,1-2,411,240,12-30,8.0,171,41,4.2,4-30,3,2,1,28:29,,,,Minnesota,away,24,400547911,2014,9,regular
0,0,13,0,4,0,54,0,3,,2,1-14,0-1,70,32,6-20,1.6,38,26,1.5,4-29,2,1,1,20:48,,,,UT San Antonio,home,0,400548060,2014,9,regular
1,1,17,0,3,2,19,0,1,10,15,7-16,0-0,351,191,12-18,10.6,160,46,3.5,6-50,0,0,0,39:12,19,1,1,UTEP,away,34,400548060,2014,9,regular
0,1,6,0,3,1,118,1,2,3,16,5-16,1-3,216,190,16-34,5.6,26,33,0.8,4-40,2,1,1,24:37,,,,North Texas,away,21,400548057,2014,9,regular
1,3,22,0,2,1,10,0,1,11,20,8-16,0-1,421,233,13-26,9.0,188,46,4.1,4-50,0,0,0,35:08,60,1,1,Rice,home,41,400548057,2014,9,regular
