fumblesRecovered,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,firstDowns,thirdDownEff,fourthDownEff,totalYards,netPassingYards,completionAttempts,yardsPerPass,rushingYards,rushingAttempts,yardsPerRushAttempt,totalPenaltiesYards,turnovers,fumblesLost,interceptions,possessionTime,interceptionYards,interceptionTDs,passesIntercepted,team,home_away,points,game_id,season,week,season_type
2,1,42,0,6,2,105,0,4,10,26,6-17,0-1,480,219,21-35,6.3,261,51,5.1,6-35,1,0,1,33:06,0,0,1,Memphis,home,36,400547670,2014,4,regular
0,0,,,,0,74,0,5,,7,4-14,0-0,93,67,12-23,2.9,26,30,0.9,6-35,4,1,3,31:48,0,0,2,Delaware State,away,0,400547672,2014,4,regular
1,3,134,2,4,2,,,,11,19,3-7,1-1,351,179,16-21,8.5,172,40,4.3,8-69,2,0,2,28:12,65,1,3,Temple,home,59,400547672,2014,4,regular
0,2,6,0,1,3,176,0,5,11,23,6-18,2-2,439,294,24-43,6.8,145,39,3.7,8-85,1,0,1,25:01,23,0,1,North Carolina,away,41,400547669,2014,4,regular
0,5,,,,4,93,0,4,10,39,12-17,0-0,789,446,32-51,8.7,343,46,7.5,9-74,1,0,1,34:59,46,1,1,East Carolina,home,70,400547669,2014,4,regular
1,4,23,0,3,0,75,0,3,9,23,7-13,0-1,437,181,15-28,6.5,256,42,6.1,7-80,2,1,1,25:10,73,2,4,Duke,home,47,400547673,2014,4,regular
1,2,8,0,2,0,64,0,5,1,28,5-18,1-6,391,160,14-36,4.4,231,58,4.0,13-92,5,1,4,47:20,18,0,1,Tulane,away,13,400547673,2014,4,regular
0,3,38,0,4,2,87,0,4,8,25,8-13,1-1,499,67,8-14,4.8,432,52,8.3,5-35,1,1,0,32:04,21,0,2,New Mexico,away,38,400548197,2014,4,regular
1,3,3,0,1,2,38,0,3,5,29,13-20,2-3,520,333,32-47,7.1,187,43,4.3,6-54,2,0,2,27:21,,,,New Mexico State,home,35,400548197,2014,4,regular
0,3,26,0,1,1,90,0,3,12,19,4-12,1-1,505,233,12-19,12.3,272,47,5.8,9-64,1,1,0,30:24,77,0,3,Ohio,home,36,400548112,2014,4,regular
1,1,2,0,1,2,98,0,4,6,23,8-19,3-4,418,353,33-55,6.4,65,27,2.4,4-32,3,0,3,29:36,,,,Idaho,away,24,400548112,2014,4,regular
0,0,0,0,1,0,115,0,6,0,11,5-16,0-1,216,169,18-33,5.1,47,28,1.7,4-35,2,1,1,32:05,,,,Troy,away,0,400548385,2014,4,regular
1,5,104,1,3,3,,,,12,23,6-11,1-1,547,180,14-22,8.2,367,39,9.4,5-35,0,0,0,27:55,0,0,1,Georgia,home,66,400548385,2014,4,regular
1,1,17,0,2,5,70,0,3,6,28,12-16,0-1,672,449,24-35,12.8,223,52,4.3,11-80,4,3,1,39:16,12,0,2,Alabama,home,42,400548384,2014,4,regular
3,1,,,,1,85,0,5,3,11,2-13,0-1,200,93,9-28,3.3,107,27,4.0,5-36,3,1,2,20:44,20,0,1,Florida,away,21,400548384,2014,4,regular
1,0,0,0,1,2,266,2,7,10,18,4-10,0-0,379,223,15-25,8.9,156,30,5.2,7-75,2,1,1,28:58,,,,Vanderbilt,home,34,400548387,2014,4,regular
1,2,1,0,1,3,57,0,3,12,24,7-12,0-0,449,237,22-34,7.0,212,34,6.2,5-35,1,1,0,31:02,53,1,1,South Carolina,away,48,400548387,2014,4,regular
2,1,,,,2,60,0,3,5,20,2-13,1-2,430,341,20-37,9.2,89,35,2.5,3-28,1,0,1,29:45,,,,LSU,home,29,400548386,2014,4,regular
0,2,35,0,2,2,,,,10,23,5-14,0-1,570,268,15-24,11.2,302,49,6.2,6-41,2,2,0,29:55,0,0,1,Mississippi State,away,34,400548386,2014,4,regular
0,0,0,0,1,2,119,0,6,2,17,6-15,0-2,303,180,19-31,5.8,123,32,3.8,9-67,1,1,0,25:22,,,,Northern Illinois,away,14,400548115,2014,4,regular
1,4,0,0,2,2,113,1,2,10,24,10-14,0-0,427,215,16-23,9.3,212,45,4.7,4-30,0,0,0,34:38,,,,Arkansas,home,52,400548115,2014,4,regular
0,2,71,0,3,0,35,0,2,2,20,8-14,0-0,285,245,24-40,6.1,40,30,1.3,0-0,3,1,2,29:00,1,0,1,Kansas State,home,14,400547856,2014,4,regular
1,0,,,,2,,,,8,22,10-18,0-0,359,231,17-31,7.5,128,45,2.8,6-46,1,0,1,31:00,0,0,2,Auburn,away,20,400547856,2014,4,regular
2,5,-1,0,1,1,31,0,2,12,28,8-15,1-1,526,242,20-38,6.4,284,38,7.5,20-188,1,0,1,33:18,7,0,2,Marshall,away,48,400548029,2014,4,regular
0,1,1,0,1,1,74,0,3,5,25,2-13,0-2,343,251,25-52,4.8,92,23,4.0,10-94,4,2,2,26:42,0,0,1,Akron,home,17,400548029,2014,4,regular
1,0,,,,2,118,0,5,11,23,8-16,1-1,351,176,15-27,6.5,175,42,4.2,4-40,0,0,0,29:22,6,0,1,Ball State,away,23,400548111,2014,4,regular
0,4,66,0,2,1,76,0,4,4,23,8-14,2-2,470,152,13-22,6.9,318,47,6.8,4-37,2,1,1,30:38,,,,Toledo,home,34,400548111,2014,4,regular
0,1,4,0,2,0,126,0,5,2,15,4-15,0-1,305,214,19-35,6.1,91,24,3.8,6-50,0,0,0,20:37,71,1,1,Murray State,away,14,400548113,2014,4,regular
0,5,-1,0,1,1,52,0,2,9,30,8-13,0-1,605,228,20-29,7.9,377,54,7.0,7-50,1,0,1,39:23,,,,Western Michigan,home,45,400548113,2014,4,regular
5,7,54,0,2,3,62,0,3,13,24,9-17,0-0,496,160,14-19,8.4,336,60,5.6,4-25,1,0,1,42:23,9,0,1,Michigan State,home,73,400547954,2014,4,regular
0,0,0,0,3,2,31,0,2,2,5,1-13,1-1,135,115,10-29,4.0,20,19,1.1,4-38,6,5,1,35:22,0,0,1,Eastern Michigan,away,14,400547954,2014,4,regular
2,1,46,0,2,2,84,0,3,6,15,9-19,1-1,369,231,24-34,6.8,138,35,3.9,8-65,1,0,1,28:36,0,0,1,Kansas,home,24,400547857,2014,4,regular
0,1,6,0,3,0,74,0,2,4,18,3-12,0-0,279,178,18-26,6.8,101,35,2.9,5-43,3,2,1,30:53,0,0,1,Central Michigan,away,10,400547857,2014,4,regular
0,0,-3,0,1,1,18,0,2,1,10,4-15,0-2,215,99,3-12,8.3,116,46,2.5,5-55,2,2,0,27:55,,,,Norfolk State,away,7,400548114,2014,4,regular
2,1,41,0,3,4,12,0,1,6,22,7-16,1-1,431,262,15-29,9.0,169,44,3.8,4-55,0,0,0,32:05,,,,Buffalo,home,36,400548114,2014,4,regular
0,2,0,0,1,0,25,0,2,5,17,5-16,0-1,407,306,22-33,9.3,101,40,2.5,3-30,1,1,0,32:33,28,0,2,Clemson,away,17,400547742,2014,4,regular
1,2,28,0,1,1,9,0,1,5,17,4-15,0-0,317,304,21-39,7.8,13,27,0.5,8-41,2,0,2,26:58,,,,Florida State,home,23,400547742,2014,4,regular
0,0,11,0,1,1,109,0,6,4,6,2-11,0-0,139,123,10-18,6.8,16,22,0.7,4-25,0,0,0,21:10,1,0,1,Maine,away,10,400547731,2014,4,regular
0,4,6,0,2,1,72,0,3,10,28,6-15,3-4,549,136,12-21,6.5,413,64,6.5,3-26,1,0,1,38:29,,,,Boston College,home,40,400547731,2014,4,regular
0,0,,,,0,47,0,3,0,16,8-17,0-1,252,130,15-25,5.2,122,45,2.7,5-54,1,1,0,37:46,,,,Presbyterian College,away,0,400547804,2014,4,regular
1,3,9,0,3,3,30,0,1,6,21,4-9,1-1,460,195,14-22,8.9,265,31,8.5,7-70,0,0,0,22:08,,,,NC State,home,42,400547804,2014,4,regular
0,2,-1,0,1,1,41,0,2,3,17,3-12,2-2,359,18,3-5,3.6,341,59,5.8,7-57,2,2,0,35:33,10,0,1,Army,away,21,400547832,2014,4,regular
2,1,,,,2,47,0,2,6,21,7-13,0-2,338,238,25-35,6.8,100,30,3.3,4-30,1,0,1,24:01,,,,Wake Forest,home,24,400547832,2014,4,regular
0,1,,,,1,58,0,3,9,19,4-12,1-2,375,125,7-18,6.9,250,44,5.7,8-60,1,1,0,29:20,41,1,3,Georgia Tech,away,27,400547774,2014,4,regular
1,2,17,0,4,0,29,0,1,10,24,8-14,0-0,424,297,28-39,7.6,127,33,3.8,12-79,3,0,3,30:40,,,,Virginia Tech,home,24,400547774,2014,4,regular
1,2,11,0,2,2,81,0,4,11,27,7-10,0-0,456,113,9-13,8.7,343,54,6.4,7-69,2,1,1,32:51,5,0,2,Nebraska,home,41,400547789,2014,4,regular
1,1,,,,3,53,0,3,7,24,4-10,2-3,435,359,28-42,8.5,76,23,3.3,9-82,3,1,2,26:20,0,0,1,Miami,away,31,400547789,2014,4,regular
1,2,25,0,1,2,132,1,3,11,16,6-14,0-0,332,187,13-23,8.1,145,37,3.9,12-133,0,0,0,18:40,32,0,1,BYU,home,41,400547822,2014,4,regular
0,2,8,0,2,1,83,0,4,15,35,10-22,2-4,519,327,35-58,5.6,192,44,4.4,8-86,2,1,1,40:39,,,,Virginia,away,33,400547822,2014,4,regular
1,8,98,0,7,1,67,0,2,14,29,3-7,0-0,756,112,9-18,6.2,644,60,10.7,5-55,3,2,1,36:36,43,0,1,Wisconsin,home,68,400548002,2014,4,regular
2,2,,,,0,118,0,6,5,11,2-16,0-0,271,178,15-33,5.4,93,29,3.2,7-36,2,1,1,23:24,22,0,1,Bowling Green,away,17,400548002,2014,4,regular
0,2,5,0,1,2,,,,9,26,7-15,0-1,513,376,25-41,9.2,137,40,3.4,5-55,3,1,2,26:15,0,0,1,West Virginia,home,33,400547858,2014,4,regular
1,4,5,0,1,1,135,1,3,9,24,8-16,0-0,510,209,17-30,7.0,301,46,6.5,8-82,1,0,1,33:24,0,0,2,Oklahoma,away,45,400547858,2014,4,regular
0,3,,,,1,28,0,1,7,27,1-14,2-2,493,252,18-33,7.6,241,50,4.8,5-50,0,0,0,26:33,3,0,1,Indiana,away,31,400547918,2014,4,regular
0,1,27,0,2,2,24,0,2,9,28,5-16,2-2,503,331,29-48,6.9,172,35,4.9,10-75,1,0,1,32:55,,,,Missouri,home,27,400547918,2014,4,regular
1,1,12,0,1,2,59,0,3,10,17,4-13,0-0,369,280,16-26,10.8,89,32,2.8,8-75,0,0,0,27:46,88,1,1,Maryland,away,34,400547817,2014,4,regular
0,2,47,0,4,0,117,0,6,8,26,4-14,0-1,589,219,14-28,7.8,370,51,7.3,8-69,2,1,1,32:14,,,,Syracuse,home,20,400547817,2014,4,regular
0,2,8,0,1,1,31,0,2,6,17,4-11,3-3,311,178,12-18,9.9,133,35,3.8,2-20,1,0,1,27:09,8,0,1,Iowa,away,24,400547810,2014,4,regular
0,2,,,,0,,,,8,24,6-13,2-3,435,250,19-30,8.3,185,42,4.4,8-80,1,0,1,32:51,31,0,1,Pittsburgh,home,20,400547810,2014,4,regular
0,2,11,0,3,1,45,0,2,3,22,7-17,1-1,316,190,19-33,5.8,126,47,2.7,8-62,4,3,1,27:58,0,0,1,Arkansas State,home,21,400548203,2014,4,regular
3,0,0,0,1,2,42,0,2,2,19,6-20,1-4,413,268,27-47,5.7,145,37,3.9,11-100,1,0,1,31:45,0,0,1,Utah State,away,14,400548203,2014,4,regular
0,1,33,0,2,0,17,0,1,3,14,2-15,1-3,241,174,21-39,4.5,67,23,2.9,7-40,1,0,1,26:00,,,,Louisiana,away,9,400548194,2014,4,regular
0,4,12,0,1,0,74,0,2,10,24,8-17,1-2,499,237,24-31,7.6,262,48,5.5,8-60,0,0,0,34:00,0,0,1,Boise State,home,34,400548194,2014,4,regular
1,1,93,0,4,0,78,0,3,13,16,8-18,0-0,296,108,15-29,3.7,188,39,4.8,4-23,3,3,0,30:41,,,,Florida Atlantic,away,19,400548027,2014,4,regular
3,2,9,0,2,0,29,0,1,8,17,5-15,0-1,334,161,10-23,7.0,173,41,4.2,4-36,1,1,0,29:19,,,,Wyoming,home,20,400548027,2014,4,regular
0,0,3,0,1,2,100,0,6,4,11,4-16,0-0,375,318,18-30,10.6,57,34,1.7,5-29,2,1,1,27:14,-6,0,1,Southern Utah,away,16,400548195,2014,4,regular
1,3,43,0,3,4,9,0,1,8,29,6-15,1-3,680,291,22-38,7.7,389,54,7.2,6-38,1,0,1,32:39,23,1,1,Fresno State,home,56,400548195,2014,4,regular
0,4,-1,0,2,0,,,,4,25,6-10,0-1,372,275,24-31,8.9,97,36,2.7,7-52,2,1,1,43:00,3,0,2,Oregon State,home,28,400548198,2014,4,regular
1,1,22,0,2,0,54,0,3,1,11,4-11,0-1,215,106,14-26,4.1,109,23,4.7,9-65,2,0,2,24:07,0,0,1,San Diego State,away,7,400548198,2014,4,regular
3,3,0,0,1,0,,,,6,19,5-12,0-0,387,7,1-7,1.0,380,58,6.6,10-80,2,1,1,31:18,9,0,2,Minnesota,home,24,400547962,2014,4,regular
1,0,,,,1,15,0,2,1,17,8-15,1-1,254,186,16-33,5.6,68,32,2.1,0-0,5,3,2,28:42,10,0,1,San José State,away,7,400547962,2014,4,regular
1,1,6,0,2,2,77,0,2,3,20,6-18,2-3,405,287,29-45,6.4,118,36,3.3,9-83,2,0,2,32:26,7,0,1,Colorado,home,21,400548196,2014,4,regular
0,0,25,0,3,0,20,0,1,12,20,5-19,0-0,286,155,17-46,3.4,131,32,4.1,2-15,2,1,1,27:34,62,0,2,Hawai'i,away,12,400548196,2014,4,regular
2,0,3,0,2,0,121,0,4,3,12,3-16,0-1,205,117,13-26,4.5,88,40,2.2,6-60,3,1,2,30:57,,,,Florida International,home,3,400547782,2014,4,regular
1,1,64,0,8,2,27,0,1,10,16,5-17,2-3,336,324,20-36,9.0,12,35,0.3,7-36,2,2,0,29:03,32,1,2,Louisville,away,34,400547782,2014,4,regular
1,0,83,1,2,1,35,0,2,14,13,6-17,0-0,286,205,18-27,7.6,81,37,2.2,6-50,1,0,1,26:28,75,0,3,Utah,away,26,400547946,2014,4,regular
0,0,3,0,2,0,22,0,1,4,19,9-19,2-4,308,190,18-39,4.9,118,36,3.3,3-20,4,1,3,33:32,7,1,1,Michigan,home,10,400547946,2014,4,regular
0,1,,,,4,79,0,3,5,26,10-21,1-1,475,336,29-43,7.8,139,52,2.7,8-63,1,0,1,37:41,48,0,1,Texas State,away,35,400547907,2014,4,regular
0,3,40,0,2,2,,,,6,21,4-14,0-0,485,266,25-39,6.8,219,27,8.1,4-19,1,0,1,22:19,45,1,1,Illinois,home,42,400547907,2014,4,regular
2,0,19,0,4,1,72,0,3,1,22,4-17,2-5,376,292,29-50,5.8,84,36,2.3,6-40,4,3,1,32:57,,,,Western Illinois,away,7,400547977,2014,4,regular
3,3,25,0,1,0,,,,6,15,3-14,1-2,283,117,15-25,4.7,166,41,4.0,5-35,2,2,0,27:03,0,0,1,Northwestern,home,24,400547977,2014,4,regular
1,1,,,,0,120,0,4,7,20,10-18,0-2,330,248,24-46,5.4,82,28,2.9,5-45,2,1,1,28:45,,,,Southern Illinois,away,13,400547991,2014,4,regular
1,2,0,0,1,2,58,0,2,9,23,7-14,0-1,381,198,15-26,7.6,183,44,4.2,4-26,1,1,0,31:15,23,0,1,Purdue,home,35,400547991,2014,4,regular
0,1,28,0,2,5,,,,9,25,5-11,2-2,530,430,27-43,10.0,100,21,4.8,5-55,0,0,0,21:44,,,,Old Dominion,away,45,400548031,2014,4,regular
0,4,,,,2,37,0,2,6,30,10-16,2-2,526,242,22-34,7.1,284,54,5.3,5-50,0,0,0,38:16,,,,Rice,home,42,400548031,2014,4,regular
0,0,10,0,3,4,65,0,3,7,29,5-14,2-4,499,436,43-63,6.9,63,17,3.7,5-54,2,2,0,31:47,,,,Washington State,home,31,400548267,2014,4,regular
2,0,12,0,2,5,80,0,4,8,22,5-12,1-1,501,329,21-25,13.2,172,42,4.1,10-86,0,0,0,28:13,,,,Oregon,away,38,400548267,2014,4,regular
0,0,,,,2,107,0,7,2,17,5-17,2-2,273,205,22-34,6.0,68,41,1.7,4-25,4,1,3,36:18,,,,Georgia State,away,14,400548268,2014,4,regular
1,2,113,0,5,3,6,0,1,9,17,6-15,1-2,336,154,19-27,5.7,182,41,4.4,6-53,0,0,0,23:42,35,1,3,Washington,home,45,400548268,2014,4,regular
1,1,-3,0,1,5,,,,13,36,7-22,3-3,627,520,47-74,7.0,107,32,3.3,6-65,2,0,2,31:08,24,0,1,Arizona,home,49,400548266,2014,4,regular
0,3,22,0,4,3,0,0,1,9,24,6-14,0-1,573,380,18-30,12.7,193,42,4.6,10-99,2,1,1,28:52,7,0,2,California,away,45,400548266,2014,4,regular
1,0,,,,0,87,0,4,3,14,6-20,1-2,244,166,17-32,5.2,78,42,1.9,5-40,3,0,3,40:31,,,,Nicholls,away,3,400548030,2014,4,regular
0,5,161,1,5,3,46,0,2,11,20,5-7,0-0,526,202,13-17,11.9,324,38,8.5,5-40,1,1,0,19:37,131,2,3,North Texas,home,77,400548030,2014,4,regular
2,3,-1,0,1,0,72,0,3,12,21,5-15,2-2,307,205,21-35,5.9,102,38,2.7,3-30,2,0,2,30:11,17,0,3,Northwestern State,away,30,400548028,2014,4,regular
0,2,-8,0,2,1,83,0,4,9,22,4-12,1-1,413,280,20-34,8.2,133,33,4.0,8-74,5,2,3,30:38,15,0,2,Louisiana Tech,home,27,400548028,2014,4,regular
0,4,4,0,1,0,25,0,1,4,18,3-11,0-0,420,85,6-11,7.7,335,52,6.4,1-10,2,1,1,31:20,60,0,2,Georgia Southern,away,28,400548414,2014,4,regular
1,0,0,0,1,1,74,0,3,0,20,3-14,1-3,296,149,13-34,4.4,147,42,3.5,6-50,2,0,2,28:40,5,0,1,South Alabama,home,6,400548414,2014,4,regular
1,2,21,0,3,1,50,0,2,3,16,2-11,0-0,329,268,22-36,7.4,61,25,2.4,9-103,2,0,2,24:09,8,0,2,Southern Mississippi,home,21,400548032,2014,4,regular
0,1,8,0,1,2,38,0,2,2,29,8-16,1-1,455,264,28-40,6.6,191,47,4.1,11-59,3,1,2,35:51,13,0,2,Appalachian State,away,20,400548032,2014,4,regular
1,1,24,0,3,2,86,0,4,12,30,7-15,0-0,551,387,38-54,7.2,164,34,4.8,7-66,1,0,1,29:47,43,1,1,Western Kentucky,away,36,400548038,2014,5,regular
0,4,0,0,1,0,143,0,8,3,22,2-11,1-3,467,55,3-15,3.7,412,52,7.9,3-25,2,1,1,30:13,37,0,1,Navy,home,27,400548038,2014,5,regular
2,0,2,0,1,2,54,0,2,10,9,4-17,0-0,297,204,9-24,8.5,93,37,2.5,10-65,0,0,0,30:02,102,2,4,Florida International,away,34,400548033,2014,5,regular
0,2,41,0,5,1,123,0,6,2,21,7-18,1-3,380,196,18-35,5.6,184,47,3.9,5-40,6,2,4,29:58,,,,UAB,home,20,400548033,2014,5,regular
3,3,4,0,2,3,130,0,7,11,30,10-23,1-3,668,443,38-60,7.4,225,48,4.7,13-112,3,0,3,31:05,0,0,1,Bowling Green,away,47,400548116,2014,5,regular
0,1,0,0,1,5,137,0,7,6,29,6-17,1-3,638,589,36-61,9.7,49,31,1.6,4-30,4,3,1,28:49,54,0,3,UMass,home,42,400548116,2014,5,regular
0,2,2,0,1,4,18,0,1,12,45,9-14,1-2,710,330,26-36,9.2,380,65,5.8,7-40,1,1,0,41:55,,,,Ohio State,home,50,400547674,2014,5,regular
1,0,,,,4,83,0,5,4,15,4-11,0-0,422,352,21-33,10.7,70,19,3.7,6-40,0,0,0,17:43,,,,Cincinnati,away,28,400547674,2014,5,regular
2,3,65,0,3,5,,,,8,31,5-11,0-1,614,349,28-43,8.1,265,38,7.0,5-48,0,0,0,27:42,-4,0,1,TCU,away,56,400547677,2014,5,regular
0,0,,,,0,123,0,8,,17,4-18,3-5,245,156,16-33,4.7,89,45,2.0,6-50,3,2,1,31:35,,,,SMU,home,0,400547677,2014,5,regular
1,1,4,0,3,1,62,0,4,10,15,4-12,0-0,272,231,20-31,7.5,41,24,1.7,5-57,1,1,0,25:23,123,1,2,Temple,away,36,400547675,2014,5,regular
1,0,9,0,1,1,104,0,6,4,18,3-13,1-1,307,174,14-27,6.4,133,44,3.0,7-70,3,1,2,35:28,,,,Connecticut,home,10,400547675,2014,5,regular
1,2,24,0,1,1,,,,9,26,5-12,0-0,454,160,11-18,8.9,294,57,5.2,4-35,1,1,0,40:51,19,0,1,Wisconsin,home,27,400547678,2014,5,regular
1,1,23,0,1,0,72,0,3,4,8,2-9,0-0,245,173,8-19,9.1,72,19,3.8,11-90,2,1,1,18:49,,,,South Florida,away,10,400547678,2014,5,regular
1,1,-5,0,3,2,22,0,1,6,26,7-15,0-0,426,248,22-37,6.7,178,42,4.2,10-117,4,2,2,43:13,47,0,1,Ole Miss,home,24,400547676,2014,5,regular
2,0,6,0,2,0,39,0,2,3,13,3-16,0-1,104,81,13-31,2.6,23,31,0.7,9-105,2,1,1,23:05,17,0,2,Memphis,away,3,400547676,2014,5,regular
0,0,,,,4,,,,7,20,3-10,2-2,462,291,14-21,13.9,171,40,4.3,4-30,1,0,1,31:47,,,,Rutgers,home,31,400547679,2014,5,regular
0,1,11,0,2,0,71,0,4,0,13,3-15,2-3,304,152,18-29,5.2,152,31,4.9,7-62,0,0,0,28:13,6,0,1,Tulane,away,6,400547679,2014,5,regular
0,3,6,0,2,2,28,0,2,7,21,5-16,2-2,409,228,21-31,7.4,181,49,3.7,7-77,0,0,0,25:22,0,0,1,Texas State,away,37,400547680,2014,5,regular
0,2,4,0,3,2,20,0,1,10,25,8-21,3-4,434,234,23-40,5.8,200,56,3.6,4-34,1,0,1,34:24,,,,Tulsa,home,34,400547680,2014,5,regular
2,5,24,0,3,3,,,,9,29,3-6,0-0,563,200,14-20,10.0,363,54,6.7,5-35,4,2,2,35:17,29,1,2,LSU,home,63,400548379,2014,5,regular
2,1,7,0,2,0,21,0,1,1,13,4-17,0-0,274,102,16-33,3.1,172,37,4.6,5-35,4,2,2,24:36,0,0,3,New Mexico State,away,7,400548379,2014,5,regular
0,2,7,0,1,1,57,0,2,10,19,5-12,0-0,429,196,15-25,7.8,233,38,6.1,8-65,2,1,1,25:18,78,1,2,South Alabama,away,34,400548416,2014,5,regular
1,0,22,0,2,1,97,0,6,4,18,6-18,1-2,269,239,25-40,6.0,30,33,0.9,7-59,2,0,2,32:49,0,0,1,Idaho,home,10,400548416,2014,5,regular
3,1,,,,0,38,0,2,3,17,3-15,2-4,429,294,22-38,7.7,135,30,4.5,10-85,1,0,1,26:43,29,1,2,Syracuse,home,15,400547818,2014,5,regular
0,0,16,0,1,4,33,0,2,7,29,9-15,0-0,523,362,32-39,9.3,161,41,3.9,8-80,5,3,2,33:17,15,0,1,Notre Dame,away,31,400547818,2014,5,regular
0,1,4,0,1,3,102,0,4,6,22,6-17,0-0,401,284,27-44,6.5,117,34,3.4,7-49,2,2,0,27:49,0,0,2,Tennessee,away,32,400548381,2014,5,regular
2,3,41,0,5,1,86,0,5,5,25,1-10,2-2,436,147,16-25,5.9,289,53,5.5,7-57,2,0,2,31:19,,,,Georgia,home,35,400548381,2014,5,regular
0,3,46,0,3,0,32,0,1,3,16,2-16,3-3,280,132,12-34,3.9,148,36,4.1,8-74,0,0,0,24:05,,,,Missouri,away,21,400548380,2014,5,regular
0,1,33,0,2,1,33,0,1,8,18,8-21,0-2,338,219,21-37,5.9,119,42,2.8,8-71,0,0,0,35:55,,,,South Carolina,home,20,400548380,2014,5,regular
2,0,,,,0,34,0,3,1,8,2-12,0-1,139,85,8-25,3.4,54,22,2.5,2-10,3,0,3,21:27,13,1,1,Vanderbilt,away,7,400548383,2014,5,regular
0,1,5,0,3,1,56,0,2,5,23,6-15,0-1,384,201,23-30,6.7,183,50,3.7,5-55,3,2,1,47:16,51,0,3,Kentucky,home,17,400548383,2014,5,regular
1,1,-1,0,1,4,104,0,4,5,21,4-13,0-1,523,386,21-41,9.4,137,27,5.1,9-70,1,0,1,23:00,,,,Texas A&M,home,35,400548382,2014,5,regular
0,3,7,0,1,1,67,0,3,4,22,5-15,1-2,484,199,15-27,7.4,285,47,6.1,8-76,1,1,0,37:00,0,0,1,Arkansas,away,28,400548382,2014,5,regular
0,2,,,,0,118,0,4,5,14,5-18,1-1,321,216,20-35,6.2,105,33,3.2,5-40,2,1,1,31:07,,,,Louisiana Tech,away,17,400548035,2014,5,regular
1,1,129,1,4,4,52,0,2,9,23,6-14,0-1,473,219,14-22,10.0,254,48,5.3,5-51,0,0,0,28:11,36,0,1,Auburn,home,45,400548035,2014,5,regular
0,3,0,0,1,2,54,0,4,5,29,10-17,0-0,575,302,29-39,7.7,273,49,5.6,5-58,0,0,0,38:44,,,,Buffalo,home,35,400548119,2014,5,regular
0,1,0,0,1,3,118,0,4,3,13,4-15,1-2,371,238,12-38,6.3,133,22,6.0,6-55,0,0,0,21:16,,,,Miami (OH),away,27,400548119,2014,5,regular
0,1,,,,1,136,0,7,7,21,9-19,1-2,432,289,30-47,6.1,143,30,4.8,13-124,0,0,0,29:44,7,0,2,Eastern Illinois,away,19,400548118,2014,5,regular
0,4,4,0,1,0,73,0,3,10,20,7-14,1-1,387,158,17-31,5.1,229,41,5.6,6-60,2,0,2,30:16,,,,Ohio,home,34,400548118,2014,5,regular
2,3,21,0,2,2,92,0,4,9,27,7-11,0-0,520,266,19-32,8.3,254,45,5.6,9-79,3,1,2,30:28,79,1,3,Virginia,home,45,400547823,2014,5,regular
1,0,0,0,1,1,29,0,2,7,18,3-13,0-0,280,246,17-34,7.2,34,33,1.0,7-60,5,2,3,29:32,14,0,2,Kent State,away,13,400547823,2014,5,regular
0,0,-10,0,3,1,113,0,4,4,22,5-16,2-3,349,220,20-34,6.5,129,40,3.2,7-55,2,1,1,33:46,0,0,1,Pittsburgh,home,10,400547811,2014,5,regular
1,2,2,0,2,1,,,,3,20,7-16,0-0,382,213,17-35,6.1,169,36,4.7,10-64,1,0,1,26:14,8,0,1,Akron,away,21,400547811,2014,5,regular
1,2,,,,2,43,0,2,4,20,4-8,0-0,386,291,24-31,9.4,95,26,3.7,3-35,2,1,1,27:31,0,0,1,Central Michigan,away,28,400548117,2014,5,regular
1,3,-3,0,2,2,124,0,5,10,29,5-10,1-1,543,339,23-34,10.0,204,38,5.4,6-47,2,1,1,31:58,11,0,1,Toledo,home,42,400548117,2014,5,regular
1,1,58,0,5,2,70,0,4,9,26,10-18,0-0,486,178,14-32,5.6,308,47,6.6,9-69,2,0,2,34:46,0,0,1,Virginia Tech,home,35,400547827,2014,5,regular
0,2,3,0,1,0,71,0,3,5,10,4-15,0-1,231,212,18-33,6.4,19,24,0.8,7-85,2,1,1,25:14,39,0,2,Western Michigan,away,17,400547827,2014,5,regular
2,2,6,0,1,3,90,0,7,11,29,7-16,1-2,520,359,32-50,7.2,161,37,4.4,8-83,2,2,0,31:50,19,0,2,NC State,home,41,400547764,2014,5,regular
2,4,18,0,2,4,45,0,2,8,28,8-11,0-0,531,365,26-38,9.6,166,33,5.0,9-58,4,2,2,35:03,,,,Florida State,away,56,400547764,2014,5,regular
0,1,17,0,2,2,86,0,4,6,25,8-14,1-2,430,268,27-41,6.5,162,24,6.8,7-69,2,0,2,29:46,7,0,1,Colorado State,away,24,400547732,2014,5,regular
0,3,,,,0,37,0,2,3,21,6-13,1-1,408,169,12-18,9.4,239,49,4.9,5-35,1,0,1,30:14,2,0,2,Boston College,home,21,400547732,2014,5,regular
0,1,22,0,4,4,103,0,5,5,22,8-18,1-1,478,394,30-49,8.0,84,30,2.8,15-130,1,0,1,25:29,7,0,1,North Carolina,away,35,400547743,2014,5,regular
0,0,20,0,3,6,52,0,3,12,27,10-18,0-0,528,436,28-39,11.2,92,44,2.1,4-19,1,0,1,33:54,0,0,1,Clemson,home,50,400547743,2014,5,regular
