fumblesRecovered,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickingPoints,firstDowns,thirdDownEff,fourthDownEff,totalYards,netPassingYards,completionAttempts,yardsPerPass,rushingYards,rushingAttempts,yardsPerRushAttempt,totalPenaltiesYards,turnovers,fumblesLost,interceptions,possessionTime,interceptionYards,interceptionTDs,passesIntercepted,team,home_away,points,game_id,season,week,season_type
0,2,47,0,5,1,11,26,8-16,0-0,516,259,18-33,7.7,261,46,5.7,0-0,3,0,3,20:37,0,0,1,Boston College,home,29,242760103,2004,6,regular
1,5,69,0,6,4,10,22,6-12,2-3,639,367,21-26,14.1,272,45,6.0,0-0,1,0,1,20:39,,,,Bowling Green,away,70,242760218,2004,6,regular
0,1,0,0,2,1,4,14,3-13,0-0,294,208,13-24,8.2,97,35,2.8,0-0,1,1,0,15:22,22,0,1,Temple,home,16,242760218,2004,6,regular
1,0,22,0,3,0,6,16,3-19,1-3,305,212,24-49,4.1,105,33,3.2,0-0,1,0,1,20:54,37,0,3,Kansas,away,8,242760158,2004,6,regular
0,1,8,0,6,1,2,11,3-12,0-0,322,186,16-24,7.6,139,32,4.3,0-0,4,1,3,15:15,4,0,1,Nebraska,home,14,242760158,2004,6,regular
0,1,0,0,3,1,5,22,11-20,1-1,417,210,16-25,7.6,228,55,4.1,0-0,1,1,0,21:05,2,0,3,Missouri,home,17,242760142,2004,6,regular
1,1,12,0,3,0,3,13,5-12,0-1,251,177,18-28,6.1,80,28,2.9,0-0,3,0,3,15:35,,,,Colorado,away,9,242760142,2004,6,regular
2,5,10,0,2,1,6,12,2-8,0-0,309,129,7-12,10.8,180,31,5.8,0-0,1,1,0,12:11,32,0,2,Texas A&M,home,42,242760245,2004,6,regular
1,1,0,0,4,3,6,28,9-20,3-4,369,261,29-45,5.5,123,45,2.7,0-0,4,2,2,24:27,,,,Kansas State,away,30,242760245,2004,6,regular
7,3,43,0,4,1,12,18,10-19,0-0,349,169,9-16,10.0,189,55,3.4,0-0,1,0,1,21:29,,,,Oklahoma State,home,36,242760197,2004,6,regular
0,0,4,0,2,1,1,14,5-14,0-0,219,204,13-24,6.7,59,37,1.6,0-0,7,7,0,15:11,15,0,1,Iowa State,away,7,242760197,2004,6,regular
0,0,83,0,6,1,2,14,4-17,2-4,266,210,22-42,4.7,70,25,2.8,0-0,2,1,1,16:36,,,,Baylor,away,14,242760251,2004,6,regular
1,4,31,0,2,2,6,25,7-16,1-1,507,204,17-26,7.8,303,51,5.9,0-0,0,0,0,20:40,6,0,1,Texas,home,44,242760251,2004,6,regular
2,1,3,0,1,3,4,18,9-16,2-2,372,151,15-24,6.3,221,40,5.5,0-0,0,0,0,16:43,42,0,3,Oklahoma,home,28,242760201,2004,6,regular
0,1,4,0,2,0,7,27,10-18,1-3,425,387,36-55,6.7,56,24,2.3,0-0,5,2,3,19:42,,,,Texas Tech,away,13,242760201,2004,6,regular
1,1,32,0,3,1,8,13,2-12,0-1,205,152,14-35,4.3,55,25,2.2,0-0,4,0,4,14:13,,,,South Florida,home,20,242760058,2004,6,regular
0,1,,,,2,9,21,8-19,0-2,312,209,14-27,7.4,112,50,2.2,0-0,1,1,0,22:34,31,0,4,Southern Mississippi,away,27,242760058,2004,6,regular
2,4,51,0,3,1,11,27,7-15,2-2,501,168,16-28,6.0,333,49,6.8,0-0,2,0,2,19:39,,,,Memphis,home,41,242760235,2004,6,regular
0,0,,,,1,2,18,5-14,0-3,285,260,18-27,8.1,65,38,1.7,0-0,2,2,0,17:01,75,1,2,Houston,away,14,242760235,2004,6,regular
1,0,79,0,5,2,12,13,3-16,0-0,223,118,12-30,3.6,116,34,3.4,0-0,0,0,0,17:13,30,1,1,UAB,away,30,242762132,2004,6,regular
0,0,12,0,3,3,9,21,6-18,0-1,403,305,29-52,5.8,103,30,3.4,0-0,2,1,1,21:18,,,,Cincinnati,home,27,242762132,2004,6,regular
1,0,26,0,3,1,1,17,7-17,0-0,235,219,21-36,5.1,53,38,1.4,0-0,5,2,3,20:31,,,,East Carolina,away,7,242760097,2004,6,regular
2,6,65,0,6,2,11,25,3-9,1-2,549,341,24-31,10.8,215,38,5.7,0-0,1,1,0,16:08,47,0,3,Louisville,home,59,242760097,2004,6,regular
0,2,45,0,6,1,5,16,4-14,0-1,263,190,14-24,6.0,119,42,2.8,0-0,7,5,2,17:41,20,0,1,Miami (OH),away,25,242730276,2004,6,regular
5,1,38,0,4,3,9,22,2-14,2-2,338,208,23-37,5.0,154,35,4.4,0-0,1,0,1,18:34,12,0,2,Marshall,home,33,242730276,2004,6,regular
0,2,32,0,6,1,3,22,5-14,0-1,404,266,20-33,7.3,164,46,3.6,0-0,2,0,2,18:46,,,,TCU,away,21,242760349,2004,6,regular
0,2,4,0,3,0,5,15,3-16,0-1,343,230,12-26,8.2,129,39,3.3,0-0,0,0,0,17:55,5,0,2,Army,home,17,242760349,2004,6,regular
2,0,8,0,5,0,1,8,3-17,0-0,157,103,7-24,3.5,74,35,2.1,0-0,1,0,1,14:43,0,0,1,New Mexico,home,7,242750167,2004,6,regular
0,4,31,0,11,0,4,24,9-18,1-1,466,201,15-29,6.5,278,53,5.2,0-0,3,2,1,21:35,30,0,1,Utah,away,28,242750167,2004,6,regular
0,2,6,0,2,1,3,19,3-12,1-2,462,366,22-36,10.0,103,30,3.4,0-0,2,1,1,16:46,0,0,1,Colorado State,home,21,242760036,2004,6,regular
1,3,28,0,4,1,7,27,5-17,1-3,445,245,24-42,5.7,207,46,4.5,0-0,1,0,1,19:39,0,0,1,BYU,away,31,242760036,2004,6,regular
0,0,29,0,2,1,4,15,4-15,1-2,236,154,15-33,4.4,91,30,3.0,0-0,0,0,0,15:46,0,0,1,Louisiana Monroe,away,10,242762751,2004,6,regular
0,3,64,0,4,1,7,30,9-16,0-1,436,185,16-28,6.3,261,53,4.9,0-0,1,0,1,20:54,,,,Wyoming,home,31,242762751,2004,6,regular
1,0,30,0,2,1,7,26,6-16,1-2,418,348,32-52,6.2,98,33,3.0,0-0,5,2,3,20:31,,,,Nevada,away,13,242762439,2004,6,regular
2,4,0,0,1,2,11,19,3-10,0-1,366,130,11-19,6.7,238,47,5.1,0-0,1,1,0,15:56,117,0,3,UNLV,home,48,242762439,2004,6,regular
3,2,13,0,3,1,12,24,4-11,0-0,461,285,17-23,12.4,176,40,4.4,0-0,2,2,0,17:06,,,,North Texas,home,30,242760249,2004,6,regular
2,1,0,0,1,1,3,23,9-17,0-1,387,268,22-30,8.1,144,43,3.3,0-0,4,3,1,19:34,,,,Middle Tennessee,away,21,242760249,2004,6,regular
1,2,-4,0,3,3,9,22,8-17,0-1,445,190,15-20,8.9,266,58,4.6,0-0,1,1,0,22:19,36,0,2,UTEP,home,45,242762638,2004,6,regular
1,0,3,0,2,0,,9,3-14,0-0,226,113,9-28,3.9,116,32,3.6,0-0,3,1,2,14:19,,,,New Mexico State,away,0,242762638,2004,6,regular
2,3,28,0,4,2,11,22,7-18,1-3,444,234,22-43,5.3,216,42,5.1,0-0,2,1,1,16:01,,,,Eastern Michigan,home,41,242762199,2004,6,regular
1,6,-2,0,1,0,9,24,7-16,0-0,464,329,28-36,8.8,146,42,3.5,0-0,2,2,0,20:01,28,0,1,Idaho,away,45,242762199,2004,6,regular
0,5,0,0,1,1,12,17,6-12,0-0,440,203,5-7,27.9,245,45,5.4,0-0,0,0,0,16:21,11,0,3,Buffalo,home,48,242762084,2004,6,regular
0,2,37,0,3,1,,26,4-13,3-5,473,312,23-35,7.7,203,46,4.4,0-0,3,0,3,20:04,,,,UCF,away,20,242762084,2004,6,regular
0,3,3,0,1,3,7,22,5-11,1-1,358,120,9-16,7.5,238,50,4.8,0-0,3,2,1,17:34,125,1,3,Troy,home,49,242762653,2004,6,regular
2,1,132,1,4,1,3,20,5-17,4-5,342,265,18-37,6.6,99,42,2.4,0-0,3,0,3,18:11,2,0,1,Utah State,away,21,242762653,2004,6,regular
1,1,-3,0,4,1,7,20,6-16,1-1,373,115,13-28,3.7,269,48,5.6,0-0,2,0,2,20:23,,,,Fresno State,away,21,242762348,2004,6,regular
0,4,4,0,4,0,2,23,6-15,1-1,402,164,15-26,6.1,244,42,5.8,0-0,1,1,0,16:15,16,0,1,Louisiana Tech,home,28,242762348,2004,6,regular
0,0,,,,2,2,14,4-13,0-2,305,249,17-35,7.1,56,24,2.3,0-0,1,0,1,14:26,53,1,2,SMU,away,20,242760068,2004,6,regular
0,2,114,1,5,2,8,28,6-15,2-3,426,223,22-40,5.4,208,44,4.7,0-0,2,0,2,21:34,0,0,1,Boise State,home,38,242760068,2004,6,regular
0,0,16,0,3,2,4,16,2-11,0-0,314,296,19-30,8.2,67,29,2.3,0-0,3,3,0,16:01,,,,LSU,away,16,242760061,2004,6,regular
3,1,0,0,8,5,9,20,5-16,1-1,430,218,13-26,8.0,221,49,4.5,0-0,0,0,0,20:40,,,,Georgia,home,45,242760061,2004,6,regular
0,2,,,,,2,22,7-16,1-2,386,260,23-39,6.5,134,36,3.7,0-0,3,0,3,19:29,,,,Arkansas,away,30,242760057,2004,6,regular
0,3,12,0,3,3,9,20,8-17,0-0,440,340,23-38,8.5,118,33,3.6,0-0,0,0,0,17:11,28,0,3,Florida,home,45,242760057,2004,6,regular
1,2,0,0,1,2,10,17,5-13,0-1,400,258,16-23,11.0,148,42,3.5,0-0,2,1,1,21:26,2,0,5,Auburn,away,34,242762633,2004,6,regular
1,0,11,0,3,1,4,22,5-12,1-1,293,190,18-40,4.7,107,31,3.5,0-0,6,1,5,14:15,2,0,1,Tennessee,home,10,242762633,2004,6,regular
2,0,-4,0,2,0,3,9,0-11,0-1,210,79,10-24,2.8,143,28,5.1,0-0,4,0,4,15:59,1,0,1,Alabama,home,3,242760333,2004,6,regular
0,2,0,0,2,0,8,15,4-13,1-2,249,46,4-11,4.2,203,54,3.8,0-0,3,2,1,20:41,90,0,4,South Carolina,away,20,242760333,2004,6,regular
2,2,21,0,3,2,4,14,4-12,1-3,308,249,10-18,12.1,90,40,2.3,0-0,1,1,0,18:08,28,0,3,Ohio,away,28,242760096,2004,6,regular
1,1,13,0,3,1,4,19,5-15,2-4,280,196,18-36,5.3,90,38,2.4,0-0,5,2,3,18:40,,,,Kentucky,home,16,242760096,2004,6,regular
1,2,8,0,2,0,1,16,7-13,0-1,274,145,17-36,3.8,138,29,4.8,0-0,6,2,4,14:48,,,,Mississippi State,away,13,242760238,2004,6,regular
2,3,33,0,4,1,7,20,5-14,0-0,330,114,12-22,4.6,228,49,4.7,0-0,1,1,0,21:52,4,0,4,Vanderbilt,home,31,242760238,2004,6,regular
0,2,38,0,5,1,3,19,5-15,0-1,381,251,17-39,5.9,151,29,5.2,0-0,2,1,1,17:10,37,0,1,Arkansas State,away,21,242760145,2004,6,regular
1,1,2,0,3,2,8,21,3-13,0-0,375,179,18-24,7.5,196,46,4.3,0-0,1,0,1,19:30,31,0,1,Ole Miss,home,28,242760145,2004,6,regular
2,2,0,0,1,1,6,15,3-16,1-2,313,149,15-28,5.1,170,40,4.3,0-0,1,0,1,19:28,,,,Central Michigan,home,24,242762117,2004,6,regular
0,2,0,0,1,0,7,18,4-16,0-0,297,158,17-30,5.1,145,39,3.7,0-0,2,2,0,17:12,38,0,1,Kent State,away,21,242762117,2004,6,regular
1,3,81,1,3,3,7,22,6-14,1-2,485,231,17-28,8.0,260,38,6.8,0-0,1,0,1,17:19,,,,Northern Illinois,home,49,242762459,2004,6,regular
0,1,26,0,2,1,1,15,2-11,0-1,257,223,17-26,7.4,65,34,1.9,0-0,1,1,0,18:19,37,1,1,Akron,away,19,242762459,2004,6,regular
1,0,-3,0,2,1,2,15,5-16,0-0,296,248,17-29,7.3,83,33,2.5,0-0,2,2,0,18:34,,,,Ball State,away,14,242762649,2004,6,regular
2,1,-19,0,3,6,10,25,8-12,0-0,645,468,28-36,13.0,177,35,5.1,0-0,1,1,0,18:05,,,,Toledo,home,52,242762649,2004,6,regular
1,8,11,0,3,0,7,33,10-18,0-1,634,71,4-15,4.3,570,85,6.7,0-0,5,2,3,25:21,18,1,4,Rice,away,63,242760023,2004,6,regular
2,2,77,1,2,6,10,15,4-10,0-1,455,399,11-24,15.5,83,25,3.3,0-0,5,1,4,11:19,28,1,3,San José State,home,70,242760023,2004,6,regular
0,1,12,0,3,0,10,18,7-20,0-0,248,234,21-44,4.3,59,33,1.8,0-0,1,0,1,20:28,,,,Tulsa,away,16,242760062,2004,6,regular
0,1,69,1,7,3,14,20,6-15,0-0,525,404,23-45,8.8,128,23,5.6,0-0,0,0,0,16:05,0,0,1,Hawai'i,home,44,242760062,2004,6,regular
0,1,16,0,2,2,10,17,6-13,0-0,347,279,22-35,7.6,82,30,2.7,0-0,2,0,2,15:10,77,1,1,Florida International,home,34,242762229,2004,6,regular
0,2,3,0,2,1,13,26,4-14,1-1,445,318,30-42,7.2,143,37,3.9,0-0,1,0,1,20:17,67,2,2,Louisiana,away,43,242762229,2004,6,regular
0,1,44,0,5,1,8,16,4-16,0-0,328,198,11-22,9.0,131,43,3.0,0-0,0,0,0,19:35,,,,Georgia Tech,away,20,242830120,2004,7,regular
0,1,24,0,3,0,1,10,2-16,0-2,81,149,11-23,3.2,7,38,0.2,0-0,0,0,0,17:05,,,,Maryland,home,7,242830120,2004,7,regular
0,2,0,0,1,0,10,30,6-13,1-1,577,284,22-28,9.8,304,50,6.1,0-0,3,2,1,20:38,,,,NC State,away,24,242830153,2004,7,regular
2,0,9,0,1,3,12,14,6-13,1-1,356,205,15-23,8.3,164,30,5.5,0-0,0,0,0,16:02,54,0,1,North Carolina,home,30,242830153,2004,7,regular
0,1,37,0,3,1,5,19,8-15,0-0,329,148,12-18,6.6,210,50,4.2,0-0,2,2,0,19:00,15,0,1,Virginia Tech,away,17,242830154,2004,7,regular
2,1,13,0,3,0,4,17,7-17,0-1,347,229,15-26,8.0,139,41,3.4,0-0,1,0,1,17:10,,,,Wake Forest,home,10,242830154,2004,7,regular
0,2,15,0,5,1,,24,14-20,0-0,464,237,14-26,8.7,239,54,4.4,0-0,1,1,0,22:20,0,0,1,Virginia,home,30,242810258,2004,7,regular
1,0,22,0,1,1,4,9,5-14,1-1,211,166,16-28,5.9,45,21,2.1,0-0,1,0,1,14:19,,,,Clemson,away,10,242810258,2004,7,regular
0,2,32,0,2,0,5,18,7-15,1-1,378,159,15-25,5.8,234,39,6.0,0-0,2,2,0,17:00,,,,Illinois,away,25,242830127,2004,7,regular
2,1,61,0,3,4,6,29,6-14,1-1,487,234,23-30,7.8,253,46,5.5,0-0,0,0,0,19:10,,,,Michigan State,home,38,242830127,2004,7,regular
0,0,4,0,3,0,7,12,4-14,0-0,224,146,15-31,4.0,99,25,4.0,0-0,2,2,0,14:34,,,,Ohio State,home,13,242830194,2004,7,regular
2,1,18,0,5,2,6,19,4-15,0-2,344,168,15-24,6.7,184,48,3.8,0-0,0,0,0,22:15,,,,Wisconsin,away,24,242830194,2004,7,regular
1,2,11,0,3,1,6,13,4-16,1-3,345,167,8-22,7.1,189,39,4.8,0-0,0,0,0,14:05,0,0,1,Minnesota,away,24,242830130,2004,7,regular
0,1,27,0,6,2,9,29,8-18,1-1,518,330,33-49,6.7,190,45,4.2,0-0,3,1,2,22:34,,,,Michigan,home,27,242830130,2004,7,regular
0,0,6,0,3,1,7,15,5-16,0-3,311,305,29-51,5.7,18,17,1.1,0-0,0,0,0,17:12,12,0,2,Penn State,home,13,242830213,2004,7,regular
0,1,22,0,3,1,8,17,8-15,0-0,348,284,24-35,7.9,73,32,2.3,0-0,2,0,2,19:34,,,,Purdue,away,20,242830213,2004,7,regular
1,3,48,0,3,1,7,29,7-18,2-3,483,256,28-48,5.3,229,40,5.7,0-0,1,0,1,14:41,0,0,1,Northwestern,home,31,242830077,2004,7,regular
0,0,5,0,3,3,6,24,9-20,0-1,429,335,27-50,6.6,100,40,2.5,0-0,2,1,1,21:58,3,0,1,Indiana,away,24,242830077,2004,7,regular
0,1,6,0,2,1,5,28,6-12,0-3,424,287,29-35,7.6,157,44,3.6,0-0,5,5,0,27:01,13,0,1,California,away,17,242830030,2004,7,regular
5,0,,,,2,11,12,3-11,1-2,205,194,15-24,6.8,41,25,1.6,0-0,1,0,1,14:10,,,,USC,home,23,242830030,2004,7,regular
0,2,9,0,3,0,5,20,2-10,0-1,351,98,13-25,3.7,258,39,6.6,0-0,1,0,1,18:35,,,,Arizona,away,17,242830026,2004,7,regular
0,1,28,0,4,4,5,21,8-14,1-1,348,245,17-25,9.4,114,39,2.9,0-0,0,0,0,18:04,6,0,1,UCLA,home,37,242830026,2004,7,regular
0,0,1,0,1,0,6,14,1-10,0-2,133,48,7-9,2.4,111,42,2.6,0-0,0,0,0,17:16,40,0,2,San José State,away,6,242830264,2004,7,regular
0,3,0,0,2,0,3,22,8-14,0-1,334,83,7-16,4.7,259,53,4.9,0-0,2,0,2,19:25,,,,Washington,home,21,242830264,2004,7,regular
0,3,2,0,2,0,5,19,10-19,0-2,322,194,11-24,7.2,149,51,2.9,0-0,1,1,0,22:20,,,,Notre Dame,home,23,242830087,2004,7,regular
1,1,22,0,5,0,9,16,3-14,0-2,334,276,17-38,7.0,67,25,2.7,0-0,0,0,0,14:20,,,,Stanford,away,15,242830087,2004,7,regular
5,1,54,1,4,3,6,11,5-16,0-2,374,231,13-36,6.4,143,26,5.5,0-0,3,1,2,13:12,,,,Washington State,home,38,242830265,2004,7,regular
1,3,30,0,4,3,5,29,9-20,2-3,646,468,36-56,7.8,209,46,4.5,0-0,5,5,0,23:36,40,0,2,Oregon,away,41,242830265,2004,7,regular
1,2,27,0,4,0,5,23,1-10,1-1,427,171,15-26,6.5,258,43,6.0,0-0,3,2,1,17:55,0,0,1,Florida State,away,17,242830183,2004,7,regular
2,0,-4,0,3,1,7,14,2-13,0-0,265,224,19-28,7.4,58,31,1.9,0-0,2,1,1,18:46,44,0,1,Syracuse,home,13,242830183,2004,7,regular
0,0,18,0,2,3,2,27,6-18,3-5,458,338,30-45,7.0,144,38,3.8,0-0,0,0,0,18:55,,,,Temple,home,22,242830218,2004,7,regular
0,2,28,0,5,1,9,16,3-11,0-0,360,248,14-19,12.3,126,37,3.4,0-0,0,0,0,17:34,,,,Pittsburgh,away,27,242830218,2004,7,regular
3,2,7,0,1,1,10,19,4-12,0-1,396,289,14-21,12.4,136,40,3.4,0-0,1,1,0,18:16,29,1,1,Vanderbilt,home,34,242830238,2004,7,regular
1,3,36,0,3,2,5,24,5-10,0-0,393,367,31-40,8.6,49,27,1.8,0-0,4,3,1,17:59,,,,Rutgers,away,37,242830238,2004,7,regular
3,4,24,0,4,6,10,25,7-14,1-2,523,455,47-61,7.4,72,15,4.8,0-0,1,0,1,17:58,102,0,5,Texas Tech,home,70,242832641,2004,7,regular
0,0,12,0,3,1,4,19,6-19,2-3,292,213,15-42,4.7,93,37,2.5,0-0,8,3,5,18:41,38,0,1,Nebraska,away,10,242832641,2004,7,regular
1,2,17,0,4,3,6,15,4-12,0-0,429,193,8-11,17.5,236,43,5.5,0-0,1,0,1,17:50,34,1,2,Oklahoma State,away,42,242830038,2004,7,regular
0,1,23,0,5,1,2,22,3-14,1-4,445,327,28-46,6.9,127,30,4.2,0-0,3,1,2,18:40,7,0,1,Colorado,home,14,242830038,2004,7,regular
1,0,54,0,4,3,7,15,4-13,0-1,238,156,14-27,5.1,101,32,3.2,0-0,3,3,0,16:01,0,0,1,Kansas,home,31,242832305,2004,7,regular
3,1,5,0,4,2,8,17,3-13,2-2,365,313,19-33,9.3,59,33,1.8,0-0,2,1,1,20:37,,,,Kansas State,away,28,242832305,2004,7,regular
0,0,19,0,2,1,4,10,2-15,0-2,173,114,15-31,2.8,85,29,2.9,0-0,5,3,2,14:02,,,,Baylor,home,10,242830239,2004,7,regular
3,0,15,0,4,3,12,19,8-21,2-2,327,151,13-28,5.4,176,52,3.4,0-0,0,0,0,22:38,48,0,2,Missouri,away,30,242830239,2004,7,regular
0,1,2,0,2,4,4,20,9-15,0-1,419,257,19-31,8.3,162,37,4.4,0-0,0,0,0,17:58,0,0,1,Texas A&M,away,34,242830066,2004,7,regular
0,0,1,0,4,0,3,23,8-19,2-5,303,186,18-43,3.7,142,42,3.4,0-0,2,0,2,18:11,,,,Iowa State,home,3,242830066,2004,7,regular
4,1,19,0,5,0,6,24,4-14,1-1,414,113,14-27,4.2,301,52,5.8,0-0,3,1,2,22:02,,,,Oklahoma,home,12,242830201,2004,7,regular
1,0,,,,0,,13,6-15,1-2,240,107,8-23,3.7,154,40,3.8,0-0,4,4,0,14:37,32,0,2,Texas,away,0,242830201,2004,7,regular
1,2,18,0,4,1,11,25,5-15,0-0,518,379,19-36,9.6,173,47,3.7,0-0,0,0,0,19:57,0,0,1,Houston,away,29,242812572,2004,7,regular
0,2,,,,2,3,22,7-13,0-1,338,178,17-29,6.0,165,38,4.3,0-0,2,1,1,16:13,,,,Southern Mississippi,home,35,242812572,2004,7,regular
4,4,4,0,2,2,6,20,9-14,0-0,554,270,13-21,12.9,284,46,6.2,0-0,1,0,1,19:03,0,0,1,Army,home,48,242830349,2004,7,regular
0,0,7,0,2,4,3,26,3-10,2-5,536,350,25-39,9.0,186,40,4.7,0-0,5,4,1,17:36,0,0,1,Cincinnati,away,29,242830349,2004,7,regular
0,2,98,0,7,1,9,17,5-16,1-2,265,133,13-23,4.7,158,47,3.4,0-0,2,2,0,20:12,3,0,2,East Carolina,home,27,242830151,2004,7,regular
2,0,71,1,9,2,1,11,1-12,1-2,266,245,15-28,8.0,43,27,1.6,0-0,2,0,2,15:36,,,,Tulane,away,25,242830151,2004,7,regular
2,0,17,0,4,1,7,19,4-17,0-0,312,284,21-38,6.2,76,37,2.1,0-0,1,0,1,22:00,0,0,1,Ohio,home,13,242830195,2004,7,regular
0,0,47,0,7,0,10,16,3-14,0-0,279,175,20-35,4.9,109,28,3.9,0-0,3,2,1,14:39,0,1,1,Marshall,away,16,242830195,2004,7,regular
0,0,8,0,4,1,7,17,4-13,0-1,324,117,10-20,4.9,225,43,5.2,0-0,1,1,0,17:28,,,,Mississippi State,home,13,242830344,2004,7,regular
1,0,75,1,3,2,9,20,3-11,0-0,314,167,13-19,7.9,164,40,4.1,0-0,0,0,0,18:37,,,,UAB,away,27,242830344,2004,7,regular
4,2,13,0,2,1,6,15,6-19,0-0,259,148,9-27,4.8,129,46,2.8,0-0,2,1,1,17:00,24,0,1,UNLV,away,24,242820252,2004,7,regular
1,0,30,0,10,1,8,27,7-21,1-2,449,385,34-68,5.3,91,28,3.3,0-0,5,4,1,19:33,26,1,1,BYU,home,20,242820252,2004,7,regular
0,0,52,0,5,1,4,20,3-17,3-3,363,309,28-45,6.6,68,32,2.1,0-0,3,2,1,18:59,,,,San Diego State,away,10,242832751,2004,7,regular
2,0,-4,0,4,2,8,14,3-16,1-2,264,208,16-29,6.6,72,34,2.1,0-0,0,0,0,17:41,0,0,1,Wyoming,home,20,242832751,2004,7,regular
0,4,8,0,3,0,4,17,5-14,0-0,334,105,4-9,10.6,239,53,4.5,0-0,0,0,0,19:04,26,0,1,Air Force,home,28,242832005,2004,7,regular
0,1,79,2,7,0,5,13,4-15,0-3,259,130,9-22,5.4,140,41,3.4,0-0,1,0,1,17:21,,,,New Mexico,away,23,242832005,2004,7,regular
0,1,17,0,3,1,5,20,4-11,1-1,395,275,19-29,8.7,144,37,3.9,0-0,5,2,3,17:20,,,,Arkansas State,away,17,242832393,2004,7,regular
2,2,3,0,2,4,9,27,8-14,0-0,551,463,30-34,13.1,104,36,2.9,0-0,0,0,0,19:20,13,0,3,Middle Tennessee,home,45,242832393,2004,7,regular
1,1,152,1,5,1,5,18,7-17,1-4,369,301,22-40,7.3,79,36,2.2,0-0,6,2,4,19:11,,,,Utah State,home,23,242830328,2004,7,regular
2,2,,,,1,7,14,4-14,0-1,343,88,5-12,7.0,259,48,5.4,0-0,1,1,0,17:29,34,0,3,North Texas,away,31,242830328,2004,7,regular
2,1,,,,2,6,29,10-16,0-0,500,358,29-45,7.4,166,42,4.0,0-0,3,3,0,21:08,2,0,1,Louisiana,away,32,242830166,2004,7,regular
3,4,1,0,1,1,,22,4-10,1-2,484,274,16-25,11.0,210,42,5.0,0-0,3,2,1,15:17,,,,New Mexico State,home,35,242830166,2004,7,regular
0,1,33,0,7,1,4,13,3-14,1-1,256,139,13-24,5.8,117,33,3.5,0-0,1,1,0,16:07,0,0,1,Louisiana Monroe,away,16,242830070,2004,7,regular
1,0,44,0,7,2,2,17,3-15,1-2,293,236,25-35,6.0,83,31,2.7,0-0,1,0,1,20:09,,,,Idaho,home,14,242830070,2004,7,regular
2,1,34,0,4,1,12,24,6-14,2-2,407,205,17-30,6.7,205,44,4.7,0-0,3,0,3,17:54,68,1,1,Northern Illinois,away,30,242832116,2004,7,regular
0,1,14,0,2,2,4,18,10-17,1-1,323,317,25-33,8.2,51,36,1.4,0-0,3,2,1,18:10,61,1,3,UCF,home,28,242832116,2004,7,regular
0,2,4,0,2,0,2,22,6-17,3-5,401,208,19-35,5.5,210,41,5.1,0-0,2,0,2,18:35,,,,Central Michigan,home,14,242832117,2004,7,regular
0,1,17,0,3,4,8,27,5-11,1-2,510,387,31-42,9.2,123,33,3.7,0-0,0,0,0,18:00,28,0,2,Bowling Green,away,38,242832117,2004,7,regular
2,2,116,0,5,4,10,18,5-11,0-2,472,312,16-21,13.0,198,40,4.9,0-0,0,0,0,17:57,64,1,2,Auburn,home,52,242830002,2004,7,regular
0,0,9,0,2,1,1,12,2-14,1-2,222,243,14-25,7.4,37,34,1.1,0-0,4,2,2,18:43,,,,Louisiana Tech,away,7,242830002,2004,7,regular
1,0,41,0,6,2,7,17,5-15,2-2,277,153,12-22,6.8,127,47,2.7,0-0,2,2,0,21:23,,,,Tennessee,away,19,242830061,2004,7,regular
2,1,17,0,2,1,2,16,8-18,1-3,265,240,19-41,5.1,56,29,1.9,0-0,1,1,0,15:17,,,,Georgia,home,14,242830061,2004,7,regular
0,1,12,0,2,2,6,29,7-16,0-0,464,280,24-38,6.7,210,45,4.7,0-0,3,0,3,22:07,,,,LSU,away,24,242830057,2004,7,regular
0,1,0,0,2,2,3,14,6-14,0-0,236,151,15-33,4.3,94,26,3.6,0-0,0,0,0,14:33,47,0,3,Florida,home,21,242830057,2004,7,regular
1,3,14,0,5,1,7,23,3-13,2-2,414,236,20-34,6.9,178,45,4.0,0-0,1,1,0,19:14,,,,Ole Miss,away,31,242832579,2004,7,regular
1,2,3,0,3,2,4,19,4-15,3-4,491,373,15-33,10.6,142,39,3.6,0-0,1,1,0,17:25,,,,South Carolina,home,28,242832579,2004,7,regular
4,5,15,0,1,0,9,23,7-16,1-2,387,83,7-11,7.5,304,63,4.8,0-0,0,0,0,24:51,,,,Alabama,away,45,242830096,2004,7,regular
0,1,8,0,1,1,5,12,1-8,1-1,177,122,7-18,5.6,77,28,2.8,0-0,4,4,0,11:35,,,,Kentucky,home,17,242830096,2004,7,regular
1,2,80,1,3,3,12,23,5-9,0-0,573,329,21-35,9.2,251,24,10.5,0-0,2,1,1,13:13,5,0,1,Hawai'i,home,48,242830062,2004,7,regular
1,2,39,0,2,1,8,28,8-17,1-1,491,290,21-39,6.6,233,55,4.2,0-0,3,1,2,23:27,14,0,1,Nevada,away,26,242830062,2004,7,regular
0,0,37,0,5,4,3,22,8-19,1-3,419,402,28-44,8.2,58,36,1.6,0-0,6,5,1,17:28,,,,Kent State,away,27,242830193,2004,7,regular
5,2,30,0,3,3,17,23,4-13,0-0,424,330,19-29,10.6,116,38,3.1,0-0,0,0,0,18:32,10,0,1,Miami (OH),home,47,242830193,2004,7,regular
